Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude ( N ),Longitude ( E ),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,SURVEY_DATE
520616,BUILDING,BUILDING,411557.5233N,0284131.1925E,498.1,23.5,NO,,NO,1.07.2021
520617,BUILDING,BUILDING,411558.0819N,0284133.1527E,479.2,17.1,NO,,NO,1.07.2021
520618,BUILDING,BUILDING,411558.1980N,0284133.8213E,476.0,18.2,NO,,NO,1.07.2021
520633,BUILDING,BUILDING,411605.6335N,0284120.7694E,500.0,43.8,NO,,NO,1.07.2021
520634,BUILDING,BUILDING,411603.5688N,0284123.8387E,492.1,10.8,NO,,NO,1.07.2021
520643,BUILDING,BUILDING,411602.2310N,0284120.7306E,487.0,10.9,NO,,NO,1.07.2021
520644,BUILDING,BUILDING,411602.2310N,0284120.6996E,494.3,18.2,NO,,NO,1.07.2021
520646,BUILDING,BUILDING,411602.5159N,0284126.9268E,499.4,9.4,NO,,NO,1.07.2021
520647,BUILDING,BUILDING,411604.1171N,0284121.8085E,475.1,16.4,NO,,NO,1.07.2021
520648,BUILDING,BUILDING,411556.2559N,0284116.9070E,519.0,10.4,NO,,NO,1.07.2021
520650,BUILDING,BUILDING,411603.8156N,0284129.8456E,488.9,16.5,NO,,NO,1.07.2021
520651,BUILDING,BUILDING,411603.3444N,0284129.2475E,485.4,13.9,NO,,NO,1.07.2021
520652,BUILDING,BUILDING,411604.0647N,0284127.6660E,483.3,16.4,NO,,NO,1.07.2021
520653,BUILDING,BUILDING,411604.6163N,0284126.2070E,485.1,20.6,NO,,NO,1.07.2021
520654,BUILDING,BUILDING,411604.5287N,0284126.6398E,473.5,9.8,NO,,NO,1.07.2021
520655,BUILDING,BUILDING,411604.6275N,0284125.9120E,487.0,21.5,NO,,NO,1.07.2021
520657,BUILDING,BUILDING,411601.2570N,0284131.9469E,487.3,17.4,NO,,NO,1.07.2021
520659,BUILDING,BUILDING,411603.3925N,0284124.8644E,511.2,19.7,NO,,NO,1.07.2021
520660,BUILDING,BUILDING,411602.8697N,0284124.6755E,512.2,22.5,NO,,NO,1.07.2021
520664,BUILDING,BUILDING,411540.8843N,0284048.1442E,481.1,16.2,NO,,NO,1.07.2021
520665,BUILDING,BUILDING,411540.4770N,0284048.3280E,476.5,13.1,NO,,NO,1.07.2021
520666,BUILDING,BUILDING,411542.2869N,0284047.6741E,486.9,17.8,NO,,NO,1.07.2021
520865,BUILDING,BUILDING,411547.9599N,0284015.1431E,484.5,6.7,NO,,NO,1.07.2021
520866,BUILDING,BUILDING,411549.4895N,0284019.1236E,491.6,10.0,NO,,NO,1.07.2021
520867,BUILDING,BUILDING,411548.6041N,0284019.0087E,490.1,16.4,NO,,NO,1.07.2021
520868,BUILDING,BUILDING,411554.6992N,0284016.0215E,479.8,21.1,NO,,NO,1.07.2021
520876,BUILDING,BUILDING,411547.5857N,0284017.1005E,477.0,14.3,NO,,NO,1.07.2021
520878,BUILDING,BUILDING,411548.1712N,0284015.4906E,499.2,21.8,NO,,NO,1.07.2021
520879,BUILDING,BUILDING,411548.2160N,0284015.5619E,495.5,18.1,NO,,NO,1.07.2021
520886,BUILDING,BUILDING,411550.8252N,0284027.0831E,492.0,35.7,NO,,NO,1.07.2021
520887,BUILDING,BUILDING,411545.4099N,0284024.6867E,478.2,14.4,NO,,NO,1.07.2021
520890,BUILDING,BUILDING,411547.1736N,0284013.1349E,488.7,7.7,NO,,NO,1.07.2021
520913,BUILDING,BUILDING,411554.8918N,0284115.2593E,529.8,14.0,NO,,NO,1.07.2021
520916,BUILDING,BUILDING,411559.8554N,0284116.2944E,496.9,17.8,NO,,NO,1.07.2021
520917,BUILDING,BUILDING,411605.4666N,0284124.9971E,499.3,44.3,NO,,NO,1.07.2021
520918,BUILDING,BUILDING,411605.4568N,0284126.3812E,491.7,37.3,NO,,NO,1.07.2021
520919,BUILDING,BUILDING,411605.3680N,0284126.5440E,485.2,30.8,NO,,NO,1.07.2021
520920,BUILDING,BUILDING,411605.5074N,0284124.9099E,493.1,34.3,NO,,NO,1.07.2021
520921,BUILDING,BUILDING,411544.1219N,0284050.2125E,483.0,25.1,NO,,NO,1.07.2021
520927,BUILDING,BUILDING,411548.3925N,0284108.9117E,528.1,12.2,NO,,NO,1.07.2021
520932,BUILDING,BUILDING,411550.7533N,0284027.2142E,496.4,38.2,NO,,NO,1.07.2021
520991,BUILDING,BUILDING,411541.6976N,0284026.6431E,476.7,20.6,NO,,NO,1.07.2021
520993,BUILDING,BUILDING,411544.0928N,0284009.3229E,481.4,10.4,NO,,NO,1.07.2021
520997,BUILDING,BUILDING,411543.8838N,0284010.5488E,486.3,6.5,NO,,NO,1.07.2021
521270,BUILDING,BUILDING,411718.8067N,0284314.2343E,289.7,69.5,NO,,NO,1.07.2021
521271,BUILDING,BUILDING,411718.5732N,0284304.9604E,291.6,71.2,NO,,NO,1.07.2021
521276,BUILDING,BUILDING,411702.6708N,0284247.5903E,317.8,57.6,NO,,NO,1.07.2021
521277,BUILDING,BUILDING,411628.1921N,0284308.1307E,377.9,107.7,NO,,NO,1.07.2021
521278,BUILDING,BUILDING,411627.7266N,0284310.5438E,402.5,133.0,NO,,NO,1.07.2021
521279,BUILDING,BUILDING,411627.4647N,0284307.2275E,402.5,133.8,NO,,NO,1.07.2021
521280,BUILDING,BUILDING,411631.0326N,0284308.3140E,386.8,118.9,NO,,NO,1.07.2021
521281,BUILDING,BUILDING,411633.2419N,0284308.2783E,368.7,100.4,NO,,NO,1.07.2021
521282,BUILDING,BUILDING,411634.7108N,0284308.2471E,361.7,91.7,NO,,NO,1.07.2021
521283,BUILDING,BUILDING,411629.7294N,0284307.7135E,368.2,99.2,NO,,NO,1.07.2021
521284,BUILDING,BUILDING,411628.7117N,0284307.4071E,321.4,51.5,NO,,NO,1.07.2021
521285,BUILDING,BUILDING,411637.0692N,0284308.6841E,348.8,79.1,NO,,NO,1.07.2021
521286,BUILDING,BUILDING,411628.7569N,0284310.6065E,320.5,50.9,NO,,NO,1.07.2021
521295,BUILDING,BUILDING,411642.0182N,0284305.5298E,316.7,49.9,NO,,NO,1.07.2021
521308,BUILDING,BUILDING,411645.4399N,0284254.8073E,330.2,54.2,NO,,NO,1.07.2021
521309,BUILDING,BUILDING,411638.7823N,0284254.2927E,354.8,65.0,NO,,NO,1.07.2021
521310,BUILDING,BUILDING,411636.7327N,0284254.3219E,339.8,50.6,NO,,NO,1.07.2021
521312,BUILDING,BUILDING,411637.8998N,0284258.6019E,340.5,57.9,NO,,NO,1.07.2021
521334,BUILDING,BUILDING,411619.6826N,0284354.4706E,354.5,84.2,NO,,NO,1.07.2021
521368,TERMINAL,BUILDING,411540.5577N,0284433.1254E,438.0,147.5,NO,,NO,1.07.2021
521571,BUILDING,BUILDING,411630.4086N,0284356.0286E,319.4,58.2,NO,,NO,1.07.2021
521821,BUILDING,BUILDING,411503.9669N,0284401.4952E,403.3,125.3,NO,,NO,1.07.2021
521831,BUILDING,BUILDING,411628.6097N,0284250.2863E,346.8,55.8,NO,,NO,1.07.2021
521832,BUILDING,BUILDING,411629.6542N,0284249.0455E,348.2,57.2,NO,,NO,1.07.2021
521835,BUILDING,BUILDING,411628.5861N,0284248.2386E,346.5,55.5,NO,,NO,1.07.2021
521836,BUILDING,BUILDING,411627.5413N,0284249.0869E,348.2,57.1,NO,,NO,1.07.2021
521840,BUILDING,BUILDING,411628.6225N,0284259.8980E,334.0,49.7,NO,,NO,1.07.2021
521841,BUILDING,BUILDING,411625.9168N,0284248.3649E,349.0,58.0,NO,,NO,1.07.2021
521842,BUILDING,BUILDING,411625.4169N,0284248.8144E,342.5,51.5,NO,,NO,1.07.2021
521843,BUILDING,BUILDING,411625.4149N,0284248.6937E,341.8,50.9,NO,,NO,1.07.2021
521905,BUILDING,BUILDING,411542.4199N,0284312.1053E,382.7,73.0,NO,,NO,1.07.2021
521920,BUILDING,BUILDING,411516.9128N,0284259.9859E,380.2,89.3,NO,,NO,1.07.2021
521921,BUILDING,BUILDING,411514.3946N,0284300.2662E,354.0,63.0,NO,,NO,1.07.2021
521931,BUILDING,BUILDING,411612.5022N,0284124.6410E,482.0,64.0,NO,,NO,1.07.2021
521939,BUILDING,BUILDING,411612.3931N,0284124.3812E,467.7,49.8,NO,,NO,1.07.2021
521940,BUILDING,BUILDING,411612.3022N,0284124.7610E,467.7,49.5,NO,,NO,1.07.2021
521941,BUILDING,BUILDING,411612.5996N,0284124.8911E,467.7,49.3,NO,,NO,1.07.2021
521942,BUILDING,BUILDING,411612.6886N,0284124.5002E,467.7,50.1,NO,,NO,1.07.2021
522267,BUILDING,BUILDING,411611.1542N,0284256.0563E,374.7,71.4,NO,,NO,1.07.2021
522268,BUILDING,BUILDING,411624.6066N,0284248.3910E,349.8,59.0,NO,,NO,1.07.2021
524522,BUILDING,BUILDING,411558.1419N,0284115.0773E,517.7,8.0,NO,,NO,1.07.2021
524523,BUILDING,BUILDING,411558.6047N,0284115.1137E,519.6,11.6,NO,,NO,1.07.2021
524524,BUILDING,BUILDING,411557.3268N,0284114.9147E,524.4,13.1,NO,,NO,1.07.2021
524525,BUILDING,BUILDING,411552.8544N,0284052.6597E,497.2,8.1,NO,,NO,1.07.2021
524526,BUILDING,BUILDING,411552.9941N,0284052.5416E,497.5,8.5,NO,,NO,1.07.2021
524527,BUILDING,BUILDING,411547.5957N,0284052.3548E,482.5,11.4,NO,,NO,1.07.2021
524529,BUILDING,BUILDING,411601.8150N,0284109.3869E,505.2,12.6,NO,,NO,1.07.2021
524530,BUILDING,BUILDING,411553.9352N,0284106.3779E,550.2,12.3,NO,,NO,1.07.2021
524531,BUILDING,BUILDING,411554.0188N,0284104.3451E,545.4,8.4,NO,,NO,1.07.2021
524532,BUILDING,BUILDING,411554.3068N,0284104.4714E,545.1,7.6,NO,,NO,1.07.2021
524533,BUILDING,BUILDING,411548.9782N,0284055.2122E,479.7,6.9,NO,,NO,1.07.2021
524534,BUILDING,BUILDING,411548.6525N,0284055.3023E,477.4,9.2,NO,,NO,1.07.2021
524535,BUILDING,BUILDING,411548.4043N,0284055.3462E,472.8,6.1,NO,,NO,1.07.2021
524541,BUILDING,BUILDING,411547.8011N,0284058.8327E,473.1,8.5,NO,,NO,1.07.2021
524542,BUILDING,BUILDING,411549.0305N,0284059.0327E,485.3,10.6,NO,,NO,1.07.2021
524543,BUILDING,BUILDING,411549.1699N,0284059.0441E,483.6,6.2,NO,,NO,1.07.2021
524544,BUILDING,BUILDING,411550.5921N,0284059.6855E,507.2,9.5,NO,,NO,1.07.2021
524545,BUILDING,BUILDING,411550.4169N,0284058.0400E,503.6,8.4,NO,,NO,1.07.2021
524546,BUILDING,BUILDING,411555.0281N,0284114.6431E,528.1,12.3,NO,,NO,1.07.2021
524547,BUILDING,BUILDING,411550.9510N,0284105.2476E,527.7,6.8,NO,,NO,1.07.2021
524548,BUILDING,BUILDING,411550.2312N,0284058.7734E,506.7,13.7,NO,,NO,1.07.2021
524551,BUILDING,BUILDING,411548.7476N,0284053.8412E,480.3,8.1,NO,,NO,1.07.2021
524552,BUILDING,BUILDING,411549.1726N,0284053.8566E,489.4,13.7,NO,,NO,1.07.2021
524558,BUILDING,BUILDING,411548.6043N,0284103.8458E,509.8,7.5,NO,,NO,1.07.2021
524559,BUILDING,BUILDING,411548.6054N,0284104.0892E,508.5,4.1,NO,,NO,1.07.2021
524560,BUILDING,BUILDING,411558.1410N,0284111.7201E,508.8,7.8,NO,,NO,1.07.2021
524564,BUILDING,BUILDING,411550.5411N,0284111.6549E,540.8,14.3,NO,,NO,1.07.2021
524565,BUILDING,BUILDING,411601.8812N,0284110.3462E,508.2,5.5,NO,,NO,1.07.2021
524566,BUILDING,BUILDING,411549.9178N,0284054.4113E,487.4,5.8,NO,,NO,1.07.2021
524569,BUILDING,BUILDING,411549.5614N,0284058.7029E,490.4,7.0,NO,,NO,1.07.2021
524570,BUILDING,BUILDING,411552.4238N,0284106.5499E,541.9,8.7,NO,,NO,1.07.2021
524571,BUILDING,BUILDING,411553.7643N,0284110.9735E,554.1,21.3,NO,,NO,1.07.2021
524572,BUILDING,BUILDING,411551.3095N,0284056.6579E,502.7,9.7,NO,,NO,1.07.2021
524573,BUILDING,BUILDING,411601.4924N,0284111.0810E,510.7,4.0,NO,,NO,1.07.2021
524574,BUILDING,BUILDING,411602.4731N,0284110.7905E,513.5,14.6,NO,,NO,1.07.2021
524575,BUILDING,BUILDING,411557.0635N,0284114.6767E,520.0,7.5,NO,,NO,1.07.2021
524576,BUILDING,BUILDING,411559.3372N,0284113.8435E,514.0,7.8,NO,,NO,1.07.2021
524577,BUILDING,BUILDING,411555.9370N,0284102.8817E,545.7,7.6,NO,,NO,1.07.2021
524578,BUILDING,BUILDING,411555.8669N,0284102.6961E,543.7,5.5,NO,,NO,1.07.2021
524579,BUILDING,BUILDING,411555.9729N,0284103.2703E,544.0,5.6,NO,,NO,1.07.2021
524580,BUILDING,BUILDING,411557.2805N,0284113.0398E,513.3,4.5,NO,,NO,1.07.2021
524581,BUILDING,BUILDING,411550.0549N,0284110.2019E,533.6,9.8,NO,,NO,1.07.2021
524582,BUILDING,BUILDING,411549.3773N,0284110.6258E,526.7,6.1,NO,,NO,1.07.2021
524583,BUILDING,BUILDING,411551.8146N,0284110.9045E,544.4,9.2,NO,,NO,1.07.2021
524584,BUILDING,BUILDING,411551.5597N,0284111.3748E,541.4,7.7,NO,,NO,1.07.2021
524585,BUILDING,BUILDING,411551.9712N,0284111.7964E,543.2,10.5,NO,,NO,1.07.2021
524586,BUILDING,BUILDING,411552.0536N,0284111.9730E,539.0,7.5,NO,,NO,1.07.2021
524587,BUILDING,BUILDING,411551.8656N,0284111.4207E,543.4,9.4,NO,,NO,1.07.2021
524588,BUILDING,BUILDING,411552.3447N,0284111.4028E,547.6,12.4,NO,,NO,1.07.2021
524589,BUILDING,BUILDING,411552.6653N,0284111.8635E,546.8,14.0,NO,,NO,1.07.2021
524590,BUILDING,BUILDING,411551.9354N,0284113.2259E,533.9,10.0,NO,,NO,1.07.2021
524591,BUILDING,BUILDING,411551.4767N,0284113.0747E,531.2,7.3,NO,,NO,1.07.2021
524592,BUILDING,BUILDING,411552.6737N,0284109.4491E,548.4,10.4,NO,,NO,1.07.2021
524593,BUILDING,BUILDING,411552.6332N,0284109.2003E,547.1,8.8,NO,,NO,1.07.2021
524594,BUILDING,BUILDING,411552.9630N,0284108.9312E,549.8,12.0,NO,,NO,1.07.2021
524595,BUILDING,BUILDING,411553.1649N,0284109.1148E,550.1,13.1,NO,,NO,1.07.2021
524596,BUILDING,BUILDING,411552.7646N,0284109.0955E,546.0,7.9,NO,,NO,1.07.2021
524597,BUILDING,BUILDING,411552.8408N,0284109.8429E,547.7,10.1,NO,,NO,1.07.2021
524598,BUILDING,BUILDING,411553.1236N,0284110.1136E,546.3,9.5,NO,,NO,1.07.2021
524599,BUILDING,BUILDING,411553.1814N,0284109.8592E,557.3,20.5,NO,,NO,1.07.2021
524600,BUILDING,BUILDING,411553.8129N,0284109.8371E,541.9,9.5,NO,,NO,1.07.2021
524601,BUILDING,BUILDING,411550.0357N,0284108.9717E,538.6,15.9,NO,,NO,1.07.2021
524602,BUILDING,BUILDING,411551.2337N,0284108.7866E,546.9,13.4,NO,,NO,1.07.2021
524603,BUILDING,BUILDING,411550.8092N,0284108.3627E,542.2,14.0,NO,,NO,1.07.2021
524604,BUILDING,BUILDING,411551.4598N,0284108.3106E,545.2,11.0,NO,,NO,1.07.2021
524605,BUILDING,BUILDING,411551.5807N,0284108.9275E,545.4,8.6,NO,,NO,1.07.2021
524606,BUILDING,BUILDING,411550.0941N,0284109.1861E,530.1,6.7,NO,,NO,1.07.2021
524607,BUILDING,BUILDING,411550.2725N,0284109.1358E,531.2,6.3,NO,,NO,1.07.2021
524608,BUILDING,BUILDING,411550.3080N,0284109.3119E,531.8,6.7,NO,,NO,1.07.2021
524609,BUILDING,BUILDING,411550.3485N,0284109.4718E,531.9,6.4,NO,,NO,1.07.2021
524610,BUILDING,BUILDING,411549.9074N,0284109.4031E,529.2,7.0,NO,,NO,1.07.2021
524611,BUILDING,BUILDING,411549.9619N,0284109.5897E,529.6,7.1,NO,,NO,1.07.2021
524612,BUILDING,BUILDING,411550.4807N,0284109.8762E,535.9,9.6,NO,,NO,1.07.2021
524613,BUILDING,BUILDING,411548.9480N,0284105.2866E,520.8,10.8,NO,,NO,1.07.2021
524614,BUILDING,BUILDING,411549.1947N,0284105.9874E,522.5,9.6,NO,,NO,1.07.2021
524615,BUILDING,BUILDING,411549.4470N,0284105.8490E,523.7,9.4,NO,,NO,1.07.2021
524616,BUILDING,BUILDING,411550.3796N,0284104.6326E,519.9,4.2,NO,,NO,1.07.2021
524617,BUILDING,BUILDING,411549.8524N,0284104.0075E,520.1,8.2,NO,,NO,1.07.2021
524618,BUILDING,BUILDING,411549.0488N,0284105.1103E,519.2,8.5,NO,,NO,1.07.2021
524619,BUILDING,BUILDING,411548.7065N,0284106.1398E,514.0,5.7,NO,,NO,1.07.2021
524620,BUILDING,BUILDING,411548.9515N,0284106.3141E,517.2,7.2,NO,,NO,1.07.2021
524621,BUILDING,BUILDING,411548.9949N,0284106.7271E,516.2,6.9,NO,,NO,1.07.2021
524622,BUILDING,BUILDING,411548.6252N,0284106.6734E,510.3,4.4,NO,,NO,1.07.2021
524623,BUILDING,BUILDING,411549.3267N,0284107.6643E,520.0,5.4,NO,,NO,1.07.2021
524624,BUILDING,BUILDING,411551.2368N,0284105.2548E,529.9,6.6,NO,,NO,1.07.2021
524625,BUILDING,BUILDING,411553.7194N,0284108.5199E,540.7,6.2,NO,,NO,1.07.2021
524626,BUILDING,BUILDING,411553.8687N,0284108.6810E,539.3,6.2,NO,,NO,1.07.2021
524628,BUILDING,BUILDING,411551.8821N,0284104.0985E,532.1,9.6,NO,,NO,1.07.2021
524629,BUILDING,BUILDING,411552.4968N,0284105.0259E,537.1,7.8,NO,,NO,1.07.2021
524630,BUILDING,BUILDING,411553.4238N,0284102.2636E,539.1,6.8,NO,,NO,1.07.2021
524631,BUILDING,BUILDING,411553.4492N,0284102.0974E,539.8,7.2,NO,,NO,1.07.2021
524632,BUILDING,BUILDING,411554.8463N,0284101.0243E,549.3,10.8,NO,,NO,1.07.2021
524633,BUILDING,BUILDING,411552.7418N,0284101.3980E,524.3,1.9,NO,,NO,1.07.2021
524634,BUILDING,BUILDING,411553.7677N,0284100.9506E,542.5,6.2,NO,,NO,1.07.2021
524635,BUILDING,BUILDING,411555.1878N,0284102.9903E,546.1,6.9,NO,,NO,1.07.2021
524636,BUILDING,BUILDING,411555.6154N,0284102.5809E,543.7,5.2,NO,,NO,1.07.2021
524637,BUILDING,BUILDING,411555.9590N,0284101.5645E,542.2,5.1,NO,,NO,1.07.2021
524638,BUILDING,BUILDING,411556.0646N,0284101.3874E,541.2,4.7,NO,,NO,1.07.2021
524639,BUILDING,BUILDING,411556.4633N,0284102.0075E,541.4,5.5,NO,,NO,1.07.2021
524642,BUILDING,BUILDING,411551.2969N,0284055.5468E,497.3,10.5,NO,,NO,1.07.2021
524643,BUILDING,BUILDING,411551.9573N,0284055.0908E,487.1,8.7,NO,,NO,1.07.2021
524645,BUILDING,BUILDING,411553.3939N,0284113.0541E,540.3,15.8,NO,,NO,1.07.2021
524646,BUILDING,BUILDING,411553.1881N,0284113.3581E,529.3,6.8,NO,,NO,1.07.2021
524647,BUILDING,BUILDING,411553.0222N,0284112.2639E,538.4,7.6,NO,,NO,1.07.2021
524648,BUILDING,BUILDING,411555.6191N,0284056.3455E,483.7,7.0,NO,,NO,1.07.2021
524649,BUILDING,BUILDING,411550.4431N,0284052.9168E,496.9,6.7,NO,,NO,1.07.2021
524650,BUILDING,BUILDING,411550.5121N,0284053.1629E,496.6,6.6,NO,,NO,1.07.2021
524669,BUILDING,BUILDING,411552.4207N,0284103.9914E,531.6,7.7,NO,,NO,1.07.2021
524670,BUILDING,BUILDING,411550.4663N,0284059.0628E,504.9,11.7,NO,,NO,1.07.2021
524671,BUILDING,BUILDING,411550.1157N,0284059.0551E,500.0,9.1,NO,,NO,1.07.2021
524672,BUILDING,BUILDING,411553.7302N,0284108.0870E,540.9,5.5,NO,,NO,1.07.2021
524673,BUILDING,BUILDING,411554.1490N,0284108.4634E,539.5,7.2,NO,,NO,1.07.2021
524674,BUILDING,BUILDING,411549.4288N,0284054.9915E,483.4,6.7,NO,,NO,1.07.2021
524675,BUILDING,BUILDING,411550.8251N,0284107.3669E,530.9,6.9,NO,,NO,1.07.2021
524678,BUILDING,BUILDING,411556.0505N,0284113.1109E,523.2,10.2,NO,,NO,1.07.2021
524679,BUILDING,BUILDING,411556.2442N,0284112.9009E,518.2,7.1,NO,,NO,1.07.2021
524680,BUILDING,BUILDING,411601.6615N,0284109.6558E,504.8,6.4,NO,,NO,1.07.2021
524685,BUILDING,BUILDING,411548.8632N,0284105.7196E,515.0,4.1,NO,,NO,1.07.2021
524688,BUILDING,BUILDING,411553.8724N,0284107.9331E,542.4,6.4,NO,,NO,1.07.2021
524689,BUILDING,BUILDING,411546.8767N,0284052.4643E,475.5,8.6,NO,,NO,1.07.2021
524697,BUILDING,BUILDING,411554.1377N,0284101.8914E,544.0,6.7,NO,,NO,1.07.2021
524698,BUILDING,BUILDING,411553.8032N,0284101.4625E,543.1,7.1,NO,,NO,1.07.2021
524699,BUILDING,BUILDING,411555.7319N,0284105.9313E,546.6,8.2,NO,,NO,1.07.2021
524700,BUILDING,BUILDING,411555.7956N,0284105.8564E,546.3,7.7,NO,,NO,1.07.2021
524701,BUILDING,BUILDING,411551.6961N,0284053.2990E,502.2,9.9,NO,,NO,1.07.2021
524702,BUILDING,BUILDING,411551.0056N,0284054.6400E,497.9,8.5,NO,,NO,1.07.2021
524703,BUILDING,BUILDING,411556.5951N,0284059.8260E,537.7,8.8,NO,,NO,1.07.2021
524704,BUILDING,BUILDING,411556.4513N,0284059.8094E,537.7,7.4,NO,,NO,1.07.2021
524705,BUILDING,BUILDING,411550.1351N,0284029.9585E,485.8,23.2,NO,,NO,1.07.2021
524708,BUILDING,BUILDING,411547.1465N,0284044.8004E,514.1,7.6,NO,,NO,1.07.2021
524709,BUILDING,BUILDING,411548.4543N,0284051.9358E,485.7,6.0,NO,,NO,1.07.2021
524710,BUILDING,BUILDING,411548.4319N,0284051.8102E,483.5,3.0,NO,,NO,1.07.2021
524714,BUILDING,BUILDING,411547.4778N,0284043.3104E,518.1,5.6,NO,,NO,1.07.2021
524715,BUILDING,BUILDING,411547.3247N,0284042.7491E,516.6,6.3,NO,,NO,1.07.2021
524716,BUILDING,BUILDING,411550.1696N,0284040.8819E,523.7,9.2,NO,,NO,1.07.2021
524717,BUILDING,BUILDING,411549.2062N,0284044.2286E,532.4,11.1,NO,,NO,1.07.2021
524718,BUILDING,BUILDING,411549.4921N,0284044.3496E,530.8,8.0,NO,,NO,1.07.2021
524719,BUILDING,BUILDING,411551.6634N,0284042.0649E,525.6,7.1,NO,,NO,1.07.2021
524720,BUILDING,BUILDING,411552.5994N,0284040.5046E,509.4,7.8,NO,,NO,1.07.2021
524721,BUILDING,BUILDING,411554.1199N,0284040.7018E,499.1,7.3,NO,,NO,1.07.2021
524722,BUILDING,BUILDING,411552.8340N,0284045.6380E,533.9,7.7,NO,,NO,1.07.2021
524723,BUILDING,BUILDING,411553.3692N,0284046.9968E,531.2,7.6,NO,,NO,1.07.2021
524724,BUILDING,BUILDING,411553.1884N,0284046.6000E,531.9,6.8,NO,,NO,1.07.2021
524725,BUILDING,BUILDING,411553.3801N,0284047.3867E,529.8,6.3,NO,,NO,1.07.2021
524726,BUILDING,BUILDING,411553.1802N,0284045.8485E,529.8,5.3,NO,,NO,1.07.2021
524727,BUILDING,BUILDING,411552.9369N,0284046.1642E,533.0,7.0,NO,,NO,1.07.2021
524728,BUILDING,BUILDING,411555.8322N,0284047.3794E,506.2,8.1,NO,,NO,1.07.2021
524729,BUILDING,BUILDING,411556.2505N,0284050.0324E,494.8,8.5,NO,,NO,1.07.2021
524733,BUILDING,BUILDING,411547.3504N,0284034.9811E,482.4,9.6,NO,,NO,1.07.2021
524734,BUILDING,BUILDING,411547.5549N,0284051.8663E,476.3,2.1,NO,,NO,1.07.2021
524735,BUILDING,BUILDING,411554.0294N,0284040.5804E,499.0,7.1,NO,,NO,1.07.2021
524736,BUILDING,BUILDING,411553.4308N,0284039.4602E,491.6,6.4,NO,,NO,1.07.2021
524737,BUILDING,BUILDING,411553.8457N,0284039.2747E,486.4,4.7,NO,,NO,1.07.2021
524742,BUILDING,BUILDING,411555.7313N,0284047.2930E,509.7,10.4,NO,,NO,1.07.2021
524743,BUILDING,BUILDING,411555.9619N,0284046.8865E,504.5,9.2,NO,,NO,1.07.2021
524744,BUILDING,BUILDING,411554.6838N,0284046.0665E,521.8,8.3,NO,,NO,1.07.2021
524745,BUILDING,BUILDING,411552.8820N,0284046.3129E,533.7,7.2,NO,,NO,1.07.2021
524746,BUILDING,BUILDING,411552.7456N,0284042.7540E,524.2,7.9,NO,,NO,1.07.2021
524747,BUILDING,BUILDING,411549.7881N,0284039.8947E,512.0,5.9,NO,,NO,1.07.2021
524748,BUILDING,BUILDING,411548.5349N,0284040.6251E,521.4,8.3,NO,,NO,1.07.2021
524749,BUILDING,BUILDING,411548.6773N,0284040.6688E,520.7,7.3,NO,,NO,1.07.2021
524750,BUILDING,BUILDING,411549.2834N,0284042.7889E,529.4,6.3,NO,,NO,1.07.2021
524751,BUILDING,BUILDING,411547.7578N,0284043.4745E,522.1,7.8,NO,,NO,1.07.2021
524752,BUILDING,BUILDING,411546.9337N,0284043.9926E,514.3,7.2,NO,,NO,1.07.2021
524753,BUILDING,BUILDING,411546.8849N,0284045.2070E,510.5,7.8,NO,,NO,1.07.2021
524754,BUILDING,BUILDING,411547.3821N,0284044.9181E,514.2,6.2,NO,,NO,1.07.2021
524755,BUILDING,BUILDING,411550.3677N,0284051.3906E,503.1,7.6,NO,,NO,1.07.2021
524756,BUILDING,BUILDING,411551.9050N,0284052.3703E,503.0,7.3,NO,,NO,1.07.2021
524757,BUILDING,BUILDING,411548.9705N,0284049.6614E,508.0,7.5,NO,,NO,1.07.2021
524760,BUILDING,BUILDING,411553.2566N,0284043.3712E,523.1,7.1,NO,,NO,1.07.2021
524761,BUILDING,BUILDING,411553.6093N,0284043.0394E,517.8,7.1,NO,,NO,1.07.2021
524762,BUILDING,BUILDING,411553.5894N,0284042.6576E,515.8,6.6,NO,,NO,1.07.2021
524763,BUILDING,BUILDING,411553.5860N,0284042.8191E,514.3,4.3,NO,,NO,1.07.2021
524764,BUILDING,BUILDING,411553.6821N,0284043.0545E,512.9,3.1,NO,,NO,1.07.2021
524765,BUILDING,BUILDING,411551.0552N,0284041.7767E,525.5,6.6,NO,,NO,1.07.2021
524766,BUILDING,BUILDING,411551.3174N,0284041.5127E,522.6,6.4,NO,,NO,1.07.2021
524767,BUILDING,BUILDING,411552.7318N,0284039.9865E,502.5,7.1,NO,,NO,1.07.2021
524768,BUILDING,BUILDING,411553.3492N,0284040.4323E,501.4,4.3,NO,,NO,1.07.2021
524773,BUILDING,BUILDING,411549.2820N,0284037.5603E,497.4,7.3,NO,,NO,1.07.2021
524774,BUILDING,BUILDING,411547.8337N,0284036.7363E,488.7,7.3,NO,,NO,1.07.2021
524775,BUILDING,BUILDING,411548.8251N,0284035.1334E,484.1,7.5,NO,,NO,1.07.2021
524776,BUILDING,BUILDING,411546.2470N,0284035.1657E,489.5,27.6,NO,,NO,1.07.2021
524777,BUILDING,BUILDING,411546.6087N,0284034.3473E,489.5,27.4,NO,,NO,1.07.2021
