Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT) ,Height (FT),Lighting,Color of Lighting,Group,
LTCC_3098,BUILDING,BUILDING,375638.025N,0401052.464E,2404.76,24.61,NO INFO,,NO,
LTCC_3099,BUILDING,BUILDING,375640.138N,0400951.398E,2586.98,152.56,NO INFO,,NO,
LTCC_3100,BUILDING,BUILDING,375638.237N,0401050.330E,2408.50,24.61,NO INFO,,NO,
LTCC_3101,BUILDING,BUILDING,375638.327N,0401043.146E,2488.58,93.50,NO INFO,,NO,
LTCC_3102,BUILDING,BUILDING,375638.333N,0401048.667E,2411.32,24.61,NO INFO,,NO,
LTCC_3103,BUILDING,BUILDING,375638.042N,0401056.647E,2400.98,24.61,NO INFO,,NO,
LTCC_3104,BUILDING,BUILDING,375638.550N,0401046.520E,2414.83,24.61,NO INFO,,NO,
LTCC_3105,BUILDING,BUILDING,375637.237N,0401121.599E,2421.78,83.66,NO INFO,,NO,
LTCC_3106,BUILDING,BUILDING,375638.297N,0401054.168E,2403.15,24.61,NO INFO,,NO,
LTCC_3107,BUILDING,BUILDING,375637.538N,0401113.076E,2426.18,63.98,NO INFO,,NO,
LTCC_3108,BUILDING,BUILDING,375638.512N,0401051.911E,2406.30,24.61,NO INFO,,NO,
LTCC_3109,BUILDING,BUILDING,375640.944N,0400938.043E,2603.67,152.56,NO INFO,,NO,
LTCC_3110,BUILDING,BUILDING,375639.220N,0401024.895E,2515.49,103.35,NO INFO,,NO,
LTCC_3111,BUILDING,BUILDING,375637.823N,0401112.059E,2426.18,63.98,NO INFO,,NO,
LTCC_3112,BUILDING,BUILDING,375638.820N,0401048.122E,2412.80,24.61,NO INFO,,NO,
LTCC_3113,BUILDING,BUILDING,375637.406N,0401120.881E,2422.77,83.66,NO INFO,,NO,
LTCC_3114,BUILDING,BUILDING,375637.610N,0401114.818E,2445.87,83.66,NO INFO,,NO,
LTCC_3115,BUILDING,BUILDING,375638.924N,0401036.417E,2476.94,73.82,NO INFO,,NO,
LTCC_3116,BUILDING,BUILDING,375639.212N,0401030.591E,2482.84,73.82,NO INFO,,NO,
LTCC_3117,BUILDING,BUILDING,375640.829N,0400949.744E,2588.85,152.56,NO INFO,,NO,
LTCC_3118,BUILDING,BUILDING,375638.604N,0401057.573E,2400.62,24.61,NO INFO,,NO,
LTCC_3119,BUILDING,BUILDING,375638.903N,0401049.570E,2410.47,24.61,NO INFO,,NO,
LTCC_3120,BUILDING,BUILDING,375639.034N,0401045.976E,2416.31,24.61,NO INFO,,NO,
LTCC_3121,BUILDING,BUILDING,375638.672N,0401055.921E,2402.10,24.61,NO INFO,,NO,
LTCC_3122,BUILDING,BUILDING,375639.845N,0401014.320E,2562.24,142.72,NO INFO,,NO,
LTCC_3123,BUILDING,BUILDING,375638.760N,0401053.641E,2404.49,24.61,NO INFO,,NO,
LTCC_3124,BUILDING,BUILDING,375638.883N,0401041.788E,2411.91,14.76,NO INFO,,NO,
LTCC_3125,BUILDING,BUILDING,375638.991N,0401051.375E,2407.84,24.61,NO INFO,,NO,
LTCC_3126,BUILDING,BUILDING,375638.088N,0401112.636E,2426.18,63.98,NO INFO,,NO,
LTCC_3127,BUILDING,BUILDING,375640.082N,0401018.554E,2560.14,142.72,NO INFO,,NO,
LTCC_3128,BUILDING,BUILDING,375639.302N,0401047.578E,2413.91,24.61,NO INFO,,NO,
LTCC_3129,BUILDING,BUILDING,375639.877N,0401023.477E,2518.57,103.35,NO INFO,,NO,
LTCC_3130,BUILDING,BUILDING,375639.517N,0401045.423E,2417.75,24.61,NO INFO,,NO,
LTCC_3131,BUILDING,BUILDING,375639.389N,0401049.030E,2411.58,24.61,NO INFO,,NO,
LTCC_3132,BUILDING,BUILDING,375639.153N,0401055.371E,2402.92,24.61,NO INFO,,NO,
LTCC_3133,BUILDING,BUILDING,375639.259N,0401053.081E,2405.77,24.61,NO INFO,,NO,
LTCC_3134,BUILDING,BUILDING,375638.483N,0401114.740E,2406.33,44.29,NO INFO,,NO,
LTCC_3135,BUILDING,BUILDING,375639.711N,0401034.745E,2479.20,73.82,NO INFO,,NO,
LTCC_3136,BUILDING,BUILDING,375639.256N,0401056.833E,2401.97,24.61,NO INFO,,NO,
LTCC_3137,BUILDING,BUILDING,375640.612N,0401012.650E,2565.42,142.72,NO INFO,,NO,
LTCC_3138,BUILDING,BUILDING,375641.848N,0400938.994E,2602.56,152.56,NO INFO,,NO,
LTCC_3139,BUILDING,BUILDING,375638.556N,0401111.508E,2445.87,83.66,NO INFO,,NO,
LTCC_3140,BUILDING,BUILDING,375639.648N,0401050.650E,2409.68,24.61,NO INFO,,NO,
LTCC_3141,BUILDING,BUILDING,375639.783N,0401047.031E,2415.39,24.61,NO INFO,,NO,
LTCC_3142,BUILDING,BUILDING,375639.385N,0401058.591E,2400.66,24.61,NO INFO,,NO,
LTCC_3143,BUILDING,BUILDING,375639.554N,0401054.647E,2404.53,24.61,NO INFO,,NO,
LTCC_3144,BUILDING,BUILDING,375638.603N,0401116.217E,2434.32,83.66,NO INFO,,NO,
LTCC_3145,BUILDING,BUILDING,375639.985N,0401044.899E,2418.90,24.61,NO INFO,,NO,
LTCC_3146,BUILDING,BUILDING,375639.873N,0401048.482E,2413.06,24.61,NO INFO,,NO,
LTCC_3147,BUILDING,BUILDING,375639.645N,0401039.342E,2454.40,54.13,NO INFO,,NO,
LTCC_3148,BUILDING,BUILDING,375639.743N,0401052.533E,2407.41,24.61,NO INFO,,NO,
LTCC_3149,BUILDING,BUILDING,375638.925N,0401113.349E,2445.87,83.66,NO INFO,,NO,
LTCC_3150,BUILDING,BUILDING,375639.742N,0401056.286E,2402.95,24.61,NO INFO,,NO,
LTCC_3151,BUILDING,BUILDING,375640.131N,0401050.094E,2411.25,24.61,NO INFO,,NO,
LTCC_3152,BUILDING,BUILDING,375640.267N,0401046.495E,2416.83,24.61,NO INFO,,NO,
LTCC_3153,BUILDING,BUILDING,375640.039N,0401054.100E,2406.30,24.61,NO INFO,,NO,
LTCC_3154,BUILDING,BUILDING,375640.353N,0401047.943E,2414.53,24.61,NO INFO,,NO,
LTCC_3155,BUILDING,BUILDING,375639.962N,0401059.493E,2400.10,24.61,NO INFO,,NO,
LTCC_3156,BUILDING,BUILDING,375640.020N,0401057.874E,2401.74,24.61,NO INFO,,NO,
LTCC_3157,BUILDING,BUILDING,375639.206N,0401115.856E,2435.47,83.66,NO INFO,,NO,
LTCC_3158,BUILDING,BUILDING,375641.524N,0401019.303E,2563.55,142.72,NO INFO,,NO,
LTCC_3159,BUILDING,BUILDING,375639.135N,0401114.020E,2445.87,83.66,NO INFO,,NO,
LTCC_3160,BUILDING,BUILDING,375640.762N,0401031.943E,2483.07,73.82,NO INFO,,NO,
LTCC_3161,BUILDING,BUILDING,375639.404N,0401111.045E,2445.90,83.66,NO INFO,,NO,
LTCC_3162,BUILDING,BUILDING,375640.226N,0401055.732E,2404.23,24.61,NO INFO,,NO,
LTCC_3163,BUILDING,BUILDING,375640.387N,0401051.793E,2409.58,24.61,NO INFO,,NO,
LTCC_3164,BUILDING,BUILDING,375642.737N,0400940.048E,2600.82,152.56,NO INFO,,NO,
LTCC_3165,BUILDING,BUILDING,375639.198N,0401117.548E,2426.05,83.66,NO INFO,,NO,
LTCC_3166,BUILDING,BUILDING,375641.044N,0401025.886E,2518.80,103.35,NO INFO,,NO,
LTCC_3167,BUILDING,BUILDING,375640.616N,0401049.559E,2412.83,24.61,NO INFO,,NO,
LTCC_3168,BUILDING,BUILDING,375640.751N,0401045.945E,2417.98,24.61,NO INFO,,NO,
LTCC_3169,BUILDING,BUILDING,375640.505N,0401053.574E,2407.78,24.61,NO INFO,,NO,
LTCC_3170,BUILDING,BUILDING,375640.844N,0401044.099E,2420.44,24.61,NO INFO,,NO,
LTCC_3171,BUILDING,BUILDING,375640.841N,0401047.397E,2415.78,24.61,NO INFO,,NO,
LTCC_3172,BUILDING,BUILDING,375639.585N,0401118.859E,2419.03,83.66,NO INFO,,NO,
LTCC_3173,BUILDING,BUILDING,375640.499N,0401057.324E,2402.72,24.61,NO INFO,,NO,
LTCC_3174,BUILDING,BUILDING,375640.719N,0401055.168E,2405.71,24.61,NO INFO,,NO,
LTCC_3175,BUILDING,BUILDING,375640.877N,0401051.250E,2411.22,24.61,NO INFO,,NO,
LTCC_3176,BUILDING,BUILDING,375639.878N,0401113.115E,2445.87,83.66,NO INFO,,NO,
LTCC_3177,BUILDING,BUILDING,375640.095N,0401104.326E,2453.97,83.66,NO INFO,,NO,
LTCC_3178,BUILDING,BUILDING,375640.181N,0401112.519E,2445.87,83.66,NO INFO,,NO,
LTCC_3179,BUILDING,BUILDING,375641.238N,0401043.483E,2421.26,24.61,NO INFO,,NO,
LTCC_3180,BUILDING,BUILDING,375640.624N,0401058.823E,2411.22,34.45,NO INFO,,NO,
LTCC_3181,BUILDING,BUILDING,375641.100N,0401049.013E,2414.14,24.61,NO INFO,,NO,
LTCC_3182,BUILDING,BUILDING,375640.415N,0401112.363E,2436.02,73.82,NO INFO,,NO,
LTCC_3183,BUILDING,BUILDING,375642.265N,0401013.808E,2567.45,142.72,NO INFO,,NO,
LTCC_3184,BUILDING,BUILDING,375641.324N,0401046.850E,2417.32,24.61,NO INFO,,NO,
LTCC_3185,BUILDING,BUILDING,375640.304N,0401110.159E,2447.31,83.66,NO INFO,,NO,
LTCC_3186,BUILDING,BUILDING,375640.981N,0401056.777E,2403.97,24.61,NO INFO,,NO,
LTCC_3187,BUILDING,BUILDING,375641.100N,0401054.461E,2407.45,24.61,NO INFO,,NO,
LTCC_3188,BUILDING,BUILDING,375641.162N,0401052.842E,2410.11,24.61,NO INFO,,NO,
LTCC_3189,BUILDING,BUILDING,375641.528N,0401045.072E,2420.01,24.61,NO INFO,,NO,
LTCC_3190,BUILDING,BUILDING,375641.359N,0401050.704E,2412.63,24.61,NO INFO,,NO,
LTCC_3191,BUILDING,BUILDING,375641.044N,0401028.703E,2514.96,103.35,NO INFO,,NO,
LTCC_3192,BUILDING,BUILDING,375640.196N,0401114.847E,2440.39,83.66,NO INFO,,NO,
LTCC_3193,BUILDING,BUILDING,375640.565N,0401113.019E,2445.87,83.66,NO INFO,,NO,
LTCC_3194,BUILDING,BUILDING,375640.345N,0401118.238E,2420.60,83.66,NO INFO,,NO,
LTCC_3195,BUILDING,BUILDING,375640.662N,0401110.748E,2446.92,83.66,NO INFO,,NO,
LTCC_3196,BUILDING,BUILDING,375642.879N,0401018.152E,2566.99,142.72,NO INFO,,NO,
LTCC_3197,BUILDING,BUILDING,375640.488N,0401116.282E,2431.27,83.66,NO INFO,,NO,
LTCC_3198,BUILDING,BUILDING,375641.647N,0401052.293E,2411.55,24.61,NO INFO,,NO,
LTCC_3199,BUILDING,BUILDING,375640.947N,0401103.297E,2455.61,83.66,NO INFO,,NO,
LTCC_3200,BUILDING,BUILDING,375642.987N,0401011.784E,2570.54,142.72,NO INFO,,NO,
LTCC_3201,BUILDING,BUILDING,375642.375N,0401023.319E,2544.39,123.03,NO INFO,,NO,
LTCC_3202,BUILDING,BUILDING,375642.178N,0401041.551E,2443.67,44.29,NO INFO,,NO,
LTCC_3203,BUILDING,BUILDING,375641.104N,0401109.510E,2448.49,83.66,NO INFO,,NO,
LTCC_3204,BUILDING,BUILDING,375643.071N,0401020.398E,2566.86,142.72,NO INFO,,NO,
LTCC_3205,BUILDING,BUILDING,375641.157N,0401111.713E,2446.26,83.66,NO INFO,,NO,
LTCC_3206,BUILDING,BUILDING,375644.408N,0400941.804E,2598.46,152.56,NO INFO,,NO,
LTCC_3207,BUILDING,BUILDING,375643.298N,0401014.780E,2569.06,142.72,NO INFO,,NO,
LTCC_3208,BUILDING,BUILDING,375641.502N,0401110.161E,2448.10,83.66,NO INFO,,NO,
LTCC_3209,BUILDING,BUILDING,375643.746N,0401016.724E,2569.39,142.72,NO INFO,,NO,
LTCC_3210,BUILDING,BUILDING,375641.721N,0401102.048E,2467.32,93.50,NO INFO,,NO,
LTCC_3211,BUILDING,BUILDING,375641.214N,0401117.688E,2421.33,83.66,NO INFO,,NO,
LTCC_3212,BUILDING,BUILDING,375641.366N,0401114.042E,2443.01,83.66,NO INFO,,NO,
LTCC_3213,BUILDING,BUILDING,375641.493N,0401112.364E,2445.87,83.66,NO INFO,,NO,
LTCC_3214,BUILDING,BUILDING,375643.131N,0401028.770E,2518.80,103.35,NO INFO,,NO,
LTCC_3215,BUILDING,BUILDING,375641.604N,0401114.835E,2437.80,83.66,NO INFO,,NO,
LTCC_3216,BUILDING,BUILDING,375644.068N,0401012.625E,2571.26,142.72,NO INFO,,NO,
LTCC_3217,BUILDING,BUILDING,375644.271N,0401007.607E,2603.38,172.24,NO INFO,,NO,
LTCC_3218,BUILDING,BUILDING,375644.619N,0401002.569E,2585.50,152.56,NO INFO,,NO,
LTCC_3219,BUILDING,BUILDING,375643.890N,0401022.453E,2549.21,123.03,NO INFO,,NO,
LTCC_3220,BUILDING,BUILDING,375645.319N,0400942.729E,2598.46,152.56,NO INFO,,NO,
LTCC_3221,BUILDING,BUILDING,375642.241N,0401110.931E,2447.77,83.66,NO INFO,,NO,
LTCC_3222,BUILDING,BUILDING,375642.504N,0401103.194E,2456.20,83.66,NO INFO,,NO,
LTCC_3223,BUILDING,BUILDING,375643.803N,0401027.483E,2522.05,103.35,NO INFO,,NO,
LTCC_3224,BUILDING,BUILDING,375642.395N,0401105.186E,2454.23,83.66,NO INFO,,NO,
LTCC_3225,BUILDING,BUILDING,375642.176N,0401116.056E,2431.07,83.66,NO INFO,,NO,
LTCC_3226,BUILDING,BUILDING,375642.439N,0401111.633E,2447.05,83.66,NO INFO,,NO,
LTCC_3227,BUILDING,BUILDING,375642.544N,0401113.543E,2442.39,83.66,NO INFO,,NO,
LTCC_3228,BUILDING,BUILDING,375642.670N,0401101.418E,2458.30,83.66,NO INFO,,NO,
LTCC_3229,BUILDING,BUILDING,375645.215N,0401015.907E,2571.42,142.72,NO INFO,,NO,
LTCC_3230,BUILDING,BUILDING,375644.639N,0401025.586E,2545.87,123.03,NO INFO,,NO,
LTCC_3231,BUILDING,BUILDING,375646.243N,0400943.698E,2598.59,152.56,NO INFO,,NO,
LTCC_3232,BUILDING,BUILDING,375643.273N,0401104.106E,2454.99,83.66,NO INFO,,NO,
LTCC_3233,BUILDING,BUILDING,375643.132N,0401108.816E,2449.61,83.66,NO INFO,,NO,
LTCC_3234,BUILDING,BUILDING,375643.100N,0401113.186E,2441.83,83.66,NO INFO,,NO,
LTCC_3235,BUILDING,BUILDING,375643.499N,0401059.755E,2470.24,93.50,NO INFO,,NO,
LTCC_3236,BUILDING,BUILDING,375645.489N,0401013.329E,2553.90,123.03,NO INFO,,NO,
LTCC_3237,BUILDING,BUILDING,375645.624N,0401004.949E,2587.50,152.56,NO INFO,,NO,
LTCC_3238,BUILDING,BUILDING,375644.164N,0401100.985E,2458.92,83.66,NO INFO,,NO,
LTCC_3239,BUILDING,BUILDING,375645.354N,0401022.826E,2550.85,123.03,NO INFO,,NO,
LTCC_3240,BUILDING,BUILDING,375644.977N,0401041.175E,2484.61,83.66,NO INFO,,NO,
LTCC_3241,BUILDING,BUILDING,375645.805N,0401009.362E,2604.82,172.24,NO INFO,,NO,
LTCC_3242,BUILDING,BUILDING,375645.129N,0401041.646E,2484.35,83.66,NO INFO,,NO,
LTCC_3243,BUILDING,BUILDING,375645.180N,0401040.534E,2485.30,83.66,NO INFO,,NO,
LTCC_3244,BUILDING,BUILDING,375643.722N,0401114.765E,2430.77,83.66,NO INFO,,NO,
LTCC_3245,BUILDING,BUILDING,375644.130N,0401107.790E,2449.80,83.66,NO INFO,,NO,
LTCC_3246,BUILDING,BUILDING,375644.102N,0401110.501E,2446.82,83.66,NO INFO,,NO,
LTCC_3247,BUILDING,BUILDING,375646.504N,0400957.742E,2579.69,142.72,NO INFO,,NO,
LTCC_3248,BUILDING,BUILDING,375644.624N,0401101.444E,2457.97,83.66,NO INFO,,NO,
LTCC_3249,BUILDING,BUILDING,375644.393N,0401103.526E,2455.58,83.66,NO INFO,,NO,
LTCC_3250,BUILDING,BUILDING,375645.751N,0401039.641E,2486.48,83.66,NO INFO,,NO,
LTCC_3251,BUILDING,BUILDING,375646.034N,0401039.018E,2487.17,83.66,NO INFO,,NO,
LTCC_3252,BUILDING,BUILDING,375646.623N,0401014.292E,2554.27,123.03,NO INFO,,NO,
LTCC_3253,BUILDING,BUILDING,375646.050N,0401039.948E,2486.35,83.66,NO INFO,,NO,
LTCC_3254,BUILDING,BUILDING,375644.762N,0401100.560E,2458.86,83.66,NO INFO,,NO,
LTCC_3255,BUILDING,BUILDING,375644.823N,0401058.529E,2472.67,93.50,NO INFO,,NO,
LTCC_3256,BUILDING,BUILDING,375646.075N,0401026.687E,2544.06,123.03,NO INFO,,NO,
LTCC_3257,BUILDING,BUILDING,375644.510N,0401108.558E,2448.56,83.66,NO INFO,,NO,
LTCC_3258,BUILDING,BUILDING,375647.257N,0400956.252E,2542.39,103.35,NO INFO,,NO,
LTCC_3259,BUILDING,BUILDING,375647.085N,0401039.645E,2487.30,83.66,NO INFO,,NO,
LTCC_3260,BUILDING,BUILDING,375645.706N,0401041.823E,2484.71,83.66,NO INFO,,NO,
LTCC_3261,BUILDING,BUILDING,375647.168N,0401004.233E,2590.95,152.56,NO INFO,,NO,
LTCC_3262,BUILDING,BUILDING,375646.966N,0401039.134E,2487.60,83.66,NO INFO,,NO,
LTCC_3263,BUILDING,BUILDING,375646.610N,0401023.460E,2550.85,123.03,NO INFO,,NO,
LTCC_3264,BUILDING,BUILDING,375647.428N,0401000.564E,2542.39,103.35,NO INFO,,NO,
LTCC_3265,BUILDING,BUILDING,375647.665N,0400955.279E,2543.34,103.35,NO INFO,,NO,
LTCC_3266,BUILDING,BUILDING,375647.418N,0401010.441E,2568.01,132.87,NO INFO,,NO,
LTCC_3267,BUILDING,BUILDING,375645.312N,0401107.349E,2449.44,83.66,NO INFO,,NO,
LTCC_3268,BUILDING,BUILDING,375645.254N,0401111.660E,2439.76,83.66,NO INFO,,NO,
LTCC_3269,BUILDING,BUILDING,375646.589N,0401040.515E,2486.19,83.66,NO INFO,,NO,
LTCC_3270,BUILDING,BUILDING,375646.865N,0401025.233E,2547.31,123.03,NO INFO,,NO,
LTCC_3271,BUILDING,BUILDING,375645.573N,0401102.701E,2455.15,83.66,NO INFO,,NO,
LTCC_3272,BUILDING,BUILDING,375646.661N,0401038.746E,2487.80,83.66,NO INFO,,NO,
LTCC_3273,BUILDING,BUILDING,375646.842N,0401039.924E,2486.88,83.66,NO INFO,,NO,
LTCC_3274,BUILDING,BUILDING,375645.347N,0401109.461E,2446.85,83.66,NO INFO,,NO,
LTCC_3275,BUILDING,BUILDING,375648.260N,0400953.641E,2574.61,132.87,NO INFO,,NO,
LTCC_3276,BUILDING,BUILDING,375645.840N,0401059.606E,2461.09,83.66,NO INFO,,NO,
LTCC_3277,BUILDING,BUILDING,375645.247N,0401110.246E,2445.87,83.66,NO INFO,,NO,
LTCC_3278,BUILDING,BUILDING,375646.895N,0401040.941E,2485.99,83.66,NO INFO,,NO,
LTCC_3279,BUILDING,BUILDING,375646.060N,0401057.189E,2466.54,83.66,NO INFO,,NO,
LTCC_3280,BUILDING,BUILDING,375645.739N,0401112.678E,2431.82,83.66,NO INFO,,NO,
LTCC_3281,BUILDING,BUILDING,375647.313N,0401041.113E,2485.93,83.66,NO INFO,,NO,
LTCC_3282,BUILDING,BUILDING,375648.872N,0400952.159E,2576.05,132.87,NO INFO,,NO,
LTCC_3283,BUILDING,BUILDING,375647.761N,0401039.890E,2487.47,83.66,NO INFO,,NO,
LTCC_3284,BUILDING,BUILDING,375648.647N,0401003.162E,2544.85,103.35,NO INFO,,NO,
LTCC_3285,BUILDING,BUILDING,375647.971N,0401015.260E,2543.93,113.19,NO INFO,,NO,
LTCC_3286,BUILDING,BUILDING,375646.144N,0401106.805E,2449.11,83.66,NO INFO,,NO,
LTCC_3287,BUILDING,BUILDING,375647.761N,0401037.984E,2489.07,83.66,NO INFO,,NO,
LTCC_3288,BUILDING,BUILDING,375647.483N,0401036.641E,2489.93,83.66,NO INFO,,NO,
LTCC_3289,BUILDING,BUILDING,375646.871N,0401037.290E,2489.04,83.66,NO INFO,,NO,
LTCC_3290,BUILDING,BUILDING,375647.860N,0401028.160E,2551.02,132.87,NO INFO,,NO,
LTCC_3291,BUILDING,BUILDING,375649.042N,0401006.128E,2582.32,142.72,NO INFO,,NO,
LTCC_3292,BUILDING,BUILDING,375647.956N,0401037.149E,2489.86,83.66,NO INFO,,NO,
LTCC_3293,BUILDING,BUILDING,375646.594N,0401103.866E,2453.08,83.66,NO INFO,,NO,
LTCC_3294,BUILDING,BUILDING,375647.750N,0401040.580E,2486.61,83.66,NO INFO,,NO,
LTCC_3295,BUILDING,BUILDING,375646.233N,0401114.237E,2423.29,83.66,NO INFO,,NO,
LTCC_3296,BUILDING,BUILDING,375649.518N,0400956.441E,2586.58,142.72,NO INFO,,NO,
LTCC_3297,BUILDING,BUILDING,375647.854N,0401038.775E,2488.42,83.66,NO INFO,,NO,
LTCC_3298,BUILDING,BUILDING,375649.444N,0400950.654E,2577.10,132.87,NO INFO,,NO,
LTCC_3299,BUILDING,BUILDING,375647.770N,0401033.973E,2502.23,93.50,NO INFO,,NO,
LTCC_3300,BUILDING,BUILDING,375647.213N,0401055.854E,2518.77,132.87,NO INFO,,NO,
LTCC_3301,BUILDING,BUILDING,375649.172N,0401001.811E,2546.19,103.35,NO INFO,,NO,
LTCC_3302,BUILDING,BUILDING,375648.288N,0401026.768E,2534.84,113.19,NO INFO,,NO,
LTCC_3303,BUILDING,BUILDING,375649.011N,0401011.735E,2568.14,132.87,NO INFO,,NO,
LTCC_3304,BUILDING,BUILDING,375647.136N,0401101.704E,2485.79,113.19,NO INFO,,NO,
LTCC_3305,BUILDING,BUILDING,375648.236N,0401038.972E,2488.42,83.66,NO INFO,,NO,
LTCC_3306,BUILDING,BUILDING,375649.921N,0400959.886E,2586.94,142.72,NO INFO,,NO,
LTCC_3307,BUILDING,BUILDING,375647.108N,0401110.411E,2434.74,83.66,NO INFO,,NO,
LTCC_3308,BUILDING,BUILDING,375648.535N,0401028.698E,2550.36,132.87,NO INFO,,NO,
LTCC_3309,BUILDING,BUILDING,375646.759N,0401108.537E,2446.19,83.66,NO INFO,,NO,
LTCC_3310,BUILDING,BUILDING,375648.393N,0401032.723E,2503.84,93.50,NO INFO,,NO,
LTCC_3311,BUILDING,BUILDING,375648.672N,0401037.833E,2489.73,83.66,NO INFO,,NO,
LTCC_3312,BUILDING,BUILDING,375648.655N,0401038.574E,2488.94,83.66,NO INFO,,NO,
LTCC_3313,BUILDING,BUILDING,375647.298N,0401111.506E,2429.46,83.66,NO INFO,,NO,
LTCC_3314,BUILDING,BUILDING,375649.045N,0401025.484E,2536.38,113.19,NO INFO,,NO,
LTCC_3315,BUILDING,BUILDING,375647.608N,0401106.036E,2448.56,83.66,NO INFO,,NO,
LTCC_3316,BUILDING,BUILDING,375649.411N,0401016.372E,2542.98,113.19,NO INFO,,NO,
LTCC_3317,BUILDING,BUILDING,375649.168N,0401029.203E,2549.05,132.87,NO INFO,,NO,
LTCC_3318,BUILDING,BUILDING,375648.184N,0401054.328E,2541.47,152.56,NO INFO,,NO,
LTCC_3319,BUILDING,BUILDING,375650.782N,0400957.725E,2586.94,142.72,NO INFO,,NO,
LTCC_3320,BUILDING,BUILDING,375647.609N,0401113.262E,2427.66,83.66,NO INFO,,NO,
LTCC_3321,BUILDING,BUILDING,375650.466N,0401007.569E,2583.30,142.72,NO INFO,,NO,
LTCC_3322,BUILDING,BUILDING,375647.953N,0401103.332E,2452.49,83.66,NO INFO,,NO,
LTCC_3323,BUILDING,BUILDING,375650.762N,0400949.428E,2578.28,132.87,NO INFO,,NO,
LTCC_3324,BUILDING,BUILDING,375650.548N,0400955.312E,2596.78,152.56,NO INFO,,NO,
LTCC_3325,BUILDING,BUILDING,375649.374N,0401031.684E,2544.88,132.87,NO INFO,,NO,
LTCC_3326,BUILDING,BUILDING,375650.454N,0401002.709E,2586.94,142.72,NO INFO,,NO,
LTCC_3327,BUILDING,BUILDING,375649.795N,0401030.836E,2546.65,132.87,NO INFO,,NO,
LTCC_3328,BUILDING,BUILDING,375648.520N,0401110.047E,2429.46,83.66,NO INFO,,NO,
LTCC_3329,BUILDING,BUILDING,375648.611N,0401108.090E,2437.63,83.66,NO INFO,,NO,
LTCC_3330,BUILDING,BUILDING,375650.318N,0401032.303E,2504.92,93.50,NO INFO,,NO,
LTCC_3331,BUILDING,BUILDING,375650.440N,0401023.414E,2529.10,103.35,NO INFO,,NO,
LTCC_3332,BUILDING,BUILDING,375649.950N,0401035.734E,2501.97,93.50,NO INFO,,NO,
LTCC_3333,BUILDING,BUILDING,375649.165N,0401058.925E,2490.26,113.19,NO INFO,,NO,
LTCC_3334,BUILDING,BUILDING,375650.523N,0401028.697E,2529.86,113.19,NO INFO,,NO,
LTCC_3335,BUILDING,BUILDING,375652.079N,0400949.939E,2579.69,132.87,NO INFO,,NO,
LTCC_3336,BUILDING,BUILDING,375649.737N,0401053.076E,2523.75,132.87,NO INFO,,NO,
LTCC_3337,BUILDING,BUILDING,375650.879N,0401026.986E,2532.61,113.19,NO INFO,,NO,
LTCC_3338,BUILDING,BUILDING,375650.573N,0401034.483E,2503.28,93.50,NO INFO,,NO,
LTCC_3339,BUILDING,BUILDING,375649.642N,0401105.089E,2447.08,83.66,NO INFO,,NO,
LTCC_3340,BUILDING,BUILDING,375651.881N,0401018.605E,2536.58,108.27,NO INFO,,NO,
LTCC_3341,BUILDING,BUILDING,375652.179N,0401008.634E,2582.91,142.72,NO INFO,,NO,
LTCC_3342,BUILDING,BUILDING,375651.309N,0401021.054E,2531.07,103.35,NO INFO,,NO,
LTCC_3343,BUILDING,BUILDING,375651.989N,0401017.553E,2537.80,108.27,NO INFO,,NO,
LTCC_3344,BUILDING,BUILDING,375651.943N,0401003.544E,2586.94,142.72,NO INFO,,NO,
LTCC_3345,BUILDING,BUILDING,375651.131N,0401030.885E,2506.07,93.50,NO INFO,,NO,
LTCC_3346,BUILDING,BUILDING,375652.633N,0400955.016E,2597.80,152.56,NO INFO,,NO,
LTCC_3347,BUILDING,BUILDING,375650.637N,0401052.108E,2532.61,142.72,NO INFO,,NO,
LTCC_3348,BUILDING,BUILDING,375651.338N,0401033.012E,2504.92,93.50,NO INFO,,NO,
LTCC_3349,BUILDING,BUILDING,375650.475N,0401052.555E,2522.61,132.87,NO INFO,,NO,
LTCC_3350,BUILDING,BUILDING,375651.833N,0401025.072E,2524.93,103.35,NO INFO,,NO,
LTCC_3351,BUILDING,BUILDING,375653.183N,0400951.090E,2579.86,132.87,NO INFO,,NO,
LTCC_3352,BUILDING,BUILDING,375651.898N,0401029.362E,2507.87,93.50,NO INFO,,NO,
LTCC_3353,BUILDING,BUILDING,375651.648N,0401037.026E,2491.27,83.66,NO INFO,,NO,
LTCC_3354,BUILDING,BUILDING,375650.819N,0401057.213E,2491.37,113.19,NO INFO,,NO,
LTCC_3355,BUILDING,BUILDING,375650.972N,0401104.512E,2447.08,83.66,NO INFO,,NO,
LTCC_3356,BUILDING,BUILDING,375653.742N,0401005.315E,2586.94,142.72,NO INFO,,NO,
LTCC_3357,BUILDING,BUILDING,375652.682N,0401050.229E,2498.10,108.27,NO INFO,,NO,
LTCC_3358,BUILDING,BUILDING,375652.767N,0401051.088E,2495.37,108.27,NO INFO,,NO,
LTCC_3359,BUILDING,BUILDING,375653.148N,0401019.427E,2530.91,103.35,NO INFO,,NO,
