Obstacle_Designator ,AIXM_NAME,Obstacle Type (AIXM),Latitude,Longitude,Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,
LTAW20772,TREE,TREE,402206.85N,0363054.30E,2647.61,21.82,NO INFO,,NO,
LTAW20773,TREE,TREE,402205.76N,0363056.90E,2631.20,23.40,NO INFO,,NO,
LTAW20774,TREE,TREE,402208.04N,0363100.72E,2650.89,27.01,NO INFO,,NO,
LTAW20775,TREE,TREE,402207.69N,0363102.15E,2634.48,24.45,NO INFO,,NO,
LTAW20776,TREE,TREE,402207.42N,0363102.36E,2631.20,25.10,NO INFO,,NO,
LTAW20777,TREE,TREE,402206.71N,0363102.86E,2611.52,25.81,NO INFO,,NO,
LTAW20778,TREE,TREE,402208.41N,0363104.24E,2618.08,22.52,NO INFO,,NO,
LTAW20779,TREE,TREE,402209.32N,0363105.81E,2611.52,27.49,NO INFO,,NO,
LTAW20780,TREE,TREE,402208.33N,0363105.57E,2608.24,26.03,NO INFO,,NO,
LTAW20781,TREE,TREE,402214.79N,0363104.97E,2680.41,30.35,NO INFO,,NO,
LTAW20782,TREE,TREE,402216.05N,0363103.59E,2736.19,27.73,NO INFO,,NO,
LTAW20783,TREE,TREE,402215.28N,0363108.52E,2664.01,25.58,NO INFO,,NO,
LTAW20784,TREE,TREE,402214.70N,0363106.05E,2664.01,24.21,NO INFO,,NO,
LTAW20785,TREE,TREE,402217.03N,0363103.22E,2778.84,30.04,NO INFO,,NO,
LTAW20786,TREE,TREE,402218.00N,0363102.26E,2821.49,24.54,NO INFO,,NO,
LTAW20787,TREE,TREE,402217.16N,0363105.87E,2765.71,28.42,NO INFO,,NO,
LTAW20788,TREE,TREE,402218.00N,0363104.66E,2782.12,31.04,NO INFO,,NO,
LTAW20789,TREE,TREE,402216.64N,0363110.51E,2700.10,29.88,NO INFO,,NO,
LTAW20790,TREE,TREE,402215.50N,0363110.85E,2657.45,26.48,NO INFO,,NO,
LTAW20791,TREE,TREE,402215.97N,0363112.13E,2667.29,29.12,NO INFO,,NO,
LTAW20792,TREE,TREE,402216.17N,0363113.99E,2657.45,30.57,NO INFO,,NO,
LTAW20793,TREE,TREE,402216.49N,0363114.39E,2664.01,33.21,NO INFO,,NO,
LTAW20794,TREE,TREE,402218.21N,0363115.11E,2683.69,27.49,NO INFO,,NO,
LTAW20795,TREE,TREE,402217.41N,0363112.55E,2703.38,27.46,NO INFO,,NO,
LTAW20796,TREE,TREE,402217.79N,0363116.91E,2683.69,21.00,NO INFO,,NO,
LTAW20797,TREE,TREE,402217.84N,0363115.18E,2654.17,4.75,NO INFO,,NO,
LTAW20798,TREE,TREE,402218.16N,0363116.54E,2686.98,23.74,NO INFO,,NO,
LTAW20799,TREE,TREE,402218.34N,0363119.34E,2726.34,31.54,NO INFO,,NO,
LTAW20800,TREE,TREE,402218.23N,0363118.98E,2729.63,37.22,NO INFO,,NO,
LTAW20801,TREE,TREE,402217.95N,0363118.85E,2732.91,44.67,NO INFO,,NO,
LTAW20802,TREE,TREE,402217.31N,0363118.54E,2709.94,33.37,NO INFO,,NO,
LTAW20803,TREE,TREE,402217.60N,0363202.27E,2824.77,40.45,NO INFO,,NO,
LTAW20804,TREE,TREE,402210.64N,0363155.33E,2683.69,29.75,NO INFO,,NO,
LTAW20805,TREE,TREE,402211.39N,0363155.93E,2686.98,25.62,NO INFO,,NO,
LTAW20806,TREE,TREE,402212.28N,0363157.95E,2709.94,27.02,NO INFO,,NO,
LTAW20807,TREE,TREE,402210.59N,0363204.84E,2716.50,25.14,NO INFO,,NO,
LTAW20808,TREE,TREE,402211.47N,0363203.33E,2759.15,30.28,NO INFO,,NO,
LTAW20809,TREE,TREE,402211.94N,0363203.07E,2765.71,34.59,NO INFO,,NO,
LTAW20810,TREE,TREE,402212.54N,0363202.92E,2759.15,24.20,NO INFO,,NO,
LTAW20811,TREE,TREE,402208.44N,0363200.90E,2690.26,23.11,NO INFO,,NO,
LTAW20812,TREE,TREE,402209.67N,0363159.03E,2686.98,19.22,NO INFO,,NO,
LTAW20813,TREE,TREE,402210.67N,0363226.47E,2785.40,27.90,NO INFO,,NO,
LTAW20814,TREE,TREE,402204.90N,0363222.72E,2706.66,23.40,NO INFO,,NO,
LTAW20815,TREE,TREE,402204.40N,0363223.36E,2703.38,24.03,NO INFO,,NO,
LTAW20816,TREE,TREE,402205.52N,0363222.00E,2716.50,28.32,NO INFO,,NO,
LTAW20817,TREE,TREE,402206.42N,0363221.49E,2726.34,30.49,NO INFO,,NO,
LTAW20818,TREE,TREE,402206.73N,0363221.58E,2749.31,51.31,NO INFO,,NO,
LTAW20819,TREE,TREE,402206.78N,0363221.79E,2732.91,37.87,NO INFO,,NO,
LTAW20820,TREE,TREE,402207.42N,0363222.47E,2726.34,22.81,NO INFO,,NO,
LTAW20821,TREE,TREE,402208.02N,0363221.18E,2732.91,24.05,NO INFO,,NO,
LTAW20822,TREE,TREE,402208.20N,0363220.91E,2739.47,29.03,NO INFO,,NO,
LTAW20823,TREE,TREE,402208.76N,0363220.26E,2742.75,26.62,NO INFO,,NO,
LTAW20824,TREE,TREE,402208.93N,0363220.03E,2752.59,34.03,NO INFO,,NO,
LTAW20825,TREE,TREE,402209.13N,0363219.65E,2755.87,31.52,NO INFO,,NO,
LTAW20826,TREE,TREE,402208.73N,0363219.25E,2749.31,26.10,NO INFO,,NO,
LTAW20827,TREE,TREE,402209.65N,0363220.41E,2755.87,23.30,NO INFO,,NO,
LTAW20828,TREE,TREE,402209.95N,0363221.29E,2755.87,20.13,NO INFO,,NO,
LTAW20829,TREE,TREE,402209.35N,0363223.15E,2746.03,22.48,NO INFO,,NO,
LTAW20830,TREE,TREE,402209.96N,0363222.78E,2755.87,24.20,NO INFO,,NO,
LTAW20831,TREE,TREE,402209.92N,0363223.32E,2755.87,22.72,NO INFO,,NO,
LTAW20832,TREE,TREE,402209.89N,0363223.53E,2755.87,22.51,NO INFO,,NO,
LTAW20833,TREE,TREE,402209.27N,0363224.10E,2746.03,22.49,NO INFO,,NO,
LTAW20834,TREE,TREE,402209.14N,0363225.13E,2759.15,28.77,NO INFO,,NO,
LTAW20835,TREE,TREE,402208.87N,0363225.24E,2755.87,25.50,NO INFO,,NO,
LTAW20836,TREE,TREE,402208.72N,0363225.64E,2755.87,26.00,NO INFO,,NO,
LTAW20837,TREE,TREE,402209.88N,0363225.04E,2762.43,22.84,NO INFO,,NO,
LTAW20838,TREE,TREE,402209.99N,0363225.17E,2769.00,28.08,NO INFO,,NO,
LTAW20839,TREE,TREE,402209.73N,0363225.66E,2765.71,24.55,NO INFO,,NO,
LTAW20840,TREE,TREE,402209.79N,0363225.78E,2765.71,23.38,NO INFO,,NO,
LTAW20841,TREE,TREE,402209.88N,0363226.23E,2769.00,23.47,NO INFO,,NO,
LTAW20842,TREE,TREE,402209.87N,0363226.53E,2769.00,22.21,NO INFO,,NO,
LTAW20843,TREE,TREE,402212.05N,0363226.24E,2791.96,23.42,NO INFO,,NO,
LTAW20844,TREE,TREE,402212.02N,0363219.91E,2798.52,27.94,NO INFO,,NO,
LTAW20845,TREE,TREE,402212.01N,0363220.34E,2795.24,25.18,NO INFO,,NO,
LTAW20846,TREE,TREE,402212.22N,0363221.25E,2795.24,25.62,NO INFO,,NO,
LTAW20847,TREE,TREE,402212.85N,0363221.96E,2791.96,21.97,NO INFO,,NO,
LTAW20848,TREE,TREE,402213.08N,0363221.73E,2798.52,25.43,NO INFO,,NO,
LTAW20849,TREE,TREE,402213.36N,0363221.68E,2801.80,26.06,NO INFO,,NO,
LTAW20850,TREE,TREE,402213.90N,0363222.94E,2808.36,22.62,NO INFO,,NO,
LTAW20851,TREE,TREE,402215.10N,0363221.17E,2831.33,25.76,NO INFO,,NO,
LTAW20852,TREE,TREE,402214.96N,0363222.38E,2821.49,19.68,NO INFO,,NO,
LTAW20853,TREE,TREE,402215.17N,0363222.40E,2828.05,23.36,NO INFO,,NO,
LTAW20854,TREE,TREE,402215.42N,0363219.43E,2847.73,23.21,NO INFO,,NO,
LTAW20855,TREE,TREE,402215.90N,0363222.59E,2837.89,23.97,NO INFO,,NO,
LTAW20856,TREE,TREE,402216.84N,0363222.06E,2854.30,22.17,NO INFO,,NO,
LTAW20857,TREE,TREE,402217.33N,0363222.36E,2864.14,24.49,NO INFO,,NO,
LTAW20858,TREE,TREE,402217.25N,0363223.95E,2854.30,23.99,NO INFO,,NO,
LTAW20859,TREE,TREE,402217.42N,0363224.51E,2844.45,13.00,NO INFO,,NO,
LTAW20860,TREE,TREE,402214.84N,0363226.69E,2821.49,25.09,NO INFO,,NO,
LTAW20861,TREE,TREE,402209.93N,0363213.79E,2749.31,25.73,NO INFO,,NO,
LTAW20862,TREE,TREE,402210.23N,0363214.24E,2759.15,29.61,NO INFO,,NO,
LTAW20863,TREE,TREE,402210.66N,0363214.77E,2762.43,25.10,NO INFO,,NO,
LTAW20864,TREE,TREE,402209.64N,0363213.41E,2746.03,27.35,NO INFO,,NO,
LTAW20865,TREE,TREE,402209.38N,0363212.91E,2739.47,27.29,NO INFO,,NO,
LTAW20866,TREE,TREE,402210.60N,0363210.98E,2736.19,23.52,NO INFO,,NO,
LTAW20867,TREE,TREE,402211.06N,0363208.71E,2706.66,16.90,NO INFO,,NO,
LTAW20868,TREE,TREE,402214.02N,0363209.68E,2762.43,18.83,NO INFO,,NO,
LTAW20869,TREE,TREE,402206.28N,0363244.67E,2723.06,23.89,NO INFO,,NO,
LTAW20870,TREE,TREE,402203.69N,0363245.58E,2693.54,52.26,NO INFO,,NO,
LTAW20871,TREE,TREE,402203.59N,0363244.90E,2686.98,28.45,NO INFO,,NO,
LTAW20872,TREE,TREE,402203.61N,0363236.96E,2742.75,34.10,NO INFO,,NO,
LTAW20873,TREE,TREE,402205.21N,0363229.29E,2739.47,34.23,NO INFO,,NO,
LTAW20874,TREE,TREE,402204.65N,0363228.95E,2726.34,22.67,NO INFO,,NO,
LTAW20875,TREE,TREE,402204.29N,0363228.70E,2706.66,4.80,NO INFO,,NO,
LTAW20876,TREE,TREE,402205.77N,0363229.63E,2759.15,51.89,NO INFO,,NO,
LTAW20877,TREE,TREE,402206.72N,0363230.25E,2752.59,39.25,NO INFO,,NO,
LTAW20878,TREE,TREE,402207.49N,0363230.68E,2778.84,59.43,NO INFO,,NO,
LTAW20879,TREE,TREE,402207.19N,0363231.54E,2749.31,27.03,NO INFO,,NO,
LTAW20880,TREE,TREE,402207.18N,0363231.97E,2749.31,24.27,NO INFO,,NO,
LTAW20881,TREE,TREE,402207.79N,0363230.80E,2769.00,46.77,NO INFO,,NO,
LTAW20882,TREE,TREE,402208.02N,0363230.90E,2762.43,17.66,NO INFO,,NO,
LTAW20883,TREE,TREE,402208.31N,0363231.05E,2762.43,34.04,NO INFO,,NO,
LTAW20884,TREE,TREE,402209.14N,0363229.79E,2791.96,54.62,NO INFO,,NO,
LTAW20885,TREE,TREE,402209.28N,0363229.33E,2791.96,53.80,NO INFO,,NO,
LTAW20886,TREE,TREE,402209.29N,0363229.02E,2801.80,64.03,NO INFO,,NO,
LTAW20887,TREE,TREE,402209.50N,0363232.56E,2769.00,22.87,NO INFO,,NO,
LTAW20888,TREE,TREE,402209.54N,0363234.19E,2805.08,57.05,NO INFO,,NO,
LTAW20889,TREE,TREE,402210.03N,0363235.40E,2805.08,51.65,NO INFO,,NO,
LTAW20890,TREE,TREE,402210.24N,0363235.48E,2814.93,58.12,NO INFO,,NO,
LTAW20891,TREE,TREE,402210.79N,0363235.71E,2828.05,63.94,NO INFO,,NO,
LTAW20892,TREE,TREE,402209.79N,0363234.89E,2782.12,31.05,NO INFO,,NO,
LTAW20893,TREE,TREE,402208.59N,0363240.33E,2785.40,43.40,NO INFO,,NO,
LTAW20894,TREE,TREE,402209.56N,0363240.75E,2778.84,27.95,NO INFO,,NO,
LTAW20895,TREE,TREE,402208.93N,0363239.61E,2801.80,56.94,NO INFO,,NO,
LTAW20896,TREE,TREE,402209.10N,0363239.33E,2805.08,58.95,NO INFO,,NO,
LTAW20897,TREE,TREE,402209.26N,0363238.92E,2808.36,60.64,NO INFO,,NO,
LTAW20898,TREE,TREE,402209.40N,0363238.60E,2801.80,52.73,NO INFO,,NO,
LTAW20899,TREE,TREE,402209.58N,0363238.31E,2801.80,50.35,NO INFO,,NO,
LTAW20900,TREE,TREE,402210.79N,0363237.90E,2791.96,24.29,NO INFO,,NO,
LTAW20901,TREE,TREE,402215.14N,0363232.69E,2857.58,38.52,NO INFO,,NO,
LTAW20902,TREE,TREE,402213.63N,0363231.01E,2854.30,56.27,NO INFO,,NO,
LTAW20903,TREE,TREE,402213.63N,0363230.00E,2854.30,60.22,NO INFO,,NO,
LTAW20904,TREE,TREE,402213.99N,0363232.81E,2828.05,23.88,NO INFO,,NO,
LTAW20905,TREE,TREE,402215.67N,0363232.31E,2877.26,50.60,NO INFO,,NO,
LTAW20906,TREE,TREE,402216.32N,0363232.25E,2864.14,27.05,NO INFO,,NO,
LTAW20907,TREE,TREE,402216.29N,0363232.96E,2867.42,32.02,NO INFO,,NO,
LTAW20908,TREE,TREE,402216.33N,0363233.26E,2860.86,25.09,NO INFO,,NO,
LTAW20909,TREE,TREE,402209.94N,0363229.06E,2775.56,24.95,NO INFO,,NO,
LTAW20910,TREE,TREE,402210.52N,0363228.81E,2788.68,26.23,NO INFO,,NO,
LTAW20911,TREE,TREE,402210.55N,0363228.44E,2791.96,29.48,NO INFO,,NO,
LTAW20912,TREE,TREE,402210.63N,0363227.63E,2785.40,23.75,NO INFO,,NO,
LTAW20913,TREE,TREE,402210.66N,0363227.33E,2791.96,31.05,NO INFO,,NO,
LTAW20914,TREE,TREE,402210.61N,0363226.95E,2782.12,23.46,NO INFO,,NO,
LTAW20915,TREE,TREE,402215.40N,0363227.53E,2831.33,26.45,NO INFO,,NO,
LTAW20916,TREE,TREE,402215.54N,0363227.75E,2834.61,27.24,NO INFO,,NO,
LTAW20917,TREE,TREE,402215.94N,0363228.35E,2841.17,23.74,NO INFO,,NO,
LTAW20918,TREE,TREE,402217.95N,0363229.33E,2896.95,34.78,NO INFO,,NO,
LTAW20919,TREE,TREE,402203.57N,0363304.59E,2860.86,23.59,NO INFO,,NO,
LTAW20920,TREE,TREE,402217.00N,0363304.07E,2985.53,38.31,NO INFO,,NO,
LTAW20921,TREE,TREE,402212.41N,0363251.55E,2772.28,53.83,NO INFO,,NO,
LTAW20922,TREE,TREE,402213.26N,0363249.51E,2818.21,72.39,NO INFO,,NO,
LTAW20923,TREE,TREE,402213.68N,0363250.12E,2785.40,47.45,NO INFO,,NO,
LTAW20924,TREE,TREE,402213.37N,0363250.87E,2769.00,35.70,NO INFO,,NO,
LTAW20925,TREE,TREE,402213.04N,0363251.52E,2749.31,25.73,NO INFO,,NO,
LTAW20926,TREE,TREE,402214.44N,0363248.56E,2814.93,48.21,NO INFO,,NO,
LTAW20927,TREE,TREE,402211.57N,0363246.48E,2775.56,48.73,NO INFO,,NO,
LTAW20928,TREE,TREE,402211.15N,0363246.58E,2746.03,32.25,NO INFO,,NO,
LTAW20929,TREE,TREE,402207.83N,0363246.40E,2723.06,57.05,NO INFO,,NO,
LTAW20930,TREE,TREE,402207.17N,0363246.78E,2713.22,51.83,NO INFO,,NO,
LTAW20931,TREE,TREE,402207.60N,0363246.69E,2696.82,32.26,NO INFO,,NO,
LTAW20932,TREE,TREE,402207.37N,0363245.97E,2709.94,44.92,NO INFO,,NO,
LTAW20933,TREE,TREE,402207.57N,0363246.12E,2716.50,51.49,NO INFO,,NO,
LTAW20934,TREE,TREE,402207.39N,0363246.31E,2693.54,31.57,NO INFO,,NO,
LTAW20935,TREE,TREE,402206.39N,0363246.15E,2703.38,50.70,NO INFO,,NO,
LTAW20936,TREE,TREE,402206.67N,0363246.38E,2700.10,45.11,NO INFO,,NO,
LTAW20937,TREE,TREE,402206.26N,0363246.56E,2673.85,19.18,NO INFO,,NO,
LTAW20938,TREE,TREE,402205.70N,0363246.08E,2700.10,49.89,NO INFO,,NO,
LTAW20939,TREE,TREE,402205.95N,0363246.61E,2690.26,38.55,NO INFO,,NO,
LTAW20940,TREE,TREE,402205.23N,0363246.79E,2693.54,51.54,NO INFO,,NO,
LTAW20941,TREE,TREE,402217.00N,0363304.65E,2975.69,29.16,NO INFO,,NO,
LTAW20942,TREE,TREE,402210.90N,0363250.40E,2736.19,26.74,NO INFO,,NO,
LTAW20943,TREE,TREE,402209.94N,0363248.82E,2716.50,23.88,NO INFO,,NO,
LTAW20944,TREE,TREE,402209.79N,0363247.69E,2713.22,32.54,NO INFO,,NO,
LTAW20945,TREE,TREE,402209.93N,0363247.38E,2723.06,39.33,NO INFO,,NO,
LTAW20946,TREE,TREE,402203.74N,0363247.40E,2647.61,25.55,NO INFO,,NO,
LTAW20947,TREE,TREE,402203.92N,0363247.84E,2650.89,26.72,NO INFO,,NO,
LTAW20948,TREE,TREE,402214.64N,0363322.78E,2995.37,83.35,NO INFO,,NO,
LTAW20949,TREE,TREE,402214.89N,0363322.64E,2952.72,40.18,NO INFO,,NO,
LTAW20950,TREE,TREE,402213.94N,0363321.78E,2939.60,33.87,NO INFO,,NO,
LTAW20951,TREE,TREE,402214.21N,0363322.08E,2949.44,43.96,NO INFO,,NO,
LTAW20952,TREE,TREE,402214.07N,0363321.67E,2956.00,53.69,NO INFO,,NO,
LTAW20953,TREE,TREE,402213.87N,0363321.21E,2929.75,29.73,NO INFO,,NO,
LTAW20954,TREE,TREE,402213.90N,0363319.30E,2926.47,51.03,NO INFO,,NO,
LTAW20955,TREE,TREE,402213.20N,0363319.18E,2936.32,60.15,NO INFO,,NO,
LTAW20956,TREE,TREE,402212.88N,0363318.95E,2926.47,52.54,NO INFO,,NO,
LTAW20957,TREE,TREE,402212.76N,0363318.91E,2929.75,58.66,NO INFO,,NO,
LTAW20958,TREE,TREE,402212.47N,0363318.38E,2923.19,57.85,NO INFO,,NO,
LTAW20959,TREE,TREE,402212.32N,0363319.14E,2946.16,57.37,NO INFO,,NO,
LTAW20960,TREE,TREE,402212.25N,0363319.03E,2910.07,23.53,NO INFO,,NO,
LTAW20961,TREE,TREE,402212.17N,0363318.19E,2939.60,76.30,NO INFO,,NO,
LTAW20962,TREE,TREE,402211.96N,0363318.98E,2919.91,29.29,NO INFO,,NO,
LTAW20963,TREE,TREE,402211.42N,0363318.08E,2906.79,23.87,NO INFO,,NO,
LTAW20964,TREE,TREE,402211.78N,0363317.28E,2867.42,17.64,NO INFO,,NO,
LTAW20965,TREE,TREE,402211.96N,0363317.19E,2887.10,33.85,NO INFO,,NO,
LTAW20966,TREE,TREE,402210.52N,0363317.10E,2923.19,29.19,NO INFO,,NO,
LTAW20967,TREE,TREE,402205.75N,0363307.70E,2903.51,22.48,NO INFO,,NO,
LTAW20968,TREE,TREE,402207.16N,0363311.86E,2949.44,28.09,NO INFO,,NO,
LTAW20969,TREE,TREE,402210.91N,0363313.35E,2873.98,66.55,NO INFO,,NO,
LTAW20970,TREE,TREE,402211.19N,0363311.96E,2857.58,56.61,NO INFO,,NO,
LTAW20971,TREE,TREE,402211.76N,0363311.27E,2805.08,5.93,NO INFO,,NO,
LTAW20972,TREE,TREE,402211.49N,0363310.46E,2818.21,29.40,NO INFO,,NO,
LTAW20973,TREE,TREE,402211.41N,0363309.81E,2808.36,26.22,NO INFO,,NO,
LTAW20974,TREE,TREE,402211.41N,0363309.25E,2808.36,38.91,NO INFO,,NO,
LTAW20975,TREE,TREE,402211.47N,0363308.24E,2798.52,43.74,NO INFO,,NO,
LTAW20976,TREE,TREE,402211.14N,0363308.06E,2782.12,34.07,NO INFO,,NO,
LTAW20977,TREE,TREE,402210.34N,0363307.25E,2778.84,37.43,NO INFO,,NO,
LTAW20978,TREE,TREE,402209.58N,0363306.99E,2772.28,34.00,NO INFO,,NO,
LTAW20979,TREE,TREE,402208.99N,0363306.70E,2729.63,0.10,NO INFO,,NO,
LTAW20980,TREE,TREE,402208.51N,0363306.06E,2739.47,10.16,NO INFO,,NO,
LTAW20981,TREE,TREE,402209.24N,0363307.37E,2782.12,29.04,NO INFO,,NO,
LTAW20982,TREE,TREE,402208.79N,0363307.32E,2782.12,25.17,NO INFO,,NO,
LTAW20983,TREE,TREE,402212.88N,0363309.98E,2828.05,41.75,NO INFO,,NO,
LTAW20984,TREE,TREE,402212.79N,0363310.27E,2844.45,53.65,NO INFO,,NO,
LTAW20985,TREE,TREE,402214.93N,0363315.36E,2965.84,64.09,NO INFO,,NO,
LTAW20986,TREE,TREE,402216.21N,0363313.21E,2883.82,63.73,NO INFO,,NO,
LTAW20987,TREE,TREE,402216.98N,0363313.33E,2900.23,80.50,NO INFO,,NO,
LTAW20988,TREE,TREE,402217.84N,0363313.54E,2880.54,54.95,NO INFO,,NO,
LTAW20989,TREE,TREE,402217.39N,0363312.99E,2873.98,55.01,NO INFO,,NO,
LTAW20990,TREE,TREE,402217.51N,0363313.06E,2860.86,40.65,NO INFO,,NO,
LTAW20991,TREE,TREE,402217.17N,0363312.68E,2877.26,58.89,NO INFO,,NO,
LTAW20992,TREE,TREE,402217.54N,0363314.04E,2890.38,62.54,NO INFO,,NO,
LTAW20993,TREE,TREE,402217.59N,0363314.21E,2893.67,64.97,NO INFO,,NO,
LTAW20994,TREE,TREE,402217.70N,0363314.40E,2900.23,71.17,NO INFO,,NO,
LTAW20995,TREE,TREE,402217.79N,0363314.67E,2890.38,59.14,NO INFO,,NO,
LTAW20996,TREE,TREE,402216.46N,0363311.87E,2841.17,25.03,NO INFO,,NO,
LTAW20997,TREE,TREE,402215.64N,0363312.43E,2860.86,51.97,NO INFO,,NO,
LTAW20998,TREE,TREE,402215.22N,0363311.45E,2834.61,33.83,NO INFO,,NO,
LTAW20999,TREE,TREE,402214.93N,0363311.43E,2834.61,35.60,NO INFO,,NO,
LTAW21000,TREE,TREE,402214.79N,0363310.88E,2831.33,35.76,NO INFO,,NO,
LTAW21001,TREE,TREE,402215.18N,0363312.19E,2834.61,26.76,NO INFO,,NO,
LTAW21002,TREE,TREE,402214.93N,0363312.27E,2841.17,29.03,NO INFO,,NO,
LTAW21003,TREE,TREE,402214.22N,0363310.28E,2824.77,38.12,NO INFO,,NO,
LTAW21004,TREE,TREE,402214.14N,0363309.91E,2821.49,39.24,NO INFO,,NO,
LTAW21005,TREE,TREE,402214.22N,0363309.64E,2808.36,26.99,NO INFO,,NO,
LTAW21006,TREE,TREE,402213.10N,0363310.55E,2854.30,58.59,NO INFO,,NO,
LTAW21007,TREE,TREE,402213.29N,0363310.69E,2851.02,52.67,NO INFO,,NO,
LTAW21008,TREE,TREE,402213.29N,0363310.93E,2857.58,53.89,NO INFO,,NO,
LTAW21009,TREE,TREE,402213.36N,0363311.34E,2864.14,51.03,NO INFO,,NO,
LTAW21010,TREE,TREE,402213.44N,0363311.72E,2873.98,51.64,NO INFO,,NO,
LTAW21011,TREE,TREE,402213.44N,0363311.83E,2877.26,51.39,NO INFO,,NO,
LTAW21012,TREE,TREE,402213.35N,0363309.67E,2814.93,32.74,NO INFO,,NO,
LTAW21013,TREE,TREE,402212.80N,0363309.38E,2805.08,30.59,NO INFO,,NO,
LTAW21014,TREE,TREE,402212.53N,0363309.72E,2821.49,39.06,NO INFO,,NO,
LTAW21015,TREE,TREE,402211.51N,0363310.19E,2841.17,55.12,NO INFO,,NO,
LTAW21016,TREE,TREE,402211.39N,0363309.46E,2831.33,53.53,NO INFO,,NO,
LTAW21017,TREE,TREE,402214.39N,0363306.98E,2870.70,27.89,NO INFO,,NO,
LTAW21018,TREE,TREE,402216.24N,0363308.50E,2903.51,26.47,NO INFO,,NO,
LTAW21019,TREE,TREE,402216.33N,0363307.49E,2923.19,23.41,NO INFO,,NO,
LTAW21020,TREE,TREE,402215.26N,0363325.22E,2998.65,66.31,NO INFO,,NO,
LTAW21021,TREE,TREE,402215.01N,0363324.26E,2995.37,69.07,NO INFO,,NO,
LTAW21022,TREE,TREE,402214.48N,0363325.82E,2969.12,31.30,NO INFO,,NO,
LTAW21023,TREE,TREE,402214.98N,0363326.00E,2962.56,24.55,NO INFO,,NO,
LTAW21024,TREE,TREE,402215.10N,0363331.36E,3028.18,58.96,NO INFO,,NO,
LTAW21025,TREE,TREE,402215.31N,0363331.48E,3001.93,31.29,NO INFO,,NO,
LTAW21026,TREE,TREE,402215.55N,0363331.69E,2995.37,22.86,NO INFO,,NO,
LTAW21027,TREE,TREE,402215.70N,0363331.76E,3021.62,48.19,NO INFO,,NO,
LTAW21028,TREE,TREE,402213.43N,0363331.36E,3015.06,53.16,NO INFO,,NO,
LTAW21029,TREE,TREE,402212.16N,0363330.92E,2998.65,41.95,NO INFO,,NO,
LTAW21030,TREE,TREE,402213.45N,0363330.65E,2982.25,22.01,NO INFO,,NO,
LTAW21031,TREE,TREE,402211.25N,0363330.64E,2992.09,37.41,NO INFO,,NO,
LTAW21032,TREE,TREE,402206.56N,0363328.69E,2969.12,27.64,NO INFO,,NO,
LTAW21033,TREE,TREE,402207.30N,0363328.89E,2995.37,50.10,NO INFO,,NO,
LTAW21034,TREE,TREE,402207.93N,0363329.05E,2988.81,40.58,NO INFO,,NO,
LTAW21035,TREE,TREE,402208.09N,0363329.08E,2985.53,36.39,NO INFO,,NO,
LTAW21036,TREE,TREE,402207.94N,0363331.56E,2969.12,22.59,NO INFO,,NO,
LTAW21037,TREE,TREE,402208.27N,0363329.14E,2949.44,0.10,NO INFO,,NO,
LTAW21038,TREE,TREE,402209.37N,0363329.48E,2992.09,40.72,NO INFO,,NO,
LTAW21039,TREE,TREE,402209.67N,0363329.54E,2972.40,19.67,NO INFO,,NO,
LTAW21040,TREE,TREE,402206.84N,0363328.77E,2962.56,19.45,NO INFO,,NO,
LTAW21041,TREE,TREE,402205.00N,0363331.78E,2959.28,23.16,NO INFO,,NO,
LTAW21042,TREE,TREE,402204.50N,0363331.53E,2962.56,27.96,NO INFO,,NO,
LTAW21043,TREE,TREE,402204.10N,0363330.00E,2956.00,22.10,NO INFO,,NO,
LTAW21044,TREE,TREE,402206.72N,0363412.92E,3047.86,31.66,NO INFO,,NO,
LTAW21045,TREE,TREE,402206.40N,0363413.06E,3018.34,16.10,NO INFO,,NO,
LTAW21046,TREE,TREE,402206.06N,0363413.48E,3011.77,26.00,NO INFO,,NO,
LTAW21047,TREE,TREE,402205.34N,0363411.23E,3024.90,24.90,NO INFO,,NO,
LTAW21048,TREE,TREE,402204.49N,0363409.57E,3047.86,25.34,NO INFO,,NO,
LTAW21049,TREE,TREE,402206.87N,0363411.69E,3060.99,19.34,NO INFO,,NO,
LTAW21050,TREE,TREE,402204.98N,0363414.39E,2975.69,24.81,NO INFO,,NO,
LTAW21051,TREE,TREE,402205.53N,0363416.64E,2965.84,26.73,NO INFO,,NO,
LTAW21052,TREE,TREE,402214.68N,0363418.59E,3070.83,29.49,NO INFO,,NO,
LTAW21053,TREE,TREE,402215.30N,0363419.25E,3054.42,28.14,NO INFO,,NO,
LTAW21054,TREE,TREE,402213.84N,0363420.18E,3070.83,28.01,NO INFO,,NO,
LTAW21055,TREE,TREE,402213.46N,0363418.87E,3077.39,24.71,NO INFO,,NO,
LTAW21056,TREE,TREE,402211.43N,0363418.25E,3090.51,24.56,NO INFO,,NO,
LTAW21057,TREE,TREE,402210.47N,0363414.79E,3113.48,34.05,NO INFO,,NO,
LTAW21058,TREE,TREE,402210.34N,0363419.16E,3077.39,25.11,NO INFO,,NO,
LTAW21059,TREE,TREE,402217.34N,0363418.66E,3054.42,30.22,NO INFO,,NO,
LTAW21060,TREE,TREE,402210.88N,0363424.75E,3011.77,38.75,NO INFO,,NO,
LTAW21061,TREE,TREE,402215.76N,0363425.51E,3015.06,33.20,NO INFO,,NO,
