Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,
LTCB612,BUILDING,BUILDING,405706.76N,0380556.84E,690.61,34.45,NO INFO,,NO,,,,
LTCB613,BUILDING,BUILDING,405705.07N,0380551.21E,746.84,44.29,NO INFO,,NO,,,,
LTCB614,BUILDING,BUILDING,405659.93N,0380547.80E,772.63,34.45,NO INFO,,NO,,,,
LTCB615,BUILDING,BUILDING,405653.37N,0380555.02E,625.41,34.45,NO INFO,,NO,,,,
LTCB616,BUILDING,BUILDING,405649.85N,0380558.91E,607.43,34.45,NO INFO,,NO,,,,
LTCB617,BUILDING,BUILDING,405709.51N,0380557.12E,674.45,34.45,NO INFO,,NO,,,,
LTCB618,BUILDING,BUILDING,405721.54N,0380645.13E,332.31,34.45,NO INFO,,NO,,,,
LTCB619,BUILDING,BUILDING,405656.91N,0380530.62E,831.68,44.29,NO INFO,,NO,,,,
LTCB620,BUILDING,BUILDING,405657.58N,0380532.71E,813.12,34.45,NO INFO,,NO,,,,
LTCB621,BUILDING,BUILDING,405657.96N,0380528.79E,813.04,34.45,NO INFO,,NO,,,,
LTCB622,BUILDING,BUILDING,405658.84N,0380525.32E,805.44,34.45,NO INFO,,NO,,,,
LTCB623,BUILDING,BUILDING,405659.33N,0380525.77E,815.28,44.29,NO INFO,,NO,,,,
LTCB624,BUILDING,BUILDING,405658.87N,0380527.16E,805.93,34.45,NO INFO,,NO,,,,
LTCB625,BUILDING,BUILDING,405656.78N,0380533.97E,826.79,44.29,NO INFO,,NO,,,,
LTCB626,BUILDING,BUILDING,405700.82N,0380535.27E,762.37,44.29,NO INFO,,NO,,,,
LTCB627,BUILDING,BUILDING,405652.38N,0380531.38E,877.06,34.45,NO INFO,,NO,,,,
LTCB628,BUILDING,BUILDING,405650.31N,0380532.69E,867.74,44.29,NO INFO,,NO,,,,
LTCB629,BUILDING,BUILDING,405651.13N,0380532.23E,875.83,34.45,NO INFO,,NO,,,,
LTCB630,BUILDING,BUILDING,405651.29N,0380531.68E,881.83,34.45,NO INFO,,NO,,,,
LTCB631,BUILDING,BUILDING,405652.47N,0380529.84E,882.11,34.45,NO INFO,,NO,,,,
LTCB632,BUILDING,BUILDING,405651.54N,0380531.50E,881.94,34.45,NO INFO,,NO,,,,
LTCB633,BUILDING,BUILDING,405651.84N,0380532.20E,886.10,44.29,NO INFO,,NO,,,,
LTCB634,BUILDING,BUILDING,405522.83N,0380519.77E,375.81,34.45,NO INFO,,NO,,,,
LTCB635,BUILDING,BUILDING,405443.73N,0380536.05E,1651.88,44.29,NO INFO,,NO,,,,
LTCB636,BUILDING,BUILDING,405442.14N,0380537.00E,1655.77,44.29,NO INFO,,NO,,,,
LTCB637,BUILDING,BUILDING,405441.50N,0380537.51E,1618.20,34.45,NO INFO,,NO,,,,
LTCB638,BUILDING,BUILDING,405442.61N,0380538.21E,1677.21,44.29,NO INFO,,NO,,,,
LTCB639,BUILDING,BUILDING,405510.08N,0380529.96E,713.33,34.45,NO INFO,,NO,,,,
LTCB640,BUILDING,BUILDING,405516.62N,0380531.17E,691.99,44.29,NO INFO,,NO,,,,
LTCB641,BUILDING,BUILDING,405525.06N,0380547.29E,929.59,44.29,NO INFO,,NO,,,,
LTCB642,BUILDING,BUILDING,405524.39N,0380545.67E,920.26,34.45,NO INFO,,NO,,,,
LTCB643,BUILDING,BUILDING,405523.71N,0380547.04E,920.26,34.45,NO INFO,,NO,,,,
LTCB644,BUILDING,BUILDING,405522.59N,0380546.34E,920.82,34.45,NO INFO,,NO,,,,
LTCB645,BUILDING,BUILDING,405521.16N,0380547.05E,926.18,34.45,NO INFO,,NO,,,,
LTCB646,BUILDING,BUILDING,405520.47N,0380545.54E,953.07,34.45,NO INFO,,NO,,,,
LTCB647,BUILDING,BUILDING,405519.66N,0380546.90E,951.25,34.45,NO INFO,,NO,,,,
LTCB648,BUILDING,BUILDING,405518.51N,0380545.75E,969.50,34.45,NO INFO,,NO,,,,
LTCB649,BUILDING,BUILDING,405517.50N,0380546.82E,955.59,34.45,NO INFO,,NO,,,,
LTCB650,BUILDING,BUILDING,405516.63N,0380543.64E,1005.86,34.45,NO INFO,,NO,,,,
LTCB651,BUILDING,BUILDING,405516.64N,0380544.21E,1011.73,44.29,NO INFO,,NO,,,,
LTCB652,BUILDING,BUILDING,405516.65N,0380545.09E,997.35,34.45,NO INFO,,NO,,,,
LTCB653,BUILDING,BUILDING,405502.84N,0380544.37E,1312.27,34.45,NO INFO,,NO,,,,
LTCB654,BUILDING,BUILDING,405502.72N,0380545.65E,1306.87,34.45,NO INFO,,NO,,,,
LTCB655,BUILDING,BUILDING,405502.12N,0380546.62E,1305.21,34.45,NO INFO,,NO,,,,
LTCB656,BUILDING,BUILDING,405457.49N,0380556.51E,1309.85,34.45,NO INFO,,NO,,,,
LTCB657,BUILDING,BUILDING,405458.15N,0380557.65E,1278.14,34.45,NO INFO,,NO,,,,
LTCB658,BUILDING,BUILDING,405458.06N,0380558.77E,1292.17,44.29,NO INFO,,NO,,,,
LTCB659,BUILDING,BUILDING,405458.51N,0380602.33E,1260.00,54.13,NO INFO,,NO,,,,
LTCB660,BUILDING,BUILDING,405449.11N,0380550.48E,1548.54,44.29,NO INFO,,NO,,,,
LTCB661,BUILDING,BUILDING,405441.08N,0380545.97E,1740.46,34.45,NO INFO,,NO,,,,
LTCB662,BUILDING,BUILDING,405503.21N,0380559.74E,1123.37,34.45,NO INFO,,NO,,,,
LTCB663,BUILDING,BUILDING,405504.55N,0380558.92E,1090.85,44.29,NO INFO,,NO,,,,
LTCB664,BUILDING,BUILDING,405507.29N,0380602.40E,1011.44,34.45,NO INFO,,NO,,,,
LTCB665,BUILDING,BUILDING,405506.59N,0380601.23E,1018.69,34.45,NO INFO,,NO,,,,
LTCB666,BUILDING,BUILDING,405507.87N,0380558.60E,998.17,44.29,NO INFO,,NO,,,,
LTCB667,BUILDING,BUILDING,405508.16N,0380609.15E,986.18,34.45,NO INFO,,NO,,,,
LTCB668,BUILDING,BUILDING,405506.34N,0380609.13E,1035.19,34.45,NO INFO,,NO,,,,
LTCB669,BUILDING,BUILDING,405502.13N,0380612.12E,1126.95,44.29,NO INFO,,NO,,,,
LTCB670,BUILDING,BUILDING,405503.91N,0380611.62E,1087.98,34.45,NO INFO,,NO,,,,
LTCB671,BUILDING,BUILDING,405513.11N,0380550.18E,944.58,34.45,NO INFO,,NO,,,,
LTCB672,BUILDING,BUILDING,405511.22N,0380621.07E,1094.15,44.29,NO INFO,,NO,,,,
LTCB673,BUILDING,BUILDING,405511.59N,0380618.44E,1065.70,34.45,NO INFO,,NO,,,,
LTCB674,BUILDING,BUILDING,405507.87N,0380623.67E,1114.88,34.45,NO INFO,,NO,,,,
LTCB675,BUILDING,BUILDING,405508.00N,0380625.61E,1125.27,34.45,NO INFO,,NO,,,,
LTCB676,BUILDING,BUILDING,405509.30N,0380614.69E,1000.05,34.45,NO INFO,,NO,,,,
LTCB677,BUILDING,BUILDING,405510.51N,0380614.79E,1000.20,34.45,NO INFO,,NO,,,,
LTCB678,BUILDING,BUILDING,405508.50N,0380622.51E,1101.79,34.45,NO INFO,,NO,,,,
LTCB679,BUILDING,BUILDING,405509.59N,0380621.45E,1084.30,34.45,NO INFO,,NO,,,,
LTCB680,BUILDING,BUILDING,405503.13N,0380629.32E,1230.62,34.45,NO INFO,,NO,,,,
LTCB681,BUILDING,BUILDING,405500.88N,0380629.63E,1249.09,34.45,NO INFO,,NO,,,,
LTCB682,BUILDING,BUILDING,405500.08N,0380633.96E,1294.20,34.45,NO INFO,,NO,,,,
LTCB683,BUILDING,BUILDING,405500.26N,0380633.30E,1295.55,34.45,NO INFO,,NO,,,,
LTCB684,BUILDING,BUILDING,405456.86N,0380636.29E,1378.94,44.29,NO INFO,,NO,,,,
LTCB685,BUILDING,BUILDING,405456.94N,0380624.72E,1272.24,34.45,NO INFO,,NO,,,,
LTCB686,BUILDING,BUILDING,405522.64N,0380608.35E,918.59,34.45,NO INFO,,NO,,,,
LTCB687,BUILDING,BUILDING,405522.38N,0380609.33E,923.72,34.45,NO INFO,,NO,,,,
LTCB688,BUILDING,BUILDING,405519.68N,0380611.11E,974.28,34.45,NO INFO,,NO,,,,
LTCB689,BUILDING,BUILDING,405519.33N,0380611.31E,980.07,34.45,NO INFO,,NO,,,,
LTCB690,BUILDING,BUILDING,405516.63N,0380612.81E,1031.93,34.45,NO INFO,,NO,,,,
LTCB691,BUILDING,BUILDING,405517.85N,0380611.94E,1016.05,34.45,NO INFO,,NO,,,,
LTCB692,BUILDING,BUILDING,405515.22N,0380613.38E,1046.89,54.13,NO INFO,,NO,,,,
LTCB693,BUILDING,BUILDING,405514.06N,0380616.41E,1051.50,34.45,NO INFO,,NO,,,,
LTCB694,BUILDING,BUILDING,405512.26N,0380617.64E,1056.41,34.45,NO INFO,,NO,,,,
LTCB695,BUILDING,BUILDING,405514.69N,0380618.03E,1051.26,34.45,NO INFO,,NO,,,,
LTCB696,BUILDING,BUILDING,405441.82N,0380633.52E,1578.84,44.29,NO INFO,,NO,,,,
LTCB697,BUILDING,BUILDING,405443.80N,0380635.13E,1544.98,34.45,NO INFO,,NO,,,,
LTCB698,BUILDING,BUILDING,405441.65N,0380630.65E,1549.01,34.45,NO INFO,,NO,,,,
LTCB699,BUILDING,BUILDING,405444.77N,0380637.99E,1541.66,34.45,NO INFO,,NO,,,,
LTCB700,BUILDING,BUILDING,405445.55N,0380637.01E,1523.86,34.45,NO INFO,,NO,,,,
LTCB701,BUILDING,BUILDING,405445.89N,0380637.28E,1519.12,34.45,NO INFO,,NO,,,,
LTCB702,BUILDING,BUILDING,405454.28N,0380640.45E,1438.36,34.45,NO INFO,,NO,,,,
LTCB703,BUILDING,BUILDING,405453.44N,0380640.45E,1451.54,34.45,NO INFO,,NO,,,,
LTCB704,BUILDING,BUILDING,405450.05N,0380640.07E,1492.68,34.45,NO INFO,,NO,,,,
LTCB705,BUILDING,BUILDING,405456.29N,0380642.40E,1411.66,34.45,NO INFO,,NO,,,,
LTCB706,BUILDING,BUILDING,405501.71N,0380643.74E,1357.03,44.29,NO INFO,,NO,,,,
LTCB707,BUILDING,BUILDING,405501.60N,0380644.59E,1343.90,34.45,NO INFO,,NO,,,,
LTCB708,BUILDING,BUILDING,405501.96N,0380638.86E,1361.50,34.45,NO INFO,,NO,,,,
LTCB709,BUILDING,BUILDING,405500.84N,0380645.54E,1373.05,44.29,NO INFO,,NO,,,,
LTCB710,BUILDING,BUILDING,405459.06N,0380640.96E,1422.23,44.29,NO INFO,,NO,,,,
LTCB711,BUILDING,BUILDING,405459.92N,0380640.66E,1411.88,44.29,NO INFO,,NO,,,,
LTCB712,BUILDING,BUILDING,405501.31N,0380639.13E,1365.13,34.45,NO INFO,,NO,,,,
LTCB713,BUILDING,BUILDING,405458.49N,0380648.71E,1302.66,44.29,NO INFO,,NO,,,,
LTCB714,BUILDING,BUILDING,405518.31N,0380628.84E,1142.82,34.45,NO INFO,,NO,,,,
LTCB715,BUILDING,BUILDING,405517.71N,0380624.89E,1112.77,54.13,NO INFO,,NO,,,,
LTCB716,BUILDING,BUILDING,405521.97N,0380626.86E,1050.73,34.45,NO INFO,,NO,,,,
LTCB717,BUILDING,BUILDING,405521.33N,0380620.41E,1006.17,34.45,NO INFO,,NO,,,,
LTCB718,BUILDING,BUILDING,405520.30N,0380622.49E,1053.32,34.45,NO INFO,,NO,,,,
LTCB719,BUILDING,BUILDING,405520.80N,0380622.53E,1052.38,34.45,NO INFO,,NO,,,,
LTCB720,BUILDING,BUILDING,405518.66N,0380624.56E,1098.98,44.29,NO INFO,,NO,,,,
LTCB721,BUILDING,BUILDING,405506.14N,0380639.14E,1313.96,34.45,NO INFO,,NO,,,,
LTCB722,BUILDING,BUILDING,405504.10N,0380639.08E,1342.57,34.45,NO INFO,,NO,,,,
LTCB723,BUILDING,BUILDING,405506.29N,0380644.00E,1284.31,34.45,NO INFO,,NO,,,,
LTCB724,BUILDING,BUILDING,405507.52N,0380643.56E,1293.86,34.45,NO INFO,,NO,,,,
LTCB725,BUILDING,BUILDING,405511.99N,0380637.68E,1312.07,34.45,NO INFO,,NO,,,,
LTCB726,BUILDING,BUILDING,405511.52N,0380637.27E,1323.80,44.29,NO INFO,,NO,,,,
LTCB727,BUILDING,BUILDING,405509.96N,0380637.13E,1323.80,44.29,NO INFO,,NO,,,,
LTCB728,BUILDING,BUILDING,405511.20N,0380634.46E,1287.66,34.45,NO INFO,,NO,,,,
LTCB729,BUILDING,BUILDING,405511.80N,0380635.04E,1295.56,34.45,NO INFO,,NO,,,,
LTCB730,BUILDING,BUILDING,405510.86N,0380636.45E,1313.96,34.45,NO INFO,,NO,,,,
LTCB731,BUILDING,BUILDING,405511.30N,0380636.16E,1310.20,34.45,NO INFO,,NO,,,,
LTCB732,BUILDING,BUILDING,405513.00N,0380637.04E,1297.15,34.45,NO INFO,,NO,,,,
LTCB733,BUILDING,BUILDING,405514.32N,0380634.17E,1273.72,34.45,NO INFO,,NO,,,,
LTCB734,BUILDING,BUILDING,405513.45N,0380634.28E,1282.98,34.45,NO INFO,,NO,,,,
LTCB735,BUILDING,BUILDING,405513.97N,0380635.76E,1281.15,34.45,NO INFO,,NO,,,,
LTCB736,BUILDING,BUILDING,405516.15N,0380633.55E,1261.01,44.29,NO INFO,,NO,,,,
LTCB737,BUILDING,BUILDING,405515.44N,0380633.82E,1261.44,34.45,NO INFO,,NO,,,,
LTCB738,BUILDING,BUILDING,405518.48N,0380632.27E,1229.09,34.45,NO INFO,,NO,,,,
LTCB739,BUILDING,BUILDING,405517.82N,0380632.41E,1238.63,34.45,NO INFO,,NO,,,,
LTCB740,BUILDING,BUILDING,405518.90N,0380634.55E,1217.11,34.45,NO INFO,,NO,,,,
LTCB741,BUILDING,BUILDING,405517.19N,0380632.64E,1244.75,34.45,NO INFO,,NO,,,,
LTCB742,BUILDING,BUILDING,405517.00N,0380644.55E,1141.38,34.45,NO INFO,,NO,,,,
LTCB743,BUILDING,BUILDING,405518.85N,0380642.01E,1170.61,44.29,NO INFO,,NO,,,,
LTCB744,BUILDING,BUILDING,405519.39N,0380640.69E,1156.30,34.45,NO INFO,,NO,,,,
LTCB745,BUILDING,BUILDING,405519.28N,0380639.82E,1167.04,34.45,NO INFO,,NO,,,,
LTCB746,BUILDING,BUILDING,405522.16N,0380630.83E,1161.87,34.45,NO INFO,,NO,,,,
LTCB747,BUILDING,BUILDING,405522.01N,0380633.61E,1199.13,34.45,NO INFO,,NO,,,,
LTCB748,BUILDING,BUILDING,405519.64N,0380636.94E,1220.71,63.98,NO INFO,,NO,,,,
LTCB749,BUILDING,BUILDING,405520.35N,0380637.80E,1188.22,44.29,NO INFO,,NO,,,,
LTCB750,BUILDING,BUILDING,405520.86N,0380635.78E,1187.45,34.45,NO INFO,,NO,,,,
LTCB751,BUILDING,BUILDING,405522.34N,0380635.10E,1198.75,34.45,NO INFO,,NO,,,,
LTCB752,BUILDING,BUILDING,405520.34N,0380633.82E,1219.86,44.29,NO INFO,,NO,,,,
LTCB753,BUILDING,BUILDING,405521.59N,0380634.23E,1199.13,34.45,NO INFO,,NO,,,,
LTCB754,BUILDING,BUILDING,405521.22N,0380634.12E,1201.48,34.45,NO INFO,,NO,,,,
LTCB755,BUILDING,BUILDING,405518.80N,0380633.38E,1229.85,34.45,NO INFO,,NO,,,,
LTCB756,BUILDING,BUILDING,405519.14N,0380632.73E,1231.57,44.29,NO INFO,,NO,,,,
LTCB757,BUILDING,BUILDING,405528.21N,0380635.91E,1218.74,44.29,NO INFO,,NO,,,,
LTCB758,BUILDING,BUILDING,405527.47N,0380639.32E,1167.40,34.45,NO INFO,,NO,,,,
LTCB759,BUILDING,BUILDING,405528.19N,0380634.71E,1238.93,44.29,NO INFO,,NO,,,,
LTCB760,BUILDING,BUILDING,405528.45N,0380633.97E,1246.52,44.29,NO INFO,,NO,,,,
LTCB761,BUILDING,BUILDING,405526.69N,0380636.13E,1219.77,34.45,NO INFO,,NO,,,,
LTCB762,BUILDING,BUILDING,405528.18N,0380632.82E,1248.34,34.45,NO INFO,,NO,,,,
LTCB763,BUILDING,BUILDING,405526.72N,0380640.43E,1176.60,44.29,NO INFO,,NO,,,,
LTCB764,BUILDING,BUILDING,405529.30N,0380640.66E,1115.10,34.45,NO INFO,,NO,,,,
LTCB765,BUILDING,BUILDING,405528.75N,0380641.55E,1096.64,34.45,NO INFO,,NO,,,,
LTCB766,BUILDING,BUILDING,405532.72N,0380632.26E,1175.67,34.45,NO INFO,,NO,,,,
LTCB767,BUILDING,BUILDING,405532.31N,0380633.38E,1144.18,34.45,NO INFO,,NO,,,,
LTCB768,BUILDING,BUILDING,405531.47N,0380630.55E,1248.34,34.45,NO INFO,,NO,,,,
LTCB769,BUILDING,BUILDING,405531.88N,0380619.84E,943.52,34.45,NO INFO,,NO,,,,
LTCB770,BUILDING,BUILDING,405541.04N,0380622.09E,857.34,34.45,NO INFO,,NO,,,,
LTCB771,BUILDING,BUILDING,405537.87N,0380621.41E,961.01,34.45,NO INFO,,NO,,,,
LTCB772,BUILDING,BUILDING,405545.71N,0380624.99E,912.94,34.45,NO INFO,,NO,,,,
LTCB773,BUILDING,BUILDING,405550.17N,0380620.93E,888.84,34.45,NO INFO,,NO,,,,
LTCB774,BUILDING,BUILDING,405459.12N,0380702.77E,1313.96,34.45,NO INFO,,NO,,,,
LTCB775,BUILDING,BUILDING,405501.48N,0380703.28E,1310.78,34.45,NO INFO,,NO,,,,
LTCB776,BUILDING,BUILDING,405503.95N,0380710.79E,1215.54,34.45,NO INFO,,NO,,,,
LTCB777,BUILDING,BUILDING,405506.73N,0380704.82E,1238.99,34.45,NO INFO,,NO,,,,
LTCB778,BUILDING,BUILDING,405508.37N,0380706.65E,1213.20,34.45,NO INFO,,NO,,,,
LTCB779,BUILDING,BUILDING,405509.17N,0380708.84E,1186.83,34.45,NO INFO,,NO,,,,
LTCB780,BUILDING,BUILDING,405443.45N,0380719.81E,1061.34,44.29,NO INFO,,NO,,,,
LTCB781,BUILDING,BUILDING,405448.16N,0380723.52E,904.14,34.45,NO INFO,,NO,,,,
LTCB782,BUILDING,BUILDING,405450.62N,0380729.27E,795.30,34.45,NO INFO,,NO,,,,
LTCB783,BUILDING,BUILDING,405456.81N,0380719.85E,1054.52,34.45,NO INFO,,NO,,,,
LTCB784,BUILDING,BUILDING,405457.04N,0380720.60E,1047.30,34.45,NO INFO,,NO,,,,
LTCB785,BUILDING,BUILDING,405457.73N,0380720.58E,1051.50,34.45,NO INFO,,NO,,,,
LTCB786,BUILDING,BUILDING,405457.91N,0380718.37E,1081.58,34.45,NO INFO,,NO,,,,
LTCB787,BUILDING,BUILDING,405456.23N,0380731.20E,819.26,34.45,NO INFO,,NO,,,,
LTCB788,BUILDING,BUILDING,405456.74N,0380735.44E,775.34,44.29,NO INFO,,NO,,,,
LTCB789,BUILDING,BUILDING,405506.07N,0380715.77E,1156.17,34.45,NO INFO,,NO,,,,
LTCB790,BUILDING,BUILDING,405505.73N,0380716.64E,1149.92,34.45,NO INFO,,NO,,,,
LTCB791,BUILDING,BUILDING,405507.29N,0380731.33E,840.30,34.45,NO INFO,,NO,,,,
LTCB792,BUILDING,BUILDING,405544.96N,0380645.27E,900.69,34.45,NO INFO,,NO,,,,
LTCB793,BUILDING,BUILDING,405549.05N,0380644.25E,823.64,34.45,NO INFO,,NO,,,,
LTCB794,BUILDING,BUILDING,405548.60N,0380645.63E,826.52,34.45,NO INFO,,NO,,,,
LTCB795,BUILDING,BUILDING,405550.36N,0380642.23E,831.09,44.29,NO INFO,,NO,,,,
LTCB796,BUILDING,BUILDING,405550.28N,0380634.95E,953.07,34.45,NO INFO,,NO,,,,
LTCB797,BUILDING,BUILDING,405550.25N,0380635.50E,947.62,34.45,NO INFO,,NO,,,,
LTCB798,BUILDING,BUILDING,405550.04N,0380636.31E,937.62,34.45,NO INFO,,NO,,,,
LTCB799,BUILDING,BUILDING,405552.34N,0380636.72E,895.45,34.45,NO INFO,,NO,,,,
LTCB800,BUILDING,BUILDING,405552.43N,0380635.37E,909.10,34.45,NO INFO,,NO,,,,
LTCB801,BUILDING,BUILDING,405551.57N,0380633.64E,934.36,44.29,NO INFO,,NO,,,,
LTCB802,BUILDING,BUILDING,405553.82N,0380635.79E,892.04,34.45,NO INFO,,NO,,,,
LTCB803,BUILDING,BUILDING,405557.52N,0380634.04E,856.80,34.45,NO INFO,,NO,,,,
LTCB804,BUILDING,BUILDING,405555.75N,0380636.08E,863.16,34.45,NO INFO,,NO,,,,
LTCB805,BUILDING,BUILDING,405556.02N,0380634.62E,873.97,34.45,NO INFO,,NO,,,,
LTCB806,BUILDING,BUILDING,405555.87N,0380634.35E,886.09,44.29,NO INFO,,NO,,,,
LTCB807,BUILDING,BUILDING,405510.93N,0380717.03E,1053.07,34.45,NO INFO,,NO,,,,
LTCB808,BUILDING,BUILDING,405514.35N,0380722.06E,1036.83,34.45,NO INFO,,NO,,,,
LTCB809,BUILDING,BUILDING,405514.26N,0380721.69E,1049.16,44.29,NO INFO,,NO,,,,
LTCB810,BUILDING,BUILDING,405514.95N,0380729.33E,975.22,34.45,NO INFO,,NO,,,,
LTCB811,BUILDING,BUILDING,405554.51N,0380711.41E,786.48,34.45,NO INFO,,NO,,,,
LTCB812,BUILDING,BUILDING,405552.75N,0380711.12E,810.93,34.45,NO INFO,,NO,,,,
LTCB813,BUILDING,BUILDING,405551.78N,0380709.30E,826.42,34.45,NO INFO,,NO,,,,
LTCB814,BUILDING,BUILDING,405541.76N,0380712.20E,983.43,44.29,NO INFO,,NO,,,,
LTCB815,BUILDING,BUILDING,405540.12N,0380710.95E,954.68,34.45,NO INFO,,NO,,,,
LTCB816,BUILDING,BUILDING,405539.97N,0380718.15E,1019.56,34.45,NO INFO,,NO,,,,
LTCB817,BUILDING,BUILDING,405535.73N,0380711.03E,1044.93,44.29,NO INFO,,NO,,,,
LTCB818,BUILDING,BUILDING,405535.22N,0380709.26E,1036.71,34.45,NO INFO,,NO,,,,
LTCB819,BUILDING,BUILDING,405529.15N,0380710.48E,1108.51,34.45,NO INFO,,NO,,,,
LTCB820,BUILDING,BUILDING,405532.73N,0380718.77E,1039.37,34.45,NO INFO,,NO,,,,
LTCB821,BUILDING,BUILDING,405530.58N,0380721.97E,1029.89,44.29,NO INFO,,NO,,,,
LTCB822,BUILDING,BUILDING,405524.47N,0380732.10E,1035.09,34.45,NO INFO,,NO,,,,
LTCB823,BUILDING,BUILDING,405526.77N,0380734.47E,1019.35,34.45,NO INFO,,NO,,,,
LTCB824,BUILDING,BUILDING,405525.19N,0380731.52E,1035.09,34.45,NO INFO,,NO,,,,
LTCB825,BUILDING,BUILDING,405518.71N,0380711.51E,1164.41,34.45,NO INFO,,NO,,,,
LTCB826,BUILDING,BUILDING,405514.98N,0380802.58E,508.51,44.29,NO INFO,,NO,,,,
LTCB827,BUILDING,BUILDING,405513.98N,0380802.71E,495.64,34.45,NO INFO,,NO,,,,
LTCB828,BUILDING,BUILDING,405642.32N,0380657.00E,496.18,34.45,NO INFO,,NO,,,,
LTCB829,BUILDING,BUILDING,405636.92N,0380656.06E,573.50,34.45,NO INFO,,NO,,,,
LTCB830,BUILDING,BUILDING,405634.82N,0380646.30E,610.77,34.45,NO INFO,,NO,,,,
LTCB831,BUILDING,BUILDING,405630.08N,0380644.78E,594.15,34.45,NO INFO,,NO,,,,
LTCB832,BUILDING,BUILDING,405625.33N,0380642.09E,613.63,34.45,NO INFO,,NO,,,,
LTCB833,BUILDING,BUILDING,405623.58N,0380638.87E,609.20,34.45,NO INFO,,NO,,,,
LTCB834,BUILDING,BUILDING,405621.05N,0380636.64E,615.93,34.45,NO INFO,,NO,,,,
LTCB835,BUILDING,BUILDING,405618.57N,0380638.11E,719.17,34.45,NO INFO,,NO,,,,
LTCB836,BUILDING,BUILDING,405617.01N,0380625.74E,371.96,34.45,NO INFO,,NO,,,,
LTCB837,BUILDING,BUILDING,405615.19N,0380626.06E,395.44,34.45,NO INFO,,NO,,,,
LTCB838,BUILDING,BUILDING,405614.13N,0380621.90E,370.10,34.45,NO INFO,,NO,,,,
LTCB839,BUILDING,BUILDING,405615.67N,0380622.59E,333.59,34.45,NO INFO,,NO,,,,
LTCB840,BUILDING,BUILDING,405615.78N,0380624.41E,357.46,34.45,NO INFO,,NO,,,,
LTCB841,BUILDING,BUILDING,405612.91N,0380622.72E,407.75,34.45,NO INFO,,NO,,,,
LTCB842,BUILDING,BUILDING,405617.86N,0380617.44E,256.06,34.45,NO INFO,,NO,,,,
LTCB843,BUILDING,BUILDING,405617.03N,0380616.86E,254.10,34.45,NO INFO,,NO,,,,
LTCB844,BUILDING,BUILDING,405616.62N,0380616.29E,249.61,34.45,NO INFO,,NO,,,,
LTCB845,BUILDING,BUILDING,405616.22N,0380615.93E,257.53,44.29,NO INFO,,NO,,,,
LTCB846,BUILDING,BUILDING,405615.92N,0380615.36E,243.57,34.45,NO INFO,,NO,,,,
LTCB847,BUILDING,BUILDING,405623.34N,0380620.35E,268.59,34.45,NO INFO,,NO,,,,
LTCB848,BUILDING,BUILDING,405619.85N,0380622.78E,335.75,34.45,NO INFO,,NO,,,,
LTCB849,BUILDING,BUILDING,405619.29N,0380644.81E,851.62,34.45,NO INFO,,NO,,,,
LTCB850,BUILDING,BUILDING,405613.95N,0380638.10E,862.04,34.45,NO INFO,,NO,,,,
LTCB851,BUILDING,BUILDING,405613.88N,0380637.26E,846.13,34.45,NO INFO,,NO,,,,
LTCB852,BUILDING,BUILDING,405602.85N,0380630.98E,817.17,34.45,NO INFO,,NO,,,,
LTCB853,BUILDING,BUILDING,405603.69N,0380618.16E,436.97,34.45,NO INFO,,NO,,,,
LTCB854,BUILDING,BUILDING,405603.02N,0380618.79E,449.11,34.45,NO INFO,,NO,,,,
LTCB855,BUILDING,BUILDING,405610.22N,0380613.64E,232.69,34.45,NO INFO,,NO,,,,
LTCB856,BUILDING,BUILDING,405609.62N,0380612.29E,215.40,34.45,NO INFO,,NO,,,,
LTCB857,BUILDING,BUILDING,405608.31N,0380614.09E,234.20,34.45,NO INFO,,NO,,,,
LTCB858,BUILDING,BUILDING,405604.17N,0380650.97E,729.41,34.45,NO INFO,,NO,,,,
LTCB859,BUILDING,BUILDING,405601.81N,0380647.04E,746.34,34.45,NO INFO,,NO,,,,
LTCB860,BUILDING,BUILDING,405602.27N,0380648.06E,740.20,34.45,NO INFO,,NO,,,,
LTCB861,BUILDING,BUILDING,405603.28N,0380647.68E,759.40,34.45,NO INFO,,NO,,,,
LTCB862,BUILDING,BUILDING,405609.74N,0380658.37E,670.21,34.45,NO INFO,,NO,,,,
LTCB863,BUILDING,BUILDING,405609.38N,0380723.29E,460.43,34.45,NO INFO,,NO,,,,
LTCB864,BUILDING,BUILDING,405617.17N,0380729.20E,333.05,34.45,NO INFO,,NO,,,,
LTCB865,BUILDING,BUILDING,405618.62N,0380730.05E,329.72,34.45,NO INFO,,NO,,,,
LTCB866,BUILDING,BUILDING,405625.59N,0380650.23E,665.13,34.45,NO INFO,,NO,,,,
LTCB867,BUILDING,BUILDING,405624.16N,0380653.14E,684.04,34.45,NO INFO,,NO,,,,
LTCB868,BUILDING,BUILDING,405628.89N,0380631.77E,473.69,34.45,NO INFO,,NO,,,,
LTCB869,BUILDING,BUILDING,405632.81N,0380632.78E,428.14,34.45,NO INFO,,NO,,,,
LTCB870,BUILDING,BUILDING,405632.27N,0380633.63E,427.19,34.45,NO INFO,,NO,,,,
