Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),ElevationAtTop(FT),Height(FT),Lighting,ColorOfLighting,Group,,,,,,,,
LTBO1274,BUILDING,BUILDING,383955.59N,0292619.50E,3075,74,NO INFO,,NO,,,,,,,,
LTBO1275,BUILDING,BUILDING,383949.36N,0292543.06E,3046,74,NO INFO,,NO,,,,,,,,
LTBO1276,BUILDING,BUILDING,383955.98N,0292533.20E,3050,64,NO INFO,,NO,,,,,,,,
LTBO1277,MINARET,BUILDING,383955.66N,0292532.94E,3084,98,NO INFO,,NO,,,,,,,,
LTBO1278,BUILDING,BUILDING,384009.70N,0292548.72E,3051,103,NO INFO,,NO,,,,,,,,
LTBO1279,BUILDING,BUILDING,384009.02N,0292549.21E,3053,103,NO INFO,,NO,,,,,,,,
LTBO1280,BUILDING,BUILDING,384008.11N,0292549.74E,3075,123,NO INFO,,NO,,,,,,,,
LTBO1281,MINARET,BUILDING,383944.64N,0292601.57E,3076,115,NO INFO,,NO,,,,,,,,
LTBO1282,MINARET,BUILDING,383914.78N,0292608.18E,3051,98,NO INFO,,NO,,,,,,,,
LTBO1283,BUILDING,BUILDING,383942.67N,0292536.13E,3061,25,NO INFO,,NO,,,,,,,,
LTBO1284,BUILDING,BUILDING,383942.97N,0292536.62E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1285,BUILDING,BUILDING,383944.29N,0292534.79E,3072,44,NO INFO,,NO,,,,,,,,
LTBO1286,BUILDING,BUILDING,383943.23N,0292533.34E,3075,34,NO INFO,,NO,,,,,,,,
LTBO1287,BUILDING,BUILDING,383940.54N,0292536.66E,3072,34,NO INFO,,NO,,,,,,,,
LTBO1288,BUILDING,BUILDING,383939.25N,0292536.43E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1289,BUILDING,BUILDING,383939.20N,0292537.05E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1290,BUILDING,BUILDING,383937.99N,0292538.76E,3049,44,NO INFO,,NO,,,,,,,,
LTBO1291,BUILDING,BUILDING,383937.46N,0292537.87E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1292,BUILDING,BUILDING,383937.92N,0292540.87E,3084,94,NO INFO,,NO,,,,,,,,
LTBO1293,BUILDING,BUILDING,383942.57N,0292532.00E,3075,25,NO INFO,,NO,,,,,,,,
LTBO1294,BUILDING,BUILDING,383942.36N,0292532.83E,3074,25,NO INFO,,NO,,,,,,,,
LTBO1295,BUILDING,BUILDING,383942.22N,0292533.40E,3074,25,NO INFO,,NO,,,,,,,,
LTBO1296,BUILDING,BUILDING,383941.88N,0292534.91E,3080,34,NO INFO,,NO,,,,,,,,
LTBO1297,BUILDING,BUILDING,383941.75N,0292535.48E,3079,34,NO INFO,,NO,,,,,,,,
LTBO1298,BUILDING,BUILDING,383941.62N,0292535.86E,3077,34,NO INFO,,NO,,,,,,,,
LTBO1299,BUILDING,BUILDING,383940.92N,0292535.39E,3082,34,NO INFO,,NO,,,,,,,,
LTBO1300,BUILDING,BUILDING,383941.05N,0292534.34E,3077,25,NO INFO,,NO,,,,,,,,
LTBO1301,BUILDING,BUILDING,383941.22N,0292533.47E,3068,15,NO INFO,,NO,,,,,,,,
LTBO1302,BUILDING,BUILDING,383941.43N,0292532.64E,3069,15,NO INFO,,NO,,,,,,,,
LTBO1303,BUILDING,BUILDING,383941.66N,0292531.55E,3079,25,NO INFO,,NO,,,,,,,,
LTBO1304,BUILDING,BUILDING,383941.04N,0292531.32E,3081,25,NO INFO,,NO,,,,,,,,
LTBO1305,BUILDING,BUILDING,383940.59N,0292531.44E,3093,34,NO INFO,,NO,,,,,,,,
LTBO1306,BUILDING,BUILDING,383940.87N,0292532.31E,3071,15,NO INFO,,NO,,,,,,,,
LTBO1307,BUILDING,BUILDING,383940.41N,0292532.12E,3083,25,NO INFO,,NO,,,,,,,,
LTBO1308,BUILDING,BUILDING,383940.63N,0292533.50E,3090,34,NO INFO,,NO,,,,,,,,
LTBO1309,BUILDING,BUILDING,383940.51N,0292534.35E,3088,34,NO INFO,,NO,,,,,,,,
LTBO1310,BUILDING,BUILDING,383940.31N,0292535.18E,3076,25,NO INFO,,NO,,,,,,,,
LTBO1311,BUILDING,BUILDING,383939.85N,0292535.32E,3086,34,NO INFO,,NO,,,,,,,,
LTBO1312,BUILDING,BUILDING,383939.94N,0292534.79E,3078,25,NO INFO,,NO,,,,,,,,
LTBO1313,BUILDING,BUILDING,383940.10N,0292534.07E,3090,34,NO INFO,,NO,,,,,,,,
LTBO1314,BUILDING,BUILDING,383940.19N,0292533.48E,3091,34,NO INFO,,NO,,,,,,,,
LTBO1315,BUILDING,BUILDING,383940.27N,0292533.05E,3082,25,NO INFO,,NO,,,,,,,,
LTBO1316,BUILDING,BUILDING,383939.98N,0292531.33E,3094,34,NO INFO,,NO,,,,,,,,
LTBO1317,BUILDING,BUILDING,383938.86N,0292532.78E,3106,44,NO INFO,,NO,,,,,,,,
LTBO1318,BUILDING,BUILDING,383939.26N,0292533.61E,3093,34,NO INFO,,NO,,,,,,,,
LTBO1319,BUILDING,BUILDING,383939.21N,0292534.52E,3079,25,NO INFO,,NO,,,,,,,,
LTBO1320,BUILDING,BUILDING,383937.70N,0292534.35E,3088,34,NO INFO,,NO,,,,,,,,
LTBO1321,BUILDING,BUILDING,383937.55N,0292535.10E,3070,34,NO INFO,,NO,,,,,,,,
LTBO1322,BUILDING,BUILDING,383938.53N,0292534.78E,3088,34,NO INFO,,NO,,,,,,,,
LTBO1323,BUILDING,BUILDING,383938.60N,0292534.32E,3080,25,NO INFO,,NO,,,,,,,,
LTBO1324,BUILDING,BUILDING,383937.46N,0292532.49E,3098,34,NO INFO,,NO,,,,,,,,
LTBO1325,BUILDING,BUILDING,383938.01N,0292532.98E,3095,34,NO INFO,,NO,,,,,,,,
LTBO1326,BUILDING,BUILDING,383937.82N,0292533.56E,3083,25,NO INFO,,NO,,,,,,,,
LTBO1327,BUILDING,BUILDING,383937.40N,0292531.61E,3092,25,NO INFO,,NO,,,,,,,,
LTBO1328,BUILDING,BUILDING,383936.93N,0292531.89E,3091,25,NO INFO,,NO,,,,,,,,
LTBO1329,BUILDING,BUILDING,383936.87N,0292532.42E,3096,34,NO INFO,,NO,,,,,,,,
LTBO1330,BUILDING,BUILDING,383936.72N,0292533.11E,3089,34,NO INFO,,NO,,,,,,,,
LTBO1331,BUILDING,BUILDING,383937.11N,0292533.62E,3078,25,NO INFO,,NO,,,,,,,,
LTBO1332,BUILDING,BUILDING,383936.95N,0292534.38E,3068,25,NO INFO,,NO,,,,,,,,
LTBO1333,BUILDING,BUILDING,383936.96N,0292534.81E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1334,BUILDING,BUILDING,383935.66N,0292534.41E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1335,BUILDING,BUILDING,383935.19N,0292534.07E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1336,BUILDING,BUILDING,383935.36N,0292533.26E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1337,BUILDING,BUILDING,383936.01N,0292533.53E,3061,25,NO INFO,,NO,,,,,,,,
LTBO1338,BUILDING,BUILDING,383935.59N,0292532.43E,3071,25,NO INFO,,NO,,,,,,,,
LTBO1339,BUILDING,BUILDING,383936.14N,0292532.52E,3086,34,NO INFO,,NO,,,,,,,,
LTBO1340,BUILDING,BUILDING,383935.52N,0292531.52E,3077,25,NO INFO,,NO,,,,,,,,
LTBO1341,BUILDING,BUILDING,383935.81N,0292530.95E,3086,25,NO INFO,,NO,,,,,,,,
LTBO1342,BUILDING,BUILDING,383936.23N,0292531.28E,3088,25,NO INFO,,NO,,,,,,,,
LTBO1343,BUILDING,BUILDING,383935.30N,0292530.04E,3087,25,NO INFO,,NO,,,,,,,,
LTBO1344,BUILDING,BUILDING,383934.83N,0292529.85E,3092,34,NO INFO,,NO,,,,,,,,
LTBO1345,BUILDING,BUILDING,383934.76N,0292531.88E,3072,34,NO INFO,,NO,,,,,,,,
LTBO1346,BUILDING,BUILDING,383934.41N,0292532.26E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1347,BUILDING,BUILDING,383934.19N,0292532.01E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1348,BUILDING,BUILDING,383934.39N,0292531.55E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1349,BUILDING,BUILDING,383933.71N,0292528.65E,3077,25,NO INFO,,NO,,,,,,,,
LTBO1350,BUILDING,BUILDING,383932.84N,0292528.99E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1351,BUILDING,BUILDING,383932.52N,0292529.71E,3063,34,NO INFO,,NO,,,,,,,,
LTBO1352,BUILDING,BUILDING,383933.64N,0292530.86E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1353,BUILDING,BUILDING,383932.98N,0292531.80E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1354,BUILDING,BUILDING,383934.13N,0292532.80E,3052,25,NO INFO,,NO,,,,,,,,
LTBO1355,BUILDING,BUILDING,383934.41N,0292533.15E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1356,BUILDING,BUILDING,383934.74N,0292533.37E,3063,34,NO INFO,,NO,,,,,,,,
LTBO1357,BUILDING,BUILDING,383934.43N,0292533.78E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1358,BUILDING,BUILDING,383934.07N,0292533.41E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1359,BUILDING,BUILDING,383933.50N,0292532.92E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1360,BUILDING,BUILDING,383933.14N,0292532.62E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1361,BUILDING,BUILDING,383935.35N,0292535.26E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1362,BUILDING,BUILDING,383934.75N,0292534.93E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1363,BUILDING,BUILDING,383933.44N,0292533.93E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1364,BUILDING,BUILDING,383926.65N,0292524.32E,3059,44,NO INFO,,NO,,,,,,,,
LTBO1365,BUILDING,BUILDING,383927.78N,0292524.45E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1366,BUILDING,BUILDING,383928.33N,0292524.70E,3056,34,NO INFO,,NO,,,,,,,,
LTBO1367,BUILDING,BUILDING,383928.24N,0292525.49E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1368,BUILDING,BUILDING,383949.24N,0292534.93E,3049,44,NO INFO,,NO,,,,,,,,
LTBO1369,BUILDING,BUILDING,383949.68N,0292533.52E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1370,BUILDING,BUILDING,383945.19N,0292530.30E,3063,25,NO INFO,,NO,,,,,,,,
LTBO1371,BUILDING,BUILDING,383945.24N,0292529.73E,3053,15,NO INFO,,NO,,,,,,,,
LTBO1372,BUILDING,BUILDING,383944.75N,0292529.55E,3066,25,NO INFO,,NO,,,,,,,,
LTBO1373,BUILDING,BUILDING,383945.18N,0292528.72E,3074,34,NO INFO,,NO,,,,,,,,
LTBO1374,BUILDING,BUILDING,383945.23N,0292527.97E,3073,34,NO INFO,,NO,,,,,,,,
LTBO1375,BUILDING,BUILDING,383945.50N,0292526.87E,3072,34,NO INFO,,NO,,,,,,,,
LTBO1376,BUILDING,BUILDING,383945.72N,0292526.06E,3080,44,NO INFO,,NO,,,,,,,,
LTBO1377,BUILDING,BUILDING,383945.95N,0292525.26E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1378,BUILDING,BUILDING,383946.40N,0292525.16E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1379,BUILDING,BUILDING,383946.85N,0292525.40E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1380,BUILDING,BUILDING,383947.32N,0292525.47E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1381,BUILDING,BUILDING,383947.84N,0292525.69E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1382,BUILDING,BUILDING,383948.17N,0292525.79E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1383,BUILDING,BUILDING,383948.56N,0292525.92E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1384,BUILDING,BUILDING,383949.21N,0292526.16E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1385,BUILDING,BUILDING,383950.37N,0292526.38E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1386,BUILDING,BUILDING,383951.75N,0292526.99E,3048,34,NO INFO,,NO,,,,,,,,
LTBO1387,BUILDING,BUILDING,383952.28N,0292527.14E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1388,BUILDING,BUILDING,383946.50N,0292526.18E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1389,BUILDING,BUILDING,383946.04N,0292527.81E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1390,BUILDING,BUILDING,383946.02N,0292528.24E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1391,BUILDING,BUILDING,383945.93N,0292528.74E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1392,BUILDING,BUILDING,383946.42N,0292529.97E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1393,BUILDING,BUILDING,383946.33N,0292530.74E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1394,BUILDING,BUILDING,383946.90N,0292530.79E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1395,BUILDING,BUILDING,383947.07N,0292530.01E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1396,BUILDING,BUILDING,383947.56N,0292530.28E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1397,BUILDING,BUILDING,383947.71N,0292530.99E,3075,44,NO INFO,,NO,,,,,,,,
LTBO1398,BUILDING,BUILDING,383947.86N,0292530.43E,3076,44,NO INFO,,NO,,,,,,,,
LTBO1399,BUILDING,BUILDING,383947.25N,0292530.79E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1400,BUILDING,BUILDING,383948.51N,0292531.43E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1401,BUILDING,BUILDING,383948.64N,0292530.43E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1402,BUILDING,BUILDING,383948.88N,0292531.45E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1403,BUILDING,BUILDING,383949.83N,0292531.07E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1404,BUILDING,BUILDING,383950.14N,0292531.16E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1405,BUILDING,BUILDING,383950.20N,0292531.89E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1406,BUILDING,BUILDING,383950.69N,0292531.34E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1407,BUILDING,BUILDING,383950.97N,0292531.46E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1408,BUILDING,BUILDING,383951.72N,0292531.70E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1409,BUILDING,BUILDING,383951.48N,0292530.75E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1410,BUILDING,BUILDING,383950.79N,0292530.51E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1411,BUILDING,BUILDING,383950.16N,0292530.39E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1412,BUILDING,BUILDING,383950.52N,0292529.31E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1413,BUILDING,BUILDING,383950.86N,0292529.48E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1414,BUILDING,BUILDING,383949.99N,0292528.36E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1415,BUILDING,BUILDING,383949.66N,0292528.16E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1416,BUILDING,BUILDING,383949.22N,0292528.12E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1417,BUILDING,BUILDING,383949.54N,0292528.94E,3070,44,NO INFO,,NO,,,,,,,,
LTBO1418,BUILDING,BUILDING,383948.97N,0292529.75E,3073,44,NO INFO,,NO,,,,,,,,
LTBO1419,BUILDING,BUILDING,383948.46N,0292528.77E,3074,44,NO INFO,,NO,,,,,,,,
LTBO1420,BUILDING,BUILDING,383948.50N,0292529.57E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1421,BUILDING,BUILDING,383947.81N,0292529.53E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1422,BUILDING,BUILDING,383947.46N,0292529.41E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1423,BUILDING,BUILDING,383947.07N,0292529.34E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1424,BUILDING,BUILDING,383947.36N,0292528.68E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1425,BUILDING,BUILDING,383948.07N,0292528.53E,3056,25,NO INFO,,NO,,,,,,,,
LTBO1426,BUILDING,BUILDING,383947.65N,0292527.50E,3046,15,NO INFO,,NO,,,,,,,,
LTBO1427,BUILDING,BUILDING,383947.31N,0292527.43E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1428,BUILDING,BUILDING,383947.68N,0292526.50E,3063,34,NO INFO,,NO,,,,,,,,
LTBO1429,BUILDING,BUILDING,383948.86N,0292526.99E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1430,BUILDING,BUILDING,383949.18N,0292527.09E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1431,BUILDING,BUILDING,383949.49N,0292527.26E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1432,BUILDING,BUILDING,383950.14N,0292527.43E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1433,BUILDING,BUILDING,383948.34N,0292527.75E,3064,34,NO INFO,,NO,,,,,,,,
LTBO1434,BUILDING,BUILDING,383951.42N,0292527.87E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1435,BUILDING,BUILDING,383956.38N,0292532.27E,3050,64,NO INFO,,NO,,,,,,,,
LTBO1436,BUILDING,BUILDING,383957.21N,0292530.16E,3050,64,NO INFO,,NO,,,,,,,,
LTBO1437,BUILDING,BUILDING,384006.14N,0292531.51E,3072,54,NO INFO,,NO,,,,,,,,
LTBO1438,BUILDING,BUILDING,384003.69N,0292530.56E,3052,44,NO INFO,,NO,,,,,,,,
LTBO1439,BUILDING,BUILDING,384006.40N,0292533.84E,3048,34,NO INFO,,NO,,,,,,,,
LTBO1440,BUILDING,BUILDING,384006.87N,0292533.86E,3061,44,NO INFO,,NO,,,,,,,,
LTBO1441,BUILDING,BUILDING,384007.60N,0292533.73E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1442,BUILDING,BUILDING,384008.19N,0292534.48E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1443,BUILDING,BUILDING,384007.81N,0292535.71E,3050,44,NO INFO,,NO,,,,,,,,
LTBO1444,BUILDING,BUILDING,384007.52N,0292532.23E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1445,BUILDING,BUILDING,384007.45N,0292531.55E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1446,BUILDING,BUILDING,384008.00N,0292531.75E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1447,BUILDING,BUILDING,384007.39N,0292531.05E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1448,BUILDING,BUILDING,384007.31N,0292530.43E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1449,BUILDING,BUILDING,384008.63N,0292530.54E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1450,BUILDING,BUILDING,384009.09N,0292536.34E,3046,44,NO INFO,,NO,,,,,,,,
LTBO1451,BUILDING,BUILDING,384009.75N,0292534.21E,3062,44,NO INFO,,NO,,,,,,,,
LTBO1452,BUILDING,BUILDING,384011.60N,0292531.40E,3050,44,NO INFO,,NO,,,,,,,,
LTBO1453,BUILDING,BUILDING,384010.89N,0292530.13E,3062,44,NO INFO,,NO,,,,,,,,
LTBO1454,BUILDING,BUILDING,384010.98N,0292530.59E,3060,44,NO INFO,,NO,,,,,,,,
LTBO1455,BUILDING,BUILDING,384009.30N,0292530.78E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1456,BUILDING,BUILDING,384009.07N,0292528.85E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1457,BUILDING,BUILDING,384006.69N,0292529.27E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1458,BUILDING,BUILDING,384006.32N,0292527.35E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1459,BUILDING,BUILDING,384007.94N,0292527.03E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1460,BUILDING,BUILDING,384009.39N,0292527.58E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1461,BUILDING,BUILDING,384009.84N,0292527.82E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1462,BUILDING,BUILDING,384010.31N,0292526.81E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1463,BUILDING,BUILDING,384009.68N,0292524.36E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1464,BUILDING,BUILDING,384009.66N,0292525.79E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1465,BUILDING,BUILDING,384010.15N,0292525.85E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1466,BUILDING,BUILDING,384009.89N,0292521.60E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1467,BUILDING,BUILDING,384009.17N,0292521.78E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1468,BUILDING,BUILDING,384008.00N,0292520.57E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1469,BUILDING,BUILDING,384008.26N,0292521.27E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1470,BUILDING,BUILDING,384007.92N,0292521.75E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1471,BUILDING,BUILDING,384007.33N,0292521.32E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1472,BUILDING,BUILDING,384006.92N,0292520.99E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1473,BUILDING,BUILDING,384007.25N,0292522.50E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1474,BUILDING,BUILDING,384007.87N,0292526.09E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1475,BUILDING,BUILDING,384007.43N,0292526.18E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1476,BUILDING,BUILDING,384006.77N,0292525.46E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1477,BUILDING,BUILDING,384007.74N,0292524.73E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1478,BUILDING,BUILDING,384008.72N,0292524.59E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1479,BUILDING,BUILDING,384009.10N,0292525.48E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1480,BUILDING,BUILDING,384006.59N,0292524.02E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1481,BUILDING,BUILDING,384005.57N,0292525.73E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1482,BUILDING,BUILDING,384003.72N,0292525.35E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1483,BUILDING,BUILDING,384001.85N,0292523.02E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1484,BUILDING,BUILDING,384000.95N,0292522.00E,3055,44,NO INFO,,NO,,,,,,,,
LTBO1485,BUILDING,BUILDING,384000.68N,0292522.53E,3062,54,NO INFO,,NO,,,,,,,,
LTBO1486,BUILDING,BUILDING,383959.99N,0292524.66E,3051,54,NO INFO,,NO,,,,,,,,
LTBO1487,BUILDING,BUILDING,384003.43N,0292522.68E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1488,BUILDING,BUILDING,384003.86N,0292523.05E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1489,BUILDING,BUILDING,384003.49N,0292521.59E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1490,BUILDING,BUILDING,384002.85N,0292521.31E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1491,BUILDING,BUILDING,384001.56N,0292520.77E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1492,BUILDING,BUILDING,384002.01N,0292519.54E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1493,BUILDING,BUILDING,384002.24N,0292519.02E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1494,BUILDING,BUILDING,384002.81N,0292519.43E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1495,BUILDING,BUILDING,384001.80N,0292519.94E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1496,BUILDING,BUILDING,384002.50N,0292518.36E,3071,54,NO INFO,,NO,,,,,,,,
LTBO1497,BUILDING,BUILDING,384002.77N,0292517.96E,3078,64,NO INFO,,NO,,,,,,,,
LTBO1498,BUILDING,BUILDING,384002.89N,0292517.46E,3066,54,NO INFO,,NO,,,,,,,,
LTBO1499,BUILDING,BUILDING,384003.30N,0292517.65E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1500,BUILDING,BUILDING,384004.90N,0292518.14E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1501,BUILDING,BUILDING,384004.03N,0292519.09E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1502,BUILDING,BUILDING,384005.87N,0292520.37E,3062,44,NO INFO,,NO,,,,,,,,
LTBO1503,BUILDING,BUILDING,384007.35N,0292520.14E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1504,BUILDING,BUILDING,384006.91N,0292519.74E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1505,BUILDING,BUILDING,384005.85N,0292518.81E,3048,34,NO INFO,,NO,,,,,,,,
LTBO1506,BUILDING,BUILDING,384007.04N,0292517.03E,3052,44,NO INFO,,NO,,,,,,,,
LTBO1507,BUILDING,BUILDING,384006.79N,0292518.32E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1508,BUILDING,BUILDING,384007.11N,0292518.60E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1509,BUILDING,BUILDING,384004.14N,0292513.59E,3062,64,NO INFO,,NO,,,,,,,,
LTBO1510,BUILDING,BUILDING,384004.68N,0292511.62E,3046,54,NO INFO,,NO,,,,,,,,
LTBO1511,BUILDING,BUILDING,384003.53N,0292518.85E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1512,BUILDING,BUILDING,383933.97N,0292523.03E,3076,25,NO INFO,,NO,,,,,,,,
LTBO1513,BUILDING,BUILDING,383933.59N,0292522.60E,3085,34,NO INFO,,NO,,,,,,,,
LTBO1514,BUILDING,BUILDING,383934.39N,0292525.60E,3076,25,NO INFO,,NO,,,,,,,,
LTBO1515,BUILDING,BUILDING,383935.01N,0292525.80E,3077,25,NO INFO,,NO,,,,,,,,
LTBO1516,BUILDING,BUILDING,383934.94N,0292527.06E,3090,34,NO INFO,,NO,,,,,,,,
LTBO1517,BUILDING,BUILDING,383935.31N,0292527.20E,3082,25,NO INFO,,NO,,,,,,,,
LTBO1518,BUILDING,BUILDING,383935.44N,0292526.67E,3081,25,NO INFO,,NO,,,,,,,,
LTBO1519,BUILDING,BUILDING,383935.79N,0292525.97E,3091,34,NO INFO,,NO,,,,,,,,
LTBO1520,BUILDING,BUILDING,383935.66N,0292527.46E,3075,15,NO INFO,,NO,,,,,,,,
LTBO1521,BUILDING,BUILDING,383935.72N,0292527.06E,3074,15,NO INFO,,NO,,,,,,,,
LTBO1522,BUILDING,BUILDING,383936.45N,0292527.11E,3095,34,NO INFO,,NO,,,,,,,,
LTBO1523,BUILDING,BUILDING,383936.37N,0292527.59E,3097,34,NO INFO,,NO,,,,,,,,
LTBO1524,BUILDING,BUILDING,383936.21N,0292528.33E,3089,25,NO INFO,,NO,,,,,,,,
LTBO1525,BUILDING,BUILDING,383936.28N,0292528.02E,3098,34,NO INFO,,NO,,,,,,,,
