Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,
LTCJ265,BUILDING,BUILDING,375431.957N,0410911.555E,2225.40,73.82,NO INFO,,NO,
LTCJ266,BUILDING,BUILDING,375435.768N,0410919.401E,2176.96,73.82,NO INFO,,NO,
LTCJ267,BUILDING,BUILDING,375436.684N,0410917.962E,2163.71,63.98,NO INFO,,NO,
LTCJ268,BUILDING,BUILDING,375438.274N,0410917.984E,2162.52,73.82,NO INFO,,NO,
LTCJ269,BUILDING,BUILDING,375437.511N,0410919.327E,2155.29,63.98,NO INFO,,NO,
LTCJ270,BUILDING,BUILDING,375436.627N,0410920.680E,2170.84,73.82,NO INFO,,NO,
LTCJ271,BUILDING,BUILDING,375412.654N,0410919.182E,2183.40,34.45,NO INFO,,NO,
LTCJ272,BUILDING,BUILDING,375344.299N,0410909.608E,2081.27,44.29,NO INFO,,NO,
LTCJ273,BUILDING,BUILDING,375352.919N,0410908.226E,2093.80,34.45,NO INFO,,NO,
LTCJ274,BUILDING,BUILDING,375352.701N,0410909.622E,2106.23,34.45,NO INFO,,NO,
LTCJ275,BUILDING,BUILDING,375350.736N,0410905.353E,2043.02,24.61,NO INFO,,NO,
LTCJ276,BUILDING,BUILDING,375350.665N,0410905.771E,2040.31,14.76,NO INFO,,NO,
LTCJ277,BUILDING,BUILDING,375349.770N,0410906.230E,2033.12,14.76,NO INFO,,NO,
LTCJ278,BUILDING,BUILDING,375415.716N,0410906.371E,2213.15,73.82,NO INFO,,NO,
LTCJ279,BUILDING,BUILDING,375414.730N,0410906.750E,2212.87,73.82,NO INFO,,NO,
LTCJ280,BUILDING,BUILDING,375416.265N,0410908.433E,2217.60,73.82,NO INFO,,NO,
LTCJ281,BUILDING,BUILDING,375420.966N,0410910.378E,2141.68,54.13,NO INFO,,NO,
LTCJ282,BUILDING,BUILDING,375421.989N,0410910.938E,2114.71,34.45,NO INFO,,NO,
LTCJ283,BUILDING,BUILDING,375421.423N,0410906.721E,2173.56,73.82,NO INFO,,NO,
LTCJ284,BUILDING,BUILDING,375421.424N,0410905.077E,2168.97,73.82,NO INFO,,NO,
LTCJ285,BUILDING,BUILDING,375423.319N,0410904.002E,2140.75,73.82,NO INFO,,NO,
LTCJ286,BUILDING,BUILDING,375423.260N,0410905.194E,2149.76,73.82,NO INFO,,NO,
LTCJ287,BUILDING,BUILDING,375423.059N,0410906.238E,2154.04,73.82,NO INFO,,NO,
LTCJ288,BUILDING,BUILDING,375422.868N,0410907.517E,2148.36,73.82,NO INFO,,NO,
LTCJ289,BUILDING,BUILDING,375417.732N,0410901.268E,2161.26,73.82,NO INFO,,NO,
LTCJ290,BUILDING,BUILDING,375416.832N,0410902.199E,2173.56,73.82,NO INFO,,NO,
LTCJ291,BUILDING,BUILDING,375415.359N,0410903.593E,2176.67,73.82,NO INFO,,NO,
LTCJ292,BUILDING,BUILDING,375413.745N,0410904.234E,2154.88,34.45,NO INFO,,NO,
LTCJ293,BUILDING,BUILDING,375415.072N,0410901.107E,2173.56,73.82,NO INFO,,NO,
LTCJ294,BUILDING,BUILDING,375416.551N,0410900.300E,2164.49,73.82,NO INFO,,NO,
LTCJ295,BUILDING,BUILDING,375417.121N,0410858.981E,2152.16,73.82,NO INFO,,NO,
LTCJ296,BUILDING,BUILDING,375420.527N,0410858.097E,2150.59,83.66,NO INFO,,NO,
LTCJ297,BUILDING,BUILDING,375419.830N,0410856.944E,2150.59,83.66,NO INFO,,NO,
LTCJ298,BUILDING,BUILDING,375418.869N,0410857.213E,2150.59,83.66,NO INFO,,NO,
LTCJ299,BUILDING,BUILDING,375421.982N,0410857.400E,2150.59,83.66,NO INFO,,NO,
LTCJ300,BUILDING,BUILDING,375424.014N,0410857.304E,2150.59,83.66,NO INFO,,NO,
LTCJ301,BUILDING,BUILDING,375423.244N,0410859.667E,2150.59,83.66,NO INFO,,NO,
LTCJ302,BUILDING,BUILDING,375408.346N,0410858.158E,2191.08,93.50,NO INFO,,NO,
LTCJ303,BUILDING,BUILDING,375410.828N,0410857.601E,2169.47,83.66,NO INFO,,NO,
LTCJ304,BUILDING,BUILDING,375411.427N,0410856.572E,2139.04,63.98,NO INFO,,NO,
LTCJ305,BUILDING,BUILDING,375412.681N,0410856.401E,2185.13,93.50,NO INFO,,NO,
LTCJ306,BUILDING,BUILDING,375450.699N,0410927.428E,2214.58,73.82,NO INFO,,NO,
LTCJ307,BUILDING,BUILDING,375437.034N,0410900.202E,2140.75,73.82,NO INFO,,NO,
LTCJ308,BUILDING,BUILDING,375438.305N,0410903.955E,2153.41,63.98,NO INFO,,NO,
LTCJ309,BUILDING,BUILDING,375437.190N,0410902.729E,2137.16,63.98,NO INFO,,NO,
LTCJ310,BUILDING,BUILDING,375440.926N,0410859.568E,2137.70,83.66,NO INFO,,NO,
LTCJ311,BUILDING,BUILDING,375439.880N,0410900.662E,2142.70,83.66,NO INFO,,NO,
LTCJ312,BUILDING,BUILDING,375443.529N,0410858.940E,2134.64,83.66,NO INFO,,NO,
LTCJ313,BUILDING,BUILDING,375443.441N,0410901.315E,2152.35,83.66,NO INFO,,NO,
LTCJ314,BUILDING,BUILDING,375444.582N,0410903.115E,2152.39,83.66,NO INFO,,NO,
LTCJ315,BUILDING,BUILDING,375443.054N,0410903.124E,2162.85,83.66,NO INFO,,NO,
LTCJ316,BUILDING,BUILDING,375442.848N,0410904.513E,2167.65,83.66,NO INFO,,NO,
LTCJ317,BUILDING,BUILDING,375444.321N,0410904.496E,2157.44,83.66,NO INFO,,NO,
LTCJ318,BUILDING,BUILDING,375443.906N,0410905.830E,2160.34,83.66,NO INFO,,NO,
LTCJ319,BUILDING,BUILDING,375447.782N,0410857.031E,2116.17,73.82,NO INFO,,NO,
LTCJ320,BUILDING,BUILDING,375448.624N,0410857.520E,2088.26,54.13,NO INFO,,NO,
LTCJ321,BUILDING,BUILDING,375449.337N,0410858.098E,2080.45,54.13,NO INFO,,NO,
LTCJ322,BUILDING,BUILDING,375450.677N,0410858.529E,2091.64,73.82,NO INFO,,NO,
LTCJ323,BUILDING,BUILDING,375450.781N,0410855.466E,2100.40,73.82,NO INFO,,NO,
LTCJ324,BUILDING,BUILDING,375452.092N,0410856.072E,2091.12,73.82,NO INFO,,NO,
LTCJ325,BUILDING,BUILDING,375451.782N,0410853.093E,2099.80,73.82,NO INFO,,NO,
LTCJ326,BUILDING,BUILDING,375453.814N,0410852.960E,2082.32,73.82,NO INFO,,NO,
LTCJ327,BUILDING,BUILDING,375455.344N,0410857.233E,2025.92,24.61,NO INFO,,NO,
LTCJ328,BUILDING,BUILDING,375455.103N,0410857.616E,2016.08,14.76,NO INFO,,NO,
LTCJ329,BUILDING,BUILDING,375454.767N,0410850.966E,2082.94,73.82,NO INFO,,NO,
LTCJ330,BUILDING,BUILDING,375457.193N,0410851.096E,2018.18,34.45,NO INFO,,NO,
LTCJ331,BUILDING,BUILDING,375456.917N,0410851.770E,2019.10,34.45,NO INFO,,NO,
LTCJ332,BUILDING,BUILDING,375454.105N,0410849.708E,2091.71,73.82,NO INFO,,NO,
LTCJ333,BUILDING,BUILDING,375455.698N,0410847.444E,2091.50,73.82,NO INFO,,NO,
LTCJ334,BUILDING,BUILDING,375456.347N,0410846.493E,2093.22,73.82,NO INFO,,NO,
LTCJ335,BUILDING,BUILDING,375457.808N,0410846.708E,2068.24,73.82,NO INFO,,NO,
LTCJ336,BUILDING,BUILDING,375458.593N,0410845.599E,2066.83,83.66,NO INFO,,NO,
LTCJ337,BUILDING,BUILDING,375459.523N,0410844.313E,2061.60,83.66,NO INFO,,NO,
LTCJ338,BUILDING,BUILDING,375457.113N,0410847.729E,2078.37,73.82,NO INFO,,NO,
LTCJ339,BUILDING,BUILDING,375441.549N,0410854.897E,2032.48,14.76,NO INFO,,NO,
LTCJ340,BUILDING,BUILDING,375439.710N,0410853.177E,2101.83,83.66,NO INFO,,NO,
LTCJ341,BUILDING,BUILDING,375438.692N,0410852.052E,2102.84,83.66,NO INFO,,NO,
LTCJ342,BUILDING,BUILDING,375436.872N,0410849.983E,2097.40,83.66,NO INFO,,NO,
LTCJ343,BUILDING,BUILDING,375434.292N,0410847.162E,2084.97,83.66,NO INFO,,NO,
LTCJ344,BUILDING,BUILDING,375434.236N,0410849.052E,2092.31,83.66,NO INFO,,NO,
LTCJ345,BUILDING,BUILDING,375435.110N,0410850.257E,2101.38,83.66,NO INFO,,NO,
LTCJ346,BUILDING,BUILDING,375435.896N,0410851.241E,2107.01,83.66,NO INFO,,NO,
LTCJ347,BUILDING,BUILDING,375433.842N,0410850.784E,2101.38,83.66,NO INFO,,NO,
LTCJ348,BUILDING,BUILDING,375434.946N,0410852.081E,2109.01,83.66,NO INFO,,NO,
LTCJ349,BUILDING,BUILDING,375436.908N,0410852.482E,2110.57,83.66,NO INFO,,NO,
LTCJ350,BUILDING,BUILDING,375437.560N,0410853.071E,2110.91,83.66,NO INFO,,NO,
LTCJ351,BUILDING,BUILDING,375438.296N,0410853.735E,2110.62,83.66,NO INFO,,NO,
LTCJ352,BUILDING,BUILDING,375436.882N,0410854.197E,2118.11,83.66,NO INFO,,NO,
LTCJ353,BUILDING,BUILDING,375435.634N,0410853.173E,2114.71,83.66,NO INFO,,NO,
LTCJ354,BUILDING,BUILDING,375433.986N,0410853.300E,2113.74,83.66,NO INFO,,NO,
LTCJ355,BUILDING,BUILDING,375432.698N,0410854.128E,2114.43,83.66,NO INFO,,NO,
LTCJ356,BUILDING,BUILDING,375431.454N,0410855.390E,2117.78,83.66,NO INFO,,NO,
LTCJ357,BUILDING,BUILDING,375433.805N,0410855.619E,2132.98,83.66,NO INFO,,NO,
LTCJ358,BUILDING,BUILDING,375432.805N,0410856.141E,2125.34,83.66,NO INFO,,NO,
LTCJ359,BUILDING,BUILDING,375431.728N,0410856.567E,2117.78,83.66,NO INFO,,NO,
LTCJ360,BUILDING,BUILDING,375430.521N,0410857.034E,2117.78,83.66,NO INFO,,NO,
LTCJ361,BUILDING,BUILDING,375429.660N,0410851.176E,2102.98,83.66,NO INFO,,NO,
LTCJ362,BUILDING,BUILDING,375430.465N,0410852.312E,2107.29,83.66,NO INFO,,NO,
LTCJ363,BUILDING,BUILDING,375431.049N,0410851.405E,2105.14,83.66,NO INFO,,NO,
LTCJ364,BUILDING,BUILDING,375430.516N,0410850.119E,2101.38,83.66,NO INFO,,NO,
LTCJ365,BUILDING,BUILDING,375429.767N,0410849.152E,2085.82,83.66,NO INFO,,NO,
LTCJ366,BUILDING,BUILDING,375431.915N,0410849.076E,2096.09,83.66,NO INFO,,NO,
LTCJ367,BUILDING,BUILDING,375431.270N,0410846.369E,2084.97,83.66,NO INFO,,NO,
LTCJ368,BUILDING,BUILDING,375432.146N,0410844.888E,2082.24,83.66,NO INFO,,NO,
LTCJ369,BUILDING,BUILDING,375431.234N,0410844.905E,2083.29,83.66,NO INFO,,NO,
LTCJ370,BUILDING,BUILDING,375431.375N,0410844.194E,2077.78,83.66,NO INFO,,NO,
LTCJ371,BUILDING,BUILDING,375427.569N,0410850.808E,2100.31,83.66,NO INFO,,NO,
LTCJ372,BUILDING,BUILDING,375426.618N,0410851.690E,2113.92,83.66,NO INFO,,NO,
LTCJ373,BUILDING,BUILDING,375428.083N,0410853.989E,2078.41,44.29,NO INFO,,NO,
LTCJ374,BUILDING,BUILDING,375428.745N,0410854.987E,2117.78,83.66,NO INFO,,NO,
LTCJ375,BUILDING,BUILDING,375426.107N,0410853.887E,2120.16,83.66,NO INFO,,NO,
LTCJ376,BUILDING,BUILDING,375429.690N,0410906.184E,2139.59,73.82,NO INFO,,NO,
LTCJ377,BUILDING,BUILDING,375430.864N,0410907.289E,2166.50,73.82,NO INFO,,NO,
LTCJ378,BUILDING,BUILDING,375432.160N,0410908.634E,2187.83,73.82,NO INFO,,NO,
LTCJ379,BUILDING,BUILDING,375430.521N,0410904.976E,2136.18,73.82,NO INFO,,NO,
LTCJ380,BUILDING,BUILDING,375434.026N,0410908.146E,2189.96,73.82,NO INFO,,NO,
LTCJ381,BUILDING,BUILDING,375434.639N,0410906.851E,2178.51,73.82,NO INFO,,NO,
LTCJ382,BUILDING,BUILDING,375433.657N,0410906.088E,2186.31,73.82,NO INFO,,NO,
LTCJ383,BUILDING,BUILDING,375434.614N,0410904.581E,2163.71,63.98,NO INFO,,NO,
LTCJ384,BUILDING,BUILDING,375435.607N,0410905.411E,2158.84,63.98,NO INFO,,NO,
LTCJ385,BUILDING,BUILDING,375436.406N,0410903.973E,2141.79,63.98,NO INFO,,NO,
LTCJ386,BUILDING,BUILDING,375436.588N,0410904.836E,2153.05,63.98,NO INFO,,NO,
LTCJ387,BUILDING,BUILDING,375433.675N,0410900.898E,2121.06,54.13,NO INFO,,NO,
LTCJ388,BUILDING,BUILDING,375432.938N,0410901.953E,2127.16,54.13,NO INFO,,NO,
LTCJ389,BUILDING,BUILDING,375432.277N,0410902.843E,2130.25,54.13,NO INFO,,NO,
LTCJ390,BUILDING,BUILDING,375431.483N,0410903.923E,2127.43,54.13,NO INFO,,NO,
LTCJ391,BUILDING,BUILDING,375413.845N,0410851.375E,2124.34,73.82,NO INFO,,NO,
LTCJ392,BUILDING,BUILDING,375413.025N,0410851.688E,2118.65,73.82,NO INFO,,NO,
LTCJ393,BUILDING,BUILDING,375412.136N,0410851.994E,2115.12,73.82,NO INFO,,NO,
LTCJ394,BUILDING,BUILDING,375413.379N,0410850.424E,2122.52,73.82,NO INFO,,NO,
LTCJ395,BUILDING,BUILDING,375412.085N,0410849.510E,2088.26,54.13,NO INFO,,NO,
LTCJ396,BUILDING,BUILDING,375411.047N,0410848.861E,2090.80,54.13,NO INFO,,NO,
LTCJ397,BUILDING,BUILDING,375410.264N,0410848.330E,2089.05,54.13,NO INFO,,NO,
LTCJ398,BUILDING,BUILDING,375409.225N,0410847.572E,2084.08,54.13,NO INFO,,NO,
LTCJ399,BUILDING,BUILDING,375408.610N,0410847.161E,2076.52,54.13,NO INFO,,NO,
LTCJ400,BUILDING,BUILDING,375408.064N,0410846.794E,2069.68,54.13,NO INFO,,NO,
LTCJ401,BUILDING,BUILDING,375409.902N,0410845.423E,2104.86,73.82,NO INFO,,NO,
LTCJ402,BUILDING,BUILDING,375409.172N,0410846.025E,2087.80,63.98,NO INFO,,NO,
LTCJ403,BUILDING,BUILDING,375409.368N,0410844.539E,2094.07,63.98,NO INFO,,NO,
LTCJ404,BUILDING,BUILDING,375410.104N,0410843.923E,2101.71,63.98,NO INFO,,NO,
LTCJ405,BUILDING,BUILDING,375410.990N,0410843.326E,2108.32,63.98,NO INFO,,NO,
LTCJ406,BUILDING,BUILDING,375411.568N,0410844.092E,2110.97,63.98,NO INFO,,NO,
LTCJ407,BUILDING,BUILDING,375413.144N,0410844.943E,2114.50,63.98,NO INFO,,NO,
LTCJ408,BUILDING,BUILDING,375414.001N,0410845.356E,2114.81,63.98,NO INFO,,NO,
LTCJ409,BUILDING,BUILDING,375414.709N,0410845.895E,2111.92,63.98,NO INFO,,NO,
LTCJ410,BUILDING,BUILDING,375415.353N,0410846.305E,2118.97,73.82,NO INFO,,NO,
LTCJ411,BUILDING,BUILDING,375414.874N,0410847.258E,2122.58,63.98,NO INFO,,NO,
LTCJ412,BUILDING,BUILDING,375413.994N,0410846.758E,2127.88,63.98,NO INFO,,NO,
LTCJ413,BUILDING,BUILDING,375413.101N,0410846.215E,2122.44,63.98,NO INFO,,NO,
LTCJ414,BUILDING,BUILDING,375412.364N,0410845.749E,2117.47,63.98,NO INFO,,NO,
LTCJ415,BUILDING,BUILDING,375413.417N,0410847.706E,2140.75,73.82,NO INFO,,NO,
LTCJ416,BUILDING,BUILDING,375410.549N,0410847.097E,2119.24,83.66,NO INFO,,NO,
LTCJ417,BUILDING,BUILDING,375405.714N,0410847.149E,2103.47,83.66,NO INFO,,NO,
LTCJ418,BUILDING,BUILDING,375406.628N,0410848.084E,2113.85,83.66,NO INFO,,NO,
LTCJ419,BUILDING,BUILDING,375405.182N,0410848.989E,2115.69,83.66,NO INFO,,NO,
LTCJ420,BUILDING,BUILDING,375404.544N,0410848.078E,2101.90,83.66,NO INFO,,NO,
LTCJ421,BUILDING,BUILDING,375403.504N,0410848.780E,2116.49,93.50,NO INFO,,NO,
LTCJ422,BUILDING,BUILDING,375402.580N,0410849.029E,2097.79,63.98,NO INFO,,NO,
LTCJ423,BUILDING,BUILDING,375401.838N,0410849.551E,2104.96,63.98,NO INFO,,NO,
LTCJ424,BUILDING,BUILDING,375401.106N,0410850.008E,2122.17,73.82,NO INFO,,NO,
LTCJ425,BUILDING,BUILDING,375401.765N,0410851.202E,2141.64,83.66,NO INFO,,NO,
LTCJ426,BUILDING,BUILDING,375402.387N,0410850.733E,2132.13,83.66,NO INFO,,NO,
LTCJ427,BUILDING,BUILDING,375403.215N,0410850.173E,2117.78,83.66,NO INFO,,NO,
LTCJ428,BUILDING,BUILDING,375403.969N,0410852.201E,2110.90,73.82,NO INFO,,NO,
LTCJ429,BUILDING,BUILDING,375405.612N,0410852.876E,2122.63,73.82,NO INFO,,NO,
LTCJ430,BUILDING,BUILDING,375406.256N,0410850.292E,2121.06,83.66,NO INFO,,NO,
LTCJ431,BUILDING,BUILDING,375406.658N,0410851.149E,2128.60,83.66,NO INFO,,NO,
LTCJ432,BUILDING,BUILDING,375407.140N,0410852.056E,2134.19,83.66,NO INFO,,NO,
LTCJ433,BUILDING,BUILDING,375407.714N,0410852.910E,2120.70,83.66,NO INFO,,NO,
LTCJ434,BUILDING,BUILDING,375408.340N,0410853.814E,2117.78,83.66,NO INFO,,NO,
LTCJ435,BUILDING,BUILDING,375408.514N,0410852.387E,2117.78,83.66,NO INFO,,NO,
LTCJ436,BUILDING,BUILDING,375408.282N,0410851.236E,2117.78,83.66,NO INFO,,NO,
LTCJ437,BUILDING,BUILDING,375407.824N,0410850.416E,2117.78,83.66,NO INFO,,NO,
LTCJ438,BUILDING,BUILDING,375407.290N,0410849.532E,2117.78,83.66,NO INFO,,NO,
LTCJ439,BUILDING,BUILDING,375410.231N,0410852.494E,2078.41,44.29,NO INFO,,NO,
LTCJ440,BUILDING,BUILDING,375400.648N,0410848.214E,2120.22,93.50,NO INFO,,NO,
LTCJ441,BUILDING,BUILDING,375401.677N,0410847.578E,2113.38,93.50,NO INFO,,NO,
LTCJ442,BUILDING,BUILDING,375401.817N,0410846.202E,2104.66,103.35,NO INFO,,NO,
LTCJ443,BUILDING,BUILDING,375413.605N,0410843.425E,2110.02,63.98,NO INFO,,NO,
LTCJ444,BUILDING,BUILDING,375414.424N,0410844.050E,2107.06,63.98,NO INFO,,NO,
LTCJ445,BUILDING,BUILDING,375415.138N,0410844.538E,2102.98,63.98,NO INFO,,NO,
LTCJ446,BUILDING,BUILDING,375415.960N,0410845.003E,2108.75,73.82,NO INFO,,NO,
LTCJ447,BUILDING,BUILDING,375415.750N,0410843.721E,2090.68,63.98,NO INFO,,NO,
LTCJ448,BUILDING,BUILDING,375414.935N,0410842.973E,2101.16,63.98,NO INFO,,NO,
LTCJ449,BUILDING,BUILDING,375414.014N,0410842.466E,2105.58,63.98,NO INFO,,NO,
LTCJ450,BUILDING,BUILDING,375414.537N,0410841.323E,2100.33,63.98,NO INFO,,NO,
LTCJ451,BUILDING,BUILDING,375415.815N,0410840.857E,2086.74,73.82,NO INFO,,NO,
LTCJ452,BUILDING,BUILDING,375415.495N,0410842.069E,2092.96,63.98,NO INFO,,NO,
LTCJ453,BUILDING,BUILDING,375412.204N,0410841.184E,2123.19,83.66,NO INFO,,NO,
LTCJ454,BUILDING,BUILDING,375412.839N,0410840.831E,2122.68,83.66,NO INFO,,NO,
LTCJ455,BUILDING,BUILDING,375412.515N,0410839.732E,2108.61,73.82,NO INFO,,NO,
LTCJ456,BUILDING,BUILDING,375411.719N,0410840.096E,2109.12,73.82,NO INFO,,NO,
LTCJ457,BUILDING,BUILDING,375411.020N,0410840.428E,2108.70,73.82,NO INFO,,NO,
LTCJ458,BUILDING,BUILDING,375410.582N,0410840.828E,2109.66,73.82,NO INFO,,NO,
LTCJ459,BUILDING,BUILDING,375408.496N,0410842.174E,2098.10,63.98,NO INFO,,NO,
LTCJ460,BUILDING,BUILDING,375411.550N,0410841.472E,2122.99,83.66,NO INFO,,NO,
LTCJ461,BUILDING,BUILDING,375413.608N,0410839.117E,2108.08,73.82,NO INFO,,NO,
LTCJ462,BUILDING,BUILDING,375414.472N,0410838.723E,2092.52,73.82,NO INFO,,NO,
LTCJ463,BUILDING,BUILDING,375415.308N,0410838.294E,2075.13,73.82,NO INFO,,NO,
LTCJ464,BUILDING,BUILDING,375413.902N,0410840.180E,2119.84,83.66,NO INFO,,NO,
LTCJ465,BUILDING,BUILDING,375414.652N,0410839.824E,2115.74,83.66,NO INFO,,NO,
LTCJ466,BUILDING,BUILDING,375415.418N,0410839.316E,2091.67,83.66,NO INFO,,NO,
LTCJ467,BUILDING,BUILDING,375412.129N,0410838.199E,2107.94,73.82,NO INFO,,NO,
LTCJ468,BUILDING,BUILDING,375413.084N,0410837.644E,2106.12,73.82,NO INFO,,NO,
LTCJ469,BUILDING,BUILDING,375413.937N,0410837.171E,2091.54,73.82,NO INFO,,NO,
LTCJ470,BUILDING,BUILDING,375414.544N,0410836.927E,2080.20,73.82,NO INFO,,NO,
LTCJ471,BUILDING,BUILDING,375415.192N,0410836.727E,2074.31,73.82,NO INFO,,NO,
LTCJ472,BUILDING,BUILDING,375411.839N,0410837.013E,2107.94,73.82,NO INFO,,NO,
LTCJ473,BUILDING,BUILDING,375410.485N,0410836.892E,2098.10,63.98,NO INFO,,NO,
LTCJ474,BUILDING,BUILDING,375409.825N,0410836.599E,2098.10,63.98,NO INFO,,NO,
LTCJ475,BUILDING,BUILDING,375410.672N,0410834.157E,2100.50,73.82,NO INFO,,NO,
LTCJ476,BUILDING,BUILDING,375412.038N,0410834.735E,2099.31,73.82,NO INFO,,NO,
LTCJ477,BUILDING,BUILDING,375411.614N,0410832.963E,2041.62,24.61,NO INFO,,NO,
LTCJ478,BUILDING,BUILDING,375412.660N,0410832.769E,2073.29,63.98,NO INFO,,NO,
LTCJ479,BUILDING,BUILDING,375413.365N,0410832.982E,2068.72,63.98,NO INFO,,NO,
LTCJ480,BUILDING,BUILDING,375414.103N,0410833.070E,2057.63,63.98,NO INFO,,NO,
LTCJ481,BUILDING,BUILDING,375414.789N,0410833.145E,2051.25,73.82,NO INFO,,NO,
LTCJ482,BUILDING,BUILDING,375414.806N,0410834.183E,2053.25,73.82,NO INFO,,NO,
LTCJ483,BUILDING,BUILDING,375414.696N,0410835.631E,2071.47,73.82,NO INFO,,NO,
LTCJ484,BUILDING,BUILDING,375409.781N,0410832.749E,2099.44,83.66,NO INFO,,NO,
LTCJ485,BUILDING,BUILDING,375408.808N,0410832.752E,2114.49,103.35,NO INFO,,NO,
LTCJ486,BUILDING,BUILDING,375408.446N,0410833.776E,2114.97,103.35,NO INFO,,NO,
LTCJ487,BUILDING,BUILDING,375408.100N,0410835.243E,2113.41,103.35,NO INFO,,NO,
LTCJ488,BUILDING,BUILDING,375407.607N,0410836.981E,2122.05,103.35,NO INFO,,NO,
LTCJ489,BUILDING,BUILDING,375406.747N,0410838.261E,2110.45,103.35,NO INFO,,NO,
LTCJ490,BUILDING,BUILDING,375407.593N,0410838.740E,2125.57,103.35,NO INFO,,NO,
LTCJ491,BUILDING,BUILDING,375405.999N,0410840.294E,2098.32,103.35,NO INFO,,NO,
LTCJ492,BUILDING,BUILDING,375406.810N,0410840.752E,2104.66,103.35,NO INFO,,NO,
LTCJ493,BUILDING,BUILDING,375405.561N,0410841.254E,2096.44,103.35,NO INFO,,NO,
LTCJ494,BUILDING,BUILDING,375406.470N,0410841.753E,2102.73,103.35,NO INFO,,NO,
LTCJ495,BUILDING,BUILDING,375406.162N,0410842.486E,2103.31,103.35,NO INFO,,NO,
LTCJ496,BUILDING,BUILDING,375405.819N,0410843.233E,2084.82,83.66,NO INFO,,NO,
LTCJ497,BUILDING,BUILDING,375404.237N,0410842.811E,2096.02,103.35,NO INFO,,NO,
LTCJ498,BUILDING,BUILDING,375404.442N,0410844.108E,2071.81,73.82,NO INFO,,NO,
LTCJ499,BUILDING,BUILDING,375403.044N,0410845.710E,2084.52,83.66,NO INFO,,NO,
LTCJ500,BUILDING,BUILDING,375403.164N,0410844.088E,2096.09,103.35,NO INFO,,NO,
LTCJ501,BUILDING,BUILDING,375402.487N,0410845.371E,2091.92,93.50,NO INFO,,NO,
LTCJ502,BUILDING,BUILDING,375357.588N,0410848.846E,2108.36,103.35,NO INFO,,NO,
LTCJ503,BUILDING,BUILDING,375400.047N,0410847.457E,2107.85,93.50,NO INFO,,NO,
LTCJ504,BUILDING,BUILDING,375359.662N,0410849.026E,2118.78,93.50,NO INFO,,NO,
LTCJ505,BUILDING,BUILDING,375359.108N,0410849.429E,2117.51,93.50,NO INFO,,NO,
LTCJ506,BUILDING,BUILDING,375358.624N,0410849.910E,2115.12,93.50,NO INFO,,NO,
LTCJ507,BUILDING,BUILDING,375358.116N,0410850.231E,2113.30,93.50,NO INFO,,NO,
LTCJ508,BUILDING,BUILDING,375357.688N,0410850.566E,2114.29,93.50,NO INFO,,NO,
LTCJ509,BUILDING,BUILDING,375357.003N,0410851.087E,2116.75,93.50,NO INFO,,NO,
LTCJ510,BUILDING,BUILDING,375356.605N,0410849.511E,2112.84,103.35,NO INFO,,NO,
LTCJ511,BUILDING,BUILDING,375400.122N,0410850.515E,2115.70,73.82,NO INFO,,NO,
LTCJ512,BUILDING,BUILDING,375352.516N,0410851.946E,2079.60,63.98,NO INFO,,NO,
LTCJ513,BUILDING,BUILDING,375353.185N,0410853.002E,2091.56,63.98,NO INFO,,NO,
LTCJ514,BUILDING,BUILDING,375354.229N,0410851.154E,2082.82,63.98,NO INFO,,NO,
LTCJ515,BUILDING,BUILDING,375354.115N,0410847.317E,2089.20,103.35,NO INFO,,NO,
LTCJ516,BUILDING,BUILDING,375353.245N,0410848.033E,2086.69,93.50,NO INFO,,NO,
LTCJ517,BUILDING,BUILDING,375352.435N,0410848.414E,2088.60,93.50,NO INFO,,NO,
LTCJ518,BUILDING,BUILDING,375351.818N,0410848.832E,2086.69,93.50,NO INFO,,NO,
LTCJ519,BUILDING,BUILDING,375352.024N,0410847.346E,2039.34,54.13,NO INFO,,NO,
LTCJ520,BUILDING,BUILDING,375353.106N,0410846.706E,2025.48,44.29,NO INFO,,NO,
LTCJ521,BUILDING,BUILDING,375354.021N,0410846.157E,2000.52,24.61,NO INFO,,NO,
LTCJ522,BUILDING,BUILDING,375353.805N,0410845.328E,1992.80,24.61,NO INFO,,NO,
LTCJ523,BUILDING,BUILDING,375355.320N,0410844.302E,1992.07,24.61,NO INFO,,NO,
LTCJ524,BUILDING,BUILDING,375355.388N,0410846.868E,2087.53,103.35,NO INFO,,NO,
LTCJ525,BUILDING,BUILDING,375355.874N,0410846.443E,2085.99,103.35,NO INFO,,NO,
LTCJ526,BUILDING,BUILDING,375356.577N,0410846.101E,2087.40,103.35,NO INFO,,NO,
LTCJ527,BUILDING,BUILDING,375357.385N,0410845.631E,2090.46,103.35,NO INFO,,NO,
LTCJ528,BUILDING,BUILDING,375357.827N,0410845.371E,2091.02,103.35,NO INFO,,NO,
LTCJ529,BUILDING,BUILDING,375358.489N,0410844.836E,2091.58,103.35,NO INFO,,NO,
LTCJ530,BUILDING,BUILDING,375359.478N,0410844.043E,2091.05,103.35,NO INFO,,NO,
LTCJ531,BUILDING,BUILDING,375349.859N,0410850.020E,2064.46,83.66,NO INFO,,NO,
