Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,
LTBA273,BUILDING,BUILDING,410016.167N,0284955.005E,273.9,54.13,NO INFO,,NO,,,,,
LTBA274,BUILDING,BUILDING,410016.228N,0284953.830E,285.6,63.97,NO INFO,,NO,,,,,
LTBA275,BUILDING,BUILDING,410016.751N,0284953.317E,288.4,63.97,NO INFO,,NO,,,,,
LTBA276,BUILDING,BUILDING,410016.717N,0284953.874E,287.8,63.97,NO INFO,,NO,,,,,
LTBA277,BUILDING,BUILDING,410016.256N,0284953.294E,276.8,54.13,NO INFO,,NO,,,,,
LTBA278,BUILDING,BUILDING,410016.341N,0284952.780E,268.4,44.29,NO INFO,,NO,,,,,
LTBA279,BUILDING,BUILDING,410015.299N,0284957.795E,271.0,63.97,NO INFO,,NO,,,,,
LTBA280,BUILDING,BUILDING,410015.275N,0284958.279E,266.7,63.97,NO INFO,,NO,,,,,
LTBA281,BUILDING,BUILDING,410015.397N,0284956.140E,267.1,54.13,NO INFO,,NO,,,,,
LTBA282,BUILDING,BUILDING,410015.511N,0284954.279E,282.5,63.97,NO INFO,,NO,,,,,
LTBA283,BUILDING,BUILDING,410015.567N,0284953.681E,283.5,63.97,NO INFO,,NO,,,,,
LTBA284,BUILDING,BUILDING,410015.558N,0284953.274E,274.2,54.13,NO INFO,,NO,,,,,
LTBA285,BUILDING,BUILDING,410015.021N,0284953.859E,281.6,63.97,NO INFO,,NO,,,,,
LTBA286,BUILDING,BUILDING,410015.052N,0284953.331E,282.5,63.97,NO INFO,,NO,,,,,
LTBA287,BUILDING,BUILDING,410015.085N,0284952.719E,283.6,63.97,NO INFO,,NO,,,,,
LTBA288,BUILDING,BUILDING,410014.905N,0284955.573E,277.6,63.97,NO INFO,,NO,,,,,
LTBA289,BUILDING,BUILDING,410014.878N,0284956.088E,266.4,54.13,NO INFO,,NO,,,,,
LTBA290,BUILDING,BUILDING,410014.840N,0284956.717E,264.5,54.13,NO INFO,,NO,,,,,
LTBA291,BUILDING,BUILDING,410014.795N,0284957.195E,261.3,54.13,NO INFO,,NO,,,,,
LTBA292,BUILDING,BUILDING,410014.958N,0284954.971E,279.5,63.97,NO INFO,,NO,,,,,
LTBA293,BUILDING,BUILDING,410014.966N,0284954.473E,260.7,44.29,NO INFO,,NO,,,,,
LTBA294,BUILDING,BUILDING,410015.460N,0284955.036E,270.9,54.13,NO INFO,,NO,,,,,
LTBA295,BUILDING,BUILDING,410015.436N,0284955.543E,259.4,44.29,NO INFO,,NO,,,,,
LTBA296,BUILDING,BUILDING,410015.334N,0284957.194E,273.9,63.97,NO INFO,,NO,,,,,
LTBA297,BUILDING,BUILDING,410015.370N,0284956.670E,266.0,54.13,NO INFO,,NO,,,,,
LTBA298,BUILDING,BUILDING,410014.744N,0284958.032E,267.0,63.97,NO INFO,,NO,,,,,
LTBA299,BUILDING,BUILDING,410014.033N,0284958.332E,262.7,63.97,NO INFO,,NO,,,,,
LTBA300,BUILDING,BUILDING,410014.081N,0284957.655E,257.2,54.13,NO INFO,,NO,,,,,
LTBA301,BUILDING,BUILDING,410014.112N,0284956.798E,270.4,63.97,NO INFO,,NO,,,,,
LTBA302,BUILDING,BUILDING,410014.126N,0284956.323E,262.1,54.13,NO INFO,,NO,,,,,
LTBA303,BUILDING,BUILDING,410014.180N,0284955.753E,274.2,63.97,NO INFO,,NO,,,,,
LTBA304,BUILDING,BUILDING,410014.190N,0284955.278E,266.4,54.13,NO INFO,,NO,,,,,
LTBA305,BUILDING,BUILDING,410014.299N,0284953.484E,270.4,54.13,NO INFO,,NO,,,,,
LTBA306,BUILDING,BUILDING,410014.371N,0284953.064E,261.3,44.29,NO INFO,,NO,,,,,
LTBA307,BUILDING,BUILDING,410014.252N,0284954.529E,278.7,63.97,NO INFO,,NO,,,,,
LTBA308,BUILDING,BUILDING,410014.273N,0284954.098E,259.6,44.29,NO INFO,,NO,,,,,
LTBA309,BUILDING,BUILDING,410013.717N,0284954.020E,267.5,54.13,NO INFO,,NO,,,,,
LTBA310,BUILDING,BUILDING,410013.677N,0284954.501E,266.8,54.13,NO INFO,,NO,,,,,
LTBA311,BUILDING,BUILDING,410013.453N,0284958.128E,261.5,63.97,NO INFO,,NO,,,,,
LTBA312,BUILDING,BUILDING,410013.482N,0284957.361E,255.9,54.13,NO INFO,,NO,,,,,
LTBA313,BUILDING,BUILDING,410013.544N,0284956.362E,270.1,63.97,NO INFO,,NO,,,,,
LTBA314,BUILDING,BUILDING,410013.520N,0284956.859E,258.8,54.13,NO INFO,,NO,,,,,
LTBA315,BUILDING,BUILDING,410013.575N,0284955.769E,272.3,63.97,NO INFO,,NO,,,,,
LTBA316,BUILDING,BUILDING,410013.608N,0284955.282E,264.0,54.13,NO INFO,,NO,,,,,
LTBA317,BUILDING,BUILDING,410013.047N,0284953.451E,266.8,54.13,NO INFO,,NO,,,,,
LTBA318,BUILDING,BUILDING,410013.076N,0284952.888E,277.4,63.97,NO INFO,,NO,,,,,
LTBA319,BUILDING,BUILDING,410012.946N,0284954.464E,274.7,63.97,NO INFO,,NO,,,,,
LTBA320,BUILDING,BUILDING,410012.902N,0284955.284E,261.8,54.13,NO INFO,,NO,,,,,
LTBA321,BUILDING,BUILDING,410012.877N,0284956.081E,258.3,54.13,NO INFO,,NO,,,,,
LTBA322,BUILDING,BUILDING,410012.719N,0284958.487E,257.2,63.97,NO INFO,,NO,,,,,
LTBA323,BUILDING,BUILDING,410012.325N,0284956.368E,256.0,54.13,NO INFO,,NO,,,,,
LTBA324,BUILDING,BUILDING,410012.367N,0284955.275E,259.7,54.13,NO INFO,,NO,,,,,
LTBA325,BUILDING,BUILDING,410012.338N,0284955.825E,257.5,54.13,NO INFO,,NO,,,,,
LTBA326,BUILDING,BUILDING,410012.450N,0284954.446E,263.3,54.13,NO INFO,,NO,,,,,
LTBA327,BUILDING,BUILDING,410012.443N,0284953.973E,264.3,54.13,NO INFO,,NO,,,,,
LTBA328,BUILDING,BUILDING,410012.467N,0284953.379E,275.4,63.97,NO INFO,,NO,,,,,
LTBA329,BUILDING,BUILDING,410012.497N,0284952.866E,266.4,54.13,NO INFO,,NO,,,,,
LTBA330,BUILDING,BUILDING,410011.735N,0284954.435E,270.1,63.97,NO INFO,,NO,,,,,
LTBA331,BUILDING,BUILDING,410011.262N,0284953.885E,269.0,63.97,NO INFO,,NO,,,,,
LTBA332,BUILDING,BUILDING,410011.235N,0284954.433E,267.9,63.97,NO INFO,,NO,,,,,
LTBA333,BUILDING,BUILDING,410011.389N,0284953.262E,261.3,54.13,NO INFO,,NO,,,,,
LTBA334,BUILDING,BUILDING,410011.337N,0284952.696E,272.3,63.97,NO INFO,,NO,,,,,
LTBA335,BUILDING,BUILDING,410010.974N,0284958.869E,257.9,73.81,NO INFO,,NO,,,,,
LTBA336,BUILDING,BUILDING,410011.513N,0284957.605E,257.1,63.97,NO INFO,,NO,,,,,
LTBA337,BUILDING,BUILDING,410011.659N,0284955.270E,267.4,63.97,NO INFO,,NO,,,,,
LTBA338,BUILDING,BUILDING,410010.472N,0284952.771E,257.5,54.13,NO INFO,,NO,,,,,
LTBA339,BUILDING,BUILDING,410009.881N,0284953.386E,264.2,63.97,NO INFO,,NO,,,,,
LTBA340,BUILDING,BUILDING,410010.485N,0284953.255E,266.6,63.97,NO INFO,,NO,,,,,
LTBA341,BUILDING,BUILDING,410010.475N,0284953.615E,256.4,54.13,NO INFO,,NO,,,,,
LTBA342,BUILDING,BUILDING,410010.371N,0284955.287E,262.4,63.97,NO INFO,,NO,,,,,
LTBA343,BUILDING,BUILDING,410008.930N,0284953.310E,261.6,63.97,NO INFO,,NO,,,,,
LTBA344,BUILDING,BUILDING,410008.312N,0284953.368E,259.9,63.97,NO INFO,,NO,,,,,
LTBA345,BUILDING,BUILDING,410007.966N,0284953.357E,259.1,63.97,NO INFO,,NO,,,,,
LTBA346,BUILDING,BUILDING,410006.406N,0284953.760E,261.6,73.81,NO INFO,,NO,,,,,
LTBA347,BUILDING,BUILDING,410010.325N,0284956.788E,256.1,63.97,NO INFO,,NO,,,,,
LTBA348,BUILDING,BUILDING,410008.371N,0284809.119E,235.0,54.13,NO INFO,,NO,,,,,
LTBA349,BUILDING,BUILDING,410008.836N,0284809.927E,237.4,63.97,NO INFO,,NO,,,,,
LTBA350,BUILDING,BUILDING,410010.069N,0284807.593E,242.3,63.97,NO INFO,,NO,,,,,
LTBA351,BUILDING,BUILDING,410010.457N,0284809.296E,231.5,63.97,NO INFO,,NO,,,,,
LTBA352,BUILDING,BUILDING,410009.912N,0284809.803E,223.4,54.13,NO INFO,,NO,,,,,
LTBA353,BUILDING,BUILDING,410009.456N,0284810.181E,214.5,44.29,NO INFO,,NO,,,,,
LTBA354,BUILDING,BUILDING,410009.667N,0284810.008E,214.5,44.29,NO INFO,,NO,,,,,
LTBA355,BUILDING,BUILDING,410011.007N,0284810.637E,212.8,54.13,NO INFO,,NO,,,,,
LTBA356,BUILDING,BUILDING,410010.804N,0284812.148E,215.8,63.97,NO INFO,,NO,,,,,
LTBA357,BUILDING,BUILDING,410008.619N,0284811.995E,219.1,54.13,NO INFO,,NO,,,,,
LTBA358,BUILDING,BUILDING,410008.222N,0284812.358E,219.3,54.13,NO INFO,,NO,,,,,
LTBA359,BUILDING,BUILDING,410008.998N,0284811.628E,209.5,44.29,NO INFO,,NO,,,,,
LTBA360,BUILDING,BUILDING,410003.000N,0284803.887E,258.8,44.29,NO INFO,,NO,,,,,
LTBA361,BUILDING,BUILDING,410004.418N,0284811.306E,212.9,24.60,NO INFO,,NO,,,,,
LTBA362,BUILDING,BUILDING,410005.381N,0284810.694E,224.1,34.44,NO INFO,,NO,,,,,
LTBA363,BUILDING,BUILDING,410005.575N,0284809.541E,225.1,34.44,NO INFO,,NO,,,,,
LTBA364,BUILDING,BUILDING,410005.885N,0284810.005E,223.7,34.44,NO INFO,,NO,,,,,
LTBA365,BUILDING,BUILDING,410012.354N,0284809.437E,223.6,63.97,NO INFO,,NO,,,,,
LTBA366,BUILDING,BUILDING,410012.794N,0284810.821E,213.9,63.97,NO INFO,,NO,,,,,
LTBA367,BUILDING,BUILDING,410008.485N,0284810.229E,217.4,44.29,NO INFO,,NO,,,,,
LTBA368,BUILDING,BUILDING,410007.628N,0284810.940E,227.8,54.13,NO INFO,,NO,,,,,
LTBA369,BUILDING,BUILDING,410007.284N,0284809.981E,214.2,34.44,NO INFO,,NO,,,,,
LTBA370,BUILDING,BUILDING,410006.800N,0284810.499E,224.2,44.29,NO INFO,,NO,,,,,
LTBA371,BUILDING,BUILDING,410007.971N,0284811.602E,214.3,44.29,NO INFO,,NO,,,,,
LTBA372,BUILDING,BUILDING,410008.617N,0284812.904E,234.8,73.81,NO INFO,,NO,,,,,
LTBA373,BUILDING,BUILDING,410007.234N,0284813.292E,234.2,63.97,NO INFO,,NO,,,,,
LTBA374,BUILDING,BUILDING,410007.546N,0284813.860E,218.1,54.13,NO INFO,,NO,,,,,
LTBA375,BUILDING,BUILDING,410006.386N,0284814.023E,236.2,63.97,NO INFO,,NO,,,,,
LTBA376,BUILDING,BUILDING,410006.705N,0284814.557E,231.1,63.97,NO INFO,,NO,,,,,
LTBA377,BUILDING,BUILDING,410005.802N,0284814.494E,207.3,34.44,NO INFO,,NO,,,,,
LTBA378,BUILDING,BUILDING,410004.814N,0284812.671E,217.9,34.44,NO INFO,,NO,,,,,
LTBA379,BUILDING,BUILDING,410004.610N,0284813.127E,203.2,24.60,NO INFO,,NO,,,,,
LTBA380,BUILDING,BUILDING,410004.438N,0284814.017E,209.4,34.44,NO INFO,,NO,,,,,
LTBA381,BUILDING,BUILDING,410004.606N,0284814.513E,207.1,34.44,NO INFO,,NO,,,,,
LTBA382,BUILDING,BUILDING,410003.930N,0284814.402E,217.9,44.29,NO INFO,,NO,,,,,
LTBA383,BUILDING,BUILDING,410004.049N,0284815.079E,197.7,24.60,NO INFO,,NO,,,,,
LTBA384,BUILDING,BUILDING,410003.690N,0284815.355E,213.8,44.29,NO INFO,,NO,,,,,
LTBA385,BUILDING,BUILDING,410005.037N,0284812.542E,198.5,14.76,NO INFO,,NO,,,,,
LTBA386,BUILDING,BUILDING,410005.764N,0284811.810E,238.2,54.13,NO INFO,,NO,,,,,
LTBA387,BUILDING,BUILDING,410005.333N,0284811.943E,229.0,44.29,NO INFO,,NO,,,,,
LTBA388,BUILDING,BUILDING,410006.066N,0284813.080E,223.2,44.29,NO INFO,,NO,,,,,
LTBA389,BUILDING,BUILDING,410006.659N,0284811.998E,201.6,24.60,NO INFO,,NO,,,,,
LTBA390,BUILDING,BUILDING,410005.105N,0284815.897E,211.3,44.29,NO INFO,,NO,,,,,
LTBA391,BUILDING,BUILDING,410005.463N,0284815.643E,212.6,44.29,NO INFO,,NO,,,,,
LTBA392,BUILDING,BUILDING,410004.771N,0284816.216E,201.3,34.44,NO INFO,,NO,,,,,
LTBA393,BUILDING,BUILDING,410004.476N,0284815.650E,204.5,34.44,NO INFO,,NO,,,,,
LTBA394,BUILDING,BUILDING,410004.757N,0284815.377E,197.0,24.60,NO INFO,,NO,,,,,
LTBA395,BUILDING,BUILDING,410004.040N,0284816.092E,199.2,34.44,NO INFO,,NO,,,,,
LTBA396,BUILDING,BUILDING,410003.587N,0284817.456E,209.0,54.13,NO INFO,,NO,,,,,
LTBA397,BUILDING,BUILDING,410010.494N,0284814.323E,215.4,73.81,NO INFO,,NO,,,,,
LTBA398,BUILDING,BUILDING,410008.198N,0284815.278E,217.3,63.97,NO INFO,,NO,,,,,
LTBA399,BUILDING,BUILDING,410006.919N,0284815.618E,204.2,44.29,NO INFO,,NO,,,,,
LTBA400,BUILDING,BUILDING,410006.334N,0284816.153E,213.6,54.13,NO INFO,,NO,,,,,
LTBA401,BUILDING,BUILDING,410005.892N,0284816.519E,204.3,44.29,NO INFO,,NO,,,,,
LTBA402,BUILDING,BUILDING,410005.481N,0284816.889E,203.2,44.29,NO INFO,,NO,,,,,
LTBA403,BUILDING,BUILDING,410005.129N,0284817.176E,201.0,44.29,NO INFO,,NO,,,,,
LTBA404,BUILDING,BUILDING,410006.513N,0284817.913E,203.0,54.13,NO INFO,,NO,,,,,
LTBA405,BUILDING,BUILDING,410022.143N,0284800.088E,285.7,54.13,NO INFO,,NO,,,,,
LTBA406,BUILDING,BUILDING,410048.263N,0284952.846E,320.1,83.66,NO INFO,,NO,,,,,
LTBA407,BUILDING,BUILDING,410045.791N,0284953.264E,309.4,63.97,NO INFO,,NO,,,,,
LTBA409,BUILDING,BUILDING,410045.442N,0284952.888E,311.1,63.97,NO INFO,,NO,,,,,
LTBA410,BUILDING,BUILDING,410045.211N,0284952.677E,312.4,63.97,NO INFO,,NO,,,,,
LTBA411,BUILDING,BUILDING,410047.778N,0284932.982E,313.9,34.44,NO INFO,,NO,,,,,
LTBA412,BUILDING,BUILDING,410048.143N,0284933.635E,313.0,34.44,NO INFO,,NO,,,,,
LTBA413,BUILDING,BUILDING,410050.626N,0284930.360E,326.9,44.29,NO INFO,,NO,,,,,
LTBA414,BUILDING,BUILDING,410050.504N,0284933.211E,312.0,34.44,NO INFO,,NO,,,,,
LTBA415,BUILDING,BUILDING,410050.303N,0284934.198E,350.1,73.81,NO INFO,,NO,,,,,
LTBA416,BUILDING,BUILDING,410050.486N,0284934.748E,329.7,54.13,NO INFO,,NO,,,,,
LTBA417,BUILDING,BUILDING,410053.923N,0284930.699E,346.1,63.97,NO INFO,,NO,,,,,
LTBA418,BUILDING,BUILDING,410050.207N,0284939.752E,327.6,63.97,NO INFO,,NO,,,,,
LTBA419,BUILDING,BUILDING,410050.037N,0284938.656E,322.1,54.13,NO INFO,,NO,,,,,
LTBA420,BUILDING,BUILDING,410046.828N,0284939.728E,318.2,54.13,NO INFO,,NO,,,,,
LTBA421,BUILDING,BUILDING,410047.829N,0284938.652E,322.0,54.13,NO INFO,,NO,,,,,
LTBA422,BUILDING,BUILDING,410047.435N,0284939.230E,310.7,44.29,NO INFO,,NO,,,,,
LTBA423,BUILDING,BUILDING,410048.359N,0284937.874E,324.4,54.13,NO INFO,,NO,,,,,
LTBA424,BUILDING,BUILDING,410047.775N,0284937.365E,335.2,63.97,NO INFO,,NO,,,,,
LTBA425,BUILDING,BUILDING,410048.002N,0284937.025E,316.8,44.29,NO INFO,,NO,,,,,
LTBA426,BUILDING,BUILDING,410048.857N,0284937.063E,336.7,63.97,NO INFO,,NO,,,,,
LTBA427,BUILDING,BUILDING,410049.005N,0284937.388E,325.7,54.13,NO INFO,,NO,,,,,
LTBA428,BUILDING,BUILDING,410048.682N,0284936.628E,337.8,63.97,NO INFO,,NO,,,,,
LTBA429,BUILDING,BUILDING,410048.629N,0284936.065E,319.2,44.29,NO INFO,,NO,,,,,
LTBA430,BUILDING,BUILDING,410046.809N,0284935.191E,329.5,54.13,NO INFO,,NO,,,,,
LTBA431,BUILDING,BUILDING,410047.295N,0284934.533E,341.1,63.97,NO INFO,,NO,,,,,
LTBA432,BUILDING,BUILDING,410046.950N,0284934.193E,331.6,54.13,NO INFO,,NO,,,,,
LTBA433,BUILDING,BUILDING,410046.721N,0284934.483E,331.0,54.13,NO INFO,,NO,,,,,
LTBA434,BUILDING,BUILDING,410046.487N,0284934.790E,300.4,24.60,NO INFO,,NO,,,,,
LTBA435,BUILDING,BUILDING,410046.596N,0284936.253E,327.6,54.13,NO INFO,,NO,,,,,
LTBA436,BUILDING,BUILDING,410046.631N,0284931.723E,353.8,73.81,NO INFO,,NO,,,,,
LTBA437,BUILDING,BUILDING,410047.227N,0284931.414E,345.2,63.97,NO INFO,,NO,,,,,
LTBA438,BUILDING,BUILDING,410050.907N,0284931.384E,334.9,54.13,NO INFO,,NO,,,,,
LTBA439,BUILDING,BUILDING,410049.581N,0284931.168E,305.4,24.60,NO INFO,,NO,,,,,
LTBA440,BUILDING,BUILDING,410049.798N,0284932.173E,324.0,44.29,NO INFO,,NO,,,,,
LTBA441,BUILDING,BUILDING,410051.461N,0284932.851E,322.1,44.29,NO INFO,,NO,,,,,
LTBA442,BUILDING,BUILDING,410051.045N,0284933.068E,321.8,44.29,NO INFO,,NO,,,,,
LTBA443,BUILDING,BUILDING,410050.415N,0284935.838E,327.4,54.13,NO INFO,,NO,,,,,
LTBA444,BUILDING,BUILDING,410050.473N,0284932.003E,324.0,44.29,NO INFO,,NO,,,,,
LTBA445,BUILDING,BUILDING,410051.070N,0284931.901E,333.7,54.13,NO INFO,,NO,,,,,
LTBA446,BUILDING,BUILDING,410052.938N,0284933.244E,330.8,54.13,NO INFO,,NO,,,,,
LTBA447,BUILDING,BUILDING,410052.570N,0284933.451E,330.3,54.13,NO INFO,,NO,,,,,
LTBA448,BUILDING,BUILDING,410052.728N,0284935.395E,338.0,63.97,NO INFO,,NO,,,,,
LTBA449,BUILDING,BUILDING,410053.394N,0284935.954E,327.7,54.13,NO INFO,,NO,,,,,
LTBA450,BUILDING,BUILDING,410048.380N,0284939.267E,310.2,44.29,NO INFO,,NO,,,,,
LTBA451,BUILDING,BUILDING,410047.417N,0284934.984E,330.4,54.13,NO INFO,,NO,,,,,
LTBA452,BUILDING,BUILDING,410053.564N,0284935.049E,328.8,54.13,NO INFO,,NO,,,,,
LTBA453,BUILDING,BUILDING,410049.312N,0284944.094E,314.5,63.97,NO INFO,,NO,,,,,
LTBA454,BUILDING,BUILDING,410048.906N,0284944.686E,314.6,63.97,NO INFO,,NO,,,,,
LTBA455,BUILDING,BUILDING,410046.861N,0284949.002E,314.8,63.97,NO INFO,,NO,,,,,
LTBA456,BUILDING,BUILDING,410046.509N,0284950.087E,315.8,63.97,NO INFO,,NO,,,,,
LTBA457,BUILDING,BUILDING,410047.386N,0284944.828E,327.9,73.81,NO INFO,,NO,,,,,
LTBA458,BUILDING,BUILDING,410048.080N,0284945.936E,312.4,63.97,NO INFO,,NO,,,,,
LTBA459,BUILDING,BUILDING,410047.931N,0284950.286E,319.1,73.81,NO INFO,,NO,,,,,
LTBA460,BUILDING,BUILDING,410048.645N,0284947.847E,318.6,73.81,NO INFO,,NO,,,,,
LTBA461,BUILDING,BUILDING,410047.520N,0284947.301E,322.6,73.81,NO INFO,,NO,,,,,
LTBA462,BUILDING,BUILDING,410047.567N,0284949.752E,320.8,73.81,NO INFO,,NO,,,,,
LTBA463,BUILDING,BUILDING,410046.333N,0284948.390E,316.9,63.97,NO INFO,,NO,,,,,
LTBA464,BUILDING,BUILDING,410046.403N,0284947.628E,317.0,63.97,NO INFO,,NO,,,,,
LTBA465,BUILDING,BUILDING,410046.239N,0284947.402E,307.9,54.13,NO INFO,,NO,,,,,
LTBA466,BUILDING,BUILDING,410045.973N,0284948.010E,308.4,54.13,NO INFO,,NO,,,,,
LTBA467,BUILDING,BUILDING,410049.087N,0284947.307E,317.4,73.81,NO INFO,,NO,,,,,
LTBA468,BUILDING,BUILDING,410047.800N,0284947.677E,321.5,73.81,NO INFO,,NO,,,,,
LTBA469,BUILDING,BUILDING,410052.519N,0284932.576E,342.1,63.97,NO INFO,,NO,,,,,
LTBA470,BUILDING,BUILDING,410053.328N,0284932.291E,343.3,63.97,NO INFO,,NO,,,,,
LTBA471,BUILDING,BUILDING,410046.313N,0284949.793E,326.4,73.81,NO INFO,,NO,,,,,
LTBA472,BUILDING,BUILDING,410046.534N,0284952.038E,321.7,73.81,NO INFO,,NO,,,,,
LTBA473,BUILDING,BUILDING,410049.064N,0284949.111E,324.9,83.66,NO INFO,,NO,,,,,
LTBA474,BUILDING,BUILDING,410047.566N,0284935.738E,329.3,54.13,NO INFO,,NO,,,,,
LTBA475,BUILDING,BUILDING,410047.121N,0284935.546E,329.4,54.13,NO INFO,,NO,,,,,
LTBA476,BUILDING,BUILDING,410047.135N,0284934.761E,350.4,73.81,NO INFO,,NO,,,,,
LTBA477,BUILDING,BUILDING,410046.428N,0284937.163E,345.5,73.81,NO INFO,,NO,,,,,
LTBA478,BUILDING,BUILDING,410048.283N,0284934.815E,351.4,73.81,NO INFO,,NO,,,,,
LTBA479,BUILDING,BUILDING,410049.917N,0284927.802E,306.9,24.60,NO INFO,,NO,,,,,
LTBA480,BUILDING,BUILDING,410049.079N,0284938.134E,343.7,73.81,NO INFO,,NO,,,,,
LTBA481,BUILDING,BUILDING,410048.148N,0284937.545E,344.6,73.81,NO INFO,,NO,,,,,
LTBA482,BUILDING,BUILDING,410048.891N,0284936.338E,338.4,63.97,NO INFO,,NO,,,,,
LTBA483,BUILDING,BUILDING,410046.690N,0284943.813E,318.8,63.97,NO INFO,,NO,,,,,
LTBA484,BUILDING,BUILDING,410046.771N,0284947.865E,324.8,73.81,NO INFO,,NO,,,,,
LTBA485,BUILDING,BUILDING,410047.383N,0284948.616E,322.0,73.81,NO INFO,,NO,,,,,
LTBA486,BUILDING,BUILDING,410048.242N,0284946.850E,321.0,73.81,NO INFO,,NO,,,,,
LTBA487,BUILDING,BUILDING,410048.486N,0284945.317E,324.8,73.81,NO INFO,,NO,,,,,
LTBA488,BUILDING,BUILDING,410048.454N,0284948.364E,318.6,73.81,NO INFO,,NO,,,,,
LTBA489,BUILDING,BUILDING,410049.242N,0284946.951E,317.4,73.81,NO INFO,,NO,,,,,
LTBA490,BUILDING,BUILDING,410049.646N,0284943.483E,324.1,73.81,NO INFO,,NO,,,,,
LTBA491,BUILDING,BUILDING,410047.941N,0284949.310E,319.8,73.81,NO INFO,,NO,,,,,
LTBA492,BUILDING,BUILDING,410047.108N,0284949.319E,313.2,63.97,NO INFO,,NO,,,,,
LTBA493,BUILDING,BUILDING,410046.579N,0284951.288E,323.3,73.81,NO INFO,,NO,,,,,
LTBA494,BUILDING,BUILDING,410046.951N,0284951.715E,321.1,73.81,NO INFO,,NO,,,,,
LTBA495,BUILDING,BUILDING,410051.794N,0284937.635E,353.1,83.66,NO INFO,,NO,,,,,
LTBA496,BUILDING,BUILDING,410051.117N,0284936.833E,334.3,63.97,NO INFO,,NO,,,,,
LTBA497,BUILDING,BUILDING,410052.000N,0284936.348E,336.6,63.97,NO INFO,,NO,,,,,
LTBA498,BUILDING,BUILDING,410052.789N,0284934.395E,329.3,54.13,NO INFO,,NO,,,,,
LTBA499,BUILDING,BUILDING,410053.586N,0284934.701E,338.9,63.97,NO INFO,,NO,,,,,
LTBA500,BUILDING,BUILDING,410053.672N,0284933.975E,359.8,83.66,NO INFO,,NO,,,,,
LTBA501,BUILDING,BUILDING,410052.403N,0284930.768E,365.3,83.66,NO INFO,,NO,,,,,
LTBA502,BUILDING,BUILDING,410049.800N,0284937.454E,334.4,63.97,NO INFO,,NO,,,,,
LTBA503,BUILDING,BUILDING,410047.424N,0284928.766E,296.5,14.76,NO INFO,,NO,,,,,
LTBA504,BUILDING,BUILDING,410047.293N,0284929.783E,315.2,34.44,NO INFO,,NO,,,,,
LTBA505,BUILDING,BUILDING,410045.115N,0284951.542E,317.2,63.97,NO INFO,,NO,,,,,
LTBA506,BUILDING,BUILDING,410045.314N,0284951.786E,306.5,54.13,NO INFO,,NO,,,,,
LTBA507,BUILDING,BUILDING,410045.180N,0284949.689E,310.9,54.13,NO INFO,,NO,,,,,
LTBA508,BUILDING,BUILDING,410045.650N,0284946.709E,319.8,63.97,NO INFO,,NO,,,,,
LTBA509,BUILDING,BUILDING,410045.223N,0284946.213E,311.5,54.13,NO INFO,,NO,,,,,
LTBA510,BUILDING,BUILDING,410045.351N,0284950.490E,318.9,63.97,NO INFO,,NO,,,,,
LTBA511,BUILDING,BUILDING,410045.438N,0284930.656E,324.7,44.29,NO INFO,,NO,,,,,
LTBA512,BUILDING,BUILDING,410045.680N,0284930.251E,295.5,14.76,NO INFO,,NO,,,,,
LTBA513,BUILDING,BUILDING,410045.212N,0284933.395E,320.5,44.29,NO INFO,,NO,,,,,
LTBA514,BUILDING,BUILDING,410045.107N,0284934.170E,328.4,54.13,NO INFO,,NO,,,,,
LTBA515,BUILDING,BUILDING,410045.277N,0284931.921E,302.5,24.60,NO INFO,,NO,,,,,
LTBA516,BUILDING,BUILDING,410045.713N,0284932.217E,322.3,44.29,NO INFO,,NO,,,,,
LTBA517,BUILDING,BUILDING,410045.654N,0284932.857E,322.2,44.29,NO INFO,,NO,,,,,
LTBA518,BUILDING,BUILDING,410046.204N,0284932.992E,352.1,73.81,NO INFO,,NO,,,,,
LTBA519,BUILDING,BUILDING,410045.536N,0284938.371E,332.9,63.97,NO INFO,,NO,,,,,
LTBA520,BUILDING,BUILDING,410045.779N,0284936.213E,317.6,44.29,NO INFO,,NO,,,,,
LTBA521,BUILDING,BUILDING,410046.114N,0284935.598E,308.8,34.44,NO INFO,,NO,,,,,
LTBA522,BUILDING,BUILDING,410045.197N,0284939.037E,341.6,73.81,NO INFO,,NO,,,,,
LTBA523,BUILDING,BUILDING,410044.965N,0284932.249E,331.9,54.13,NO INFO,,NO,,,,,
LTBA524,BUILDING,BUILDING,410045.314N,0284934.561E,308.0,34.44,NO INFO,,NO,,,,,
LTBA525,BUILDING,BUILDING,410044.886N,0284933.820E,328.4,54.13,NO INFO,,NO,,,,,
LTBA526,BUILDING,BUILDING,410045.315N,0284947.046E,301.2,44.29,NO INFO,,NO,,,,,
LTBA527,BUILDING,BUILDING,410045.822N,0284951.014E,326.2,73.81,NO INFO,,NO,,,,,
LTBA528,BUILDING,BUILDING,410045.593N,0284950.284E,328.2,73.81,NO INFO,,NO,,,,,
LTBA529,BUILDING,BUILDING,410045.870N,0284949.108E,328.7,73.81,NO INFO,,NO,,,,,
LTBA530,BUILDING,BUILDING,410045.442N,0284932.570E,322.2,44.29,NO INFO,,NO,,,,,
