Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,
LTBA755,BUILDING,BUILDING,410031.135N,0284941.455E,263.9,24.60,NO INFO,,NO,,,,,
LTBA756,BUILDING,BUILDING,410030.663N,0284942.073E,281.7,44.29,NO INFO,,NO,,,,,
LTBA757,BUILDING,BUILDING,410030.079N,0284941.632E,297.5,63.97,NO INFO,,NO,,,,,
LTBA758,BUILDING,BUILDING,410030.285N,0284940.824E,277.9,44.29,NO INFO,,NO,,,,,
LTBA759,BUILDING,BUILDING,410030.349N,0284940.514E,258.9,24.60,NO INFO,,NO,,,,,
LTBA760,BUILDING,BUILDING,410030.839N,0284942.998E,263.9,24.60,NO INFO,,NO,,,,,
LTBA761,BUILDING,BUILDING,410030.926N,0284942.561E,263.3,24.60,NO INFO,,NO,,,,,
LTBA762,BUILDING,BUILDING,410030.620N,0284944.160E,285.0,44.29,NO INFO,,NO,,,,,
LTBA763,BUILDING,BUILDING,410030.368N,0284943.694E,272.2,34.44,NO INFO,,NO,,,,,
LTBA764,BUILDING,BUILDING,410030.590N,0284944.528E,255.9,14.76,NO INFO,,NO,,,,,
LTBA765,BUILDING,BUILDING,410026.190N,0284948.540E,312.1,73.81,NO INFO,,NO,,,,,
LTBA766,BUILDING,BUILDING,410025.804N,0284948.130E,279.7,44.29,NO INFO,,NO,,,,,
LTBA767,BUILDING,BUILDING,410026.169N,0284947.378E,287.7,54.13,NO INFO,,NO,,,,,
LTBA768,BUILDING,BUILDING,410025.861N,0284946.947E,285.3,54.13,NO INFO,,NO,,,,,
LTBA769,BUILDING,BUILDING,410026.109N,0284946.868E,275.9,44.29,NO INFO,,NO,,,,,
LTBA770,BUILDING,BUILDING,410025.891N,0284947.409E,267.1,34.44,NO INFO,,NO,,,,,
LTBA771,BUILDING,BUILDING,410025.813N,0284946.221E,292.4,63.97,NO INFO,,NO,,,,,
LTBA772,BUILDING,BUILDING,410026.074N,0284945.705E,290.7,63.97,NO INFO,,NO,,,,,
LTBA773,BUILDING,BUILDING,410026.606N,0284944.795E,278.8,54.13,NO INFO,,NO,,,,,
LTBA774,BUILDING,BUILDING,410026.917N,0284944.742E,270.4,44.29,NO INFO,,NO,,,,,
LTBA775,BUILDING,BUILDING,410026.888N,0284947.320E,318.9,83.66,NO INFO,,NO,,,,,
LTBA776,BUILDING,BUILDING,410026.703N,0284946.844E,307.1,73.81,NO INFO,,NO,,,,,
LTBA777,BUILDING,BUILDING,410027.003N,0284946.441E,286.8,54.13,NO INFO,,NO,,,,,
LTBA778,BUILDING,BUILDING,410026.631N,0284941.206E,275.8,63.97,NO INFO,,NO,,,,,
LTBA779,BUILDING,BUILDING,410026.788N,0284942.347E,270.8,54.13,NO INFO,,NO,,,,,
LTBA780,BUILDING,BUILDING,410026.413N,0284942.926E,280.5,63.97,NO INFO,,NO,,,,,
LTBA781,BUILDING,BUILDING,410026.784N,0284943.293E,274.1,54.13,NO INFO,,NO,,,,,
LTBA782,BUILDING,BUILDING,410026.469N,0284943.323E,272.7,54.13,NO INFO,,NO,,,,,
LTBA783,BUILDING,BUILDING,410026.754N,0284942.953E,283.1,63.97,NO INFO,,NO,,,,,
LTBA784,BUILDING,BUILDING,410026.431N,0284941.533E,255.9,44.29,NO INFO,,NO,,,,,
LTBA785,BUILDING,BUILDING,410025.801N,0284940.915E,269.5,63.97,NO INFO,,NO,,,,,
LTBA786,BUILDING,BUILDING,410025.774N,0284940.455E,268.7,63.97,NO INFO,,NO,,,,,
LTBA787,BUILDING,BUILDING,410025.834N,0284941.844E,262.1,54.13,NO INFO,,NO,,,,,
LTBA788,BUILDING,BUILDING,410025.509N,0284941.869E,261.7,54.13,NO INFO,,NO,,,,,
LTBA789,BUILDING,BUILDING,410025.025N,0284941.483E,257.5,54.13,NO INFO,,NO,,,,,
LTBA790,BUILDING,BUILDING,410023.722N,0284942.228E,266.9,63.97,NO INFO,,NO,,,,,
LTBA791,BUILDING,BUILDING,410024.050N,0284942.293E,258.1,54.13,NO INFO,,NO,,,,,
LTBA792,BUILDING,BUILDING,410024.117N,0284942.906E,262.8,54.13,NO INFO,,NO,,,,,
LTBA793,BUILDING,BUILDING,410023.949N,0284944.088E,258.2,44.29,NO INFO,,NO,,,,,
LTBA794,BUILDING,BUILDING,410024.415N,0284944.910E,263.8,44.29,NO INFO,,NO,,,,,
LTBA795,BUILDING,BUILDING,410025.904N,0284942.919E,279.0,63.97,NO INFO,,NO,,,,,
LTBA796,BUILDING,BUILDING,410025.953N,0284943.484E,280.9,63.97,NO INFO,,NO,,,,,
LTBA797,BUILDING,BUILDING,410025.214N,0284943.931E,271.7,54.13,NO INFO,,NO,,,,,
LTBA798,BUILDING,BUILDING,410025.237N,0284943.572E,270.0,54.13,NO INFO,,NO,,,,,
LTBA799,BUILDING,BUILDING,410024.827N,0284943.567E,259.3,44.29,NO INFO,,NO,,,,,
LTBA800,BUILDING,BUILDING,410024.666N,0284942.720E,282.8,73.81,NO INFO,,NO,,,,,
LTBA801,BUILDING,BUILDING,410024.708N,0284943.039E,273.9,63.97,NO INFO,,NO,,,,,
LTBA802,BUILDING,BUILDING,410025.117N,0284942.593E,263.1,54.13,NO INFO,,NO,,,,,
LTBA803,BUILDING,BUILDING,410025.871N,0284942.548E,266.5,54.13,NO INFO,,NO,,,,,
LTBA804,BUILDING,BUILDING,410026.845N,0284943.614E,275.8,54.13,NO INFO,,NO,,,,,
LTBA805,BUILDING,BUILDING,410026.685N,0284946.505E,286.0,54.13,NO INFO,,NO,,,,,
LTBA806,BUILDING,BUILDING,410041.222N,0284945.513E,286.8,24.60,NO INFO,,NO,,,,,
LTBA807,BUILDING,BUILDING,410022.638N,0284933.500E,260.5,73.81,NO INFO,,NO,,,,,
LTBA808,BUILDING,BUILDING,410022.752N,0284932.995E,262.5,73.81,NO INFO,,NO,,,,,
LTBA809,BUILDING,BUILDING,410023.892N,0284933.342E,280.7,83.66,NO INFO,,NO,,,,,
LTBA810,BUILDING,BUILDING,410023.329N,0284933.740E,257.5,63.97,NO INFO,,NO,,,,,
LTBA811,BUILDING,BUILDING,410024.563N,0284933.118E,256.0,54.13,NO INFO,,NO,,,,,
LTBA812,BUILDING,BUILDING,410024.606N,0284932.746E,256.3,54.13,NO INFO,,NO,,,,,
LTBA813,BUILDING,BUILDING,410025.962N,0284930.329E,265.2,63.97,NO INFO,,NO,,,,,
LTBA814,BUILDING,BUILDING,410025.628N,0284931.039E,275.8,73.81,NO INFO,,NO,,,,,
LTBA815,BUILDING,BUILDING,410025.351N,0284932.470E,270.5,63.97,NO INFO,,NO,,,,,
LTBA816,BUILDING,BUILDING,410025.695N,0284932.511E,264.1,54.13,NO INFO,,NO,,,,,
LTBA817,BUILDING,BUILDING,410025.539N,0284933.347E,283.5,73.81,NO INFO,,NO,,,,,
LTBA818,BUILDING,BUILDING,410025.393N,0284933.948E,263.9,54.13,NO INFO,,NO,,,,,
LTBA819,BUILDING,BUILDING,410026.111N,0284933.970E,278.5,63.97,NO INFO,,NO,,,,,
LTBA820,BUILDING,BUILDING,410026.415N,0284933.941E,280.6,63.97,NO INFO,,NO,,,,,
LTBA821,BUILDING,BUILDING,410026.575N,0284933.097E,281.2,63.97,NO INFO,,NO,,,,,
LTBA822,BUILDING,BUILDING,410026.704N,0284932.423E,259.8,44.29,NO INFO,,NO,,,,,
LTBA823,BUILDING,BUILDING,410026.426N,0284931.650E,275.1,63.97,NO INFO,,NO,,,,,
LTBA824,BUILDING,BUILDING,410026.770N,0284931.861E,268.2,54.13,NO INFO,,NO,,,,,
LTBA825,BUILDING,BUILDING,410026.809N,0284931.563E,256.4,44.29,NO INFO,,NO,,,,,
LTBA826,BUILDING,BUILDING,410026.582N,0284930.960E,263.1,54.13,NO INFO,,NO,,,,,
LTBA827,BUILDING,BUILDING,410027.912N,0284931.091E,279.0,63.97,NO INFO,,NO,,,,,
LTBA828,BUILDING,BUILDING,410027.571N,0284931.020E,268.4,54.13,NO INFO,,NO,,,,,
LTBA829,BUILDING,BUILDING,410027.462N,0284931.692E,280.3,63.97,NO INFO,,NO,,,,,
LTBA830,BUILDING,BUILDING,410027.686N,0284932.389E,263.7,44.29,NO INFO,,NO,,,,,
LTBA831,BUILDING,BUILDING,410027.581N,0284933.112E,295.1,73.81,NO INFO,,NO,,,,,
LTBA832,BUILDING,BUILDING,410027.438N,0284933.839E,295.3,73.81,NO INFO,,NO,,,,,
LTBA833,BUILDING,BUILDING,410027.118N,0284933.872E,293.8,73.81,NO INFO,,NO,,,,,
LTBA834,BUILDING,BUILDING,410027.182N,0284934.316E,285.2,63.97,NO INFO,,NO,,,,,
LTBA835,BUILDING,BUILDING,410028.236N,0284934.280E,289.6,63.97,NO INFO,,NO,,,,,
LTBA836,BUILDING,BUILDING,410028.573N,0284933.758E,290.8,63.97,NO INFO,,NO,,,,,
LTBA837,BUILDING,BUILDING,410028.598N,0284933.157E,300.0,73.81,NO INFO,,NO,,,,,
LTBA838,BUILDING,BUILDING,410028.225N,0284933.013E,298.0,73.81,NO INFO,,NO,,,,,
LTBA839,BUILDING,BUILDING,410028.749N,0284932.438E,279.5,54.13,NO INFO,,NO,,,,,
LTBA840,BUILDING,BUILDING,410028.808N,0284931.851E,286.8,63.97,NO INFO,,NO,,,,,
LTBA841,BUILDING,BUILDING,410028.454N,0284931.628E,283.6,63.97,NO INFO,,NO,,,,,
LTBA842,BUILDING,BUILDING,410028.592N,0284930.978E,281.9,63.97,NO INFO,,NO,,,,,
LTBA843,BUILDING,BUILDING,410028.941N,0284931.224E,285.8,63.97,NO INFO,,NO,,,,,
LTBA844,BUILDING,BUILDING,410028.361N,0284932.201E,266.5,44.29,NO INFO,,NO,,,,,
LTBA845,BUILDING,BUILDING,410028.663N,0284930.336E,277.7,63.97,NO INFO,,NO,,,,,
LTBA846,BUILDING,BUILDING,410032.203N,0284936.536E,328.7,83.66,NO INFO,,NO,,,,,
LTBA847,BUILDING,BUILDING,410032.181N,0284936.043E,309.2,63.97,NO INFO,,NO,,,,,
LTBA848,BUILDING,BUILDING,410031.805N,0284937.241E,295.6,54.13,NO INFO,,NO,,,,,
LTBA849,BUILDING,BUILDING,410033.233N,0284936.441E,323.2,73.81,NO INFO,,NO,,,,,
LTBA850,BUILDING,BUILDING,410025.151N,0284935.510E,277.5,73.81,NO INFO,,NO,,,,,
LTBA851,BUILDING,BUILDING,410025.193N,0284934.918E,279.4,73.81,NO INFO,,NO,,,,,
LTBA852,BUILDING,BUILDING,410026.439N,0284937.052E,284.4,73.81,NO INFO,,NO,,,,,
LTBA853,BUILDING,BUILDING,410025.884N,0284937.089E,260.1,54.13,NO INFO,,NO,,,,,
LTBA854,BUILDING,BUILDING,410026.022N,0284935.193E,276.4,63.97,NO INFO,,NO,,,,,
LTBA855,BUILDING,BUILDING,410025.984N,0284935.728E,283.8,73.81,NO INFO,,NO,,,,,
LTBA856,BUILDING,BUILDING,410025.870N,0284936.294E,272.5,63.97,NO INFO,,NO,,,,,
LTBA857,BUILDING,BUILDING,410026.603N,0284935.853E,279.8,63.97,NO INFO,,NO,,,,,
LTBA858,BUILDING,BUILDING,410026.507N,0284936.556E,268.2,54.13,NO INFO,,NO,,,,,
LTBA859,BUILDING,BUILDING,410027.332N,0284937.704E,301.7,83.66,NO INFO,,NO,,,,,
LTBA860,BUILDING,BUILDING,410027.925N,0284937.528E,275.7,54.13,NO INFO,,NO,,,,,
LTBA861,BUILDING,BUILDING,410028.095N,0284936.235E,298.4,73.81,NO INFO,,NO,,,,,
LTBA862,BUILDING,BUILDING,410028.793N,0284937.465E,291.1,63.97,NO INFO,,NO,,,,,
LTBA863,BUILDING,BUILDING,410028.986N,0284936.330E,273.1,44.29,NO INFO,,NO,,,,,
LTBA864,BUILDING,BUILDING,410029.146N,0284935.252E,293.9,63.97,NO INFO,,NO,,,,,
LTBA865,BUILDING,BUILDING,410029.074N,0284935.747E,283.2,54.13,NO INFO,,NO,,,,,
LTBA866,BUILDING,BUILDING,410030.434N,0284935.992E,309.1,73.81,NO INFO,,NO,,,,,
LTBA867,BUILDING,BUILDING,410030.181N,0284938.484E,297.0,63.97,NO INFO,,NO,,,,,
LTBA868,BUILDING,BUILDING,410030.972N,0284938.587E,290.9,54.13,NO INFO,,NO,,,,,
LTBA869,BUILDING,BUILDING,410030.991N,0284938.204E,290.9,54.13,NO INFO,,NO,,,,,
LTBA870,BUILDING,BUILDING,410030.985N,0284937.314E,291.2,54.13,NO INFO,,NO,,,,,
LTBA871,BUILDING,BUILDING,410031.891N,0284938.485E,266.1,24.60,NO INFO,,NO,,,,,
LTBA872,BUILDING,BUILDING,410032.368N,0284937.283E,299.2,54.13,NO INFO,,NO,,,,,
LTBA873,BUILDING,BUILDING,410032.381N,0284937.760E,298.4,54.13,NO INFO,,NO,,,,,
LTBA874,BUILDING,BUILDING,410033.346N,0284938.147E,322.6,73.81,NO INFO,,NO,,,,,
LTBA875,BUILDING,BUILDING,410033.868N,0284937.755E,304.9,54.13,NO INFO,,NO,,,,,
LTBA876,BUILDING,BUILDING,410033.920N,0284936.362E,304.9,54.13,NO INFO,,NO,,,,,
LTBA877,BUILDING,BUILDING,410035.057N,0284933.121E,325.5,73.81,NO INFO,,NO,,,,,
LTBA878,BUILDING,BUILDING,410034.733N,0284932.310E,284.1,34.44,NO INFO,,NO,,,,,
LTBA879,BUILDING,BUILDING,410036.470N,0284933.526E,301.3,44.29,NO INFO,,NO,,,,,
LTBA880,BUILDING,BUILDING,410034.959N,0284937.575E,298.6,44.29,NO INFO,,NO,,,,,
LTBA881,BUILDING,BUILDING,410034.552N,0284937.646E,287.4,34.44,NO INFO,,NO,,,,,
LTBA882,BUILDING,BUILDING,410036.527N,0284935.713E,312.3,54.13,NO INFO,,NO,,,,,
LTBA883,BUILDING,BUILDING,410039.383N,0284930.982E,320.6,54.13,NO INFO,,NO,,,,,
LTBA884,BUILDING,BUILDING,410039.450N,0284930.265E,320.2,54.13,NO INFO,,NO,,,,,
LTBA885,BUILDING,BUILDING,410039.295N,0284931.620E,330.1,63.97,NO INFO,,NO,,,,,
LTBA886,BUILDING,BUILDING,410038.618N,0284932.631E,317.9,54.13,NO INFO,,NO,,,,,
LTBA887,BUILDING,BUILDING,410039.290N,0284931.964E,281.1,14.76,NO INFO,,NO,,,,,
LTBA888,BUILDING,BUILDING,410039.649N,0284932.893E,302.5,34.44,NO INFO,,NO,,,,,
LTBA889,BUILDING,BUILDING,410039.952N,0284931.639E,293.0,24.60,NO INFO,,NO,,,,,
LTBA890,BUILDING,BUILDING,410039.993N,0284931.136E,322.5,54.13,NO INFO,,NO,,,,,
LTBA891,BUILDING,BUILDING,410039.984N,0284930.626E,322.3,54.13,NO INFO,,NO,,,,,
LTBA892,BUILDING,BUILDING,410041.709N,0284931.816E,287.1,14.76,NO INFO,,NO,,,,,
LTBA893,BUILDING,BUILDING,410042.014N,0284931.284E,287.1,14.76,NO INFO,,NO,,,,,
LTBA894,BUILDING,BUILDING,410042.013N,0284931.627E,287.7,14.76,NO INFO,,NO,,,,,
LTBA895,BUILDING,BUILDING,410042.417N,0284931.711E,298.5,24.60,NO INFO,,NO,,,,,
LTBA896,BUILDING,BUILDING,410042.709N,0284930.441E,299.3,24.60,NO INFO,,NO,,,,,
LTBA897,BUILDING,BUILDING,410042.769N,0284931.322E,299.3,24.60,NO INFO,,NO,,,,,
LTBA898,BUILDING,BUILDING,410043.355N,0284930.809E,340.4,63.97,NO INFO,,NO,,,,,
LTBA899,BUILDING,BUILDING,410043.386N,0284930.410E,310.8,34.44,NO INFO,,NO,,,,,
LTBA900,BUILDING,BUILDING,410043.789N,0284931.015E,292.3,14.76,NO INFO,,NO,,,,,
LTBA901,BUILDING,BUILDING,410043.426N,0284931.300E,291.3,14.76,NO INFO,,NO,,,,,
LTBA902,BUILDING,BUILDING,410044.334N,0284930.582E,302.8,24.60,NO INFO,,NO,,,,,
LTBA903,BUILDING,BUILDING,410044.157N,0284931.070E,292.8,14.76,NO INFO,,NO,,,,,
LTBA904,BUILDING,BUILDING,410026.317N,0284940.245E,262.1,54.13,NO INFO,,NO,,,,,
LTBA905,BUILDING,BUILDING,410027.161N,0284940.183E,278.3,63.97,NO INFO,,NO,,,,,
LTBA906,BUILDING,BUILDING,410027.134N,0284939.769E,258.1,44.29,NO INFO,,NO,,,,,
LTBA907,BUILDING,BUILDING,410030.484N,0284939.686E,278.8,44.29,NO INFO,,NO,,,,,
LTBA908,BUILDING,BUILDING,410030.408N,0284940.045E,259.1,24.60,NO INFO,,NO,,,,,
LTBA909,BUILDING,BUILDING,410031.173N,0284940.254E,302.3,63.97,NO INFO,,NO,,,,,
LTBA910,BUILDING,BUILDING,410031.268N,0284939.815E,292.6,54.13,NO INFO,,NO,,,,,
LTBA911,BUILDING,BUILDING,410034.559N,0284939.854E,305.0,54.13,NO INFO,,NO,,,,,
LTBA912,BUILDING,BUILDING,410035.588N,0284939.782E,298.8,44.29,NO INFO,,NO,,,,,
LTBA913,BUILDING,BUILDING,410035.222N,0284939.531E,298.0,44.29,NO INFO,,NO,,,,,
LTBA914,BUILDING,BUILDING,410036.327N,0284937.639E,331.7,73.81,NO INFO,,NO,,,,,
LTBA915,BUILDING,BUILDING,410035.797N,0284938.513E,290.7,34.44,NO INFO,,NO,,,,,
LTBA916,BUILDING,BUILDING,410037.252N,0284940.198E,322.0,63.97,NO INFO,,NO,,,,,
LTBA917,BUILDING,BUILDING,410038.185N,0284941.006E,324.3,63.97,NO INFO,,NO,,,,,
LTBA918,BUILDING,BUILDING,410038.716N,0284940.714E,325.6,63.97,NO INFO,,NO,,,,,
LTBA919,BUILDING,BUILDING,410037.787N,0284939.488E,303.8,44.29,NO INFO,,NO,,,,,
LTBA920,BUILDING,BUILDING,410037.922N,0284937.980E,295.4,34.44,NO INFO,,NO,,,,,
LTBA921,BUILDING,BUILDING,410037.599N,0284938.792E,284.0,24.60,NO INFO,,NO,,,,,
LTBA922,BUILDING,BUILDING,410037.230N,0284937.105E,304.5,44.29,NO INFO,,NO,,,,,
LTBA923,BUILDING,BUILDING,410037.303N,0284937.604E,284.4,24.60,NO INFO,,NO,,,,,
LTBA924,BUILDING,BUILDING,410037.595N,0284938.189E,274.6,14.76,NO INFO,,NO,,,,,
LTBA925,BUILDING,BUILDING,410038.447N,0284937.670E,326.2,63.97,NO INFO,,NO,,,,,
LTBA926,BUILDING,BUILDING,410038.389N,0284937.275E,296.7,34.44,NO INFO,,NO,,,,,
LTBA927,BUILDING,BUILDING,410039.277N,0284939.275E,336.2,73.81,NO INFO,,NO,,,,,
LTBA928,BUILDING,BUILDING,410039.013N,0284939.414E,316.6,54.13,NO INFO,,NO,,,,,
LTBA929,BUILDING,BUILDING,410038.871N,0284938.956E,316.5,54.13,NO INFO,,NO,,,,,
LTBA930,BUILDING,BUILDING,410038.792N,0284937.060E,316.8,54.13,NO INFO,,NO,,,,,
LTBA931,BUILDING,BUILDING,410038.896N,0284937.399E,297.1,34.44,NO INFO,,NO,,,,,
LTBA932,BUILDING,BUILDING,410040.600N,0284939.639E,316.2,54.13,NO INFO,,NO,,,,,
LTBA933,BUILDING,BUILDING,410040.772N,0284939.832E,316.1,54.13,NO INFO,,NO,,,,,
LTBA934,BUILDING,BUILDING,410040.062N,0284939.176E,306.5,44.29,NO INFO,,NO,,,,,
LTBA935,BUILDING,BUILDING,410040.262N,0284939.383E,296.6,34.44,NO INFO,,NO,,,,,
LTBA936,BUILDING,BUILDING,410040.687N,0284938.473E,317.0,54.13,NO INFO,,NO,,,,,
LTBA937,BUILDING,BUILDING,410040.875N,0284938.708E,307.0,44.29,NO INFO,,NO,,,,,
LTBA938,BUILDING,BUILDING,410041.460N,0284939.379E,298.2,34.44,NO INFO,,NO,,,,,
LTBA939,BUILDING,BUILDING,410041.678N,0284938.537E,308.9,44.29,NO INFO,,NO,,,,,
LTBA940,BUILDING,BUILDING,410041.784N,0284939.826E,328.9,63.97,NO INFO,,NO,,,,,
LTBA941,BUILDING,BUILDING,410042.275N,0284939.098E,320.8,54.13,NO INFO,,NO,,,,,
LTBA942,BUILDING,BUILDING,410042.084N,0284939.566E,300.5,34.44,NO INFO,,NO,,,,,
LTBA943,BUILDING,BUILDING,410040.048N,0284934.578E,281.7,14.76,NO INFO,,NO,,,,,
LTBA944,BUILDING,BUILDING,410040.388N,0284935.175E,281.4,14.76,NO INFO,,NO,,,,,
LTBA945,BUILDING,BUILDING,410040.435N,0284934.027E,292.3,24.60,NO INFO,,NO,,,,,
LTBA946,BUILDING,BUILDING,410042.244N,0284937.885E,341.5,73.81,NO INFO,,NO,,,,,
LTBA947,BUILDING,BUILDING,410042.869N,0284937.958E,323.3,54.13,NO INFO,,NO,,,,,
LTBA948,BUILDING,BUILDING,410042.487N,0284937.431E,322.4,54.13,NO INFO,,NO,,,,,
LTBA949,BUILDING,BUILDING,410042.331N,0284936.214E,312.9,44.29,NO INFO,,NO,,,,,
LTBA950,BUILDING,BUILDING,410043.057N,0284935.190E,324.5,54.13,NO INFO,,NO,,,,,
LTBA951,BUILDING,BUILDING,410043.397N,0284936.634E,334.9,63.97,NO INFO,,NO,,,,,
LTBA952,BUILDING,BUILDING,410043.952N,0284935.361E,325.9,54.13,NO INFO,,NO,,,,,
LTBA953,BUILDING,BUILDING,410044.304N,0284936.006E,327.1,54.13,NO INFO,,NO,,,,,
LTBA954,BUILDING,BUILDING,410043.518N,0284935.900E,295.5,24.60,NO INFO,,NO,,,,,
LTBA955,BUILDING,BUILDING,410043.568N,0284934.446E,325.1,54.13,NO INFO,,NO,,,,,
LTBA956,BUILDING,BUILDING,410044.385N,0284933.283E,338.3,63.97,NO INFO,,NO,,,,,
LTBA957,BUILDING,BUILDING,410044.667N,0284932.921E,330.0,54.13,NO INFO,,NO,,,,,
LTBA958,BUILDING,BUILDING,410044.227N,0284933.089E,318.7,44.29,NO INFO,,NO,,,,,
LTBA959,BUILDING,BUILDING,410044.506N,0284932.671E,310.4,34.44,NO INFO,,NO,,,,,
LTBA960,BUILDING,BUILDING,410043.638N,0284932.778E,327.9,54.13,NO INFO,,NO,,,,,
LTBA961,BUILDING,BUILDING,410044.360N,0284934.393E,287.1,14.76,NO INFO,,NO,,,,,
LTBA962,BUILDING,BUILDING,410044.534N,0284934.657E,287.3,14.76,NO INFO,,NO,,,,,
LTBA963,BUILDING,BUILDING,410042.631N,0284941.071E,340.5,73.81,NO INFO,,NO,,,,,
LTBA964,BUILDING,BUILDING,410042.356N,0284941.355E,310.3,44.29,NO INFO,,NO,,,,,
LTBA965,BUILDING,BUILDING,410043.296N,0284939.965E,331.1,63.97,NO INFO,,NO,,,,,
LTBA966,BUILDING,BUILDING,410044.069N,0284940.886E,299.5,34.44,NO INFO,,NO,,,,,
LTBA967,BUILDING,BUILDING,410044.568N,0284938.196E,333.8,63.97,NO INFO,,NO,,,,,
LTBA968,BUILDING,BUILDING,410044.791N,0284939.658E,330.5,63.97,NO INFO,,NO,,,,,
LTBA969,BUILDING,BUILDING,410042.811N,0284933.707E,306.2,34.44,NO INFO,,NO,,,,,
LTBA970,BUILDING,BUILDING,410042.283N,0284934.260E,315.1,44.29,NO INFO,,NO,,,,,
LTBA971,BUILDING,BUILDING,410043.387N,0284932.382E,319.1,44.29,NO INFO,,NO,,,,,
LTBA972,BUILDING,BUILDING,410026.364N,0284932.360E,258.0,44.29,NO INFO,,NO,,,,,
LTBA973,BUILDING,BUILDING,410044.536N,0284931.086E,293.4,14.76,NO INFO,,NO,,,,,
LTBA974,BUILDING,BUILDING,410034.789N,0284940.789E,266.4,14.76,NO INFO,,NO,,,,,
LTBA975,BUILDING,BUILDING,410041.233N,0284947.948E,325.5,63.97,NO INFO,,NO,,,,,
LTBA976,BUILDING,BUILDING,410037.487N,0284949.187E,313.4,54.13,NO INFO,,NO,,,,,
LTBA977,BUILDING,BUILDING,410026.163N,0284948.180E,300.7,63.97,NO INFO,,NO,,,,,
LTBA978,BUILDING,BUILDING,410042.673N,0284930.811E,319.0,44.29,NO INFO,,NO,,,,,
LTBA979,BUILDING,BUILDING,410043.852N,0284933.825E,326.1,54.13,NO INFO,,NO,,,,,
LTBA980,BUILDING,BUILDING,410039.076N,0284930.737E,279.6,14.76,NO INFO,,NO,,,,,
LTBA981,BUILDING,BUILDING,410039.071N,0284932.933E,310.6,44.29,NO INFO,,NO,,,,,
LTBA982,BUILDING,BUILDING,410033.998N,0284935.929E,330.8,83.66,NO INFO,,NO,,,,,
LTBA983,BUILDING,BUILDING,410031.710N,0284936.470E,305.7,63.97,NO INFO,,NO,,,,,
LTBA984,BUILDING,BUILDING,410030.240N,0284937.963E,297.8,63.97,NO INFO,,NO,,,,,
LTBA985,BUILDING,BUILDING,410029.557N,0284936.471E,294.6,63.97,NO INFO,,NO,,,,,
LTBA986,BUILDING,BUILDING,410024.890N,0284936.228E,264.7,63.97,NO INFO,,NO,,,,,
LTBA987,BUILDING,BUILDING,410023.771N,0284933.873E,281.0,83.66,NO INFO,,NO,,,,,
LTBA988,BUILDING,BUILDING,410022.358N,0284933.172E,259.5,73.81,NO INFO,,NO,,,,,
LTBA989,BUILDING,BUILDING,410025.942N,0284931.100E,268.5,63.97,NO INFO,,NO,,,,,
LTBA990,BUILDING,BUILDING,410026.233N,0284932.869E,259.7,44.29,NO INFO,,NO,,,,,
LTBA991,BUILDING,BUILDING,410028.922N,0284936.927E,292.3,63.97,NO INFO,,NO,,,,,
LTBA992,BUILDING,BUILDING,410035.095N,0284937.013E,308.8,54.13,NO INFO,,NO,,,,,
LTBA993,BUILDING,BUILDING,410036.507N,0284950.913E,321.9,63.97,NO INFO,,NO,,,,,
LTBA994,BUILDING,BUILDING,410025.923N,0284952.517E,308.0,63.97,NO INFO,,NO,,,,,
LTBA995,BUILDING,BUILDING,410028.293N,0284952.038E,332.2,83.66,NO INFO,,NO,,,,,
LTBA996,BUILDING,BUILDING,410031.429N,0284952.400E,326.8,73.81,NO INFO,,NO,,,,,
LTBA997,BUILDING,BUILDING,410029.490N,0284951.965E,325.1,73.81,NO INFO,,NO,,,,,
LTBA998,BUILDING,BUILDING,410030.505N,0284952.193E,326.0,73.81,NO INFO,,NO,,,,,
LTBA999,BUILDING,BUILDING,410031.073N,0284952.361E,316.6,63.97,NO INFO,,NO,,,,,
LTBA1000,BUILDING,BUILDING,410030.110N,0284952.031E,315.7,63.97,NO INFO,,NO,,,,,
LTBA1001,BUILDING,BUILDING,410032.569N,0284951.048E,337.4,83.66,NO INFO,,NO,,,,,
LTBA1002,BUILDING,BUILDING,410033.751N,0284949.195E,329.0,73.81,NO INFO,,NO,,,,,
LTBA1003,BUILDING,BUILDING,410030.781N,0284948.902E,324.1,73.81,NO INFO,,NO,,,,,
LTBA1004,BUILDING,BUILDING,410031.272N,0284950.567E,316.4,63.97,NO INFO,,NO,,,,,
LTBA1005,BUILDING,BUILDING,410031.649N,0284950.358E,307.2,54.13,NO INFO,,NO,,,,,
LTBA1006,BUILDING,BUILDING,410032.118N,0284947.729E,314.4,63.97,NO INFO,,NO,,,,,
LTBA1007,BUILDING,BUILDING,410024.782N,0284948.185E,316.4,83.66,NO INFO,,NO,,,,,
LTBA1008,BUILDING,BUILDING,410024.389N,0284947.704E,284.4,54.13,NO INFO,,NO,,,,,
LTBA1009,BUILDING,BUILDING,410024.262N,0284946.738E,281.7,54.13,NO INFO,,NO,,,,,
LTBA1010,BUILDING,BUILDING,410027.188N,0284950.019E,327.9,83.66,NO INFO,,NO,,,,,
LTBA1011,BUILDING,BUILDING,410024.688N,0284950.775E,304.4,63.97,NO INFO,,NO,,,,,
