Obstacle_designator,AIXM_NAME  ,OTHER Type(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,color of lighting,Group
ENR6659,CANAKKALE TV ANTENNA MAST,ANTENNA,395759.00N,0263810.00E,3153,276,YES,OTHER,NO
ENR6660,CANAKKALE-2 TV ANTENNA MAST,ANTENNA,402805.00N,0264253.00E,663,230,YES,OTHER,NO
ENR6661,CANKIRI-1 TV ANTENNA MAST,ANTENNA,402750.00N,0332828.00E,6237,282,YES,OTHER,NO
ENR6662,CANKIRI-2 TV ANTENNA MAST,ANTENNA,410309.00N,0334304.00E,7067,276,YES,OTHER,NO
ENR6663,CENGIZ TOPEL ANTENNA MAST,ANTENNA,404539.00N,0295652.00E,203,164,YES,OTHER,NO
ENR6665,EDIRNE TV ANTENNA MAST,ANTENNA,404935.00N,0264049.00E,1444,230,YES,OTHER,NO
ENR6666,ELAZIG TV ANTENNA MAST,ANTENNA,383648.00N,0385305.00E,7231,276,YES,OTHER,NO
ENR6667,ERZINCAN TV ANTENNA MAST,ANTENNA,395458.00N,0390736.00E,9567,276,YES,OTHER,NO
ENR6668,ESKISEHIR-1 TV ANTENNA MAST,ANTENNA,391804.00N,0314453.00E,6253,282,YES,OTHER,NO
ENR6669,ESKISEHIR-2 ANTENNA MAST,ANTENNA,394534.00N,0303112.00E,2923,164,YES,OTHER,NO
ENR6670,ESKISEHIR-3 FLAG MAST,POLE,394355.00N,0303909.00E,2858,112,YES,OTHER,NO
ENR6672,HATAY TV ANTENNA MAST,ANTENNA,363053.00N,0361519.00E,5725,262,YES,OTHER,NO
ENR6673,IGDIR TV ANTENNA MAST,ANTENNA,394557.00N,0442321.00E,6332,207,YES,OTHER,NO
ENR6674,ISPARTA-1 ANTENNA MAST,ANTENNA,374150.00N,0304148.00E,5384,164,YES,OTHER,NO
ENR6675,ISPARTA-1 TV ANTENNA MAST,ANTENNA,380220.00N,0301910.00E,6138,272,YES,OTHER,NO
ENR6676,ISTANBUL-1 TV ANTENNA MAST,ANTENNA,410525.00N,0285836.00E,453,164,YES,OTHER,NO
ENR6677,ISTANBUL-2 TV ANTENNA MAST,ANTENNA,410526.00N,0294752.00E,899,164,YES,OTHER,NO
ENR6678,ISTANBUL-3 TV ANTENNA MAST,ANTENNA,410349.32N,0285811.86E,578,220,YES,OTHER,NO
ENR6679,ISTANBUL-4 FLAG MAST,POLE,410105.00N,0285611.00E,246,148,YES,OTHER,NO
ENR6680,ISTANBUL-5 ANTENNA MAST,ANTENNA,405612.00N,0291554.00E,1463,164,YES,OTHER,NO
ENR6682,IZMIR/SELCUK ANTENNA MAST,ANTENNA,375450.00N,0272027.00E,1824,131,YES,OTHER,NO
ENR6684,K.MARAS-2 TV ANTENNA MAST,ANTENNA,373750.00N,0365223.00E,6122,164,YES,OTHER,NO
ENR6685,KARAMAN TV ANTENNA MAST,ANTENNA,372328.00N,0330821.00E,7680,272,YES,OTHER,NO
ENR6686,KASTAMONU TV ANTENNA MAST,ANTENNA,415009.00N,0335824.00E,6201,282,YES,OTHER,NO
ENR6687,KAYSERI-1 TV ANTENNA MAST,ANTENNA,384837.00N,0354715.00E,6486,269,YES,OTHER,NO
ENR6688,KAYSERI-2 TV ANTENNA MAST,ANTENNA,381743.00N,0362147.00E,6726,164,YES,OTHER,NO
ENR6689,KIRIKKALE TV ANTENNA MAST,ANTENNA,395042.00N,0334613.00E,4593,164,YES,OTHER,NO
ENR6690,KIRKLARELI-1 TV ANTENNA MAST,ANTENNA,414658.00N,0273708.00E,3488,262,YES,OTHER,NO
ENR6691,KIRKLARELI-2 TV ANTENNA MAST,ANTENNA,415816.00N,0270930.00E,2687,230,YES,OTHER,NO
ENR6692,KIRSEHIR TV ANTENNA MAST,ANTENNA,390712.00N,0341733.00E,5722,269,YES,OTHER,NO
ENR6693,KOCAELI TV ANTENNA MAST,ANTENNA,403833.00N,0300600.00E,5528,269,YES,OTHER,NO
ENR6694,KONYA-1 TV ANTENNA MAST,ANTENNA,365751.00N,0322908.00E,6545,164,YES,OTHER,NO
ENR6695,KONYA-2 TV ANTENNA MAST,ANTENNA,391109.00N,0330720.00E,3681,197,YES,OTHER,NO
ENR6696,KONYA-3 TV ANTENNA MAST,ANTENNA,382941.00N,0314915.00E,5666,272,YES,OTHER,NO
ENR6697,KONYA-4 ANTENNA MAST,ANTENNA,375343.00N,0323033.00E,3510,131,YES,OTHER,NO
ENR6698,KUTAHYA-1 TV ANTENNA MAST,ANTENNA,392429.00N,0295208.00E,6483,282,YES,OTHER,NO
ENR6699,KUTAHYA-2 ANTENNA MAST,ANTENNA,392418.00N,0300036.00E,3297,164,YES,OTHER,NO
ENR6700,KUTAHYA-3 ANTENNA MAST,ANTENNA,392732.00N,0300025.00E,3291,164,YES,OTHER,NO
ENR6701,MARDIN TV ANTENNA MAST,ANTENNA,370802.00N,0411452.00E,2530,230,YES,OTHER,NO
ENR6702,MERSIN-1 TV ANTENNA MAST,ANTENNA,360220.00N,0324538.00E,1834,164,YES,OTHER,NO
ENR6703,MERSIN-2 TV ANTENNA MAST,ANTENNA,361559.00N,0333940.00E,4272,269,YES,OTHER,NO
ENR6704,MUGLA-1 TV ANTENNA MAST,ANTENNA,364400.00N,0273300.00E,3875,230,YES,OTHER,NO
ENR6705,MUGLA-2 TV ANTENNA MAST,ANTENNA,365856.00N,0284521.00E,3625,164,YES,OTHER,NO
ENR6706,MUGLA-3 TV ANTENNA MAST,ANTENNA,372034.00N,0282222.00E,6483,276,YES,OTHER,NO
ENR6707,NEVSEHIR TV ANTENNA MAST,ANTENNA,384643.00N,0345108.00E,5384,197,YES,OTHER,NO
ENR6708,NIGDE TV ANTENNA MAST,ANTENNA,380626.00N,0343650.00E,7710,230,YES,OTHER,NO
ENR6709,SANLIURFA TV ANTENNA MAST,ANTENNA,365245.00N,0383647.00E,2238,164,YES,OTHER,NO
ENR6710,SIIRT TV ANTENNA MAST,ANTENNA,375206.00N,0413921.00E,5302,282,YES,OTHER,NO
ENR6711,SIRNAK TV ANTENNA MAST,ANTENNA,373012.00N,0420941.00E,6335,272,YES,OTHER,NO
ENR6712,SIVAS TV ANTENNA MAST,ANTENNA,394610.00N,0365708.00E,5656,276,YES,OTHER,NO
ENR6713,TRABZON TV ANTENNA MAST,ANTENNA,405950.00N,0394406.00E,1010,164,YES,OTHER,NO
ENR6714,TUNCELI TV ANTENNA MAST,ANTENNA,390226.00N,0393906.00E,6952,282,YES,OTHER,NO
ENR6715,USAK ANTENNA MAST,ANTENNA,383945.00N,0292408.00E,3199,131,YES,OTHER,NO
ENR6716,ZONGULDAK TV ANTENNA MAST,ANTENNA,412306.00N,0315313.00E,3091,217,YES,OTHER,NO
ENR6717,ADARES WIND MEAUREMENT MAST,POLE,375349.92N,0271913.79E,1886,256,YES,OTHER,NO
ENR6718,AIRES WIND MEAUREMENT MAST,POLE,413543.09N,0274844.45E,1696,262,YES,OTHER,NO
ENR6719,AKYEL I WIND MEAUREMENT MAST,POLE,365643.91N,0332238.10E,5627,262,YES,OTHER,NO
ENR6720,AKYEL I WIND MEAUREMENT MAST,POLE,365840.46N,0332446.81E,5486,262,YES,OTHER,NO
ENR6721,AKYEL II WIND MEAUREMENT MAST,POLE,365752.55N,0332744.52E,5341,262,YES,OTHER,NO
ENR6722,AKYURT II WIND MEAUREMENT MAST,POLE,401223.20N,0364507.00E,6053,197,YES,OTHER,NO
ENR6723,AMASYA WIND MEAUREMENT MAST,POLE,403636.05N,0360755.39E,3885,262,YES,OTHER,NO
ENR6724,AMASYA WIND MEAUREMENT MAST,POLE,403612.42N,0360907.03E,3730,262,YES,OTHER,NO
ENR6725,AMASYA WIND MEAUREMENT MAST,POLE,403553.10N,0360733.25E,3412,262,YES,OTHER,NO
ENR6726,AMASYA WIND MEAUREMENT MAST,POLE,403721.15N,0360851.14E,4026,262,YES,OTHER,NO
ENR6727,INTEPE WIND PLANT,WINDMILL,400227.26N,0262314.97E,1437,289,YES,OTHER,NO
ENR6728,INTEPE WIND PLANT,WINDMILL,400225.07N,0262317.86E,1437,289,YES,OTHER,NO
ENR6729,INTEPE WIND PLANT,WINDMILL,400223.14N,0262321.04E,1430,289,YES,OTHER,NO
ENR6730,INTEPE WIND PLANT,WINDMILL,400221.24N,0262324.27E,1430,289,YES,OTHER,NO
ENR6731,INTEPE WIND PLANT,WINDMILL,400219.67N,0262327.78E,1434,289,YES,OTHER,NO
ENR6732,INTEPE WIND PLANT,WINDMILL,400218.26N,0262331.38E,1447,289,YES,OTHER,NO
ENR6733,INTEPE WIND PLANT,WINDMILL,400216.30N,0262334.52E,1473,289,YES,OTHER,NO
ENR6734,INTEPE WIND PLANT,WINDMILL,400214.60N,0262337.91E,1490,289,YES,OTHER,NO
ENR6735,INTEPE WIND PLANT,WINDMILL,400212.93N,0262341.39E,1493,289,YES,OTHER,NO
ENR6736,INTEPE WIND PLANT,WINDMILL,400211.68N,0262345.03E,1526,289,YES,OTHER,NO
ENR6737,INTEPE WIND PLANT,WINDMILL,400210.34N,0262348.67E,1535,289,YES,OTHER,NO
ENR6738,INTEPE WIND PLANT,WINDMILL,400206.96N,0262354.02E,1486,289,YES,OTHER,NO
ENR6739,INTEPE WIND PLANT,WINDMILL,400205.42N,0262357.53E,1499,289,YES,OTHER,NO
ENR6740,INTEPE WIND PLANT,WINDMILL,400203.10N,0262400.25E,1522,289,YES,OTHER,NO
ENR6741,INTEPE WIND PLANT,WINDMILL,400200.23N,0262402.09E,1512,289,YES,OTHER,NO
ENR6742,INTEPE WIND PLANT,WINDMILL,400201.38N,0262424.49E,1522,289,YES,OTHER,NO
ENR6743,INTEPE WIND PLANT,WINDMILL,400200.26N,0262428.29E,1529,289,YES,OTHER,NO
ENR6744,INTEPE WIND PLANT,WINDMILL,400158.82N,0262431.85E,1535,289,YES,OTHER,NO
ENR6745,INTEPE WIND PLANT,WINDMILL,400157.87N,0262435.70E,1539,289,YES,OTHER,NO
ENR6746,INTEPE WIND PLANT,WINDMILL,400156.59N,0262439.42E,1552,289,YES,OTHER,NO
ENR6747,INTEPE WIND PLANT,WINDMILL,400155.65N,0262445.13E,1509,289,YES,OTHER,NO
ENR6748,INTEPE WIND PLANT,WINDMILL,400154.61N,0262451.38E,1526,289,YES,OTHER,NO
ENR6749,INTEPE WIND PLANT,WINDMILL,400153.95N,0262455.31E,1529,289,YES,OTHER,NO
ENR6750,INTEPE WIND PLANT,WINDMILL,400152.57N,0262458.95E,1558,289,YES,OTHER,NO
ENR6751,INTEPE WIND PLANT,WINDMILL,400151.00N,0262502.47E,1532,259,YES,OTHER,NO
ENR6752,INTEPE WIND PLANT,WINDMILL,400149.13N,0262505.69E,1549,259,YES,OTHER,NO
ENR6753,INTEPE WIND PLANT,WINDMILL,400146.88N,0262508.53E,1539,259,YES,OTHER,NO
ENR6754,INTEPE WIND PLANT,WINDMILL,400144.13N,0262510.41E,1535,259,YES,OTHER,NO
ENR6755,INTEPE WIND PLANT,WINDMILL,400140.70N,0262511.54E,1522,289,YES,OTHER,NO
ENR6756,INTEPE WIND PLANT,WINDMILL,400135.06N,0262533.40E,1450,289,YES,OTHER,NO
ENR6757,INTEPE WIND PLANT,WINDMILL,400134.24N,0262537.33E,1430,289,YES,OTHER,NO
ENR6758,INTEPE WIND PLANT,WINDMILL,400133.64N,0262541.30E,1424,259,YES,OTHER,NO
ENR6759,INTEPE WIND PLANT,WINDMILL,400133.60N,0262545.35E,1427,259,YES,OTHER,NO
ENR6760,INTEPE WIND PLANT,WINDMILL,400133.26N,0262549.36E,1417,259,YES,OTHER,NO
ENR6765,YAHYALI WIND PLANT,WINDMILL,380531.09N,0353031.78E,5256,285,YES,OTHER,NO
ENR6766,YAHYALI WIND MEAUREMENT MAST,POLE,380609.90N,0352816.42E,5509,285,YES,OTHER,NO
ENR6767,BERGAMA WIND MEAUREMENT MAST,POLE,390845.20N,0270344.25E,3451,282,YES,OTHER,NO
ENR6768,BERGAMA WIND MEAUREMENT MAST,POLE,390906.73N,0270531.48E,3444,282,YES,OTHER,NO
ENR6769,KELTEPE WIND PLANT,WINDMILL,395721.85N,0280316.46E,2746,253,YES,OTHER,NO
ENR6770,KELTEPE WIND PLANT,WINDMILL,395723.47N,0280313.11E,2808,253,YES,OTHER,NO
ENR6771,KELTEPE WIND PLANT,WINDMILL,395724.55N,0280309.34E,2835,253,YES,OTHER,NO
ENR6772,KELTEPE WIND PLANT,WINDMILL,395725.45N,0280305.77E,2858,253,YES,OTHER,NO
ENR6773,KELTEPE WIND PLANT,WINDMILL,395726.43N,0280302.28E,2890,253,YES,OTHER,NO
ENR6774,KELTEPE WIND PLANT,WINDMILL,395735.41N,0280302.25E,3009,253,YES,OTHER,NO
ENR6775,KELTEPE WIND PLANT,WINDMILL,395736.87N,0280258.94E,3087,253,YES,OTHER,NO
ENR6776,KELTEPE WIND PLANT,WINDMILL,395738.92N,0280254.55E,3110,253,YES,OTHER,NO
ENR6777,KELTEPE WIND PLANT,WINDMILL,395740.32N,0280250.74E,3097,253,YES,OTHER,NO
ENR6778,KELTEPE WIND PLANT,WINDMILL,395741.71N,0280246.96E,3087,253,YES,OTHER,NO
ENR6779,KELTEPE WIND PLANT,WINDMILL,395743.01N,0280243.91E,3068,253,YES,OTHER,NO
ENR6780,KELTEPE WIND PLANT,WINDMILL,395745.17N,0280240.86E,3071,253,YES,OTHER,NO
ENR6781,KELTEPE WIND PLANT,WINDMILL,395747.95N,0280238.38E,3031,253,YES,OTHER,NO
ENR6782,KELTEPE WIND PLANT,WINDMILL,395749.63N,0280235.07E,2963,253,YES,OTHER,NO
ENR6783,KELTEPE WIND PLANT,WINDMILL,395751.29N,0280231.73E,2897,253,YES,OTHER,NO
ENR6784,KELTEPE WIND PLANT,WINDMILL,395752.94N,0280228.42E,2887,253,YES,OTHER,NO
ENR6785,KELTEPE WIND PLANT,WINDMILL,395754.14N,0280224.69E,2841,253,YES,OTHER,NO
ENR6786,KELTEPE WIND PLANT,WINDMILL,395756.24N,0280221.73E,2848,253,YES,OTHER,NO
ENR6787,KELTEPE WIND PLANT,WINDMILL,395757.89N,0280218.42E,2864,253,YES,OTHER,NO
ENR6788,KELTEPE WIND PLANT,WINDMILL,395759.61N,0280215.41E,2851,253,YES,OTHER,NO
ENR6789,KELTEPE WIND PLANT,WINDMILL,395801.35N,0280212.36E,2838,253,YES,OTHER,NO
ENR6790,KELTEPE WIND PLANT,WINDMILL,395803.13N,0280209.35E,2789,253,YES,OTHER,NO
ENR6791,KELTEPE WIND PLANT,WINDMILL,395804.94N,0280206.30E,2726,253,YES,OTHER,NO
ENR6792,KUYUCAK WIND PLANT,WINDMILL,391823.27N,0275603.91E,2726,262,YES,OTHER,NO
ENR6793,KUYUCAK WIND PLANT,WINDMILL,391756.83N,0275451.25E,2159,262,YES,OTHER,NO
ENR6794,BANDIRMA WIND PLANT,WINDMILL,402153.10N,0280316.22E,1035,295,YES,OTHER,NO
ENR6795,BANDIRMA WIND PLANT,WINDMILL,402153.07N,0280323.69E,1073,295,YES,OTHER,NO
ENR6796,BANDIRMA WIND PLANT,WINDMILL,402153.17N,0280335.58E,1051,295,YES,OTHER,NO
ENR6797,BANDIRMA WIND PLANT,WINDMILL,402154.12N,0280349.45E,1093,295,YES,OTHER,NO
ENR6798,BANDIRMA WIND PLANT,WINDMILL,402158.54N,0280401.07E,1167,295,YES,OTHER,NO
ENR6799,BANDIRMA WIND PLANT,WINDMILL,402201.74N,0280411.07E,1208,295,YES,OTHER,NO
ENR6800,BANDIRMA WIND PLANT,WINDMILL,402203.72N,0280421.81E,1220,295,YES,OTHER,NO
ENR6801,BANDIRMA WIND PLANT,WINDMILL,402205.04N,0280429.52E,1226,295,YES,OTHER,NO
ENR6802,BANDIRMA WIND PLANT,WINDMILL,402202.92N,0280443.45E,1219,295,YES,OTHER,NO
ENR6803,BANDIRMA WIND PLANT,WINDMILL,402204.02N,0280505.95E,1381,295,YES,OTHER,NO
ENR6804,BANDIRMA WIND PLANT,WINDMILL,402203.38N,0280514.50E,1352,295,YES,OTHER,NO
ENR6805,BANDIRMA WIND PLANT,WINDMILL,402205.41N,0280524.23E,1362,295,YES,OTHER,NO
ENR6806,BANDIRMA WIND PLANT,WINDMILL,402201.62N,0280532.71E,1423,295,YES,OTHER,NO
ENR6807,BANDIRMA WIND PLANT,WINDMILL,402154.13N,0280534.46E,1521,295,YES,OTHER,NO
ENR6808,BANDIRMA WIND PLANT,WINDMILL,402202.53N,0280546.60E,1418,295,YES,OTHER,NO
ENR6809,BANDIRMA WIND PLANT,WINDMILL,402154.81N,0280556.20E,1484,295,YES,OTHER,NO
ENR6810,BANDIRMA WIND PLANT,WINDMILL,402155.61N,0280607.32E,1482,295,YES,OTHER,NO
ENR6811,BANDIRMA WIND PLANT,WINDMILL,402158.28N,0280617.42E,1557,295,YES,OTHER,NO
ENR6812,BANDIRMA WIND PLANT,WINDMILL,402147.69N,0280622.75E,1626,295,YES,OTHER,NO
ENR6813,BANDIRMA WIND PLANT,WINDMILL,402142.71N,0280630.15E,1665,295,YES,OTHER,NO
ENR6814,BOZCAADA WIND PLANT,WINDMILL,394946.89N,0255831.92E,308,210,YES,OTHER,NO
ENR6815,BOZCAADA WIND PLANT,WINDMILL,394948.16N,0255829.24E,305,210,YES,OTHER,NO
ENR6816,BOZCAADA WIND PLANT,WINDMILL,394949.43N,0255826.55E,302,210,YES,OTHER,NO
ENR6817,BOZCAADA WIND PLANT,WINDMILL,394950.71N,0255823.86E,299,210,YES,OTHER,NO
ENR6818,BOZCAADA WIND PLANT,WINDMILL,394951.98N,0255821.18E,302,210,YES,OTHER,NO
ENR6819,BOZCAADA WIND PLANT,WINDMILL,394953.25N,0255818.49E,299,210,YES,OTHER,NO
ENR6820,BOZCAADA WIND PLANT,WINDMILL,394954.52N,0255815.80E,292,210,YES,OTHER,NO
ENR6821,BOZCAADA WIND PLANT,WINDMILL,394955.80N,0255813.11E,289,210,YES,OTHER,NO
ENR6822,BOZCAADA WIND PLANT,WINDMILL,394957.07N,0255810.43E,282,210,YES,OTHER,NO
ENR6823,BOZCAADA WIND PLANT,WINDMILL,395002.19N,0255809.68E,259,210,YES,OTHER,NO
ENR6824,BOZCAADA WIND PLANT,WINDMILL,395003.47N,0255807.00E,256,210,YES,OTHER,NO
ENR6825,BOZCAADA WIND PLANT,WINDMILL,395004.75N,0255804.32E,253,210,YES,OTHER,NO
ENR6826,BOZCAADA WIND PLANT,WINDMILL,395006.03N,0255801.64E,259,210,YES,OTHER,NO
ENR6827,BOZCAADA WIND PLANT,WINDMILL,395007.31N,0255758.96E,266,210,YES,OTHER,NO
ENR6828,BOZCAADA WIND PLANT,WINDMILL,395008.59N,0255756.27E,269,210,YES,OTHER,NO
ENR6829,BOZCAADA WIND PLANT,WINDMILL,395009.87N,0255753.59E,259,210,YES,OTHER,NO
ENR6830,BOZCAADA WIND PLANT,WINDMILL,395011.15N,0255750.91E,249,210,YES,OTHER,NO
ENR6831,BURGAZ WIND PLANT,WINDMILL,402254.73N,0263527.91E,1013,289,YES,OTHER,NO
ENR6832,BURGAZ WIND PLANT,WINDMILL,402257.29N,0263525.65E,1004,259,YES,OTHER,NO
ENR6833,BURGAZ WIND PLANT,WINDMILL,402300.45N,0263522.32E,1032,249,YES,OTHER,NO
ENR6834,BURGAZ WIND PLANT,WINDMILL,402304.45N,0263517.12E,1081,249,YES,OTHER,NO
ENR6835,BURGAZ WIND PLANT,WINDMILL,402305.87N,0263513.42E,1141,289,YES,OTHER,NO
ENR6836,BURGAZ WIND PLANT,WINDMILL,402307.48N,0263509.94E,1157,289,YES,OTHER,NO
ENR6837,BURGAZ WIND PLANT,WINDMILL,402305.93N,0263504.30E,1170,289,YES,OTHER,NO
ENR6838,BURGAZ WIND PLANT,WINDMILL,402306.21N,0263459.72E,1194,259,YES,OTHER,NO
ENR6839,BURGAZ WIND PLANT,WINDMILL,402309.22N,0263458.60E,1153,249,YES,OTHER,NO
ENR6840,BURGAZ WIND PLANT,WINDMILL,402312.04N,0263456.93E,1176,249,YES,OTHER,NO
ENR6841,BURGAZ WIND PLANT,WINDMILL,402313.84N,0263453.23E,1155,249,YES,OTHER,NO
ENR6842,BURGAZ WIND PLANT,WINDMILL,402315.73N,0263445.54E,1166,259,YES,OTHER,NO
ENR6843,BURGAZ WIND PLANT,WINDMILL,402317.37N,0263441.67E,1211,259,YES,OTHER,NO
ENR6844,BURGAZ WIND PLANT,WINDMILL,402319.62N,0263428.12E,1317,289,YES,OTHER,NO
ENR6845,BURGAZ WIND PLANT,WINDMILL,402319.14N,0263422.23E,1313,289,YES,OTHER,NO
ENR6846,BURGAZ WIND PLANT,WINDMILL,402321.82N,0263419.54E,1225,289,YES,OTHER,NO
ENR6847,BURGAZ WIND PLANT,WINDMILL,402325.33N,0263419.65E,1211,289,YES,OTHER,NO
ENR6848,BURGAZ WIND PLANT,WINDMILL,402326.80N,0263415.44E,1170,289,YES,OTHER,NO
ENR6849,CELTEK WIND MEAUREMENT MAST,POLE,395624.40N,0370042.30E,6660,197,YES,OTHER,NO
ENR6850,DATCA WIND PLANT,WINDMILL,364650.11N,0274144.73E,899,292,YES,OTHER,NO
ENR6851,DATCA WIND PLANT,WINDMILL,364650.25N,0274148.60E,863,253,YES,OTHER,NO
ENR6852,DATCA WIND PLANT,WINDMILL,364650.87N,0274200.19E,810,253,YES,OTHER,NO
ENR6853,DATCA WIND PLANT,WINDMILL,364652.11N,0274204.76E,764,253,YES,OTHER,NO
ENR6854,DATCA WIND PLANT,WINDMILL,364653.07N,0274228.65E,679,253,YES,OTHER,NO
ENR6855,DATCA WIND PLANT,WINDMILL,364655.39N,0274231.09E,656,253,YES,OTHER,NO
ENR6856,DATCA WIND PLANT,WINDMILL,364659.51N,0274242.10E,656,253,YES,OTHER,NO
ENR6857,DATCA WIND PLANT,WINDMILL,364636.12N,0274345.46E,584,292,YES,OTHER,NO
ENR6858,DATCA WIND PLANT,WINDMILL,364637.82N,0274349.07E,571,292,YES,OTHER,NO
ENR6859,DATCA WIND PLANT,WINDMILL,364640.87N,0274348.30E,587,292,YES,OTHER,NO
ENR6860,DATCA WIND PLANT,WINDMILL,364643.09N,0274350.90E,636,292,YES,OTHER,NO
ENR6861,DATCA WIND PLANT,WINDMILL,364646.08N,0274351.49E,673,292,YES,OTHER,NO
ENR6862,DATCA WIND PLANT,WINDMILL,364638.64N,0274428.70E,610,292,YES,OTHER,NO
ENR6863,DATCA WIND PLANT,WINDMILL,364640.37N,0274431.90E,633,292,YES,OTHER,NO
ENR6864,DATCA WIND PLANT,WINDMILL,364642.23N,0274435.47E,653,292,YES,OTHER,NO
ENR6865,DATCA WIND PLANT,WINDMILL,364643.57N,0274438.95E,656,292,YES,OTHER,NO
ENR6866,DATCA WIND PLANT,WINDMILL,364644.36N,0274442.75E,686,292,YES,OTHER,NO
ENR6867,DATCA WIND PLANT,WINDMILL,364646.29N,0274445.80E,646,292,YES,OTHER,NO
ENR6868,DATCA WIND PLANT,WINDMILL,364647.66N,0274449.64E,640,292,YES,OTHER,NO
ENR6869,DATCA WIND PLANT,WINDMILL,364649.81N,0274453.54E,682,292,YES,OTHER,NO
ENR6870,DATCA WIND PLANT,WINDMILL,364652.50N,0274454.25E,666,253,YES,OTHER,NO
ENR6871,DATCA WIND PLANT,WINDMILL,364657.47N,0274453.97E,692,292,YES,OTHER,NO
ENR6872,DATCA WIND PLANT,WINDMILL,364657.02N,0274508.82E,646,292,YES,OTHER,NO
ENR6873,DATCA WIND PLANT,WINDMILL,364700.10N,0274509.25E,669,292,YES,OTHER,NO
ENR6874,DATCA WIND PLANT,WINDMILL,364702.28N,0274513.39E,643,292,YES,OTHER,NO
ENR6875,DATCA WIND PLANT,WINDMILL,364703.52N,0274517.03E,696,292,YES,OTHER,NO
ENR6876,DATCA WIND PLANT,WINDMILL,364704.85N,0274521.76E,669,292,YES,OTHER,NO
ENR6877,DATCA WIND PLANT,WINDMILL,364709.29N,0274522.98E,591,253,YES,OTHER,NO
ENR6878,DATCA WIND PLANT,WINDMILL,364645.72N,0274529.81E,702,292,YES,OTHER,NO
ENR6879,DATCA WIND PLANT,WINDMILL,364649.03N,0274531.05E,702,292,YES,OTHER,NO
ENR6880,DATCA WIND PLANT,WINDMILL,364654.10N,0274534.20E,676,292,YES,OTHER,NO
ENR6881,DATCA WIND PLANT,WINDMILL,364658.02N,0274540.86E,640,292,YES,OTHER,NO
ENR6882,DATCA WIND PLANT,WINDMILL,364701.82N,0274544.93E,673,292,YES,OTHER,NO
ENR6883,DATCA WIND PLANT,WINDMILL,364702.38N,0274554.22E,686,292,YES,OTHER,NO
ENR6884,DATCA WIND PLANT,WINDMILL,364655.87N,0274606.82E,745,292,YES,OTHER,NO
ENR6885,DATCA WIND PLANT,WINDMILL,364658.82N,0274607.86E,745,292,YES,OTHER,NO
ENR6886,DIDIM WIND PLANT,WINDMILL,372705.53N,0272620.05E,2528,270,YES,OTHER,NO
ENR6932,ELMALI WIND MEAUREMENT MAST,POLE,361955.30N,0333405.20E,4003,263,YES,OTHER,NO
ENR6933,FESLEGEN WIND MEAUREMENT MAST,POLE,370455.10N,0274740.71E,2604,262,YES,OTHER,NO
ENR6934,ELMALI WIND MEAUREMENT MAST,POLE,361647.90N,0333713.20E,3625,262,YES,OTHER,NO
ENR6936,B33_K7799_MRS_SIPAHILITEPE_GSM TOWER,TOWER,360938.00N,0332656.00E,889,259,NO INFO,,NO
ENR6937,B06_02156_GOLBASI_UYDU_2_VIP2_GSM TOWER,TOWER,393847.00N,0324834.00E,3960,170,NO INFO,,NO
ENR6938,HALIC BRIDGE STEEL MAST,BRIDGE,410122.10N,0285800.40E,230,230,NO INFO,,NO
ENR6939,HALIC BRIDGE STEEL MAST,BRIDGE,410119.72N,0285758.46E,230,230,NO INFO,,NO
ENR6940,HALIC BRIDGE STEEL MAST,BRIDGE,410124.43N,0285802.88E,230,230,NO INFO,,NO
ENR6941,GERMIYAN WIND PLANT,WINDMILL,381818.75N,0262742.84E,829,210,YES,OTHER,NO
ENR6942,GERMIYAN WIND PLANT,WINDMILL,381817.99N,0262747.62E,809,210,YES,OTHER,NO
ENR6943,GERMIYAN WIND PLANT,WINDMILL,381817.20N,0262752.11E,796,210,YES,OTHER,NO
ENR6944,GELIBOLU WIND MEASUREMENT MAST,POLE,393739.55N,0262513.39E,1322,269,YES,OTHER,NO
ENR6945,GEYCEK WIND MEASUREMENT MAST,POLE,390656.64N,0342630.87E,4675,276,YES,OTHER,NO
ENR6946,GEYCEK WIND MEASUREMENT MAST,POLE,390506.62N,0342932.89E,4619,276,YES,OTHER,NO
ENR6947,GEYCEK WIND MEASUREMENT MAST,POLE,390409.25N,0343330.16E,5082,276,YES,OTHER,NO
ENR6948,GONEN WIND MEASUREMENT MAST,POLE,400332.91N,0272631.64E,2946,262,YES,OTHER,NO
ENR6949,ISIKLAR M60 WIND MEASUREMENT MAST,POLE,390329.99N,0293306.33E,5003,279,YES,OTHER,NO
ENR6950,KOZBEYLI WIND MEASUREMENT MAST,POLE,384230.40N,0265312.98E,1282,278,YES,OTHER,NO
ENR6951,MARE WIND PLANT,WINDMILL,381633.52N,0262753.86E,889,240,YES,OTHER,NO
ENR6952,MARE WIND PLANT,WINDMILL,381633.34N,0262757.12E,906,240,YES,OTHER,NO
ENR6953,MARE WIND PLANT,WINDMILL,381632.80N,0262800.33E,909,240,YES,OTHER,NO
ENR6954,MARE WIND PLANT,WINDMILL,381637.47N,0262806.64E,892,240,YES,OTHER,NO
ENR6955,MARE WIND PLANT,WINDMILL,381637.06N,0262810.34E,912,240,YES,OTHER,NO
