Obstacle_designator,AIXM_NAME  ,OTHER Type(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,color of lighting,Group
ENR3253,WIND POWER PLANT,WINDMILL,394209.94N,0280624.55E,1439,490,YES,OTHER,NO
ENR3254,WIND POWER PLANT,WINDMILL,394221.13N,0280612.89E,1576,490,YES,OTHER,NO
ENR3255,WIND POWER PLANT,WINDMILL,394224.05N,0280545.38E,1567,490,YES,OTHER,NO
ENR3256,WIND POWER PLANT,WINDMILL,394231.36N,0280512.12E,1498,490,YES,OTHER,NO
ENR3257,WIND POWER PLANT,WINDMILL,394230.53N,0280433.67E,1606,490,YES,OTHER,NO
ENR3258,WIND POWER PLANT,WINDMILL,394202.99N,0280416.82E,1691,490,YES,OTHER,NO
ENR3259,WIND POWER PLANT,WINDMILL,394136.46N,0280418.70E,1672,490,YES,OTHER,NO
ENR3260,WIND POWER PLANT,WINDMILL,394141.78N,0280446.74E,1704,490,YES,OTHER,NO
ENR3261,WIND POWER PLANT,WINDMILL,394140.13N,0280556.15E,1485,490,YES,OTHER,NO
ENR3262,WIND POWER PLANT,WINDMILL,394132.17N,0280633.55E,1321,490,YES,OTHER,NO
ENR3263,WIND POWER PLANT,WINDMILL,381427.96N,0264520.59E,751,407,YES,OTHER,NO
ENR3264,WIND POWER PLANT,WINDMILL,381438.62N,0264532.80E,748,407,YES,OTHER,NO
ENR3265,WIND POWER PLANT,WINDMILL,381442.61N,0264517.10E,751,407,YES,OTHER,NO
ENR3266,WIND POWER PLANT,WINDMILL,381457.41N,0264519.55E,784,407,YES,OTHER,NO
ENR3267,WIND POWER PLANT,WINDMILL,381453.02N,0264529.45E,807,407,YES,OTHER,NO
ENR3268,WIND POWER PLANT,WINDMILL,381510.87N,0264526.28E,833,407,YES,OTHER,NO
ENR3269,WIND POWER PLANT,WINDMILL,381506.19N,0264535.78E,817,407,YES,OTHER,NO
ENR3270,WIND POWER PLANT,WINDMILL,381502.09N,0264545.83E,794,407,YES,OTHER,NO
ENR3271,WIND POWER PLANT,WINDMILL,381457.59N,0264555.51E,863,407,YES,OTHER,NO
ENR3272,WIND POWER PLANT,WINDMILL,381453.74N,0264605.48E,830,407,YES,OTHER,NO
ENR3273,WIND POWER PLANT,WINDMILL,381438.36N,0264600.84E,876,407,YES,OTHER,NO
ENR3274,WIND POWER PLANT,WINDMILL,381433.61N,0264610.13E,843,407,YES,OTHER,NO
ENR3275,WIND POWER PLANT,WINDMILL,383201.97N,0263506.90E,1220,407,YES,OTHER,NO
ENR3276,WIND POWER PLANT,WINDMILL,383208.27N,0263458.40E,1207,407,YES,OTHER,NO
ENR3277,WIND POWER PLANT,WINDMILL,383149.33N,0263457.50E,1391,407,YES,OTHER,NO
ENR3278,WIND POWER PLANT,WINDMILL,383155.45N,0263449.01E,1339,407,YES,OTHER,NO
ENR3279,WIND POWER PLANT,WINDMILL,383142.17N,0263441.12E,1437,407,YES,OTHER,NO
ENR3280,WIND POWER PLANT,WINDMILL,383127.23N,0263457.04E,1414,407,YES,OTHER,NO
ENR3281,WIND POWER PLANT,WINDMILL,383127.41N,0263445.41E,1430,407,YES,OTHER,NO
ENR3282,WIND POWER PLANT,WINDMILL,383127.84N,0263433.17E,1480,407,YES,OTHER,NO
ENR3283,WIND POWER PLANT,WINDMILL,383112.00N,0263419.88E,1608,407,YES,OTHER,NO
ENR3284,WIND POWER PLANT,WINDMILL,383118.37N,0263411.39E,1594,407,YES,OTHER,NO
ENR3285,WIND POWER PLANT,WINDMILL,383112.29N,0263353.50E,1759,407,YES,OTHER,NO
ENR3286,WIND POWER PLANT,WINDMILL,383106.24N,0263401.49E,1719,407,YES,OTHER,NO
ENR3287,WIND POWER PLANT,WINDMILL,383059.62N,0263407.07E,1690,407,YES,OTHER,NO
ENR3288,WIND POWER PLANT,WINDMILL,383054.22N,0263413.58E,1745,407,YES,OTHER,NO
ENR3289,WIND POWER PLANT,WINDMILL,383049.39N,0263422.94E,1913,407,YES,OTHER,NO
ENR3290,WIND POWER PLANT,WINDMILL,383128.24N,0263539.37E,961,407,YES,OTHER,NO
ENR3291,WIND POWER PLANT,WINDMILL,383130.43N,0263548.95E,965,407,YES,OTHER,NO
ENR3292,WIND POWER PLANT,WINDMILL,383129.28N,0263559.17E,958,407,YES,OTHER,NO
ENR3293,WIND POWER PLANT,WINDMILL,383130.29N,0263608.93E,974,407,YES,OTHER,NO
ENR3294,WIND POWER PLANT,WINDMILL,383130.79N,0263618.65E,879,407,YES,OTHER,NO
ENR3295,WIND POWER PLANT,WINDMILL,380153.54N,0280612.64E,4816,420,YES,OTHER,NO
ENR3296,WIND POWER PLANT,WINDMILL,380138.50N,0280634.56E,4862,420,YES,OTHER,NO
ENR3297,WIND POWER PLANT,WINDMILL,380130.83N,0280649.82E,4970,420,YES,OTHER,NO
ENR3298,WIND POWER PLANT,WINDMILL,380129.96N,0280700.44E,4934,420,YES,OTHER,NO
ENR3299,WIND POWER PLANT,WINDMILL,380128.78N,0280711.10E,5016,420,YES,OTHER,NO
ENR3300,WIND POWER PLANT,WINDMILL,380133.74N,0280711.10E,5036,420,YES,OTHER,NO
ENR3301,WIND POWER PLANT,WINDMILL,380128.34N,0280727.55E,5079,420,YES,OTHER,NO
ENR3302,WIND POWER PLANT,WINDMILL,380131.33N,0280735.40E,5079,420,YES,OTHER,NO
ENR3303,WIND POWER PLANT,WINDMILL,380130.94N,0280744.08E,5131,420,YES,OTHER,NO
ENR3304,WIND POWER PLANT,WINDMILL,415352.37N,0272740.07E,2625,427,YES,OTHER,NO
ENR3305,WIND POWER PLANT,WINDMILL,415357.44N,0272758.36E,2608,427,YES,OTHER,NO
ENR3306,WIND POWER PLANT,WINDMILL,415356.98N,0272813.94E,2631,427,YES,OTHER,NO
ENR3307,WIND POWER PLANT,WINDMILL,415359.21N,0272833.96E,2664,427,YES,OTHER,NO
ENR3308,WIND POWER PLANT,WINDMILL,415349.52N,0272846.67E,2566,427,YES,OTHER,NO
ENR3309,WIND POWER PLANT,WINDMILL,415330.12N,0272904.74E,2500,427,YES,OTHER,NO
ENR3310,WIND POWER PLANT,WINDMILL,415324.65N,0272918.46E,2612,427,YES,OTHER,NO
ENR3311,WIND POWER PLANT,WINDMILL,415322.16N,0272940.74E,2533,427,YES,OTHER,NO
ENR3312,WIND POWER PLANT,WINDMILL,415312.23N,0273005.44E,2441,427,YES,OTHER,NO
ENR3313,WIND POWER PLANT,WINDMILL,415312.84N,0273020.59E,2313,427,YES,OTHER,NO
ENR3314,WIND POWER PLANT,WINDMILL,415343.73N,0272728.94E,2575,427,YES,OTHER,NO
ENR3315,WIND POWER PLANT,WINDMILL,415325.87N,0272849.62E,2484,427,YES,OTHER,NO
ENR3316,WIND POWER PLANT,WINDMILL,380731.58N,0352943.84E,5515,492,YES,OTHER,NO
ENR3317,WIND POWER PLANT,WINDMILL,380723.23N,0352937.00E,5607,492,YES,OTHER,NO
ENR3318,WIND POWER PLANT,WINDMILL,380719.13N,0352927.13E,5554,492,YES,OTHER,NO
ENR3319,WIND POWER PLANT,WINDMILL,380630.71N,0352851.89E,5748,492,YES,OTHER,NO
ENR3320,WIND POWER PLANT,WINDMILL,380623.54N,0352844.22E,5748,492,YES,OTHER,NO
ENR3321,WIND POWER PLANT,WINDMILL,380619.80N,0352834.03E,5732,492,YES,OTHER,NO
ENR3322,WIND POWER PLANT,WINDMILL,380615.80N,0352824.06E,5682,492,YES,OTHER,NO
ENR3323,WIND POWER PLANT,WINDMILL,380720.71N,0352914.82E,5430,492,YES,OTHER,NO
ENR3324,WIND POWER PLANT,WINDMILL,380606.70N,0352804.91E,5594,492,YES,OTHER,NO
ENR3325,WIND POWER PLANT,WINDMILL,380602.27N,0352755.22E,5699,492,YES,OTHER,NO
ENR3326,WIND POWER PLANT,WINDMILL,380558.09N,0352745.47E,5709,492,YES,OTHER,NO
ENR3327,WIND POWER PLANT,WINDMILL,380643.27N,0352938.26E,5577,492,YES,OTHER,NO
ENR3328,WIND POWER PLANT,WINDMILL,380640.54N,0352926.16E,5666,492,YES,OTHER,NO
ENR3329,WIND POWER PLANT,WINDMILL,380637.19N,0352914.32E,5751,492,YES,OTHER,NO
ENR3330,WIND POWER PLANT,WINDMILL,380633.62N,0352902.76E,5741,492,YES,OTHER,NO
ENR3331,WIND POWER PLANT,WINDMILL,380557.16N,0353104.40E,5531,492,YES,OTHER,NO
ENR3332,WIND POWER PLANT,WINDMILL,380550.93N,0353055.04E,5518,492,YES,OTHER,NO
ENR3333,WIND POWER PLANT,WINDMILL,380544.84N,0353045.40E,5518,492,YES,OTHER,NO
ENR3334,WIND POWER PLANT,WINDMILL,380541.42N,0353033.55E,5413,492,YES,OTHER,NO
ENR3335,WIND POWER PLANT,WINDMILL,380536.60N,0353022.79E,5446,492,YES,OTHER,NO
ENR3336,WIND POWER PLANT,WINDMILL,380532.42N,0353011.70E,5574,492,YES,OTHER,NO
ENR3337,WIND POWER PLANT,WINDMILL,380527.85N,0353000.79E,5643,492,YES,OTHER,NO
ENR3338,WIND POWER PLANT,WINDMILL,380519.97N,0352952.55E,5564,492,YES,OTHER,NO
ENR3339,WIND POWER PLANT,WINDMILL,380506.90N,0352949.67E,5561,492,YES,OTHER,NO
ENR3340,WIND POWER PLANT,WINDMILL,380500.64N,0352940.27E,5551,492,YES,OTHER,NO
ENR3341,WIND POWER PLANT,WINDMILL,362659.39N,0361537.37E,1345,410,YES,OTHER,NO
ENR3342,WIND POWER PLANT,WINDMILL,362656.08N,0361518.11E,1690,410,YES,OTHER,NO
ENR3343,WIND POWER PLANT,WINDMILL,362637.57N,0361515.37E,1424,410,YES,OTHER,NO
ENR3344,WIND POWER PLANT,WINDMILL,362545.91N,0361523.94E,1115,410,YES,OTHER,NO
ENR3345,WIND POWER PLANT,WINDMILL,362536.26N,0361507.56E,1027,410,YES,OTHER,NO
ENR3346,WIND POWER PLANT,WINDMILL,362710.33N,0361550.83E,1171,459,YES,OTHER,NO
ENR3347,WIND POWER PLANT,WINDMILL,362651.76N,0361534.88E,1444,459,YES,OTHER,NO
ENR3348,WIND POWER PLANT,WINDMILL,362645.64N,0361522.14E,1562,459,YES,OTHER,NO
ENR3349,WIND POWER PLANT,WINDMILL,362625.69N,0361516.02E,1476,459,YES,OTHER,NO
ENR3350,WIND POWER PLANT,WINDMILL,362617.99N,0361514.40E,1348,459,YES,OTHER,NO
ENR3351,WIND POWER PLANT,WINDMILL,362602.08N,0361520.41E,1234,459,YES,OTHER,NO
ENR3352,WIND POWER PLANT,WINDMILL,362541.34N,0361516.24E,1125,459,YES,OTHER,NO
ENR3353,WIND POWER PLANT,WINDMILL,402145.29N,0280711.75E,1962,410,YES,OTHER,NO
ENR3354,WIND POWER PLANT,WINDMILL,402140.64N,0280721.76E,1949,410,YES,OTHER,NO
ENR3355,WIND POWER PLANT,WINDMILL,402203.18N,0280751.46E,1775,410,YES,OTHER,NO
ENR3356,WIND POWER PLANT,WINDMILL,402202.21N,0280805.14E,1857,410,YES,OTHER,NO
ENR3357,WIND POWER PLANT,WINDMILL,402205.84N,0280820.15E,1978,410,YES,OTHER,NO
ENR3358,WIND POWER PLANT,WINDMILL,402208.83N,0280835.12E,2149,410,YES,OTHER,NO
ENR3359,WIND POWER PLANT,WINDMILL,402151.98N,0280834.12E,2182,410,YES,OTHER,NO
ENR3360,WIND POWER PLANT,WINDMILL,402156.30N,0280849.24E,2126,410,YES,OTHER,NO
ENR3361,WIND POWER PLANT,WINDMILL,402148.82N,0280858.34E,2172,410,YES,OTHER,NO
ENR3362,WIND POWER PLANT,WINDMILL,402156.45N,0280916.74E,1991,410,YES,OTHER,NO
ENR3363,WIND POWER PLANT,WINDMILL,402211.53N,0281052.10E,2674,410,YES,OTHER,NO
ENR3364,WIND POWER PLANT,WINDMILL,402155.19N,0280942.30E,2037,410,YES,OTHER,NO
ENR3365,WIND POWER PLANT,WINDMILL,402154.14N,0280953.93E,2116,410,YES,OTHER,NO
ENR3366,WIND POWER PLANT,WINDMILL,402153.35N,0281006.64E,2182,410,YES,OTHER,NO
ENR3367,WIND POWER PLANT,WINDMILL,402209.95N,0281038.32E,2529,410,YES,OTHER,NO
ENR3368,WIND POWER PLANT,WINDMILL,402151.55N,0281018.26E,2247,410,YES,OTHER,NO
ENR3369,WIND POWER PLANT,WINDMILL,402149.90N,0281032.16E,2408,410,YES,OTHER,NO
ENR3370,WIND POWER PLANT,WINDMILL,402149.61N,0281056.64E,2608,410,YES,OTHER,NO
ENR3371,WIND POWER PLANT,WINDMILL,402208.62N,0281103.23E,2697,410,YES,OTHER,NO
ENR3372,WIND POWER PLANT,WINDMILL,402220.96N,0281120.65E,2634,410,YES,OTHER,NO
ENR3373,WIND POWER PLANT,WINDMILL,402202.78N,0280738.35E,1742,459,YES,OTHER,NO
ENR3374,WIND POWER PLANT,WINDMILL,402151.12N,0280809.64E,1949,459,YES,OTHER,NO
ENR3375,WIND POWER PLANT,WINDMILL,402218.08N,0280818.53E,1847,459,YES,OTHER,NO
ENR3376,WIND POWER PLANT,WINDMILL,402210.06N,0280903.38E,1995,459,YES,OTHER,NO
ENR3377,WIND POWER PLANT,WINDMILL,402134.06N,0280851.97E,2100,459,YES,OTHER,NO
ENR3378,WIND POWER PLANT,WINDMILL,402208.33N,0280937.69E,1949,459,YES,OTHER,NO
ENR3379,WIND POWER PLANT,WINDMILL,402206.06N,0280956.20E,2005,459,YES,OTHER,NO
ENR3380,WIND POWER PLANT,WINDMILL,402200.91N,0280927.22E,2067,459,YES,OTHER,NO
ENR3381,WIND POWER PLANT,WINDMILL,402150.29N,0281042.38E,2464,459,YES,OTHER,NO
ENR3382,WIND POWER PLANT,WINDMILL,410749.04N,0273604.64E,1040,472,YES,OTHER,NO
ENR3384,WIND POWER PLANT,WINDMILL,410738.78N,0273629.70E,1112,472,YES,OTHER,NO
ENR3386,WIND POWER PLANT,WINDMILL,410722.33N,0273650.51E,1145,472,YES,OTHER,NO
ENR3388,WIND POWER PLANT,WINDMILL,410705.70N,0273714.05E,1158,472,YES,OTHER,NO
ENR3389,WIND POWER PLANT,WINDMILL,410648.38N,0273721.61E,1194,472,YES,OTHER,NO
ENR3390,WIND POWER PLANT,WINDMILL,410507.73N,0273755.45E,1109,591,YES,OTHER,NO
ENR3391,WIND POWER PLANT,WINDMILL,394206.66N,0301604.30E,3801,589,YES,OTHER,NO
ENR3392,WIND POWER PLANT,WINDMILL,394159.06N,0301612.11E,3830,589,YES,OTHER,NO
ENR3393,WIND POWER PLANT,WINDMILL,394152.08N,0301620.86E,3837,589,YES,OTHER,NO
ENR3394,WIND POWER PLANT,WINDMILL,394145.53N,0301629.75E,3853,589,YES,OTHER,NO
ENR3395,WIND POWER PLANT,WINDMILL,394141.35N,0301641.41E,3870,589,YES,OTHER,NO
ENR3396,WIND POWER PLANT,WINDMILL,394141.21N,0301654.52E,3853,589,YES,OTHER,NO
ENR3397,WIND POWER PLANT,WINDMILL,394140.60N,0301707.30E,3837,589,YES,OTHER,NO
ENR3398,WIND POWER PLANT,WINDMILL,394135.41N,0301717.38E,3830,589,YES,OTHER,NO
ENR3399,WIND POWER PLANT,WINDMILL,394131.13N,0301729.04E,3804,589,YES,OTHER,NO
ENR3400,WIND POWER PLANT,WINDMILL,394132.10N,0301508.10E,3840,589,YES,OTHER,NO
ENR3401,WIND POWER PLANT,WINDMILL,394124.04N,0301523.22E,3883,589,YES,OTHER,NO
ENR3402,WIND POWER PLANT,WINDMILL,394115.79N,0301522.14E,3916,589,YES,OTHER,NO
ENR3403,WIND POWER PLANT,WINDMILL,394106.25N,0301525.60E,3935,589,YES,OTHER,NO
ENR3404,WIND POWER PLANT,WINDMILL,362815.78N,0361200.68E,2762,410,YES,OTHER,NO
ENR3405,WIND POWER PLANT,WINDMILL,362818.55N,0361213.00E,2844,410,YES,OTHER,NO
ENR3406,WIND POWER PLANT,WINDMILL,362829.06N,0361230.89E,3038,410,YES,OTHER,NO
ENR3407,WIND POWER PLANT,WINDMILL,362843.21N,0361235.28E,3045,410,YES,OTHER,NO
ENR3408,WIND POWER PLANT,WINDMILL,362841.48N,0361221.78E,2904,410,YES,OTHER,NO
ENR3409,WIND POWER PLANT,WINDMILL,362841.41N,0361209.83E,2861,410,YES,OTHER,NO
ENR3410,WIND POWER PLANT,WINDMILL,362846.60N,0361156.62E,2854,410,YES,OTHER,NO
ENR3411,WIND POWER PLANT,WINDMILL,362848.04N,0361142.97E,2887,410,YES,OTHER,NO
ENR3412,WIND POWER PLANT,WINDMILL,362823.05N,0361220.12E,2897,410,YES,OTHER,NO
ENR3413,WIND POWER PLANT,WINDMILL,362905.42N,0361120.26E,2661,410,YES,OTHER,NO
ENR3414,WIND POWER PLANT,WINDMILL,362826.40N,0361244.89E,3097,410,YES,OTHER,NO
ENR3415,WIND POWER PLANT,WINDMILL,362838.60N,0361251.19E,3048,410,YES,OTHER,NO
ENR3416,WIND POWER PLANT,WINDMILL,362852.28N,0361259.65E,2969,410,YES,OTHER,NO
ENR3417,WIND POWER PLANT,WINDMILL,362843.18N,0361301.02E,3005,410,YES,OTHER,NO
ENR3418,WIND POWER PLANT,WINDMILL,362821.29N,0361255.87E,3005,410,YES,OTHER,NO
ENR3419,WIND POWER PLANT,WINDMILL,362813.91N,0361246.48E,2904,410,YES,OTHER,NO
ENR3420,WIND POWER PLANT,WINDMILL,385546.20N,0271138.29E,2185,410,YES,OTHER,NO
ENR3421,WIND POWER PLANT,WINDMILL,385537.60N,0271142.29E,2254,410,YES,OTHER,NO
ENR3422,WIND POWER PLANT,WINDMILL,385526.40N,0271148.37E,2359,410,YES,OTHER,NO
ENR3423,WIND POWER PLANT,WINDMILL,385509.70N,0271134.98E,2431,410,YES,OTHER,NO
ENR3424,WIND POWER PLANT,WINDMILL,385513.48N,0271148.48E,2566,410,YES,OTHER,NO
ENR3425,WIND POWER PLANT,WINDMILL,385505.59N,0271152.98E,2562,410,YES,OTHER,NO
ENR3426,WIND POWER PLANT,WINDMILL,385457.78N,0271158.88E,2444,410,YES,OTHER,NO
ENR3427,WIND POWER PLANT,WINDMILL,385453.17N,0271208.50E,2329,410,YES,OTHER,NO
ENR3428,WIND POWER PLANT,WINDMILL,385449.90N,0271218.58E,2234,410,YES,OTHER,NO
ENR3429,WIND POWER PLANT,WINDMILL,385447.77N,0271229.59E,2234,410,YES,OTHER,NO
ENR3430,WIND POWER PLANT,WINDMILL,385441.69N,0271237.19E,2283,410,YES,OTHER,NO
ENR3431,WIND POWER PLANT,WINDMILL,385537.67N,0271046.60E,2152,410,YES,OTHER,NO
ENR3432,WIND POWER PLANT,WINDMILL,403327.58N,0371948.92E,6142,459,YES,OTHER,NO
ENR3433,WIND POWER PLANT,WINDMILL,385529.39N,0271051.38E,2185,410,YES,OTHER,NO
ENR3434,WIND POWER PLANT,WINDMILL,385526.29N,0271030.47E,2021,410,YES,OTHER,NO
ENR3435,WIND POWER PLANT,WINDMILL,385520.17N,0271039.29E,2165,410,YES,OTHER,NO
ENR3436,WIND POWER PLANT,WINDMILL,385514.88N,0271048.18E,2244,410,YES,OTHER,NO
ENR3437,WIND POWER PLANT,WINDMILL,385509.30N,0271056.78E,2316,410,YES,OTHER,NO
ENR3438,WIND POWER PLANT,WINDMILL,385503.18N,0271105.68E,2415,410,YES,OTHER,NO
ENR3439,WIND POWER PLANT,WINDMILL,385455.80N,0271111.69E,2484,410,YES,OTHER,NO
ENR3440,WIND POWER PLANT,WINDMILL,385441.29N,0271111.69E,2379,410,YES,OTHER,NO
ENR3441,WIND POWER PLANT,WINDMILL,385435.28N,0271122.78E,2300,410,YES,OTHER,NO
ENR3442,WIND POWER PLANT,WINDMILL,385433.08N,0271035.87E,2205,410,YES,OTHER,NO
ENR3443,WIND POWER PLANT,WINDMILL,385425.78N,0271041.38E,2247,410,YES,OTHER,NO
ENR3444,WIND POWER PLANT,WINDMILL,385419.30N,0271048.79E,2264,410,YES,OTHER,NO
ENR3445,WIND POWER PLANT,WINDMILL,385412.28N,0271055.67E,2280,410,YES,OTHER,NO
ENR3446,WIND POWER PLANT,WINDMILL,385404.28N,0271100.38E,2244,410,YES,OTHER,NO
ENR3447,WIND POWER PLANT,WINDMILL,385529.39N,0271018.37E,1857,410,YES,OTHER,NO
ENR3448,WIND POWER PLANT,WINDMILL,385349.27N,0271114.78E,2136,410,YES,OTHER,NO
ENR3449,WIND POWER PLANT,WINDMILL,385343.87N,0271124.29E,2067,410,YES,OTHER,NO
ENR3450,WIND POWER PLANT,WINDMILL,385338.40N,0271133.29E,2067,410,YES,OTHER,NO
ENR3451,WIND POWER PLANT,WINDMILL,385334.69N,0271143.48E,2087,410,YES,OTHER,NO
ENR3452,WIND POWER PLANT,WINDMILL,385326.99N,0271151.29E,1965,410,YES,OTHER,NO
ENR3453,WIND POWER PLANT,WINDMILL,385309.78N,0271154.10E,1890,410,YES,OTHER,NO
ENR3454,WIND POWER PLANT,WINDMILL,385304.20N,0271203.17E,1936,410,YES,OTHER,NO
ENR3455,WIND POWER PLANT,WINDMILL,385256.17N,0271207.88E,1906,410,YES,OTHER,NO
ENR3456,WIND POWER PLANT,WINDMILL,385248.40N,0271213.00E,1886,410,YES,OTHER,NO
ENR3457,WIND POWER PLANT,WINDMILL,385458.07N,0271009.59E,1955,489,YES,OTHER,NO
ENR3458,WIND POWER PLANT,WINDMILL,385453.17N,0271020.28E,2018,489,YES,OTHER,NO
ENR3459,WIND POWER PLANT,WINDMILL,385450.29N,0271033.60E,2096,489,YES,OTHER,NO
ENR3460,WIND POWER PLANT,WINDMILL,385458.68N,0271238.20E,2267,489,YES,OTHER,NO
ENR3461,WIND POWER PLANT,WINDMILL,385524.28N,0271107.58E,2234,489,YES,OTHER,NO
ENR3462,WIND POWER PLANT,WINDMILL,385510.27N,0271121.37E,2379,489,YES,OTHER,NO
ENR3463,WIND POWER PLANT,WINDMILL,385554.70N,0271132.39E,2123,489,YES,OTHER,NO
ENR3464,WIND POWER PLANT,WINDMILL,385522.37N,0271235.89E,2320,489,YES,OTHER,NO
ENR3465,WIND POWER PLANT,WINDMILL,385512.40N,0271236.68E,2283,489,YES,OTHER,NO
ENR3466,WIND POWER PLANT,WINDMILL,385442.48N,0271249.50E,2185,489,YES,OTHER,NO
ENR3467,WIND POWER PLANT,WINDMILL,385911.80N,0271257.60E,1818,459,YES,OTHER,NO
ENR3468,WIND POWER PLANT,WINDMILL,385855.60N,0271300.48E,1972,459,YES,OTHER,NO
ENR3469,WIND POWER PLANT,WINDMILL,385815.78N,0271236.68E,2018,459,YES,OTHER,NO
ENR3470,WIND POWER PLANT,WINDMILL,385706.98N,0271231.00E,2287,459,YES,OTHER,NO
ENR3471,WIND POWER PLANT,WINDMILL,385653.20N,0271236.07E,2359,459,YES,OTHER,NO
ENR3472,WIND POWER PLANT,WINDMILL,385709.07N,0271308.40E,2362,459,YES,OTHER,NO
ENR3473,WIND POWER PLANT,WINDMILL,385734.67N,0271314.70E,2234,459,YES,OTHER,NO
ENR3474,WIND POWER PLANT,WINDMILL,385743.38N,0271308.47E,2149,459,YES,OTHER,NO
ENR3475,WIND POWER PLANT,WINDMILL,385733.48N,0271339.97E,2201,459,YES,OTHER,NO
ENR3476,WIND POWER PLANT,WINDMILL,385728.69N,0271354.19E,2270,459,YES,OTHER,NO
ENR3477,WIND POWER PLANT,WINDMILL,385723.80N,0271403.77E,2405,459,YES,OTHER,NO
ENR3478,WIND POWER PLANT,WINDMILL,385718.07N,0271413.67E,2497,459,YES,OTHER,NO
ENR3479,WIND POWER PLANT,WINDMILL,385712.67N,0271421.08E,2438,459,YES,OTHER,NO
ENR3480,WIND POWER PLANT,WINDMILL,385710.19N,0271433.29E,2362,459,YES,OTHER,NO
ENR3481,WIND POWER PLANT,WINDMILL,385646.39N,0271443.98E,2490,459,YES,OTHER,NO
ENR3482,WIND POWER PLANT,WINDMILL,385610.90N,0271414.28E,2785,459,YES,OTHER,NO
ENR3483,WIND POWER PLANT,WINDMILL,385603.37N,0271420.47E,2821,459,YES,OTHER,NO
ENR3484,WIND POWER PLANT,WINDMILL,385557.79N,0271429.18E,2887,459,YES,OTHER,NO
ENR3485,WIND POWER PLANT,WINDMILL,385550.59N,0271441.10E,2992,459,YES,OTHER,NO
ENR3486,WIND POWER PLANT,WINDMILL,385547.17N,0271452.19E,3028,459,YES,OTHER,NO
ENR3487,WIND POWER PLANT,WINDMILL,385601.00N,0271504.50E,3048,459,YES,OTHER,NO
ENR3488,WIND POWER PLANT,WINDMILL,385553.69N,0271512.78E,2992,459,YES,OTHER,NO
ENR3489,WIND POWER PLANT,WINDMILL,413140.65N,0275959.93E,1340,490,YES,OTHER,NO
ENR3494,WIND POWER PLANT,WINDMILL,413034.47N,0280102.19E,1573,490,YES,OTHER,NO
ENR3501,WIND POWER PLANT,WINDMILL,413103.31N,0280134.53E,1557,490,YES,OTHER,NO
ENR3503,WIND POWER PLANT,WINDMILL,413056.98N,0280204.07E,1573,490,YES,OTHER,NO
ENR3506,WIND POWER PLANT,WINDMILL,411101.75N,0281109.85E,1115,591,YES,OTHER,NO
ENR3511,WIND POWER PLANT,WINDMILL,411051.28N,0281336.01E,1063,591,YES,OTHER,NO
ENR3513,WIND POWER PLANT,WINDMILL,411038.68N,0280828.64E,1280,591,YES,OTHER,NO
ENR3515,WIND POWER PLANT,WINDMILL,411159.71N,0281523.36E,1056,591,YES,OTHER,NO
ENR3516,WIND POWER PLANT,WINDMILL,411211.74N,0281519.48E,1099,591,YES,OTHER,NO
ENR3522,WIND POWER PLANT,WINDMILL,411225.56N,0281420.72E,1089,591,YES,OTHER,NO
ENR3525,WIND POWER PLANT,WINDMILL,411035.69N,0280842.22E,1266,591,YES,OTHER,NO
ENR3526,WIND POWER PLANT,WINDMILL,411045.01N,0280817.56E,1259,589,YES,OTHER,NO
ENR3527,WIND POWER PLANT,WINDMILL,411053.26N,0280809.06E,1263,591,YES,OTHER,NO
ENR3528,WIND POWER PLANT,WINDMILL,411105.35N,0280954.43E,1066,591,YES,OTHER,NO
ENR3529,WIND POWER PLANT,WINDMILL,411240.18N,0281418.67E,1102,591,YES,OTHER,NO
ENR3530,WIND POWER PLANT,WINDMILL,411247.12N,0281406.22E,1109,591,YES,OTHER,NO
ENR3532,WIND POWER PLANT,WINDMILL,411108.23N,0280750.16E,1237,591,YES,OTHER,NO
ENR3533,WIND POWER PLANT,WINDMILL,411117.59N,0280743.03E,1217,591,YES,OTHER,NO
ENR3534,WIND POWER PLANT,WINDMILL,411128.39N,0281046.49E,1263,591,YES,OTHER,NO
ENR3535,WIND POWER PLANT,WINDMILL,411138.76N,0281044.76E,1247,591,YES,OTHER,NO
ENR3537,WIND POWER PLANT,WINDMILL,411002.78N,0281403.37E,1017,591,YES,OTHER,NO
ENR3538,WIND POWER PLANT,WINDMILL,410954.29N,0281411.00E,1099,591,YES,OTHER,NO
ENR3539,WIND POWER PLANT,WINDMILL,411014.70N,0281359.38E,1033,591,YES,OTHER,NO
ENR3540,WIND POWER PLANT,WINDMILL,411237.26N,0281215.66E,1132,591,YES,OTHER,NO
ENR3541,WIND POWER PLANT,WINDMILL,411305.02N,0281150.32E,1194,591,YES,OTHER,NO
ENR3542,WIND POWER PLANT,WINDMILL,411317.08N,0281117.05E,1237,591,YES,OTHER,NO
ENR3543,WIND POWER PLANT,WINDMILL,411148.88N,0281429.69E,1033,591,YES,OTHER,NO
ENR3544,WIND POWER PLANT,WINDMILL,411312.36N,0281318.12E,1066,591,YES,OTHER,NO
ENR3545,WIND POWER PLANT,WINDMILL,411343.43N,0281243.09E,1227,591,YES,OTHER,NO
ENR3546,WIND POWER PLANT,WINDMILL,411411.33N,0281009.01E,1394,591,YES,OTHER,NO
