Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,
LTCU281,BUILDING,BUILDING,385158.660N,0403946.049E,3787.7,14.8,NO,,NO,
LTCU282,BUILDING,BUILDING,385201.125N,0403948.566E,3851.0,14.8,NO,,NO,
LTCU283,BUILDING,BUILDING,385200.961N,0403949.084E,3853.7,14.8,NO,,NO,
LTCU284,BUILDING,BUILDING,385200.707N,0403949.391E,3852.9,14.8,NO,,NO,
LTCU285,BUILDING,BUILDING,385158.302N,0403949.464E,3801.0,14.8,NO,,NO,
LTCU286,BUILDING,BUILDING,385158.252N,0403949.907E,3806.5,14.8,NO,,NO,
LTCU287,BUILDING,BUILDING,385158.641N,0403950.205E,3816.9,14.8,NO,,NO,
LTCU288,BUILDING,BUILDING,385158.633N,0403951.005E,3827.3,14.8,NO,,NO,
LTCU289,BUILDING,BUILDING,385159.171N,0403951.225E,3843.6,14.8,NO,,NO,
LTCU290,BUILDING,BUILDING,385200.188N,0403951.262E,3859.9,14.8,NO,,NO,
LTCU291,BUILDING,BUILDING,385159.327N,0403953.028E,3857.8,14.8,NO,,NO,
LTCU292,BUILDING,BUILDING,385158.177N,0403952.303E,3828.5,14.8,NO,,NO,
LTCU293,BUILDING,BUILDING,385158.212N,0403951.651E,3824.4,14.8,NO,,NO,
LTCU294,BUILDING,BUILDING,385158.065N,0403954.737E,3849.1,14.8,NO,,NO,
LTCU295,BUILDING,BUILDING,385158.215N,0403955.375E,3857.8,14.8,NO,,NO,
LTCU296,BUILDING,BUILDING,385157.893N,0403956.613E,3862.1,14.8,NO,,NO,
LTCU297,BUILDING,BUILDING,385156.839N,0403956.766E,3849.1,14.8,NO,,NO,
LTCU298,BUILDING,BUILDING,385156.929N,0403955.928E,3843.1,14.8,NO,,NO,
LTCU299,BUILDING,BUILDING,385156.965N,0403955.072E,3837.0,14.8,NO,,NO,
LTCU300,BUILDING,BUILDING,385156.368N,0403956.156E,3836.3,14.8,NO,,NO,
LTCU301,BUILDING,BUILDING,385156.406N,0403955.321E,3830.5,14.8,NO,,NO,
LTCU302,BUILDING,BUILDING,385156.999N,0403954.283E,3828.9,14.8,NO,,NO,
LTCU303,BUILDING,BUILDING,385157.143N,0403953.515E,3820.7,14.8,NO,,NO,
LTCU304,BUILDING,BUILDING,385156.557N,0403953.579E,3816.3,14.8,NO,,NO,
LTCU305,BUILDING,BUILDING,385156.876N,0403957.416E,3853.8,14.8,NO,,NO,
LTCU306,BUILDING,BUILDING,385158.569N,0403958.971E,3889.9,14.8,NO,,NO,
LTCU307,BUILDING,BUILDING,385159.513N,0403957.747E,3895.8,14.8,NO,,NO,
LTCU308,BUILDING,BUILDING,385157.778N,0404002.116E,3908.9,14.8,NO,,NO,
LTCU309,BUILDING,BUILDING,385155.087N,0404003.086E,3870.5,14.8,NO,,NO,
LTCU310,BUILDING,BUILDING,385156.278N,0403959.028E,3858.4,14.8,NO,,NO,
LTCU311,BUILDING,BUILDING,385159.841N,0403946.617E,3810.2,14.8,NO,,NO,
LTCU312,BUILDING,BUILDING,385155.131N,0404006.112E,3898.9,14.8,NO,,NO,
LTCU313,BUILDING,BUILDING,385156.122N,0404008.756E,3942.2,14.8,NO,,NO,
LTCU314,BUILDING,BUILDING,385153.107N,0404007.135E,3871.9,14.8,NO,,NO,
LTCU315,BUILDING,BUILDING,385152.891N,0404007.907E,3871.7,14.8,NO,,NO,
LTCU316,BUILDING,BUILDING,385154.937N,0404007.324E,3907.1,14.8,NO,,NO,
LTCU317,BUILDING,BUILDING,385152.066N,0404010.901E,3886.6,14.8,NO,,NO,
LTCU318,BUILDING,BUILDING,385151.443N,0404016.329E,3932.8,14.8,NO,,NO,
LTCU319,BUILDING,BUILDING,385151.715N,0404017.560E,3952.5,14.8,NO,,NO,
LTCU320,BUILDING,BUILDING,385150.429N,0404017.186E,3920.5,14.8,NO,,NO,
LTCU321,BUILDING,BUILDING,385149.972N,0404017.732E,3915.9,14.8,NO,,NO,
LTCU322,BUILDING,BUILDING,385148.842N,0404018.559E,3901.6,14.8,NO,,NO,
LTCU323,BUILDING,BUILDING,385149.140N,0404016.834E,3888.0,14.8,NO,,NO,
LTCU324,BUILDING,BUILDING,385147.904N,0404025.045E,3927.8,14.8,NO,,NO,
LTCU325,BUILDING,BUILDING,385147.963N,0404024.268E,3929.6,14.8,NO,,NO,
LTCU326,BUILDING,BUILDING,385148.120N,0404022.812E,3928.9,14.8,NO,,NO,
LTCU327,BUILDING,BUILDING,385147.891N,0404022.228E,3918.5,14.8,NO,,NO,
LTCU328,BUILDING,BUILDING,385147.400N,0404022.980E,3910.9,14.8,NO,,NO,
LTCU329,BUILDING,BUILDING,385149.906N,0404026.818E,3975.1,14.8,NO,,NO,
LTCU330,BUILDING,BUILDING,385157.965N,0404001.534E,3903.9,14.8,NO,,NO,
LTCU331,BUILDING,BUILDING,385336.348N,0403644.788E,3621.8,14.8,NO,,NO,
LTCU332,BUILDING,BUILDING,385336.604N,0403645.232E,3617.7,14.8,NO,,NO,
LTCU333,BUILDING,BUILDING,385336.404N,0403645.789E,3613.8,14.8,NO,,NO,
LTCU334,BUILDING,BUILDING,385337.043N,0403645.585E,3612.7,14.8,NO,,NO,
LTCU335,BUILDING,BUILDING,385334.887N,0403645.816E,3622.0,14.8,NO,,NO,
LTCU336,BUILDING,BUILDING,385335.550N,0403644.203E,3638.2,14.8,NO,,NO,
LTCU337,BUILDING,BUILDING,385335.148N,0403644.466E,3640.5,14.8,NO,,NO,
LTCU338,BUILDING,BUILDING,385335.852N,0403643.776E,3641.7,14.8,NO,,NO,
LTCU339,BUILDING,BUILDING,385336.552N,0403643.896E,3629.0,14.8,NO,,NO,
LTCU340,BUILDING,BUILDING,385336.579N,0403643.105E,3636.4,14.8,NO,,NO,
LTCU341,BUILDING,BUILDING,385337.183N,0403643.873E,3623.3,14.8,NO,,NO,
LTCU342,BUILDING,BUILDING,385337.308N,0403643.123E,3625.6,14.8,NO,,NO,
LTCU343,BUILDING,BUILDING,385337.351N,0403642.335E,3624.5,14.8,NO,,NO,
LTCU344,BUILDING,BUILDING,385336.432N,0403642.111E,3642.1,14.8,NO,,NO,
LTCU345,BUILDING,BUILDING,385336.847N,0403642.179E,3636.4,14.8,NO,,NO,
LTCU346,BUILDING,BUILDING,385335.816N,0403642.067E,3653.2,14.8,NO,,NO,
LTCU347,BUILDING,BUILDING,385335.642N,0403642.569E,3654.8,14.8,NO,,NO,
LTCU348,BUILDING,BUILDING,385335.196N,0403642.365E,3656.5,14.8,NO,,NO,
LTCU349,BUILDING,BUILDING,385334.481N,0403642.211E,3656.5,14.8,NO,,NO,
LTCU350,BUILDING,BUILDING,385335.482N,0403640.604E,3656.5,14.8,NO,,NO,
LTCU351,BUILDING,BUILDING,385336.323N,0403641.020E,3644.7,14.8,NO,,NO,
LTCU352,BUILDING,BUILDING,385336.659N,0403641.228E,3639.4,14.8,NO,,NO,
LTCU353,BUILDING,BUILDING,385337.025N,0403641.349E,3630.5,14.8,NO,,NO,
LTCU354,BUILDING,BUILDING,385335.248N,0403647.069E,3606.4,14.8,NO,,NO,
LTCU355,BUILDING,BUILDING,385335.636N,0403647.077E,3605.9,14.8,NO,,NO,
LTCU356,BUILDING,BUILDING,385336.037N,0403647.333E,3603.8,14.8,NO,,NO,
LTCU357,BUILDING,BUILDING,385337.982N,0403643.117E,3618.8,14.8,NO,,NO,
LTCU358,BUILDING,BUILDING,385338.172N,0403642.297E,3616.9,14.8,NO,,NO,
LTCU359,BUILDING,BUILDING,385336.656N,0403640.330E,3633.3,14.8,NO,,NO,
LTCU360,BUILDING,BUILDING,385336.773N,0403639.333E,3623.4,14.8,NO,,NO,
LTCU361,BUILDING,BUILDING,385336.358N,0403639.360E,3628.3,14.8,NO,,NO,
LTCU362,BUILDING,BUILDING,385336.383N,0403638.389E,3623.6,14.8,NO,,NO,
LTCU363,BUILDING,BUILDING,385336.327N,0403638.820E,3623.6,14.8,NO,,NO,
LTCU364,BUILDING,BUILDING,385335.412N,0403638.498E,3624.2,14.8,NO,,NO,
LTCU365,BUILDING,BUILDING,385335.163N,0403637.560E,3623.6,14.8,NO,,NO,
LTCU366,BUILDING,BUILDING,385336.148N,0403636.195E,3623.6,14.8,NO,,NO,
LTCU367,BUILDING,BUILDING,385336.773N,0403636.893E,3623.6,14.8,NO,,NO,
LTCU368,BUILDING,BUILDING,385336.810N,0403636.325E,3623.6,14.8,NO,,NO,
LTCU369,BUILDING,BUILDING,385337.728N,0403636.509E,3623.5,14.8,NO,,NO,
LTCU370,BUILDING,BUILDING,385337.447N,0403637.344E,3623.1,14.8,NO,,NO,
LTCU371,BUILDING,BUILDING,385337.949N,0403637.001E,3621.3,14.8,NO,,NO,
LTCU372,BUILDING,BUILDING,385337.817N,0403637.991E,3620.6,14.8,NO,,NO,
LTCU373,BUILDING,BUILDING,385337.716N,0403638.754E,3619.3,14.8,NO,,NO,
LTCU374,BUILDING,BUILDING,385337.299N,0403638.420E,3622.4,14.8,NO,,NO,
LTCU375,BUILDING,BUILDING,385337.209N,0403639.150E,3622.0,14.8,NO,,NO,
LTCU376,BUILDING,BUILDING,385337.808N,0403635.545E,3623.6,14.8,NO,,NO,
LTCU377,BUILDING,BUILDING,385338.475N,0403638.872E,3616.0,14.8,NO,,NO,
LTCU378,BUILDING,BUILDING,385338.559N,0403638.059E,3616.4,14.8,NO,,NO,
LTCU379,BUILDING,BUILDING,385339.012N,0403637.979E,3614.8,14.8,NO,,NO,
LTCU380,BUILDING,BUILDING,385339.466N,0403637.824E,3612.6,14.8,NO,,NO,
LTCU381,BUILDING,BUILDING,385339.935N,0403638.270E,3610.8,14.8,NO,,NO,
LTCU382,BUILDING,BUILDING,385340.228N,0403637.418E,3611.8,14.8,NO,,NO,
LTCU383,BUILDING,BUILDING,385340.129N,0403635.501E,3616.2,14.8,NO,,NO,
LTCU384,BUILDING,BUILDING,385339.475N,0403635.779E,3617.5,14.8,NO,,NO,
LTCU385,BUILDING,BUILDING,385338.715N,0403634.605E,3621.3,14.8,NO,,NO,
LTCU386,BUILDING,BUILDING,385338.790N,0403634.935E,3620.2,14.8,NO,,NO,
LTCU387,BUILDING,BUILDING,385338.149N,0403633.931E,3623.6,14.8,NO,,NO,
LTCU388,BUILDING,BUILDING,385337.746N,0403631.942E,3623.6,14.8,NO,,NO,
LTCU389,BUILDING,BUILDING,385338.496N,0403637.030E,3618.8,14.8,NO,,NO,
LTCU390,BUILDING,BUILDING,385339.390N,0403638.874E,3611.1,14.8,NO,,NO,
LTCU391,BUILDING,BUILDING,385339.769N,0403639.152E,3609.2,14.8,NO,,NO,
LTCU392,BUILDING,BUILDING,385339.745N,0403639.809E,3608.2,14.8,NO,,NO,
LTCU393,BUILDING,BUILDING,385339.820N,0403640.374E,3607.1,14.8,NO,,NO,
LTCU394,BUILDING,BUILDING,385339.275N,0403640.002E,3609.8,14.8,NO,,NO,
LTCU395,BUILDING,BUILDING,385338.759N,0403639.536E,3613.5,14.8,NO,,NO,
LTCU396,BUILDING,BUILDING,385338.226N,0403640.539E,3616.5,14.8,NO,,NO,
LTCU397,BUILDING,BUILDING,385339.252N,0403641.572E,3608.2,14.8,NO,,NO,
LTCU398,BUILDING,BUILDING,385338.973N,0403642.847E,3612.6,14.8,NO,,NO,
LTCU399,BUILDING,BUILDING,385338.833N,0403643.815E,3613.4,14.8,NO,,NO,
LTCU400,BUILDING,BUILDING,385338.773N,0403644.624E,3613.5,14.8,NO,,NO,
LTCU401,BUILDING,BUILDING,385338.217N,0403645.723E,3609.8,14.8,NO,,NO,
LTCU402,BUILDING,BUILDING,385338.309N,0403644.653E,3616.0,14.8,NO,,NO,
LTCU403,BUILDING,BUILDING,385337.726N,0403645.703E,3611.1,14.8,NO,,NO,
LTCU404,BUILDING,BUILDING,385337.698N,0403646.246E,3616.4,24.6,NO,,NO,
LTCU405,BUILDING,BUILDING,385338.402N,0403643.919E,3616.4,14.8,NO,,NO,
LTCU406,BUILDING,BUILDING,385338.446N,0403643.608E,3616.4,14.8,NO,,NO,
LTCU407,BUILDING,BUILDING,385338.513N,0403643.113E,3615.4,14.8,NO,,NO,
LTCU408,BUILDING,BUILDING,385337.125N,0403647.539E,3609.2,24.6,NO,,NO,
LTCU409,BUILDING,BUILDING,385337.976N,0403644.072E,3618.5,14.8,NO,,NO,
LTCU410,BUILDING,BUILDING,385340.503N,0403639.186E,3607.3,14.8,NO,,NO,
LTCU411,BUILDING,BUILDING,385340.999N,0403638.232E,3608.0,14.8,NO,,NO,
LTCU412,BUILDING,BUILDING,385340.588N,0403638.438E,3608.7,14.8,NO,,NO,
LTCU413,BUILDING,BUILDING,385340.915N,0403637.647E,3609.8,14.8,NO,,NO,
LTCU414,BUILDING,BUILDING,385341.223N,0403636.462E,3610.1,14.8,NO,,NO,
LTCU415,BUILDING,BUILDING,385342.147N,0403636.098E,3613.6,24.6,NO,,NO,
LTCU416,BUILDING,BUILDING,385341.746N,0403636.782E,3607.4,14.8,NO,,NO,
LTCU417,BUILDING,BUILDING,385338.757N,0403630.754E,3623.6,14.8,NO,,NO,
LTCU418,BUILDING,BUILDING,385338.388N,0403630.009E,3623.6,14.8,NO,,NO,
LTCU419,BUILDING,BUILDING,385339.250N,0403630.009E,3623.6,14.8,NO,,NO,
LTCU420,BUILDING,BUILDING,385339.759N,0403629.977E,3623.6,14.8,NO,,NO,
LTCU421,BUILDING,BUILDING,385339.381N,0403629.178E,3623.6,14.8,NO,,NO,
LTCU422,BUILDING,BUILDING,385340.133N,0403628.912E,3623.6,14.8,NO,,NO,
LTCU423,BUILDING,BUILDING,385340.410N,0403629.703E,3623.6,14.8,NO,,NO,
LTCU424,BUILDING,BUILDING,385341.401N,0403629.200E,3606.4,14.8,NO,,NO,
LTCU425,BUILDING,BUILDING,385341.092N,0403628.382E,3608.5,14.8,NO,,NO,
LTCU426,BUILDING,BUILDING,385340.927N,0403627.550E,3606.1,14.8,NO,,NO,
LTCU427,BUILDING,BUILDING,385339.413N,0403627.546E,3623.6,14.8,NO,,NO,
LTCU428,BUILDING,BUILDING,385338.836N,0403628.092E,3623.6,14.8,NO,,NO,
LTCU429,BUILDING,BUILDING,385337.922N,0403629.074E,3623.6,14.8,NO,,NO,
LTCU430,BUILDING,BUILDING,385338.428N,0403627.480E,3623.6,14.8,NO,,NO,
LTCU431,BUILDING,BUILDING,385337.495N,0403628.427E,3623.6,14.8,NO,,NO,
LTCU432,BUILDING,BUILDING,385337.101N,0403627.781E,3623.6,14.8,NO,,NO,
LTCU433,BUILDING,BUILDING,385337.998N,0403626.828E,3623.6,14.8,NO,,NO,
LTCU434,BUILDING,BUILDING,385339.037N,0403626.932E,3623.6,14.8,NO,,NO,
LTCU435,BUILDING,BUILDING,385338.610N,0403626.260E,3622.3,14.8,NO,,NO,
LTCU436,BUILDING,BUILDING,385338.200N,0403625.631E,3621.5,14.8,NO,,NO,
LTCU437,BUILDING,BUILDING,385337.783N,0403624.977E,3620.3,14.8,NO,,NO,
LTCU438,BUILDING,BUILDING,385337.414N,0403624.426E,3620.7,14.8,NO,,NO,
LTCU439,BUILDING,BUILDING,385336.960N,0403623.686E,3617.1,14.8,NO,,NO,
LTCU440,BUILDING,BUILDING,385337.882N,0403622.908E,3610.0,14.8,NO,,NO,
LTCU441,BUILDING,BUILDING,385336.410N,0403624.266E,3621.4,14.8,NO,,NO,
LTCU442,BUILDING,BUILDING,385336.801N,0403624.896E,3623.6,14.8,NO,,NO,
LTCU443,BUILDING,BUILDING,385337.192N,0403625.522E,3623.6,14.8,NO,,NO,
LTCU444,BUILDING,BUILDING,385337.601N,0403626.191E,3623.6,14.8,NO,,NO,
LTCU445,BUILDING,BUILDING,385336.658N,0403627.142E,3623.6,14.8,NO,,NO,
LTCU446,BUILDING,BUILDING,385336.252N,0403626.472E,3623.6,14.8,NO,,NO,
LTCU447,BUILDING,BUILDING,385335.851N,0403625.818E,3623.6,14.8,NO,,NO,
LTCU448,BUILDING,BUILDING,385335.444N,0403625.167E,3623.6,14.8,NO,,NO,
LTCU449,BUILDING,BUILDING,385336.983N,0403626.187E,3623.6,14.8,NO,,NO,
LTCU450,BUILDING,BUILDING,385338.629N,0403628.840E,3623.6,14.8,NO,,NO,
LTCU451,BUILDING,BUILDING,385337.836N,0403627.681E,3623.6,14.8,NO,,NO,
LTCU452,BUILDING,BUILDING,385335.939N,0403627.435E,3623.6,14.8,NO,,NO,
LTCU453,BUILDING,BUILDING,385335.791N,0403628.187E,3623.6,14.8,NO,,NO,
LTCU454,BUILDING,BUILDING,385335.546N,0403629.073E,3623.6,14.8,NO,,NO,
LTCU455,BUILDING,BUILDING,385335.326N,0403629.748E,3623.6,14.8,NO,,NO,
LTCU456,BUILDING,BUILDING,385334.248N,0403629.298E,3620.3,14.8,NO,,NO,
LTCU457,BUILDING,BUILDING,385334.464N,0403628.489E,3621.8,14.8,NO,,NO,
LTCU458,BUILDING,BUILDING,385334.673N,0403627.671E,3622.9,14.8,NO,,NO,
LTCU459,BUILDING,BUILDING,385334.845N,0403626.893E,3622.6,14.8,NO,,NO,
LTCU460,BUILDING,BUILDING,385335.161N,0403626.479E,3623.6,14.8,NO,,NO,
LTCU461,BUILDING,BUILDING,385335.199N,0403627.614E,3623.6,14.8,NO,,NO,
LTCU462,BUILDING,BUILDING,385334.071N,0403627.425E,3618.9,14.8,NO,,NO,
LTCU463,BUILDING,BUILDING,385333.812N,0403628.215E,3619.5,14.8,NO,,NO,
LTCU464,BUILDING,BUILDING,385333.631N,0403629.010E,3618.4,14.8,NO,,NO,
LTCU465,BUILDING,BUILDING,385334.268N,0403626.653E,3614.8,14.8,NO,,NO,
LTCU466,BUILDING,BUILDING,385334.446N,0403625.858E,3613.8,14.8,NO,,NO,
LTCU467,BUILDING,BUILDING,385334.667N,0403625.102E,3614.8,14.8,NO,,NO,
LTCU468,BUILDING,BUILDING,385334.810N,0403624.234E,3614.0,14.8,NO,,NO,
LTCU469,BUILDING,BUILDING,385333.858N,0403630.823E,3623.6,14.8,NO,,NO,
LTCU470,BUILDING,BUILDING,385333.667N,0403631.653E,3623.6,14.8,NO,,NO,
LTCU471,BUILDING,BUILDING,385333.448N,0403632.374E,3623.6,14.8,NO,,NO,
LTCU472,BUILDING,BUILDING,385333.237N,0403633.208E,3623.6,14.8,NO,,NO,
LTCU473,BUILDING,BUILDING,385333.025N,0403633.978E,3623.6,14.8,NO,,NO,
LTCU474,BUILDING,BUILDING,385332.791N,0403634.804E,3623.6,14.8,NO,,NO,
LTCU475,BUILDING,BUILDING,385332.596N,0403635.559E,3623.6,14.8,NO,,NO,
LTCU476,BUILDING,BUILDING,385333.718N,0403636.095E,3623.6,14.8,NO,,NO,
LTCU477,BUILDING,BUILDING,385333.946N,0403635.345E,3623.6,14.8,NO,,NO,
LTCU478,BUILDING,BUILDING,385334.163N,0403634.537E,3623.6,14.8,NO,,NO,
LTCU479,BUILDING,BUILDING,385334.368N,0403633.723E,3623.6,14.8,NO,,NO,
LTCU480,BUILDING,BUILDING,385334.571N,0403632.920E,3623.6,14.8,NO,,NO,
LTCU481,BUILDING,BUILDING,385334.196N,0403631.350E,3623.6,14.8,NO,,NO,
LTCU482,BUILDING,BUILDING,385335.716N,0403633.147E,3633.5,24.6,NO,,NO,
LTCU483,BUILDING,BUILDING,385335.410N,0403634.813E,3623.6,14.8,NO,,NO,
LTCU484,BUILDING,BUILDING,385335.098N,0403635.632E,3623.6,14.8,NO,,NO,
LTCU485,BUILDING,BUILDING,385335.094N,0403636.376E,3623.6,14.8,NO,,NO,
LTCU486,BUILDING,BUILDING,385335.103N,0403634.200E,3623.6,14.8,NO,,NO,
LTCU487,BUILDING,BUILDING,385335.753N,0403629.551E,3623.6,14.8,NO,,NO,
LTCU488,BUILDING,BUILDING,385336.523N,0403629.333E,3623.6,14.8,NO,,NO,
LTCU489,BUILDING,BUILDING,385336.529N,0403629.634E,3623.6,14.8,NO,,NO,
LTCU490,BUILDING,BUILDING,385336.776N,0403629.516E,3623.6,14.8,NO,,NO,
LTCU491,BUILDING,BUILDING,385337.368N,0403629.817E,3623.6,14.8,NO,,NO,
LTCU492,BUILDING,BUILDING,385337.770N,0403630.413E,3623.6,14.8,NO,,NO,
LTCU493,BUILDING,BUILDING,385338.685N,0403629.600E,3623.6,14.8,NO,,NO,
LTCU494,BUILDING,BUILDING,385338.919N,0403629.403E,3623.6,14.8,NO,,NO,
LTCU495,BUILDING,BUILDING,385336.108N,0403636.732E,3623.6,14.8,NO,,NO,
LTCU496,BUILDING,BUILDING,385340.559N,0403630.462E,3623.2,14.8,NO,,NO,
LTCU497,BUILDING,BUILDING,385339.775N,0403627.782E,3623.6,14.8,NO,,NO,
LTCU498,BUILDING,BUILDING,385333.240N,0403630.580E,3621.3,14.8,NO,,NO,
LTCU499,BUILDING,BUILDING,385333.027N,0403631.386E,3623.0,14.8,NO,,NO,
LTCU500,BUILDING,BUILDING,385332.791N,0403632.182E,3623.6,14.8,NO,,NO,
LTCU501,BUILDING,BUILDING,385332.588N,0403632.929E,3623.6,14.8,NO,,NO,
LTCU502,BUILDING,BUILDING,385332.388N,0403633.773E,3623.6,14.8,NO,,NO,
LTCU503,BUILDING,BUILDING,385332.183N,0403634.559E,3623.6,14.8,NO,,NO,
LTCU504,BUILDING,BUILDING,385331.980N,0403635.324E,3623.6,14.8,NO,,NO,
LTCU505,BUILDING,BUILDING,385331.734N,0403636.108E,3623.6,14.8,NO,,NO,
LTCU506,BUILDING,BUILDING,385331.562N,0403636.914E,3623.6,14.8,NO,,NO,
LTCU507,BUILDING,BUILDING,385332.122N,0403630.135E,3616.9,14.8,NO,,NO,
LTCU508,BUILDING,BUILDING,385332.452N,0403630.649E,3618.9,14.8,NO,,NO,
LTCU509,BUILDING,BUILDING,385331.915N,0403630.949E,3619.2,14.8,NO,,NO,
LTCU510,BUILDING,BUILDING,385331.720N,0403631.634E,3622.0,14.8,NO,,NO,
LTCU511,BUILDING,BUILDING,385331.486N,0403632.492E,3623.6,14.8,NO,,NO,
LTCU512,BUILDING,BUILDING,385331.318N,0403633.265E,3623.6,14.8,NO,,NO,
LTCU513,BUILDING,BUILDING,385331.135N,0403634.102E,3623.6,14.8,NO,,NO,
LTCU514,BUILDING,BUILDING,385330.883N,0403634.834E,3623.6,14.8,NO,,NO,
LTCU515,BUILDING,BUILDING,385330.690N,0403635.624E,3623.6,14.8,NO,,NO,
LTCU516,BUILDING,BUILDING,385330.541N,0403636.420E,3623.6,14.8,NO,,NO,
LTCU517,BUILDING,BUILDING,385330.786N,0403637.608E,3633.3,14.8,NO,,NO,
LTCU518,BUILDING,BUILDING,385330.051N,0403637.573E,3626.7,14.8,NO,,NO,
LTCU519,BUILDING,BUILDING,385331.437N,0403637.605E,3633.2,14.8,NO,,NO,
LTCU520,BUILDING,BUILDING,385330.738N,0403632.151E,3623.6,14.8,NO,,NO,
LTCU521,BUILDING,BUILDING,385330.973N,0403631.356E,3618.4,14.8,NO,,NO,
LTCU522,BUILDING,BUILDING,385331.152N,0403630.572E,3617.7,14.8,NO,,NO,
LTCU523,BUILDING,BUILDING,385331.369N,0403629.775E,3614.0,14.8,NO,,NO,
LTCU524,BUILDING,BUILDING,385330.060N,0403630.099E,3607.7,14.8,NO,,NO,
LTCU525,BUILDING,BUILDING,385330.293N,0403629.215E,3606.3,14.8,NO,,NO,
LTCU526,BUILDING,BUILDING,385329.840N,0403630.802E,3606.6,14.8,NO,,NO,
LTCU527,BUILDING,BUILDING,385329.627N,0403631.675E,3613.2,14.8,NO,,NO,
LTCU528,BUILDING,BUILDING,385329.334N,0403633.127E,3619.8,14.8,NO,,NO,
LTCU529,BUILDING,BUILDING,385329.063N,0403634.090E,3616.6,14.8,NO,,NO,
LTCU530,BUILDING,BUILDING,385328.826N,0403634.975E,3613.5,14.8,NO,,NO,
LTCU531,BUILDING,BUILDING,385328.638N,0403635.744E,3613.3,14.8,NO,,NO,
LTCU532,BUILDING,BUILDING,385328.432N,0403636.515E,3614.2,14.8,NO,,NO,
LTCU533,BUILDING,BUILDING,385329.091N,0403636.016E,3615.4,14.8,NO,,NO,
LTCU534,BUILDING,BUILDING,385329.195N,0403635.356E,3616.6,14.8,NO,,NO,
LTCU535,BUILDING,BUILDING,385329.366N,0403634.607E,3618.3,14.8,NO,,NO,
LTCU536,BUILDING,BUILDING,385330.116N,0403634.613E,3623.1,14.8,NO,,NO,
LTCU537,BUILDING,BUILDING,385330.393N,0403633.906E,3623.6,14.8,NO,,NO,
LTCU538,BUILDING,BUILDING,385329.941N,0403635.358E,3621.2,14.8,NO,,NO,
LTCU539,BUILDING,BUILDING,385329.717N,0403636.108E,3619.3,14.8,NO,,NO,
LTCU540,BUILDING,BUILDING,385329.518N,0403636.908E,3620.8,14.8,NO,,NO,
LTCU541,BUILDING,BUILDING,385329.290N,0403637.660E,3622.1,14.8,NO,,NO,
LTCU542,BUILDING,BUILDING,385329.118N,0403638.424E,3623.6,14.8,NO,,NO,
LTCU543,BUILDING,BUILDING,385328.745N,0403638.942E,3622.0,14.8,NO,,NO,
LTCU544,BUILDING,BUILDING,385328.036N,0403638.074E,3617.4,14.8,NO,,NO,
LTCU545,BUILDING,BUILDING,385328.228N,0403637.357E,3616.5,14.8,NO,,NO,
LTCU546,BUILDING,BUILDING,385327.833N,0403638.885E,3618.2,14.8,NO,,NO,
LTCU547,BUILDING,BUILDING,385327.619N,0403639.453E,3617.9,14.8,NO,,NO,
LTCU548,BUILDING,BUILDING,385327.582N,0403639.786E,3618.6,14.8,NO,,NO,
LTCU549,BUILDING,BUILDING,385328.164N,0403640.465E,3622.9,14.8,NO,,NO,
LTCU550,BUILDING,BUILDING,385326.911N,0403639.339E,3614.6,14.8,NO,,NO,
LTCU551,BUILDING,BUILDING,385326.341N,0403641.078E,3609.9,14.8,NO,,NO,
LTCU552,BUILDING,BUILDING,385327.115N,0403638.501E,3614.0,14.8,NO,,NO,
LTCU553,BUILDING,BUILDING,385327.324N,0403637.669E,3613.2,14.8,NO,,NO,
LTCU554,BUILDING,BUILDING,385327.501N,0403636.882E,3611.6,14.8,NO,,NO,
LTCU555,BUILDING,BUILDING,385327.891N,0403635.386E,3608.8,14.8,NO,,NO,
LTCU556,BUILDING,BUILDING,385328.064N,0403634.613E,3609.1,14.8,NO,,NO,
LTCU557,BUILDING,BUILDING,385328.286N,0403633.774E,3610.7,14.8,NO,,NO,
LTCU558,BUILDING,BUILDING,385325.912N,0403638.805E,3608.3,14.8,NO,,NO,
LTCU559,BUILDING,BUILDING,385326.098N,0403638.018E,3608.2,14.8,NO,,NO,
LTCU560,BUILDING,BUILDING,385326.307N,0403637.256E,3607.7,14.8,NO,,NO,
LTCU561,BUILDING,BUILDING,385326.486N,0403636.396E,3604.1,14.8,NO,,NO,
LTCU562,BUILDING,BUILDING,385326.724N,0403635.665E,3602.4,14.8,NO,,NO,
LTCU563,BUILDING,BUILDING,385328.504N,0403632.741E,3608.6,14.8,NO,,NO,
LTCU564,BUILDING,BUILDING,385328.650N,0403633.297E,3612.6,14.8,NO,,NO,
LTCU565,BUILDING,BUILDING,385328.932N,0403631.380E,3604.0,14.8,NO,,NO,
LTCU566,BUILDING,BUILDING,385330.178N,0403630.823E,3609.2,14.8,NO,,NO,
LTCU567,BUILDING,BUILDING,385330.773N,0403629.917E,3613.2,14.8,NO,,NO,
LTCU568,BUILDING,BUILDING,385330.032N,0403632.062E,3622.6,14.8,NO,,NO,
LTCU569,BUILDING,BUILDING,385330.476N,0403631.416E,3616.3,14.8,NO,,NO,
