Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,
LTCU570,BUILDING,BUILDING,385327.641N,0403634.634E,3604.8,14.8,NO,,NO,
LTCU571,BUILDING,BUILDING,385332.596N,0403628.539E,3614.4,14.8,NO,,NO,
LTCU572,BUILDING,BUILDING,385332.761N,0403627.749E,3615.0,14.8,NO,,NO,
LTCU573,BUILDING,BUILDING,385332.986N,0403626.971E,3612.8,14.8,NO,,NO,
LTCU574,BUILDING,BUILDING,385333.148N,0403626.162E,3607.4,14.8,NO,,NO,
LTCU575,BUILDING,BUILDING,385333.395N,0403625.330E,3607.2,14.8,NO,,NO,
LTCU576,BUILDING,BUILDING,385333.593N,0403625.899E,3607.3,14.8,NO,,NO,
LTCU577,BUILDING,BUILDING,385333.618N,0403624.589E,3607.2,14.8,NO,,NO,
LTCU578,BUILDING,BUILDING,385333.873N,0403623.821E,3605.8,14.8,NO,,NO,
LTCU579,BUILDING,BUILDING,385334.098N,0403624.466E,3607.2,14.8,NO,,NO,
LTCU580,BUILDING,BUILDING,385334.315N,0403624.544E,3607.2,14.8,NO,,NO,
LTCU581,BUILDING,BUILDING,385334.348N,0403623.645E,3607.4,14.8,NO,,NO,
LTCU582,BUILDING,BUILDING,385332.801N,0403624.297E,3603.8,14.8,NO,,NO,
LTCU583,BUILDING,BUILDING,385332.602N,0403625.172E,3607.2,14.8,NO,,NO,
LTCU584,BUILDING,BUILDING,385332.383N,0403625.882E,3607.2,14.8,NO,,NO,
LTCU585,BUILDING,BUILDING,385332.169N,0403626.661E,3609.0,14.8,NO,,NO,
LTCU586,BUILDING,BUILDING,385331.965N,0403627.460E,3611.4,14.8,NO,,NO,
LTCU587,BUILDING,BUILDING,385331.696N,0403628.281E,3611.4,14.8,NO,,NO,
LTCU588,BUILDING,BUILDING,385331.461N,0403624.566E,3603.2,14.8,NO,,NO,
LTCU589,BUILDING,BUILDING,385331.276N,0403625.289E,3602.4,14.8,NO,,NO,
LTCU590,BUILDING,BUILDING,385330.845N,0403626.967E,3603.4,14.8,NO,,NO,
LTCU591,BUILDING,BUILDING,385330.656N,0403627.764E,3604.7,14.8,NO,,NO,
LTCU592,BUILDING,BUILDING,385330.819N,0403628.289E,3608.1,14.8,NO,,NO,
LTCU593,BUILDING,BUILDING,385331.694N,0403625.224E,3607.1,14.8,NO,,NO,
LTCU594,BUILDING,BUILDING,385333.359N,0403620.223E,3613.5,44.3,NO,,NO,
LTCU595,BUILDING,BUILDING,385338.576N,0403622.274E,3602.5,14.8,NO,,NO,
LTCU596,BUILDING,BUILDING,385338.972N,0403622.936E,3602.8,14.8,NO,,NO,
LTCU597,BUILDING,BUILDING,385339.264N,0403623.600E,3605.4,14.8,NO,,NO,
LTCU598,BUILDING,BUILDING,385338.666N,0403624.218E,3612.0,14.8,NO,,NO,
LTCU599,BUILDING,BUILDING,385338.276N,0403623.616E,3611.9,14.8,NO,,NO,
LTCU600,BUILDING,BUILDING,385339.059N,0403624.872E,3613.1,14.8,NO,,NO,
LTCU601,BUILDING,BUILDING,385338.656N,0403625.056E,3616.9,14.8,NO,,NO,
LTCU602,BUILDING,BUILDING,385339.506N,0403625.623E,3614.7,14.8,NO,,NO,
LTCU603,BUILDING,BUILDING,385340.228N,0403624.866E,3603.7,14.8,NO,,NO,
LTCU604,BUILDING,BUILDING,385339.824N,0403624.235E,3605.7,14.8,NO,,NO,
LTCU605,BUILDING,BUILDING,385339.888N,0403626.199E,3614.5,14.8,NO,,NO,
LTCU606,BUILDING,BUILDING,385340.250N,0403626.811E,3612.4,14.8,NO,,NO,
LTCU607,BUILDING,BUILDING,385340.604N,0403627.007E,3608.9,14.8,NO,,NO,
LTCU608,BUILDING,BUILDING,385340.609N,0403625.477E,3604.1,14.8,NO,,NO,
LTCU609,BUILDING,BUILDING,385309.787N,0403605.315E,3667.9,14.8,NO,,NO,
LTCU610,BUILDING,BUILDING,385310.396N,0403605.281E,3660.2,14.8,NO,,NO,
LTCU611,BUILDING,BUILDING,385327.844N,0403655.274E,3722.1,14.8,NO,,NO,
LTCU612,BUILDING,BUILDING,385324.656N,0403659.370E,3676.5,14.8,NO,,NO,
LTCU613,BUILDING,BUILDING,385331.235N,0403659.601E,3714.7,14.8,NO,,NO,
LTCU614,BUILDING,BUILDING,385323.337N,0403709.582E,3694.1,14.8,NO,,NO,
LTCU615,BUILDING,BUILDING,385224.626N,0403639.757E,3620.1,14.8,NO,,NO,
LTCU616,BUILDING,BUILDING,385225.484N,0403640.722E,3636.1,14.8,NO,,NO,
LTCU617,BUILDING,BUILDING,385221.582N,0403644.255E,3656.8,14.8,NO,,NO,
LTCU618,BUILDING,BUILDING,385214.889N,0403644.060E,3606.7,14.8,NO,,NO,
LTCU619,BUILDING,BUILDING,385214.000N,0403644.401E,3605.8,14.8,NO,,NO,
LTCU620,BUILDING,BUILDING,385213.043N,0403644.907E,3607.9,14.8,NO,,NO,
LTCU621,BUILDING,BUILDING,385022.139N,0403857.564E,3637.5,14.8,NO,,NO,
LTCU622,BUILDING,BUILDING,385021.692N,0403858.064E,3633.6,14.8,NO,,NO,
LTCU623,BUILDING,BUILDING,385021.318N,0403857.929E,3628.5,14.8,NO,,NO,
LTCU624,BUILDING,BUILDING,385022.227N,0403856.808E,3635.0,14.8,NO,,NO,
LTCU625,BUILDING,BUILDING,385021.917N,0403856.204E,3628.3,14.8,NO,,NO,
LTCU626,BUILDING,BUILDING,385021.454N,0403856.063E,3622.5,14.8,NO,,NO,
LTCU627,BUILDING,BUILDING,385021.471N,0403855.563E,3621.6,14.8,NO,,NO,
LTCU628,BUILDING,BUILDING,385023.253N,0403855.478E,3637.6,14.8,NO,,NO,
LTCU629,BUILDING,BUILDING,385022.685N,0403855.682E,3633.9,14.8,NO,,NO,
LTCU630,BUILDING,BUILDING,385022.903N,0403855.954E,3636.6,14.8,NO,,NO,
LTCU631,BUILDING,BUILDING,385022.465N,0403855.384E,3629.4,14.8,NO,,NO,
LTCU632,BUILDING,BUILDING,385022.298N,0403855.708E,3628.6,14.8,NO,,NO,
LTCU633,BUILDING,BUILDING,385021.968N,0403855.132E,3623.4,14.8,NO,,NO,
LTCU634,BUILDING,BUILDING,385022.124N,0403854.260E,3621.8,14.8,NO,,NO,
LTCU635,BUILDING,BUILDING,385022.529N,0403854.753E,3628.4,14.8,NO,,NO,
LTCU636,BUILDING,BUILDING,385023.039N,0403854.467E,3630.2,14.8,NO,,NO,
LTCU637,BUILDING,BUILDING,385023.372N,0403854.003E,3630.7,14.8,NO,,NO,
LTCU638,BUILDING,BUILDING,385023.152N,0403853.580E,3626.9,14.8,NO,,NO,
LTCU639,BUILDING,BUILDING,385022.777N,0403853.046E,3621.1,14.8,NO,,NO,
LTCU640,BUILDING,BUILDING,385022.447N,0403852.862E,3619.5,14.8,NO,,NO,
LTCU641,BUILDING,BUILDING,385022.277N,0403852.431E,3616.7,14.8,NO,,NO,
LTCU642,BUILDING,BUILDING,385021.611N,0403853.351E,3616.7,14.8,NO,,NO,
LTCU643,BUILDING,BUILDING,385021.308N,0403852.904E,3613.8,14.8,NO,,NO,
LTCU644,BUILDING,BUILDING,385021.660N,0403852.639E,3614.7,14.8,NO,,NO,
LTCU645,BUILDING,BUILDING,385021.912N,0403851.861E,3613.7,14.8,NO,,NO,
LTCU646,BUILDING,BUILDING,385022.395N,0403851.297E,3613.9,14.8,NO,,NO,
LTCU647,BUILDING,BUILDING,385022.906N,0403851.305E,3616.0,14.8,NO,,NO,
LTCU648,BUILDING,BUILDING,385022.857N,0403851.903E,3618.4,14.8,NO,,NO,
LTCU649,BUILDING,BUILDING,385023.012N,0403852.265E,3620.7,14.8,NO,,NO,
LTCU650,BUILDING,BUILDING,385023.313N,0403852.511E,3622.2,14.8,NO,,NO,
LTCU651,BUILDING,BUILDING,385023.586N,0403853.091E,3626.2,14.8,NO,,NO,
LTCU652,BUILDING,BUILDING,385023.770N,0403851.463E,3619.9,14.8,NO,,NO,
LTCU653,BUILDING,BUILDING,385024.036N,0403850.690E,3617.6,14.8,NO,,NO,
LTCU654,BUILDING,BUILDING,385024.457N,0403851.264E,3621.1,14.8,NO,,NO,
LTCU655,BUILDING,BUILDING,385023.533N,0403850.098E,3613.5,14.8,NO,,NO,
LTCU656,BUILDING,BUILDING,385023.330N,0403850.919E,3615.7,14.8,NO,,NO,
LTCU657,BUILDING,BUILDING,385022.588N,0403849.767E,3609.0,14.8,NO,,NO,
LTCU658,BUILDING,BUILDING,385022.545N,0403850.576E,3611.5,14.8,NO,,NO,
LTCU659,BUILDING,BUILDING,385023.158N,0403849.395E,3609.4,14.8,NO,,NO,
LTCU660,BUILDING,BUILDING,385027.025N,0403850.742E,3639.1,14.8,NO,,NO,
LTCU661,BUILDING,BUILDING,385026.188N,0403850.122E,3623.6,14.8,NO,,NO,
LTCU662,BUILDING,BUILDING,385025.816N,0403849.614E,3630.3,24.6,NO,,NO,
LTCU663,BUILDING,BUILDING,385027.175N,0403849.731E,3645.7,24.6,NO,,NO,
LTCU664,BUILDING,BUILDING,385024.786N,0403850.444E,3618.8,14.8,NO,,NO,
LTCU665,BUILDING,BUILDING,385024.844N,0403849.465E,3615.9,14.8,NO,,NO,
LTCU666,BUILDING,BUILDING,385024.102N,0403849.521E,3612.5,14.8,NO,,NO,
LTCU667,BUILDING,BUILDING,385024.430N,0403850.057E,3616.1,14.8,NO,,NO,
LTCU668,BUILDING,BUILDING,385024.169N,0403848.519E,3608.7,14.8,NO,,NO,
LTCU669,BUILDING,BUILDING,385023.835N,0403848.622E,3608.1,14.8,NO,,NO,
LTCU670,BUILDING,BUILDING,385026.196N,0403847.081E,3614.4,14.8,NO,,NO,
LTCU671,BUILDING,BUILDING,385027.260N,0403845.994E,3615.7,14.8,NO,,NO,
LTCU672,BUILDING,BUILDING,385027.076N,0403845.628E,3613.1,14.8,NO,,NO,
LTCU673,BUILDING,BUILDING,385026.372N,0403846.161E,3611.6,14.8,NO,,NO,
LTCU674,BUILDING,BUILDING,385025.687N,0403846.807E,3611.1,14.8,NO,,NO,
LTCU675,BUILDING,BUILDING,385026.223N,0403845.836E,3609.0,14.8,NO,,NO,
LTCU676,BUILDING,BUILDING,385025.518N,0403846.591E,3609.5,14.8,NO,,NO,
LTCU677,BUILDING,BUILDING,385026.544N,0403844.932E,3607.9,14.8,NO,,NO,
LTCU678,BUILDING,BUILDING,385027.861N,0403845.482E,3615.6,14.8,NO,,NO,
LTCU679,BUILDING,BUILDING,385028.380N,0403844.809E,3616.4,14.8,NO,,NO,
LTCU680,BUILDING,BUILDING,385029.163N,0403843.975E,3620.8,14.8,NO,,NO,
LTCU681,BUILDING,BUILDING,385028.837N,0403843.639E,3616.9,14.8,NO,,NO,
LTCU682,BUILDING,BUILDING,385028.113N,0403843.790E,3611.8,14.8,NO,,NO,
LTCU683,BUILDING,BUILDING,385027.752N,0403844.299E,3610.9,14.8,NO,,NO,
LTCU684,BUILDING,BUILDING,385027.220N,0403844.321E,3608.0,14.8,NO,,NO,
LTCU685,BUILDING,BUILDING,385027.133N,0403844.762E,3609.4,14.8,NO,,NO,
LTCU686,BUILDING,BUILDING,385026.874N,0403844.376E,3606.7,14.8,NO,,NO,
LTCU687,BUILDING,BUILDING,385028.496N,0403842.977E,3612.2,14.8,NO,,NO,
LTCU688,BUILDING,BUILDING,385028.556N,0403843.415E,3614.0,14.8,NO,,NO,
LTCU689,BUILDING,BUILDING,385030.027N,0403840.927E,3622.9,24.6,NO,,NO,
LTCU690,BUILDING,BUILDING,385029.471N,0403841.504E,3611.3,14.8,NO,,NO,
LTCU691,BUILDING,BUILDING,385028.771N,0403842.058E,3609.9,14.8,NO,,NO,
LTCU692,BUILDING,BUILDING,385029.074N,0403841.753E,3610.1,14.8,NO,,NO,
LTCU693,BUILDING,BUILDING,385028.185N,0403841.193E,3603.1,14.8,NO,,NO,
LTCU694,BUILDING,BUILDING,385029.458N,0403840.874E,3608.9,14.8,NO,,NO,
LTCU695,BUILDING,BUILDING,385030.616N,0403840.303E,3613.3,14.8,NO,,NO,
LTCU696,BUILDING,BUILDING,385031.010N,0403839.750E,3614.1,14.8,NO,,NO,
LTCU697,BUILDING,BUILDING,385030.201N,0403839.089E,3606.4,14.8,NO,,NO,
LTCU698,BUILDING,BUILDING,385030.617N,0403838.510E,3606.7,14.8,NO,,NO,
LTCU699,BUILDING,BUILDING,385032.724N,0403837.381E,3624.2,24.6,NO,,NO,
LTCU700,BUILDING,BUILDING,385032.952N,0403836.944E,3615.7,14.8,NO,,NO,
LTCU701,BUILDING,BUILDING,385032.478N,0403835.818E,3608.0,14.8,NO,,NO,
LTCU702,BUILDING,BUILDING,385033.668N,0403834.057E,3606.5,14.8,NO,,NO,
LTCU703,BUILDING,BUILDING,385031.258N,0403841.792E,3623.6,14.8,NO,,NO,
LTCU704,BUILDING,BUILDING,385037.892N,0403831.099E,3615.7,14.8,NO,,NO,
LTCU705,BUILDING,BUILDING,385059.721N,0403751.471E,3624.5,14.8,NO,,NO,
LTCU706,BUILDING,BUILDING,384643.829N,0404349.819E,4576.2,14.8,NO,,NO,
LTCU707,BUILDING,BUILDING,384644.039N,0404347.295E,4563.3,14.8,NO,,NO,
LTCU708,BUILDING,BUILDING,384646.804N,0404343.624E,4579.2,14.8,NO,,NO,
LTCU709,BUILDING,BUILDING,384646.155N,0404343.779E,4570.0,14.8,NO,,NO,
LTCU710,BUILDING,BUILDING,384647.649N,0404342.863E,4575.1,14.8,NO,,NO,
LTCU711,BUILDING,BUILDING,384643.667N,0404437.831E,4673.5,14.8,NO,,NO,
LTCU712,BUILDING,BUILDING,384643.588N,0404438.771E,4677.6,14.8,NO,,NO,
LTCU713,BUILDING,BUILDING,384643.197N,0404440.484E,4706.3,14.8,NO,,NO,
LTCU714,BUILDING,BUILDING,384644.982N,0404442.990E,4701.7,14.8,NO,,NO,
LTCU715,BUILDING,BUILDING,384643.012N,0404438.802E,4680.0,14.8,NO,,NO,
LTCU716,BUILDING,BUILDING,384642.186N,0404438.181E,4676.2,14.8,NO,,NO,
LTCU717,BUILDING,BUILDING,384642.037N,0404439.437E,4685.3,14.8,NO,,NO,
LTCU718,BUILDING,BUILDING,384758.395N,0404251.932E,4279.8,14.8,NO,,NO,
LTCU719,BUILDING,BUILDING,384757.272N,0404251.690E,4279.3,14.8,NO,,NO,
LTCU720,BUILDING,BUILDING,384757.711N,0404249.774E,4263.2,24.6,NO,,NO,
LTCU721,BUILDING,BUILDING,384755.502N,0404249.943E,4234.7,14.8,NO,,NO,
LTCU722,BUILDING,BUILDING,384758.688N,0404245.084E,4218.0,14.8,NO,,NO,
LTCU723,BUILDING,BUILDING,384759.515N,0404244.767E,4242.4,14.8,NO,,NO,
LTCU724,BUILDING,BUILDING,384758.996N,0404244.014E,4228.7,14.8,NO,,NO,
LTCU725,BUILDING,BUILDING,384801.188N,0404247.160E,4279.8,14.8,NO,,NO,
LTCU726,MINARET,BUILDING,385122.764N,0403723.514E,3630.6,64.0,NO,,NO,
LTCU727,BUILDING,BUILDING,385028.930N,0403840.044E,3602.5,14.8,NO,,NO,
LTCU728,BUILDING,BUILDING,385027.334N,0403842.955E,3603.7,14.8,NO,,NO,
LTCU729,BUILDING,BUILDING,385027.590N,0403843.346E,3607.1,14.8,NO,,NO,
LTCU730,BUILDING,BUILDING,385025.022N,0403843.468E,3622.7,44.3,NO,,NO,
LTCU731,MINARET,BUILDING,385025.551N,0403842.989E,3643.1,64.0,NO,,NO,
LTCU732,BUILDING,BUILDING,385026.127N,0403844.300E,3602.7,14.8,NO,,NO,
LTCU733,BUILDING,BUILDING,385025.528N,0403845.252E,3603.3,14.8,NO,,NO,
LTCU734,BUILDING,BUILDING,385025.177N,0403846.327E,3606.2,14.8,NO,,NO,
LTCU735,BUILDING,BUILDING,385024.567N,0403847.103E,3607.3,14.8,NO,,NO,
LTCU736,BUILDING,BUILDING,385024.194N,0403847.944E,3608.2,14.8,NO,,NO,
LTCU737,BUILDING,BUILDING,385023.797N,0403848.005E,3605.8,14.8,NO,,NO,
LTCU738,BUILDING,BUILDING,385023.597N,0403848.855E,3608.4,14.8,NO,,NO,
LTCU739,BUILDING,BUILDING,385023.188N,0403848.247E,3604.3,14.8,NO,,NO,
LTCU740,BUILDING,BUILDING,385022.770N,0403848.729E,3605.7,14.8,NO,,NO,
LTCU741,BUILDING,BUILDING,385022.146N,0403849.794E,3607.1,14.8,NO,,NO,
LTCU742,BUILDING,BUILDING,385021.922N,0403850.762E,3609.4,14.8,NO,,NO,
LTCU743,BUILDING,BUILDING,385021.647N,0403850.020E,3605.7,14.8,NO,,NO,
LTCU744,BUILDING,BUILDING,385021.468N,0403851.244E,3609.3,14.8,NO,,NO,
LTCU745,BUILDING,BUILDING,385021.181N,0403852.018E,3610.3,14.8,NO,,NO,
LTCU746,BUILDING,BUILDING,385020.943N,0403851.279E,3606.8,14.8,NO,,NO,
LTCU747,BUILDING,BUILDING,385021.073N,0403850.631E,3605.6,14.8,NO,,NO,
LTCU748,BUILDING,BUILDING,385020.457N,0403850.703E,3602.4,14.8,NO,,NO,
LTCU749,BUILDING,BUILDING,385022.129N,0403848.930E,3603.9,14.8,NO,,NO,
LTCU750,BUILDING,BUILDING,385020.632N,0403853.135E,3610.8,14.8,NO,,NO,
LTCU751,BUILDING,BUILDING,385021.037N,0403853.863E,3615.6,14.8,NO,,NO,
LTCU752,BUILDING,BUILDING,385021.501N,0403854.421E,3618.5,14.8,NO,,NO,
LTCU753,BUILDING,BUILDING,385020.613N,0403854.309E,3613.8,14.8,NO,,NO,
LTCU754,BUILDING,BUILDING,385020.398N,0403855.008E,3614.6,14.8,NO,,NO,
LTCU755,BUILDING,BUILDING,385021.037N,0403854.969E,3618.1,14.8,NO,,NO,
LTCU756,BUILDING,BUILDING,385020.838N,0403855.655E,3618.1,14.8,NO,,NO,
LTCU757,BUILDING,BUILDING,385020.441N,0403856.014E,3617.1,14.8,NO,,NO,
LTCU758,BUILDING,BUILDING,385020.917N,0403856.604E,3620.9,14.8,NO,,NO,
LTCU759,BUILDING,BUILDING,385020.427N,0403856.665E,3618.1,14.8,NO,,NO,
LTCU760,BUILDING,BUILDING,385020.770N,0403857.447E,3621.4,14.8,NO,,NO,
LTCU761,BUILDING,BUILDING,385304.038N,0403547.367E,3614.3,14.8,NO,,NO,
LTCU762,BUILDING,BUILDING,385304.697N,0403547.851E,3602.4,14.8,NO,,NO,
LTCU763,BUILDING,BUILDING,385349.891N,0403807.753E,3842.6,14.8,NO,,NO,
LTCU764,BUILDING,BUILDING,385350.221N,0403805.576E,3833.8,14.8,NO,,NO,
LTCU765,BUILDING,BUILDING,385348.769N,0403805.873E,3817.5,14.8,NO,,NO,
LTCU766,BUILDING,BUILDING,385352.423N,0403800.857E,3832.1,14.8,NO,,NO,
LTCU767,BUILDING,BUILDING,385353.222N,0403759.864E,3826.9,14.8,NO,,NO,
LTCU768,BUILDING,BUILDING,384805.238N,0404452.885E,4758.5,14.8,NO,,NO,
LTCU769,BUILDING,BUILDING,384802.364N,0404256.807E,4411.0,14.8,NO,,NO,
LTCU770,BUILDING,BUILDING,385327.729N,0403636.202E,3619.7,24.6,NO,,NO,
LTCU771,BUILDING,BUILDING,385236.634N,0403831.127E,3725.0,14.8,NO,,NO,
LTCU772,BUILDING,BUILDING,385233.219N,0403843.207E,3781.4,14.8,NO,,NO,
LTCU773,BUILDING,BUILDING,385032.917N,0403835.356E,3607.3,14.8,NO,,NO,
LTCU774,BUILDING,BUILDING,385019.845N,0403851.950E,3603.0,14.8,NO,,NO,
LTCU775,BUILDING,BUILDING,385020.448N,0403852.398E,3608.3,14.8,NO,,NO,
LTCU776,BUILDING,BUILDING,385020.204N,0403852.586E,3606.4,14.8,NO,,NO,
LTCU777,BUILDING,BUILDING,385020.032N,0403853.342E,3607.5,14.8,NO,,NO,
LTCU778,BUILDING,BUILDING,385020.161N,0403853.751E,3609.5,14.8,NO,,NO,
LTCU779,BUILDING,BUILDING,385026.113N,0403902.014E,3744.4,14.8,NO,,NO,
LTCU780,BUILDING,BUILDING,385026.886N,0403901.542E,3754.9,14.8,NO,,NO,
LTCU781,MINARET,BUILDING,385226.101N,0403831.437E,3753.5,54.1,NO,,NO,
LTCU782,BUILDING,BUILDING,385200.256N,0403944.090E,3818.5,14.8,NO,,NO,
LTCU783,BUILDING,BUILDING,385336.000N,0403632.336E,3623.6,14.8,NO,,NO,
LTCU784,BUILDING,BUILDING,385335.162N,0403633.625E,3623.6,14.8,NO,,NO,
LTCU785,BUILDING,BUILDING,385339.970N,0403628.384E,3623.6,14.8,NO,,NO,
LTCU786,BUILDING,BUILDING,385304.034N,0403547.980E,3616.3,14.8,NO,,NO,
LTCU787,BUILDING,BUILDING,385011.996N,0403131.724E,3918.9,14.8,NO,,NO,
LTCU788,BUILDING,BUILDING,384808.063N,0404451.417E,4739.1,14.8,NO,,NO,
LTCU789,BUILDING,BUILDING,385331.941N,0403642.164E,3656.5,14.8,NO,,NO,
LTCU790,BUILDING,BUILDING,385350.484N,0403806.659E,3846.2,14.8,NO,,NO,
LTCU791,BUILDING,BUILDING,385350.892N,0403803.079E,3832.9,24.6,NO,,NO,
LTCU792,BUILDING,BUILDING,385240.555N,0403848.568E,3877.6,14.8,NO,,NO,
LTCU793,BUILDING,BUILDING,385241.223N,0403848.297E,3886.0,14.8,NO,,NO,
LTCU794,BUILDING,BUILDING,385332.919N,0403629.260E,3616.5,14.8,NO,,NO,
LTCU795,BUILDING,BUILDING,385333.573N,0403633.946E,3623.6,14.8,NO,,NO,
LTCU796,BUILDING,BUILDING,385325.593N,0403637.558E,3602.8,14.8,NO,,NO,
LTCU797,BUILDING,BUILDING,385326.409N,0403639.742E,3611.7,14.8,NO,,NO,
LTCU798,MAST,POLE,385503.914N,0403003.138E,4294.4,98.4,NO,,NO,
LTCU799,MAST,POLE,385503.919N,0402955.266E,4307.9,98.4,NO,,NO,
LTCU800,MAST,POLE,385503.824N,0402937.400E,4201.0,98.4,NO,,NO,
LTCU801,MAST,POLE,385457.109N,0402544.083E,4598.3,82.0,NO,,NO,
LTCU802,MAST,POLE,385456.466N,0402529.740E,4725.9,82.0,NO,,NO,
LTCU803,GSM MAST,POLE,385539.486N,0402616.202E,4526.2,98.4,NO,,NO,
LTCU804,GSM MAST,POLE,385538.960N,0402618.295E,4543.9,98.4,NO,,NO,
LTCU805,MAST,POLE,385132.94N ,0403525.61E,3491.0,82.0,YES,RED,NO,
LTCU806,MAST,POLE,385132.15N ,0403527.32E,3471.0,82.0,YES,RED,NO,
LTCU807,MAST,POLE,385131.51N ,0403528.66E,3471.0,82.0,YES,RED,NO,
LTCU808,MAST,POLE,385130.89N ,0403529.99E,3471.0,82.0,YES,RED,NO,
LTCU809,MAST,POLE,385143.76N ,0403546.03E,3471.0,82.0,YES,RED,NO,
LTCU810,MAST,POLE,385143.17N ,0403547.29E,3474.0,82.0,YES,RED,NO,
LTCU811,MAST,POLE,385142.58N ,0403548.55E,3474.0,82.0,YES,RED,NO,
LTCU812,GP STATION,NAVAID,385154.1N,0403511.3E,3476.8,22.84,NO,,NO,
LTCU813,GP ANTENNA,ANTENNA,385154.5N,0403511.5E,3478.1,49.2,YES,RED,NO,
LTCU814,LLZ ANTENNA,ANTENNA,385115.2N,0403625.9E,3504.55,8.53,YES,RED,NO,
LTCU815,LLZ CON.,NAVAID,385113.19N,0403624.27E,3499.5,8.5,NO,,NO,
LTCU816,DME,NAVAID,385153.74N,0403511.34E,3474.7,16.4,NO,,NO,
LTCU817,GLIDEPAT CON.,NAVAID,385153.84N,0403511.48E,3466.8,8.5,NO,,NO,
LTCU818,GP ANTENNA,ANTENNA,385153.88N,0403511.41E,3508.1,49.2,YES,RED,NO,
LTCU819,RVR,OTHER,385153.21N,0403512.20E,3469.1,9.2,NO,,NO,
LTCU820,RVR,OTHER,385152.73N,0403513.29E,3469.4,9.2,NO,,NO,
LTCU821,NDB ANTENNA,ANTENNA,385119.86N,0403603.42E,3529.7,49.2,NO,,NO,
LTCU822,NDB FIELD,OTHER,385154.65N,0403509.68E,3468.6,9.8,NO,,NO,
LTCU823,ANEMOMETER 1,OTHER,385127.60N,0403611.89E,3518.5,32.8,NO,,NO,
LTCU824,ANEMOMETER 2,OTHER,385154.50N,0403513.16E,3491.8,32.8,NO,,NO,
LTCU825,RVR,OTHER,385126.29N,0403610.16E,3486.5,9.2,NO,,NO,
LTCU826,RVR,OTHER,385125.80N,0403611.22E,3487.0,9.2,NO,,NO,
LTCU827,WDI 1,OTHER,385152.34N,0403513.48E,3481.1,21.3,YES,RED,NO,
LTCU828,VOR+DME,NAVAID,385119.80N,0403602.92E,3510.6,29.5,YES,RED,NO,
LTCU829,WDI 2,OTHER,385125.79N,0403610.50E,3500.3,21.3,YES,RED,NO,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
