Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,
LTCD2014,BUILDING,BUILDING,394446.193N,0393049.687E,3947.2,14.76,NO INFO,,NO,,,,
LTCD2015,BUILDING,BUILDING,394440.361N,0393046.838E,3936.0,14.76,NO INFO,,NO,,,,
LTCD2016,BUILDING,BUILDING,394442.683N,0393047.957E,3940.7,14.76,NO INFO,,NO,,,,
LTCD2017,BUILDING,BUILDING,394426.401N,0393039.997E,3921.2,24.60,NO INFO,,NO,,,,
LTCD2018,BUILDING,BUILDING,394501.457N,0393057.073E,4008.6,44.29,NO INFO,,NO,,,,
LTCD2019,BUILDING,BUILDING,394417.485N,0393035.638E,3910.3,24.60,NO INFO,,NO,,,,
LTCD2020,BUILDING,BUILDING,394444.044N,0393048.564E,3943.3,14.76,NO INFO,,NO,,,,
LTCD2021,BUILDING,BUILDING,394445.444N,0393049.163E,3945.9,14.76,NO INFO,,NO,,,,
LTCD2022,BUILDING,BUILDING,394445.299N,0393049.062E,3945.5,14.76,NO INFO,,NO,,,,
LTCD2023,BUILDING,BUILDING,394424.071N,0393038.714E,3908.9,14.76,NO INFO,,NO,,,,
LTCD2024,BUILDING,BUILDING,394428.102N,0393040.676E,3913.3,14.76,NO INFO,,NO,,,,
LTCD2025,BUILDING,BUILDING,394441.716N,0393047.307E,3938.9,14.76,NO INFO,,NO,,,,
LTCD2026,BUILDING,BUILDING,394438.180N,0393045.571E,3930.9,14.76,NO INFO,,NO,,,,
LTCD2027,BUILDING,BUILDING,394511.864N,0393101.976E,4032.2,44.29,NO INFO,,NO,,,,
LTCD2028,BUILDING,BUILDING,394510.532N,0393101.326E,4007.8,24.60,NO INFO,,NO,,,,
LTCD2029,BUILDING,BUILDING,394447.539N,0393050.093E,3949.4,14.76,NO INFO,,NO,,,,
LTCD2030,BUILDING,BUILDING,394440.993N,0393046.843E,3937.2,14.76,NO INFO,,NO,,,,
LTCD2031,BUILDING,BUILDING,394437.314N,0393045.028E,3928.8,14.76,NO INFO,,NO,,,,
LTCD2032,BUILDING,BUILDING,394502.903N,0393057.484E,4011.2,44.29,NO INFO,,NO,,,,
LTCD2033,BUILDING,BUILDING,394444.547N,0393048.534E,3944.0,14.76,NO INFO,,NO,,,,
LTCD2034,BUILDING,BUILDING,394442.295N,0393047.434E,3940.0,14.76,NO INFO,,NO,,,,
LTCD2035,BUILDING,BUILDING,394436.884N,0393044.748E,3928.4,14.76,NO INFO,,NO,,,,
LTCD2036,BUILDING,BUILDING,394442.206N,0393047.334E,3940.0,14.76,NO INFO,,NO,,,,
LTCD2037,BUILDING,BUILDING,394520.777N,0393106.131E,4086.6,44.29,NO INFO,,NO,,,,
LTCD2038,BUILDING,BUILDING,394456.974N,0393054.522E,3997.8,44.29,NO INFO,,NO,,,,
LTCD2039,BUILDING,BUILDING,394417.120N,0393035.067E,3909.9,24.60,NO INFO,,NO,,,,
LTCD2040,BUILDING,BUILDING,394436.316N,0393044.405E,3927.5,14.76,NO INFO,,NO,,,,
LTCD2041,BUILDING,BUILDING,394423.364N,0393038.076E,3908.1,14.76,NO INFO,,NO,,,,
LTCD2042,BUILDING,BUILDING,394447.358N,0393049.767E,3948.7,14.76,NO INFO,,NO,,,,
LTCD2043,BUILDING,BUILDING,394431.778N,0393042.166E,3938.7,34.44,NO INFO,,NO,,,,
LTCD2044,BUILDING,BUILDING,394439.994N,0393046.163E,3935.1,14.76,NO INFO,,NO,,,,
LTCD2045,BUILDING,BUILDING,394427.360N,0393039.990E,3912.3,14.76,NO INFO,,NO,,,,
LTCD2046,BUILDING,BUILDING,394447.182N,0393049.636E,3948.7,14.76,NO INFO,,NO,,,,
LTCD2047,BUILDING,BUILDING,394517.119N,0393104.217E,4068.0,44.29,NO INFO,,NO,,,,
LTCD2048,BUILDING,BUILDING,394438.707N,0393045.494E,3931.9,14.76,NO INFO,,NO,,,,
LTCD2049,BUILDING,BUILDING,394443.671N,0393047.908E,3942.4,14.76,NO INFO,,NO,,,,
LTCD2050,BUILDING,BUILDING,394424.755N,0393038.665E,3909.9,14.76,NO INFO,,NO,,,,
LTCD2051,BUILDING,BUILDING,394445.897N,0393048.918E,3946.1,14.76,NO INFO,,NO,,,,
LTCD2052,BUILDING,BUILDING,394439.259N,0393045.653E,3932.9,14.76,NO INFO,,NO,,,,
LTCD2053,BUILDING,BUILDING,394516.294N,0393103.680E,4064.9,44.29,NO INFO,,NO,,,,
LTCD2054,BUILDING,BUILDING,394446.500N,0393049.146E,3947.4,14.76,NO INFO,,NO,,,,
LTCD2055,BUILDING,BUILDING,394446.307N,0393049.033E,3946.9,14.76,NO INFO,,NO,,,,
LTCD2056,BUILDING,BUILDING,394442.872N,0393047.358E,3941.2,14.76,NO INFO,,NO,,,,
LTCD2057,BUILDING,BUILDING,394440.647N,0393046.260E,3936.3,14.76,NO INFO,,NO,,,,
LTCD2058,BUILDING,BUILDING,394438.404N,0393045.109E,3931.0,14.76,NO INFO,,NO,,,,
LTCD2059,BUILDING,BUILDING,394445.649N,0393048.612E,3945.6,14.76,NO INFO,,NO,,,,
LTCD2060,BUILDING,BUILDING,394431.061N,0393041.490E,3937.8,34.44,NO INFO,,NO,,,,
LTCD2061,BUILDING,BUILDING,394505.440N,0393058.227E,4017.3,44.29,NO INFO,,NO,,,,
LTCD2062,BUILDING,BUILDING,394445.508N,0393048.507E,3945.3,14.76,NO INFO,,NO,,,,
LTCD2063,BUILDING,BUILDING,394444.186N,0393047.856E,3943.2,14.76,NO INFO,,NO,,,,
LTCD2064,BUILDING,BUILDING,394441.888N,0393046.713E,3939.2,14.76,NO INFO,,NO,,,,
LTCD2065,BUILDING,BUILDING,394438.950N,0393045.259E,3931.9,14.76,NO INFO,,NO,,,,
LTCD2066,BUILDING,BUILDING,394426.163N,0393039.017E,3921.0,24.60,NO INFO,,NO,,,,
LTCD2067,BUILDING,BUILDING,394426.901N,0393039.344E,3921.6,24.60,NO INFO,,NO,,,,
LTCD2068,BUILDING,BUILDING,394438.862N,0393045.163E,3931.5,14.76,NO INFO,,NO,,,,
LTCD2069,BUILDING,BUILDING,394437.508N,0393044.485E,3929.1,14.76,NO INFO,,NO,,,,
LTCD2070,BUILDING,BUILDING,394428.484N,0393040.086E,3923.7,24.60,NO INFO,,NO,,,,
LTCD2071,BUILDING,BUILDING,394444.807N,0393048.032E,3944.1,14.76,NO INFO,,NO,,,,
LTCD2072,BUILDING,BUILDING,394441.215N,0393046.275E,3937.0,14.76,NO INFO,,NO,,,,
LTCD2073,BUILDING,BUILDING,394457.908N,0393054.284E,3999.4,44.29,NO INFO,,NO,,,,
LTCD2074,BUILDING,BUILDING,394436.542N,0393043.851E,3927.5,14.76,NO INFO,,NO,,,,
LTCD2075,BUILDING,BUILDING,394443.947N,0393047.426E,3942.5,14.76,NO INFO,,NO,,,,
LTCD2076,BUILDING,BUILDING,394423.923N,0393037.666E,3909.1,14.76,NO INFO,,NO,,,,
LTCD2077,BUILDING,BUILDING,394425.737N,0393038.549E,3920.7,24.60,NO INFO,,NO,,,,
LTCD2078,BUILDING,BUILDING,394519.722N,0393104.856E,4079.9,44.29,NO INFO,,NO,,,,
LTCD2079,BUILDING,BUILDING,394440.220N,0393045.600E,3934.8,14.76,NO INFO,,NO,,,,
LTCD2080,BUILDING,BUILDING,394419.412N,0393035.445E,3913.1,24.60,NO INFO,,NO,,,,
LTCD2081,BUILDING,BUILDING,394424.451N,0393037.893E,3909.7,14.76,NO INFO,,NO,,,,
LTCD2082,BUILDING,BUILDING,394438.927N,0393044.942E,3931.5,14.76,NO INFO,,NO,,,,
LTCD2083,BUILDING,BUILDING,394442.590N,0393046.723E,3940.2,14.76,NO INFO,,NO,,,,
LTCD2084,BUILDING,BUILDING,394518.584N,0393104.244E,4074.0,44.29,NO INFO,,NO,,,,
LTCD2085,BUILDING,BUILDING,394421.909N,0393036.618E,3916.5,24.60,NO INFO,,NO,,,,
LTCD2086,BUILDING,BUILDING,394432.495N,0393041.752E,3939.4,34.44,NO INFO,,NO,,,,
LTCD2087,BUILDING,BUILDING,394439.482N,0393045.084E,3932.6,14.76,NO INFO,,NO,,,,
LTCD2088,BUILDING,BUILDING,394443.079N,0393046.807E,3940.7,14.76,NO INFO,,NO,,,,
LTCD2089,BUILDING,BUILDING,394533.302N,0393111.246E,4094.9,14.76,NO INFO,,NO,,,,
LTCD2090,BUILDING,BUILDING,394437.000N,0393043.799E,3927.9,14.76,NO INFO,,NO,,,,
LTCD2091,BUILDING,BUILDING,394500.339N,0393055.161E,4005.8,44.29,NO INFO,,NO,,,,
LTCD2092,BUILDING,BUILDING,394428.079N,0393039.395E,3913.3,14.76,NO INFO,,NO,,,,
LTCD2093,BUILDING,BUILDING,394423.554N,0393037.184E,3908.7,14.76,NO INFO,,NO,,,,
LTCD2094,BUILDING,BUILDING,394425.244N,0393037.989E,3910.3,14.76,NO INFO,,NO,,,,
LTCD2095,BUILDING,BUILDING,394439.149N,0393044.758E,3932.0,14.76,NO INFO,,NO,,,,
LTCD2096,BUILDING,BUILDING,394438.645N,0393044.507E,3930.7,14.76,NO INFO,,NO,,,,
LTCD2097,BUILDING,BUILDING,394442.186N,0393046.232E,3939.0,14.76,NO INFO,,NO,,,,
LTCD2098,BUILDING,BUILDING,394534.031N,0393111.488E,4102.6,14.76,NO INFO,,NO,,,,
LTCD2099,BUILDING,BUILDING,394508.371N,0393058.916E,4025.9,44.29,NO INFO,,NO,,,,
LTCD2100,BUILDING,BUILDING,394437.724N,0393043.923E,3929.3,14.76,NO INFO,,NO,,,,
LTCD2101,BUILDING,BUILDING,394441.447N,0393045.711E,3937.5,14.76,NO INFO,,NO,,,,
LTCD2102,BUILDING,BUILDING,394432.129N,0393041.092E,3938.7,34.44,NO INFO,,NO,,,,
LTCD2103,BUILDING,BUILDING,394455.763N,0393052.607E,3974.6,24.60,NO INFO,,NO,,,,
LTCD2104,BUILDING,BUILDING,394515.195N,0393102.062E,4054.8,44.29,NO INFO,,NO,,,,
LTCD2105,BUILDING,BUILDING,394427.334N,0393038.711E,3912.5,14.76,NO INFO,,NO,,,,
LTCD2106,BUILDING,BUILDING,394436.856N,0393043.342E,3927.7,14.76,NO INFO,,NO,,,,
LTCD2107,BUILDING,BUILDING,394424.676N,0393037.399E,3919.6,24.60,NO INFO,,NO,,,,
LTCD2108,BUILDING,BUILDING,394447.621N,0393048.575E,3967.7,34.44,NO INFO,,NO,,,,
LTCD2109,BUILDING,BUILDING,394501.276N,0393055.209E,4007.2,44.29,NO INFO,,NO,,,,
LTCD2110,BUILDING,BUILDING,394439.156N,0393044.415E,3931.6,14.76,NO INFO,,NO,,,,
LTCD2111,BUILDING,BUILDING,394440.451N,0393045.046E,3934.7,14.76,NO INFO,,NO,,,,
LTCD2112,BUILDING,BUILDING,394446.369N,0393047.914E,3946.0,14.76,NO INFO,,NO,,,,
LTCD2113,BUILDING,BUILDING,394533.850N,0393111.055E,4101.3,14.76,NO INFO,,NO,,,,
LTCD2114,BUILDING,BUILDING,394428.056N,0393038.917E,3913.4,14.76,NO INFO,,NO,,,,
LTCD2115,BUILDING,BUILDING,394439.672N,0393044.568E,3932.8,14.76,NO INFO,,NO,,,,
LTCD2116,BUILDING,BUILDING,394425.183N,0393037.499E,3910.4,14.76,NO INFO,,NO,,,,
LTCD2117,BUILDING,BUILDING,394431.646N,0393040.640E,3938.1,34.44,NO INFO,,NO,,,,
LTCD2118,BUILDING,BUILDING,394445.467N,0393047.282E,3944.4,14.76,NO INFO,,NO,,,,
LTCD2119,BUILDING,BUILDING,394504.755N,0393056.627E,4016.2,44.29,NO INFO,,NO,,,,
LTCD2120,BUILDING,BUILDING,394438.778N,0393043.924E,3930.8,14.76,NO INFO,,NO,,,,
LTCD2121,BUILDING,BUILDING,394503.800N,0393056.087E,4013.8,44.29,NO INFO,,NO,,,,
LTCD2122,BUILDING,BUILDING,394444.711N,0393046.770E,3942.6,14.76,NO INFO,,NO,,,,
LTCD2123,BUILDING,BUILDING,394448.779N,0393048.753E,3979.7,44.29,NO INFO,,NO,,,,
LTCD2124,BUILDING,BUILDING,394424.175N,0393036.749E,3919.3,24.60,NO INFO,,NO,,,,
LTCD2125,BUILDING,BUILDING,394522.374N,0393105.111E,4090.5,44.29,NO INFO,,NO,,,,
LTCD2126,BUILDING,BUILDING,394445.937N,0393047.345E,3945.2,14.76,NO INFO,,NO,,,,
LTCD2127,BUILDING,BUILDING,394437.944N,0393043.381E,3928.8,14.76,NO INFO,,NO,,,,
LTCD2128,BUILDING,BUILDING,394424.677N,0393036.894E,3909.8,14.76,NO INFO,,NO,,,,
LTCD2129,BUILDING,BUILDING,394459.279N,0393053.707E,4001.4,44.29,NO INFO,,NO,,,,
LTCD2130,BUILDING,BUILDING,394443.934N,0393046.223E,3941.4,14.76,NO INFO,,NO,,,,
LTCD2131,BUILDING,BUILDING,394437.041N,0393042.863E,3928.0,14.76,NO INFO,,NO,,,,
LTCD2132,BUILDING,BUILDING,394445.991N,0393047.206E,3944.9,14.76,NO INFO,,NO,,,,
LTCD2133,BUILDING,BUILDING,394443.762N,0393046.114E,3941.0,14.76,NO INFO,,NO,,,,
LTCD2134,BUILDING,BUILDING,394428.307N,0393038.551E,3913.6,14.76,NO INFO,,NO,,,,
LTCD2135,BUILDING,BUILDING,394424.319N,0393036.591E,3909.5,14.76,NO INFO,,NO,,,,
LTCD2136,BUILDING,BUILDING,394427.653N,0393038.209E,3922.3,24.60,NO INFO,,NO,,,,
LTCD2137,BUILDING,BUILDING,394506.464N,0393057.121E,4020.4,44.29,NO INFO,,NO,,,,
LTCD2138,BUILDING,BUILDING,394507.278N,0393057.487E,4023.2,44.29,NO INFO,,NO,,,,
LTCD2139,BUILDING,BUILDING,394451.819N,0393049.933E,3956.5,14.76,NO INFO,,NO,,,,
LTCD2140,BUILDING,BUILDING,394517.710N,0393102.546E,4065.9,44.29,NO INFO,,NO,,,,
LTCD2141,BUILDING,BUILDING,394446.587N,0393047.370E,3946.1,14.76,NO INFO,,NO,,,,
LTCD2142,BUILDING,BUILDING,394444.254N,0393046.208E,3941.8,14.76,NO INFO,,NO,,,,
LTCD2143,BUILDING,BUILDING,394446.166N,0393047.060E,3945.4,14.76,NO INFO,,NO,,,,
LTCD2144,BUILDING,BUILDING,394423.587N,0393036.041E,3908.9,14.76,NO INFO,,NO,,,,
LTCD2145,BUILDING,BUILDING,394425.760N,0393037.063E,3911.0,14.76,NO INFO,,NO,,,,
LTCD2146,BUILDING,BUILDING,394445.802N,0393046.819E,3944.6,14.76,NO INFO,,NO,,,,
LTCD2147,BUILDING,BUILDING,394445.629N,0393046.702E,3944.1,14.76,NO INFO,,NO,,,,
LTCD2148,BUILDING,BUILDING,394444.277N,0393046.028E,3941.5,14.76,NO INFO,,NO,,,,
LTCD2149,BUILDING,BUILDING,394429.298N,0393038.721E,3924.5,24.60,NO INFO,,NO,,,,
LTCD2150,BUILDING,BUILDING,394450.254N,0393048.917E,3981.8,44.29,NO INFO,,NO,,,,
LTCD2151,BUILDING,BUILDING,394444.920N,0393046.240E,3942.8,14.76,NO INFO,,NO,,,,
LTCD2152,BUILDING,BUILDING,394422.813N,0393035.423E,3908.1,14.76,NO INFO,,NO,,,,
LTCD2153,BUILDING,BUILDING,394444.037N,0393045.605E,3940.7,14.76,NO INFO,,NO,,,,
LTCD2154,BUILDING,BUILDING,394502.723N,0393054.686E,4010.8,44.29,NO INFO,,NO,,,,
LTCD2155,BUILDING,BUILDING,394446.736N,0393046.757E,3945.6,14.76,NO INFO,,NO,,,,
LTCD2156,BUILDING,BUILDING,394515.407N,0393100.688E,4045.6,34.44,NO INFO,,NO,,,,
LTCD2157,BUILDING,BUILDING,394520.462N,0393103.145E,4079.9,44.29,NO INFO,,NO,,,,
LTCD2158,BUILDING,BUILDING,394438.074N,0393042.425E,3938.7,24.60,NO INFO,,NO,,,,
LTCD2159,BUILDING,BUILDING,394446.002N,0393046.241E,3944.3,14.76,NO INFO,,NO,,,,
LTCD2160,BUILDING,BUILDING,394426.144N,0393036.536E,3911.4,14.76,NO INFO,,NO,,,,
LTCD2161,BUILDING,BUILDING,394445.853N,0393046.139E,3944.3,14.76,NO INFO,,NO,,,,
LTCD2162,BUILDING,BUILDING,394444.567N,0393045.480E,3941.7,14.76,NO INFO,,NO,,,,
LTCD2163,BUILDING,BUILDING,394428.167N,0393037.488E,3923.1,24.60,NO INFO,,NO,,,,
LTCD2164,BUILDING,BUILDING,394446.440N,0393046.375E,3945.4,14.76,NO INFO,,NO,,,,
LTCD2165,BUILDING,BUILDING,394448.728N,0393047.440E,3979.0,44.29,NO INFO,,NO,,,,
LTCD2166,BUILDING,BUILDING,394445.164N,0393045.670E,3943.0,14.76,NO INFO,,NO,,,,
LTCD2167,BUILDING,BUILDING,394508.967N,0393057.231E,4028.5,44.29,NO INFO,,NO,,,,
LTCD2168,BUILDING,BUILDING,394429.751N,0393038.118E,3924.9,24.60,NO INFO,,NO,,,,
LTCD2169,BUILDING,BUILDING,394450.868N,0393048.340E,3983.0,44.29,NO INFO,,NO,,,,
LTCD2170,BUILDING,BUILDING,394423.255N,0393034.868E,3918.3,24.60,NO INFO,,NO,,,,
LTCD2171,BUILDING,BUILDING,394422.639N,0393034.568E,3907.6,14.76,NO INFO,,NO,,,,
LTCD2172,BUILDING,BUILDING,394444.186N,0393045.002E,3941.0,14.76,NO INFO,,NO,,,,
LTCD2173,BUILDING,BUILDING,394505.820N,0393055.534E,4017.6,44.29,NO INFO,,NO,,,,
LTCD2174,BUILDING,BUILDING,394522.148N,0393103.481E,4084.3,44.29,NO INFO,,NO,,,,
LTCD2175,BUILDING,BUILDING,394424.184N,0393035.209E,3919.4,24.60,NO INFO,,NO,,,,
LTCD2176,BUILDING,BUILDING,394427.414N,0393036.761E,3922.5,24.60,NO INFO,,NO,,,,
LTCD2177,BUILDING,BUILDING,394440.218N,0393042.962E,3961.8,44.29,NO INFO,,NO,,,,
LTCD2178,BUILDING,BUILDING,394446.952N,0393046.230E,3945.9,14.76,NO INFO,,NO,,,,
LTCD2179,BUILDING,BUILDING,394438.912N,0393042.184E,3969.4,54.13,NO INFO,,NO,,,,
LTCD2180,BUILDING,BUILDING,394424.279N,0393035.042E,3909.6,14.76,NO INFO,,NO,,,,
LTCD2181,BUILDING,BUILDING,394436.025N,0393040.731E,3955.1,44.29,NO INFO,,NO,,,,
LTCD2182,BUILDING,BUILDING,394446.162N,0393045.635E,3944.4,14.76,NO INFO,,NO,,,,
LTCD2183,BUILDING,BUILDING,394432.116N,0393038.782E,3918.2,14.76,NO INFO,,NO,,,,
LTCD2184,BUILDING,BUILDING,394426.993N,0393036.273E,3921.9,24.60,NO INFO,,NO,,,,
LTCD2185,BUILDING,BUILDING,394507.937N,0393056.118E,4025.1,44.29,NO INFO,,NO,,,,
LTCD2186,BUILDING,BUILDING,394518.627N,0393101.317E,4065.9,44.29,NO INFO,,NO,,,,
LTCD2187,BUILDING,BUILDING,394431.162N,0393038.168E,3916.7,14.76,NO INFO,,NO,,,,
LTCD2188,BUILDING,BUILDING,394445.401N,0393045.087E,3942.6,14.76,NO INFO,,NO,,,,
LTCD2189,BUILDING,BUILDING,394428.541N,0393036.847E,3923.6,24.60,NO INFO,,NO,,,,
LTCD2190,BUILDING,BUILDING,394454.197N,0393049.347E,3989.4,44.29,NO INFO,,NO,,,,
LTCD2191,BUILDING,BUILDING,394444.415N,0393044.440E,3940.8,14.76,NO INFO,,NO,,,,
LTCD2192,BUILDING,BUILDING,394430.142N,0393037.469E,3915.4,14.76,NO INFO,,NO,,,,
LTCD2193,BUILDING,BUILDING,394429.896N,0393037.259E,3915.0,14.76,NO INFO,,NO,,,,
LTCD2194,BUILDING,BUILDING,394423.701N,0393034.224E,3908.8,14.76,NO INFO,,NO,,,,
LTCD2195,BUILDING,BUILDING,394426.462N,0393035.568E,3921.6,24.60,NO INFO,,NO,,,,
LTCD2196,BUILDING,BUILDING,394431.997N,0393038.254E,3918.3,14.76,NO INFO,,NO,,,,
LTCD2197,BUILDING,BUILDING,394447.329N,0393045.714E,3946.1,14.76,NO INFO,,NO,,,,
LTCD2198,BUILDING,BUILDING,394426.059N,0393035.333E,3921.4,24.60,NO INFO,,NO,,,,
LTCD2199,BUILDING,BUILDING,394422.266N,0393033.465E,3917.3,24.60,NO INFO,,NO,,,,
LTCD2200,BUILDING,BUILDING,394500.778N,0393052.172E,3974.5,14.76,NO INFO,,NO,,,,
LTCD2201,BUILDING,BUILDING,394424.612N,0393034.506E,3919.7,24.60,NO INFO,,NO,,,,
LTCD2202,BUILDING,BUILDING,394510.728N,0393056.957E,4030.6,44.29,NO INFO,,NO,,,,
LTCD2203,BUILDING,BUILDING,394437.234N,0393040.587E,3957.6,44.29,NO INFO,,NO,,,,
LTCD2204,BUILDING,BUILDING,394436.249N,0393040.103E,3955.4,44.29,NO INFO,,NO,,,,
LTCD2205,BUILDING,BUILDING,394446.308N,0393045.003E,3944.2,14.76,NO INFO,,NO,,,,
LTCD2206,BUILDING,BUILDING,394442.545N,0393043.086E,3975.2,54.13,NO INFO,,NO,,,,
LTCD2207,BUILDING,BUILDING,394445.622N,0393044.554E,3942.9,14.76,NO INFO,,NO,,,,
LTCD2208,BUILDING,BUILDING,394424.734N,0393034.342E,3909.9,14.76,NO INFO,,NO,,,,
LTCD2209,BUILDING,BUILDING,394516.924N,0393059.769E,4050.5,34.44,NO INFO,,NO,,,,
LTCD2210,BUILDING,BUILDING,394423.019N,0393033.458E,3908.2,14.76,NO INFO,,NO,,,,
LTCD2211,BUILDING,BUILDING,394521.532N,0393101.903E,4078.5,44.29,NO INFO,,NO,,,,
LTCD2212,BUILDING,BUILDING,394515.208N,0393058.806E,4041.3,34.44,NO INFO,,NO,,,,
LTCD2213,BUILDING,BUILDING,394444.754N,0393043.962E,3941.1,14.76,NO INFO,,NO,,,,
LTCD2214,BUILDING,BUILDING,394439.419N,0393041.357E,3970.6,54.13,NO INFO,,NO,,,,
LTCD2215,BUILDING,BUILDING,394428.920N,0393036.209E,3924.0,24.60,NO INFO,,NO,,,,
LTCD2216,BUILDING,BUILDING,394430.461N,0393036.929E,3915.9,14.76,NO INFO,,NO,,,,
LTCD2217,BUILDING,BUILDING,394453.259N,0393047.995E,3987.2,44.29,NO INFO,,NO,,,,
LTCD2218,BUILDING,BUILDING,394427.972N,0393035.657E,3913.2,14.76,NO INFO,,NO,,,,
LTCD2219,BUILDING,BUILDING,394447.426N,0393045.106E,3946.3,14.76,NO INFO,,NO,,,,
LTCD2220,BUILDING,BUILDING,394501.683N,0393052.040E,3976.3,14.76,NO INFO,,NO,,,,
LTCD2221,BUILDING,BUILDING,394429.650N,0393036.417E,3915.2,14.76,NO INFO,,NO,,,,
LTCD2222,BUILDING,BUILDING,394414.921N,0393029.194E,3908.2,24.60,NO INFO,,NO,,,,
LTCD2223,BUILDING,BUILDING,394517.799N,0393059.826E,4062.0,44.29,NO INFO,,NO,,,,
LTCD2224,BUILDING,BUILDING,394427.514N,0393035.286E,3912.9,14.76,NO INFO,,NO,,,,
LTCD2225,BUILDING,BUILDING,394512.914N,0393057.382E,4028.8,34.44,NO INFO,,NO,,,,
LTCD2226,BUILDING,BUILDING,394420.084N,0393031.607E,3914.9,24.60,NO INFO,,NO,,,,
LTCD2227,BUILDING,BUILDING,394422.723N,0393032.863E,3907.9,14.76,NO INFO,,NO,,,,
LTCD2228,BUILDING,BUILDING,394447.056N,0393044.714E,3945.1,14.76,NO INFO,,NO,,,,
LTCD2229,BUILDING,BUILDING,394446.542N,0393044.449E,3944.5,14.76,NO INFO,,NO,,,,
LTCD2230,BUILDING,BUILDING,394424.132N,0393033.510E,3909.6,14.76,NO INFO,,NO,,,,
LTCD2231,BUILDING,BUILDING,394520.368N,0393100.865E,4067.9,44.29,NO INFO,,NO,,,,
LTCD2232,BUILDING,BUILDING,394433.084N,0393037.813E,3929.8,24.60,NO INFO,,NO,,,,
LTCD2233,BUILDING,BUILDING,394445.787N,0393043.938E,3943.0,14.76,NO INFO,,NO,,,,
LTCD2234,BUILDING,BUILDING,394449.496N,0393045.744E,3979.7,44.29,NO INFO,,NO,,,,
LTCD2235,BUILDING,BUILDING,394426.087N,0393034.299E,3911.6,14.76,NO INFO,,NO,,,,
LTCD2236,BUILDING,BUILDING,394455.605N,0393048.642E,3961.4,14.76,NO INFO,,NO,,,,
LTCD2237,BUILDING,BUILDING,394533.996N,0393107.345E,4096.1,14.76,NO INFO,,NO,,,,
LTCD2238,BUILDING,BUILDING,394443.851N,0393042.899E,3968.9,44.29,NO INFO,,NO,,,,
LTCD2239,BUILDING,BUILDING,394425.112N,0393033.721E,3920.5,24.60,NO INFO,,NO,,,,
LTCD2240,BUILDING,BUILDING,394449.119N,0393045.417E,3978.8,44.29,NO INFO,,NO,,,,
LTCD2241,BUILDING,BUILDING,394444.874N,0393043.305E,3941.2,14.76,NO INFO,,NO,,,,
LTCD2242,BUILDING,BUILDING,394447.678N,0393044.671E,3946.1,14.76,NO INFO,,NO,,,,
LTCD2243,BUILDING,BUILDING,394433.196N,0393037.606E,3920.5,14.76,NO INFO,,NO,,,,
LTCD2244,BUILDING,BUILDING,394456.003N,0393048.711E,3962.6,14.76,NO INFO,,NO,,,,
LTCD2245,BUILDING,BUILDING,394420.293N,0393031.306E,3915.4,24.60,NO INFO,,NO,,,,
LTCD2246,BUILDING,BUILDING,394445.461N,0393043.562E,3942.0,14.76,NO INFO,,NO,,,,
LTCD2247,BUILDING,BUILDING,394429.237N,0393035.632E,3924.5,24.60,NO INFO,,NO,,,,
LTCD2248,BUILDING,BUILDING,394426.364N,0393034.231E,3911.6,14.76,NO INFO,,NO,,,,
LTCD2249,BUILDING,BUILDING,394433.805N,0393037.844E,3921.1,14.76,NO INFO,,NO,,,,
LTCD2250,BUILDING,BUILDING,394456.609N,0393048.911E,3964.2,14.76,NO INFO,,NO,,,,
LTCD2251,BUILDING,BUILDING,394425.606N,0393033.706E,3911.0,14.76,NO INFO,,NO,,,,
LTCD2252,BUILDING,BUILDING,394423.923N,0393032.807E,3909.3,14.76,NO INFO,,NO,,,,
LTCD2253,BUILDING,BUILDING,394422.213N,0393031.972E,3907.6,14.76,NO INFO,,NO,,,,
LTCD2254,BUILDING,BUILDING,394457.507N,0393049.164E,3966.4,14.76,NO INFO,,NO,,,,
LTCD2255,BUILDING,BUILDING,394519.360N,0393059.800E,4064.9,44.29,NO INFO,,NO,,,,
LTCD2256,BUILDING,BUILDING,394433.370N,0393037.382E,3920.5,14.76,NO INFO,,NO,,,,
LTCD2257,BUILDING,BUILDING,394426.918N,0393034.235E,3912.3,14.76,NO INFO,,NO,,,,
LTCD2258,BUILDING,BUILDING,394414.638N,0393028.250E,3908.0,24.60,NO INFO,,NO,,,,
LTCD2259,BUILDING,BUILDING,394446.765N,0393043.873E,3944.6,14.76,NO INFO,,NO,,,,
LTCD2260,BUILDING,BUILDING,394428.725N,0393035.001E,3914.4,14.76,NO INFO,,NO,,,,
LTCD2261,BUILDING,BUILDING,394446.056N,0393043.436E,3942.8,14.76,NO INFO,,NO,,,,
LTCD2262,BUILDING,BUILDING,394423.172N,0393032.263E,3918.5,24.60,NO INFO,,NO,,,,
LTCD2263,BUILDING,BUILDING,394531.624N,0393105.603E,4075.0,14.76,NO INFO,,NO,,,,
LTCD2264,BUILDING,BUILDING,394458.509N,0393049.449E,3968.2,14.76,NO INFO,,NO,,,,
LTCD2265,BUILDING,BUILDING,394424.547N,0393032.868E,3919.9,24.60,NO INFO,,NO,,,,
