Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTFJ803,BUILDING,BUILDING,405500.68N,0292229.79E,481.88,10.13,NO,,NO
LTFJ804,BUILDING,BUILDING,405456.49N,0292233.75E,502.12,19.85,NO,,NO
LTFJ805,BUILDING,BUILDING,405459.16N,0292230.17E,495.53,26.35,NO,,NO
LTFJ806,BUILDING,BUILDING,405448.24N,0292252.14E,629.33,46.77,NO,,NO
LTFJ807,BUILDING,BUILDING,405444.99N,0292247.52E,605.21,26.92,NO,,NO
LTFJ808,BUILDING,BUILDING,405455.45N,0292231.31E,514.92,33.25,NO,,NO
LTFJ809,BUILDING,BUILDING,405454.90N,0292233.71E,495.69,9.01,NO,,NO
LTFJ810,BUILDING,BUILDING,405510.58N,0292331.43E,622.70,24.49,NO,,NO
LTFJ811,BUILDING,BUILDING,405525.25N,0292331.56E,600.32,7.15,NO,,NO
LTFJ812,BUILDING,BUILDING,405525.28N,0292332.95E,608.36,7.28,NO,,NO
LTFJ813,BUILDING,BUILDING,405526.76N,0292327.69E,586.97,10.57,NO,,NO
LTFJ814,BUILDING,BUILDING,405528.16N,0292328.97E,613.68,25.48,NO,,NO
LTFJ815,BUILDING,BUILDING,405458.32N,0292233.93E,503.14,24.44,NO,,NO
LTFJ816,BUILDING,BUILDING,405459.60N,0292231.84E,498.25,25.04,NO,,NO
LTFJ817,BUILDING,BUILDING,405455.28N,0292236.26E,520.37,27.98,NO,,NO
LTFJ818,BUILDING,BUILDING,405455.14N,0292237.95E,522.66,24.58,NO,,NO
LTFJ819,BUILDING,BUILDING,405457.38N,0292235.82E,514.33,25.03,NO,,NO
LTFJ820,BUILDING,BUILDING,405506.30N,0292337.78E,625.69,35.70,NO,,NO
LTFJ821,BUILDING,BUILDING,405505.15N,0292338.97E,625.10,37.82,NO,,NO
LTFJ822,BUILDING,BUILDING,405506.30N,0292339.03E,625.69,38.52,NO,,NO
LTFJ823,BUILDING,BUILDING,405507.26N,0292338.95E,625.69,39.31,NO,,NO
LTFJ824,BUILDING,BUILDING,405507.52N,0292337.61E,625.95,36.16,NO,,NO
LTFJ825,BUILDING,BUILDING,405502.66N,0292342.88E,588.94,8.84,NO,,NO
LTFJ826,BUILDING,BUILDING,405452.85N,0292344.43E,624.80,9.92,NO,,NO
LTFJ827,BUILDING,BUILDING,405504.00N,0292338.86E,625.10,36.51,NO,,NO
LTFJ828,BUILDING,BUILDING,405452.48N,0292351.26E,666.14,11.56,NO,,NO
LTFJ829,BUILDING,BUILDING,405452.49N,0292347.73E,641.76,10.93,NO,,NO
LTFJ830,BUILDING,BUILDING,405450.95N,0292348.76E,649.80,18.44,NO,,NO
LTFJ831,BUILDING,BUILDING,405450.75N,0292349.07E,649.80,16.03,NO,,NO
LTFJ832,BUILDING,BUILDING,405500.50N,0292341.13E,592.65,9.96,NO,,NO
LTFJ833,BUILDING,BUILDING,405501.00N,0292342.38E,610.46,23.49,NO,,NO
LTFJ834,BUILDING,BUILDING,405453.16N,0292350.15E,665.58,9.55,NO,,NO
LTFJ835,BUILDING,BUILDING,405452.48N,0292341.45E,638.88,16.91,NO,,NO
LTFJ836,BUILDING,BUILDING,405450.12N,0292341.45E,648.92,12.83,NO,,NO
LTFJ837,BUILDING,BUILDING,405447.89N,0292356.70E,694.59,15.42,NO,,NO
LTFJ838,BUILDING,BUILDING,405447.19N,0292350.52E,688.85,31.31,NO,,NO
LTFJ839,BUILDING,BUILDING,405446.31N,0292356.51E,691.41,20.16,NO,,NO
LTFJ840,BUILDING,BUILDING,405449.21N,0292344.48E,643.17,9.41,NO,,NO
LTFJ841,BUILDING,BUILDING,405445.38N,0292358.12E,670.31,12.49,NO,,NO
LTFJ842,BUILDING,BUILDING,405452.60N,0292338.62E,655.54,30.74,NO,,NO
LTFJ843,BUILDING,BUILDING,405451.01N,0292338.89E,664.14,27.53,NO,,NO
LTFJ844,BUILDING,BUILDING,405452.40N,0292347.93E,641.76,9.71,NO,,NO
LTFJ845,BUILDING,BUILDING,405511.97N,0292335.15E,628.90,41.60,NO,,NO
LTFJ846,BUILDING,BUILDING,405510.70N,0292333.18E,628.61,49.92,NO,,NO
LTFJ847,BUILDING,BUILDING,405511.98N,0292356.97E,630.31,20.35,NO,,NO
LTFJ848,BUILDING,BUILDING,405513.18N,0292337.95E,629.16,38.58,NO,,NO
LTFJ849,BUILDING,BUILDING,405525.72N,0292347.77E,557.25,7.62,NO,,NO
LTFJ850,BUILDING,BUILDING,405526.62N,0292346.35E,579.79,10.76,NO,,NO
LTFJ851,BUILDING,BUILDING,405529.70N,0292339.97E,581.10,8.69,NO,,NO
LTFJ852,BUILDING,BUILDING,405527.80N,0292349.10E,550.09,11.34,NO,,NO
LTFJ853,BUILDING,BUILDING,405524.48N,0292338.63E,613.51,12.07,NO,,NO
LTFJ854,BUILDING,BUILDING,405523.94N,0292327.49E,597.01,10.86,NO,,NO
LTFJ855,BUILDING,BUILDING,405519.31N,0292321.12E,567.32,5.54,NO,,NO
LTFJ856,BUILDING,BUILDING,405520.24N,0292319.73E,583.53,12.40,NO,,NO
LTFJ857,BUILDING,BUILDING,405523.46N,0292337.06E,643.96,27.01,NO,,NO
LTFJ858,BUILDING,BUILDING,405523.75N,0292331.39E,600.75,3.12,NO,,NO
LTFJ859,BUILDING,BUILDING,405507.87N,0292332.52E,632.05,57.88,NO,,NO
LTFJ860,BUILDING,BUILDING,405508.65N,0292331.50E,628.61,47.84,NO,,NO
LTFJ861,BUILDING,BUILDING,405507.42N,0292335.40E,630.05,34.89,NO,,NO
LTFJ862,BUILDING,BUILDING,405508.68N,0292334.29E,610.53,42.92,NO,,NO
LTFJ863,BUILDING,BUILDING,405517.76N,0292322.50E,577.78,6.65,NO,,NO
LTFJ864,BUILDING,BUILDING,405513.36N,0292335.77E,633.63,46.33,NO,,NO
LTFJ865,BUILDING,BUILDING,405459.89N,0292348.53E,651.21,11.91,NO,,NO
LTFJ866,BUILDING,BUILDING,405456.38N,0292353.67E,679.36,26.34,NO,,NO
LTFJ867,BUILDING,BUILDING,405457.71N,0292348.37E,660.40,13.31,NO,,NO
LTFJ868,BUILDING,BUILDING,405456.92N,0292352.03E,675.07,17.44,NO,,NO
LTFJ869,BUILDING,BUILDING,405445.33N,0292340.61E,687.96,29.61,NO,,NO
LTFJ870,BUILDING,BUILDING,405444.91N,0292342.01E,684.25,19.13,NO,,NO
LTFJ871,BUILDING,BUILDING,405445.21N,0292341.95E,684.25,20.99,NO,,NO
LTFJ872,BUILDING,BUILDING,405450.20N,0292355.73E,672.47,7.24,NO,,NO
LTFJ873,BUILDING,BUILDING,405449.36N,0292356.58E,681.07,8.45,NO,,NO
LTFJ874,BUILDING,BUILDING,405445.63N,0292339.03E,670.73,17.19,NO,,NO
LTFJ875,BUILDING,BUILDING,405447.31N,0292358.27E,683.96,14.19,NO,,NO
LTFJ876,BUILDING,BUILDING,405454.28N,0292354.39E,683.96,15.43,NO,,NO
LTFJ877,BUILDING,BUILDING,405521.53N,0292338.73E,630.02,18.73,NO,,NO
LTFJ878,BUILDING,BUILDING,405457.78N,0292357.23E,636.02,5.75,NO,,NO
LTFJ879,BUILDING,BUILDING,405457.75N,0292356.70E,636.02,5.66,NO,,NO
LTFJ880,BUILDING,BUILDING,405453.92N,0292355.76E,665.29,7.86,NO,,NO
LTFJ881,BUILDING,BUILDING,405455.32N,0292356.07E,661.84,10.36,NO,,NO
LTFJ882,BUILDING,BUILDING,405354.30N,0291732.65E,368.10,26.37,NO,,NO
LTFJ883,BUILDING,BUILDING,405350.51N,0291726.95E,352.02,50.21,NO,,NO
LTFJ884,BUILDING,BUILDING,405350.91N,0291730.22E,345.98,24.14,NO,,NO
LTFJ885,BUILDING,BUILDING,405349.89N,0291731.54E,354.58,31.50,NO,,NO
LTFJ886,BUILDING,BUILDING,405353.59N,0291731.32E,375.84,41.49,NO,,NO
LTFJ887,BUILDING,BUILDING,405352.67N,0291729.65E,354.02,27.73,NO,,NO
LTFJ888,BUILDING,BUILDING,405347.38N,0291720.73E,355.17,58.69,NO,,NO
LTFJ889,BUILDING,BUILDING,405345.86N,0291715.45E,354.02,52.60,NO,,NO
LTFJ890,BUILDING,BUILDING,405352.62N,0291727.48E,341.39,18.69,NO,,NO
LTFJ891,BUILDING,BUILDING,405347.99N,0291723.17E,327.02,43.05,NO,,NO
LTFJ892,BUILDING,BUILDING,405351.16N,0291723.56E,339.09,40.98,NO,,NO
LTFJ893,BUILDING,BUILDING,405349.96N,0291731.47E,354.58,31.61,NO,,NO
LTFJ894,BUILDING,BUILDING,405348.89N,0291728.06E,343.39,43.00,NO,,NO
LTFJ895,BUILDING,BUILDING,405351.22N,0291735.65E,382.43,44.68,NO,,NO
LTFJ896,BUILDING,BUILDING,405353.69N,0291738.80E,386.17,44.43,NO,,NO
LTFJ897,BUILDING,BUILDING,405351.07N,0291733.08E,345.69,14.51,NO,,NO
LTFJ898,BUILDING,BUILDING,405351.27N,0291733.19E,345.69,13.68,NO,,NO
LTFJ899,BUILDING,BUILDING,405348.83N,0291730.98E,339.65,25.86,NO,,NO
LTFJ900,BUILDING,BUILDING,405353.69N,0291735.20E,396.51,52.30,NO,,NO
LTFJ901,BUILDING,BUILDING,405352.20N,0291735.40E,380.14,41.08,NO,,NO
LTFJ902,BUILDING,BUILDING,405428.61N,0292310.08E,673.95,17.78,NO,,NO
LTFJ903,BUILDING,BUILDING,405428.25N,0292307.96E,647.24,8.91,NO,,NO
LTFJ904,BUILDING,BUILDING,405419.97N,0292241.96E,624.44,86.06,NO,,NO
LTFJ905,BUILDING,BUILDING,405441.11N,0292359.32E,621.85,5.03,NO,,NO
LTFJ906,BUILDING,BUILDING,405436.26N,0292338.59E,735.24,52.55,NO,,NO
LTFJ907,BUILDING,BUILDING,405429.68N,0292311.26E,670.67,9.57,NO,,NO
LTFJ908,BUILDING,BUILDING,405438.18N,0292354.12E,649.11,18.99,NO,,NO
LTFJ909,BUILDING,BUILDING,405436.48N,0292340.00E,708.27,30.27,NO,,NO
LTFJ910,BUILDING,BUILDING,405420.92N,0292244.53E,579.23,29.50,NO,,NO
LTFJ911,BUILDING,BUILDING,405421.47N,0292242.66E,580.08,39.63,NO,,NO
LTFJ912,BUILDING,BUILDING,405421.88N,0292238.39E,555.37,43.21,NO,,NO
LTFJ913,BUILDING,BUILDING,405420.41N,0292232.54E,555.67,14.31,NO,,NO
LTFJ914,BUILDING,BUILDING,405421.80N,0292239.27E,555.37,40.99,NO,,NO
LTFJ915,BUILDING,BUILDING,405421.56N,0292241.71E,580.08,45.54,NO,,NO
LTFJ916,BUILDING,BUILDING,405421.21N,0292234.87E,548.35,23.38,NO,,NO
LTFJ917,BUILDING,BUILDING,405421.21N,0292246.71E,577.49,20.13,NO,,NO
LTFJ918,BUILDING,BUILDING,405420.68N,0292238.49E,548.35,28.08,NO,,NO
LTFJ919,BUILDING,BUILDING,405430.49N,0292321.93E,752.89,52.07,NO,,NO
LTFJ920,BUILDING,BUILDING,405429.10N,0292318.93E,708.99,34.42,NO,,NO
LTFJ921,BUILDING,BUILDING,405430.53N,0292319.19E,707.55,34.09,NO,,NO
LTFJ922,BUILDING,BUILDING,405432.36N,0292325.51E,744.29,38.96,NO,,NO
LTFJ923,BUILDING,BUILDING,405432.99N,0292334.25E,765.39,43.73,NO,,NO
LTFJ924,BUILDING,BUILDING,405434.93N,0292333.69E,743.28,27.84,NO,,NO
LTFJ925,BUILDING,BUILDING,405431.02N,0292323.73E,748.89,42.45,NO,,NO
LTFJ926,BUILDING,BUILDING,405429.56N,0292322.81E,749.18,35.43,NO,,NO
LTFJ927,BUILDING,BUILDING,405431.05N,0292323.94E,748.89,41.45,NO,,NO
LTFJ928,BUILDING,BUILDING,405430.88N,0292324.68E,748.89,38.89,NO,,NO
LTFJ929,BUILDING,BUILDING,405342.57N,0291700.36E,338.66,47.94,NO,,NO
LTFJ930,BUILDING,BUILDING,405349.06N,0291719.31E,346.70,34.79,NO,,NO
LTFJ931,BUILDING,BUILDING,405346.28N,0291718.60E,334.50,35.18,NO,,NO
LTFJ932,BUILDING,BUILDING,405348.48N,0291717.95E,385.03,70.65,NO,,NO
LTFJ933,BUILDING,BUILDING,405350.06N,0291721.55E,349.43,43.63,NO,,NO
LTFJ934,BUILDING,BUILDING,405349.99N,0291722.04E,349.43,48.34,NO,,NO
LTFJ935,BUILDING,BUILDING,405348.40N,0291716.64E,341.68,25.68,NO,,NO
LTFJ936,BUILDING,BUILDING,405413.92N,0292211.21E,478.04,16.91,NO,,NO
LTFJ937,BUILDING,BUILDING,405417.49N,0292225.19E,560.72,63.22,NO,,NO
LTFJ938,BUILDING,BUILDING,405416.01N,0292212.79E,494.12,12.11,NO,,NO
LTFJ939,BUILDING,BUILDING,405416.00N,0292212.68E,494.12,12.39,NO,,NO
LTFJ940,BUILDING,BUILDING,405508.90N,0292051.86E,400.81,26.91,NO,,NO
LTFJ941,BUILDING,BUILDING,405414.38N,0292212.69E,475.45,13.96,NO,,NO
LTFJ942,BUILDING,BUILDING,405557.67N,0292238.90E,502.55,28.25,NO,,NO
LTFJ943,BUILDING,BUILDING,405418.64N,0292226.23E,545.20,39.10,NO,,NO
LTFJ944,BUILDING,BUILDING,405345.69N,0291712.73E,347.13,56.92,NO,,NO
LTFJ945,BUILDING,BUILDING,405343.75N,0291703.46E,329.77,59.31,NO,,NO
LTFJ946,BUILDING,BUILDING,405342.14N,0291658.17E,339.22,45.76,NO,,NO
LTFJ947,BUILDING,BUILDING,405345.72N,0291710.94E,336.66,51.12,NO,,NO
LTFJ948,BUILDING,BUILDING,405346.91N,0291714.15E,342.83,39.23,NO,,NO
LTFJ949,BUILDING,BUILDING,405523.55N,0292205.20E,446.61,28.42,NO,,NO
LTFJ950,BUILDING,BUILDING,405346.69N,0291714.46E,342.83,39.22,NO,,NO
LTFJ951,BUILDING,BUILDING,405433.73N,0292342.92E,698.23,25.12,NO,,NO
LTFJ952,BUILDING,BUILDING,405434.45N,0292341.55E,686.45,8.31,NO,,NO
LTFJ953,BUILDING,BUILDING,405419.83N,0292246.11E,575.91,10.46,NO,,NO
LTFJ954,BUILDING,BUILDING,405419.78N,0292242.93E,624.44,75.23,NO,,NO
LTFJ955,BUILDING,BUILDING,405433.28N,0292341.15E,684.45,7.08,NO,,NO
LTFJ956,BUILDING,BUILDING,405417.42N,0292232.13E,555.67,14.70,NO,,NO
LTFJ957,BUILDING,BUILDING,405303.10N,0291706.82E,341.95,106.70,NO,,NO
LTFJ958,BUILDING,BUILDING,405301.97N,0291708.80E,325.31,89.30,NO,,NO
LTFJ959,BUILDING,BUILDING,405309.82N,0291709.66E,353.17,101.19,NO,,NO
LTFJ960,BUILDING,BUILDING,405309.63N,0291709.78E,353.17,100.93,NO,,NO
LTFJ961,BUILDING,BUILDING,405310.88N,0291704.71E,338.50,88.05,NO,,NO
LTFJ962,BUILDING,BUILDING,405307.09N,0291706.78E,350.28,99.33,NO,,NO
LTFJ963,BUILDING,BUILDING,405307.23N,0291706.86E,350.28,98.90,NO,,NO
LTFJ964,BUILDING,BUILDING,405417.08N,0292234.09E,552.23,12.33,NO,,NO
LTFJ965,BUILDING,BUILDING,405305.02N,0291707.38E,322.00,83.96,NO,,NO
LTFJ966,BUILDING,BUILDING,405305.72N,0291708.42E,324.03,81.24,NO,,NO
LTFJ967,BUILDING,BUILDING,405410.16N,0292202.81E,430.96,25.26,NO,,NO
LTFJ968,BUILDING,BUILDING,405430.08N,0292331.75E,780.19,45.32,NO,,NO
LTFJ969,BUILDING,BUILDING,405430.23N,0292331.68E,780.19,44.81,NO,,NO
LTFJ970,BUILDING,BUILDING,405427.22N,0292317.71E,687.17,24.99,NO,,NO
LTFJ971,BUILDING,BUILDING,405429.90N,0292330.09E,773.86,34.11,NO,,NO
LTFJ972,BUILDING,BUILDING,405429.28N,0292328.75E,746.59,9.33,NO,,NO
LTFJ973,BUILDING,BUILDING,405431.67N,0292333.04E,785.64,57.38,NO,,NO
LTFJ974,BUILDING,BUILDING,405435.50N,0292344.45E,698.07,34.73,NO,,NO
LTFJ975,BUILDING,BUILDING,405437.43N,0292353.20E,639.20,5.39,NO,,NO
LTFJ976,BUILDING,BUILDING,405436.03N,0292352.64E,687.60,44.70,NO,,NO
LTFJ977,BUILDING,BUILDING,405436.65N,0292349.19E,653.44,5.71,NO,,NO
LTFJ978,BUILDING,BUILDING,405427.93N,0292321.02E,729.92,33.01,NO,,NO
LTFJ979,BUILDING,BUILDING,405428.05N,0292320.95E,729.92,33.50,NO,,NO
LTFJ980,BUILDING,BUILDING,405428.59N,0292324.68E,777.01,61.75,NO,,NO
LTFJ981,BUILDING,BUILDING,405328.26N,0291626.03E,360.19,114.47,NO,,NO
LTFJ982,BUILDING,BUILDING,405325.53N,0291624.55E,379.41,110.88,NO,,NO
LTFJ983,BUILDING,BUILDING,405327.31N,0291625.11E,357.89,93.64,NO,,NO
LTFJ984,BUILDING,BUILDING,405318.62N,0291615.64E,372.95,113.75,NO,,NO
LTFJ985,BUILDING,BUILDING,405324.18N,0291616.56E,395.23,107.56,NO,,NO
LTFJ986,BUILDING,BUILDING,405318.70N,0291601.29E,381.45,123.45,NO,,NO
LTFJ987,BUILDING,BUILDING,405309.64N,0291546.39E,473.15,195.12,NO,,NO
LTFJ988,BUILDING,BUILDING,405318.31N,0291600.08E,380.56,124.90,NO,,NO
LTFJ989,BUILDING,BUILDING,405318.56N,0291601.33E,381.45,124.56,NO,,NO
LTFJ990,BUILDING,BUILDING,405323.61N,0291606.64E,397.79,109.99,NO,,NO
LTFJ991,BUILDING,BUILDING,405318.66N,0291604.29E,378.27,116.69,NO,,NO
LTFJ992,BUILDING,BUILDING,405319.11N,0291602.46E,382.30,120.81,NO,,NO
LTFJ993,BUILDING,BUILDING,405318.45N,0291604.30E,378.27,118.69,NO,,NO
LTFJ994,BUILDING,BUILDING,405325.70N,0291657.84E,339.39,66.53,NO,,NO
LTFJ995,BUILDING,BUILDING,405412.04N,0291824.99E,421.05,102.79,NO,,NO
LTFJ996,BUILDING,BUILDING,405400.74N,0291750.19E,370.95,36.29,NO,,NO
LTFJ997,BUILDING,BUILDING,405329.79N,0291638.68E,379.28,99.93,NO,,NO
LTFJ998,BUILDING,BUILDING,405322.61N,0291643.39E,370.95,88.78,NO,,NO
LTFJ999,BUILDING,BUILDING,405320.28N,0291637.19E,357.76,94.53,NO,,NO
LTFJ1000,BUILDING,BUILDING,405329.33N,0291641.89E,347.98,72.82,NO,,NO
LTFJ1001,BUILDING,BUILDING,405322.66N,0291641.24E,343.09,61.95,NO,,NO
LTFJ1002,BUILDING,BUILDING,405321.70N,0291649.78E,335.94,53.78,NO,,NO
LTFJ1003,BUILDING,BUILDING,405322.75N,0291650.87E,333.91,51.74,NO,,NO
LTFJ1004,BUILDING,BUILDING,405319.80N,0291651.05E,343.68,61.52,NO,,NO
LTFJ1005,BUILDING,BUILDING,405321.14N,0291648.46E,336.20,54.04,NO,,NO
LTFJ1006,BUILDING,BUILDING,405322.83N,0291650.76E,333.91,51.84,NO,,NO
LTFJ1007,BUILDING,BUILDING,405331.29N,0291635.73E,383.29,97.28,NO,,NO
LTFJ1008,BUILDING,BUILDING,405331.95N,0291637.47E,381.88,100.58,NO,,NO
LTFJ1009,BUILDING,BUILDING,405322.37N,0291647.71E,335.35,55.17,NO,,NO
LTFJ1010,BUILDING,BUILDING,405333.01N,0291632.42E,365.50,76.78,NO,,NO
LTFJ1011,BUILDING,BUILDING,405329.88N,0291640.36E,342.54,65.36,NO,,NO
LTFJ1012,BUILDING,BUILDING,405311.17N,0291546.61E,472.60,185.80,NO,,NO
LTFJ1013,BUILDING,BUILDING,405310.18N,0291547.46E,457.08,181.49,NO,,NO
LTFJ1014,BUILDING,BUILDING,405306.41N,0291528.76E,430.20,110.34,NO,,NO
LTFJ1015,BUILDING,BUILDING,405311.30N,0291528.54E,418.33,57.73,NO,,NO
LTFJ1016,BUILDING,BUILDING,405336.50N,0291642.83E,343.09,62.70,NO,,NO
LTFJ1017,BUILDING,BUILDING,405331.64N,0291639.74E,340.24,64.39,NO,,NO
LTFJ1018,BUILDING,BUILDING,405309.20N,0291544.17E,473.45,192.08,NO,,NO
LTFJ1019,BUILDING,BUILDING,405355.37N,0291748.69E,348.28,13.62,NO,,NO
LTFJ1020,BUILDING,BUILDING,405355.15N,0291739.52E,382.43,39.39,NO,,NO
LTFJ1021,BUILDING,BUILDING,405355.80N,0291747.35E,353.17,17.44,NO,,NO
LTFJ1022,BUILDING,BUILDING,405355.98N,0291744.58E,362.35,24.41,NO,,NO
LTFJ1023,BUILDING,BUILDING,405355.60N,0291745.98E,362.62,25.28,NO,,NO
LTFJ1024,BUILDING,BUILDING,405354.05N,0291742.19E,383.02,43.32,NO,,NO
LTFJ1025,BUILDING,BUILDING,405400.10N,0291752.02E,347.85,15.96,NO,,NO
LTFJ1026,BUILDING,BUILDING,405359.93N,0291754.15E,348.15,16.77,NO,,NO
LTFJ1027,BUILDING,BUILDING,405359.95N,0291756.14E,347.00,16.02,NO,,NO
LTFJ1028,BUILDING,BUILDING,405351.57N,0291737.99E,365.37,24.15,NO,,NO
LTFJ1029,BUILDING,BUILDING,405356.21N,0291737.91E,370.10,23.33,NO,,NO
LTFJ1030,BUILDING,BUILDING,405359.62N,0291758.36E,354.45,23.67,NO,,NO
LTFJ1031,BUILDING,BUILDING,405359.88N,0291758.40E,354.45,23.90,NO,,NO
LTFJ1032,BUILDING,BUILDING,405358.39N,0291743.97E,386.50,54.57,NO,,NO
LTFJ1033,BUILDING,BUILDING,405355.93N,0291743.21E,363.21,24.17,NO,,NO
LTFJ1034,BUILDING,BUILDING,405355.94N,0291741.87E,363.50,22.35,NO,,NO
LTFJ1035,BUILDING,BUILDING,405356.45N,0291739.29E,367.80,23.48,NO,,NO
LTFJ1036,BUILDING,BUILDING,405356.06N,0291741.87E,363.50,22.35,NO,,NO
LTFJ1037,BUILDING,BUILDING,405358.74N,0291751.38E,340.80,4.66,NO,,NO
LTFJ1038,BUILDING,BUILDING,405356.61N,0291751.64E,342.54,7.87,NO,,NO
LTFJ1039,BUILDING,BUILDING,405353.65N,0291743.72E,375.25,37.44,NO,,NO
LTFJ1040,BUILDING,BUILDING,405353.60N,0291743.62E,375.25,37.38,NO,,NO
LTFJ1041,BUILDING,BUILDING,405508.90N,0292043.32E,438.14,54.27,NO,,NO
LTFJ1042,BUILDING,BUILDING,405509.63N,0292044.48E,437.85,63.79,NO,,NO
LTFJ1043,BUILDING,BUILDING,405444.92N,0292431.85E,569.55,10.02,NO,,NO
LTFJ1044,BUILDING,BUILDING,405446.07N,0292431.43E,560.66,6.08,NO,,NO
LTFJ1045,BUILDING,BUILDING,405401.04N,0291801.92E,351.13,23.65,NO,,NO
LTFJ1046,BUILDING,BUILDING,405403.55N,0291801.09E,350.28,24.05,NO,,NO
LTFJ1047,BUILDING,BUILDING,405511.11N,0292052.65E,434.40,70.52,NO,,NO
LTFJ1048,BUILDING,BUILDING,405509.24N,0292048.85E,434.40,53.58,NO,,NO
LTFJ1049,BUILDING,BUILDING,405515.56N,0292052.91E,430.11,81.67,NO,,NO
LTFJ1050,BUILDING,BUILDING,405439.79N,0292414.01E,615.25,33.18,NO,,NO
LTFJ1051,BUILDING,BUILDING,405446.98N,0292438.26E,612.89,19.45,NO,,NO
LTFJ1052,BUILDING,BUILDING,405437.81N,0292406.92E,619.26,5.65,NO,,NO
LTFJ1053,BUILDING,BUILDING,405447.21N,0292439.76E,611.74,8.27,NO,,NO
LTFJ1054,BUILDING,BUILDING,405452.60N,0292459.65E,610.17,9.67,NO,,NO
LTFJ1055,BUILDING,BUILDING,405436.85N,0292402.34E,636.22,8.87,NO,,NO
LTFJ1056,BUILDING,BUILDING,405406.09N,0291809.08E,335.94,14.32,NO,,NO
LTFJ1057,BUILDING,BUILDING,405406.53N,0291808.90E,335.94,15.85,NO,,NO
LTFJ1058,BUILDING,BUILDING,405404.32N,0291800.02E,335.94,9.46,NO,,NO
LTFJ1059,BUILDING,BUILDING,405407.28N,0291809.77E,335.06,15.79,NO,,NO
LTFJ1060,BUILDING,BUILDING,405403.98N,0291807.06E,368.36,43.54,NO,,NO
LTFJ1061,BUILDING,BUILDING,405405.89N,0291808.42E,335.94,13.69,NO,,NO
LTFJ1062,BUILDING,BUILDING,405406.39N,0291806.29E,340.53,19.51,NO,,NO
LTFJ1063,BUILDING,BUILDING,405405.42N,0291806.88E,340.53,16.16,NO,,NO
LTFJ1064,BUILDING,BUILDING,405405.03N,0291804.29E,352.28,27.61,NO,,NO
LTFJ1065,BUILDING,BUILDING,405401.18N,0291800.43E,345.39,16.60,NO,,NO
LTFJ1066,BUILDING,BUILDING,405401.98N,0291802.12E,351.13,23.95,NO,,NO
LTFJ1067,BUILDING,BUILDING,405403.41N,0291804.49E,364.91,40.09,NO,,NO
LTFJ1068,BUILDING,BUILDING,405404.04N,0291804.36E,364.91,40.09,NO,,NO
LTFJ1069,BUILDING,BUILDING,405452.50N,0292405.01E,699.61,26.13,NO,,NO
LTFJ1070,BUILDING,BUILDING,405453.34N,0292414.53E,616.63,17.28,NO,,NO
LTFJ1071,BUILDING,BUILDING,405450.96N,0292405.56E,665.71,10.33,NO,,NO
LTFJ1072,BUILDING,BUILDING,405453.83N,0292404.32E,701.90,12.91,NO,,NO
LTFJ1073,BUILDING,BUILDING,405454.76N,0292405.14E,702.46,20.15,NO,,NO
LTFJ1074,BUILDING,BUILDING,405451.87N,0292403.68E,732.61,46.10,NO,,NO
LTFJ1075,BUILDING,BUILDING,405448.87N,0292412.68E,653.08,6.73,NO,,NO
LTFJ1076,BUILDING,BUILDING,405448.27N,0292411.52E,667.16,19.23,NO,,NO
LTFJ1077,BUILDING,BUILDING,405449.02N,0292417.38E,651.38,14.44,NO,,NO
LTFJ1078,BUILDING,BUILDING,405450.62N,0292358.66E,685.24,9.26,NO,,NO
LTFJ1079,BUILDING,BUILDING,405453.86N,0292416.80E,611.48,20.64,NO,,NO
LTFJ1080,BUILDING,BUILDING,405455.89N,0292415.91E,611.48,8.00,NO,,NO
LTFJ1081,BUILDING,BUILDING,405450.26N,0292412.73E,654.23,23.41,NO,,NO
LTFJ1082,BUILDING,BUILDING,405448.50N,0292409.42E,668.90,12.34,NO,,NO
LTFJ1083,BUILDING,BUILDING,405449.48N,0292411.04E,655.38,13.18,NO,,NO
LTFJ1084,BUILDING,BUILDING,405448.97N,0292407.06E,674.64,13.83,NO,,NO
LTFJ1085,BUILDING,BUILDING,405451.34N,0292410.70E,647.64,24.57,NO,,NO
LTFJ1086,BUILDING,BUILDING,405447.45N,0292406.56E,683.24,13.88,NO,,NO
LTFJ1087,BUILDING,BUILDING,405447.80N,0292405.35E,689.57,14.63,NO,,NO
LTFJ1088,BUILDING,BUILDING,405455.42N,0292408.52E,687.27,29.76,NO,,NO
LTFJ1089,BUILDING,BUILDING,405455.12N,0292406.58E,696.72,25.03,NO,,NO
LTFJ1090,BUILDING,BUILDING,405452.86N,0292411.42E,637.30,16.01,NO,,NO
LTFJ1091,BUILDING,BUILDING,405454.12N,0292408.92E,671.75,19.52,NO,,NO
LTFJ1092,BUILDING,BUILDING,405452.19N,0292406.63E,659.97,6.26,NO,,NO
LTFJ1093,BUILDING,BUILDING,405501.53N,0292438.89E,588.94,35.49,NO,,NO
LTFJ1094,BUILDING,BUILDING,405503.81N,0292444.62E,628.25,27.99,NO,,NO
LTFJ1095,BUILDING,BUILDING,405457.36N,0292444.22E,583.62,25.32,NO,,NO
