Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,,,
LTBF_8620,BUILDING,BUILDING,393845.532N,0275257.944E,556.02,83.66,NO INFO,,NO,,,,
LTBF_8621,BUILDING,BUILDING,393844.590N,0275258.721E,535.05,63.98,NO INFO,,NO,,,,
LTBF_8622,BUILDING,BUILDING,393845.336N,0275258.661E,554.56,83.66,NO INFO,,NO,,,,
LTBF_8623,BUILDING,BUILDING,393845.029N,0275257.055E,529.25,54.13,NO INFO,,NO,,,,
LTBF_8624,BUILDING,BUILDING,393844.776N,0275256.917E,529.35,54.13,NO INFO,,NO,,,,
LTBF_8625,BUILDING,BUILDING,393845.749N,0275259.381E,523.41,54.13,NO INFO,,NO,,,,
LTBF_8626,BUILDING,BUILDING,393845.483N,0275259.776E,522.38,54.13,NO INFO,,NO,,,,
LTBF_8627,BUILDING,BUILDING,393846.112N,0275259.085E,514.19,44.29,NO INFO,,NO,,,,
LTBF_8628,BUILDING,BUILDING,393845.170N,0275300.100E,521.39,54.13,NO INFO,,NO,,,,
LTBF_8629,BUILDING,BUILDING,393846.790N,0275258.711E,544.05,73.82,NO INFO,,NO,,,,
LTBF_8630,BUILDING,BUILDING,393846.851N,0275301.302E,518.50,54.13,NO INFO,,NO,,,,
LTBF_8631,BUILDING,BUILDING,393846.024N,0275301.303E,518.31,54.13,NO INFO,,NO,,,,
LTBF_8632,BUILDING,BUILDING,393846.710N,0275259.705E,512.34,44.29,NO INFO,,NO,,,,
LTBF_8633,BUILDING,BUILDING,393846.658N,0275300.257E,511.03,44.29,NO INFO,,NO,,,,
LTBF_8634,BUILDING,BUILDING,393845.923N,0275300.179E,511.54,44.29,NO INFO,,NO,,,,
LTBF_8635,BUILDING,BUILDING,393846.286N,0275300.150E,501.80,34.45,NO INFO,,NO,,,,
LTBF_8636,BUILDING,BUILDING,393847.635N,0275257.597E,546.03,73.82,NO INFO,,NO,,,,
LTBF_8637,BUILDING,BUILDING,393848.525N,0275256.600E,548.64,73.82,NO INFO,,NO,,,,
LTBF_8638,BUILDING,BUILDING,393847.915N,0275301.080E,538.90,73.82,NO INFO,,NO,,,,
LTBF_8639,BUILDING,BUILDING,393847.972N,0275259.905E,541.17,73.82,NO INFO,,NO,,,,
LTBF_8640,BUILDING,BUILDING,393847.689N,0275258.383E,534.37,63.98,NO INFO,,NO,,,,
LTBF_8641,BUILDING,BUILDING,393847.662N,0275258.803E,523.62,54.13,NO INFO,,NO,,,,
LTBF_8642,BUILDING,BUILDING,393847.670N,0275259.227E,522.71,54.13,NO INFO,,NO,,,,
LTBF_8643,BUILDING,BUILDING,393848.576N,0275258.521E,534.71,63.98,NO INFO,,NO,,,,
LTBF_8644,BUILDING,BUILDING,393848.588N,0275258.054E,525.84,54.13,NO INFO,,NO,,,,
LTBF_8645,BUILDING,BUILDING,393848.630N,0275257.391E,527.20,54.13,NO INFO,,NO,,,,
LTBF_8646,BUILDING,BUILDING,393848.668N,0275258.976E,524.02,54.13,NO INFO,,NO,,,,
LTBF_8647,MOSQUE,BUILDING,393850.302N,0275255.111E,514.30,34.45,NO INFO,,NO,,,,
LTBF_8648,MINARET,BUILDING,393850.428N,0275255.575E,548.02,68.90,NO INFO,,NO,,,,
LTBF_8649,BUILDING,BUILDING,393849.725N,0275255.251E,532.26,54.13,NO INFO,,NO,,,,
LTBF_8650,BUILDING,BUILDING,393850.205N,0275257.674E,537.75,63.98,NO INFO,,NO,,,,
LTBF_8651,BUILDING,BUILDING,393851.079N,0275258.351E,557.64,83.66,NO INFO,,NO,,,,
LTBF_8652,BUILDING,BUILDING,393851.642N,0275258.443E,557.95,83.66,NO INFO,,NO,,,,
LTBF_8653,BUILDING,BUILDING,393851.240N,0275256.613E,551.45,73.82,NO INFO,,NO,,,,
LTBF_8654,BUILDING,BUILDING,393851.126N,0275257.203E,550.02,73.82,NO INFO,,NO,,,,
LTBF_8655,BUILDING,BUILDING,393849.335N,0275255.293E,531.69,54.13,NO INFO,,NO,,,,
LTBF_8656,BUILDING,BUILDING,393849.242N,0275256.352E,539.52,63.98,NO INFO,,NO,,,,
LTBF_8657,BUILDING,BUILDING,393850.511N,0275256.503E,540.98,63.98,NO INFO,,NO,,,,
LTBF_8658,BUILDING,BUILDING,393849.914N,0275256.340E,540.00,63.98,NO INFO,,NO,,,,
LTBF_8659,BUILDING,BUILDING,393851.440N,0275259.191E,556.42,83.66,NO INFO,,NO,,,,
LTBF_8660,BUILDING,BUILDING,393851.529N,0275259.818E,555.38,83.66,NO INFO,,NO,,,,
LTBF_8661,BUILDING,BUILDING,393851.377N,0275300.387E,544.01,73.82,NO INFO,,NO,,,,
LTBF_8662,BUILDING,BUILDING,393851.271N,0275301.044E,542.48,73.82,NO INFO,,NO,,,,
LTBF_8663,BUILDING,BUILDING,393850.223N,0275258.611E,545.83,73.82,NO INFO,,NO,,,,
LTBF_8664,BUILDING,BUILDING,393850.776N,0275300.708E,532.76,63.98,NO INFO,,NO,,,,
LTBF_8665,BUILDING,BUILDING,393850.067N,0275300.065E,533.30,63.98,NO INFO,,NO,,,,
LTBF_8666,BUILDING,BUILDING,393849.934N,0275300.736E,531.36,63.98,NO INFO,,NO,,,,
LTBF_8667,BUILDING,BUILDING,393850.593N,0275259.502E,524.89,54.13,NO INFO,,NO,,,,
LTBF_8668,BUILDING,BUILDING,393850.962N,0275300.009E,524.44,54.13,NO INFO,,NO,,,,
LTBF_8669,BUILDING,BUILDING,393849.665N,0275300.707E,521.10,54.13,NO INFO,,NO,,,,
LTBF_8670,BUILDING,BUILDING,393849.269N,0275300.632E,521.00,54.13,NO INFO,,NO,,,,
LTBF_8671,BUILDING,BUILDING,393849.368N,0275259.473E,532.86,63.98,NO INFO,,NO,,,,
LTBF_8672,BUILDING,BUILDING,393849.360N,0275300.007E,532.06,63.98,NO INFO,,NO,,,,
LTBF_8673,BUILDING,BUILDING,393849.279N,0275258.846E,534.18,63.98,NO INFO,,NO,,,,
LTBF_8674,BUILDING,BUILDING,393849.301N,0275258.080E,535.95,63.98,NO INFO,,NO,,,,
LTBF_8675,BUILDING,BUILDING,393849.394N,0275257.421E,537.31,63.98,NO INFO,,NO,,,,
LTBF_8676,BUILDING,BUILDING,393849.329N,0275301.524E,529.23,63.98,NO INFO,,NO,,,,
LTBF_8677,BUILDING,BUILDING,393849.796N,0275301.490E,529.85,63.98,NO INFO,,NO,,,,
LTBF_8678,BUILDING,BUILDING,393851.135N,0275301.765E,540.52,73.82,NO INFO,,NO,,,,
LTBF_8679,BUILDING,BUILDING,393850.365N,0275301.483E,510.89,44.29,NO INFO,,NO,,,,
LTBF_8680,BUILDING,BUILDING,393850.042N,0275302.301E,489.08,24.61,NO INFO,,NO,,,,
LTBF_8681,BUILDING,BUILDING,393849.811N,0275302.694E,487.83,24.61,NO INFO,,NO,,,,
LTBF_8682,BUILDING,BUILDING,393849.614N,0275302.941E,487.21,24.61,NO INFO,,NO,,,,
LTBF_8683,BUILDING,BUILDING,393849.354N,0275303.381E,515.49,54.13,NO INFO,,NO,,,,
LTBF_8684,BUILDING,BUILDING,393850.387N,0275302.972E,537.40,73.82,NO INFO,,NO,,,,
LTBF_8685,BUILDING,BUILDING,393850.060N,0275303.656E,525.36,63.98,NO INFO,,NO,,,,
LTBF_8686,BUILDING,BUILDING,393850.823N,0275302.617E,528.72,63.98,NO INFO,,NO,,,,
LTBF_8687,BUILDING,BUILDING,393849.360N,0275304.317E,523.31,63.98,NO INFO,,NO,,,,
LTBF_8688,BUILDING,BUILDING,393849.951N,0275304.363E,514.01,54.13,NO INFO,,NO,,,,
LTBF_8689,BUILDING,BUILDING,393855.565N,0275301.965E,564.94,93.50,NO INFO,,NO,,,,
LTBF_8690,BUILDING,BUILDING,393856.370N,0275303.336E,541.10,73.82,NO INFO,,NO,,,,
LTBF_8691,BUILDING,BUILDING,393857.172N,0275302.502E,533.51,63.98,NO INFO,,NO,,,,
LTBF_8692,BUILDING,BUILDING,393856.582N,0275302.440E,524.30,54.13,NO INFO,,NO,,,,
LTBF_8693,BUILDING,BUILDING,393857.565N,0275302.410E,514.03,44.29,NO INFO,,NO,,,,
LTBF_8694,BUILDING,BUILDING,393858.024N,0275302.308E,523.31,54.13,NO INFO,,NO,,,,
LTBF_8695,BUILDING,BUILDING,393856.905N,0275303.660E,520.90,54.13,NO INFO,,NO,,,,
LTBF_8696,BUILDING,BUILDING,393857.579N,0275303.414E,511.55,44.29,NO INFO,,NO,,,,
LTBF_8697,BUILDING,BUILDING,393857.830N,0275303.123E,511.75,44.29,NO INFO,,NO,,,,
LTBF_8698,BUILDING,BUILDING,393858.104N,0275302.868E,512.52,44.29,NO INFO,,NO,,,,
LTBF_8699,BUILDING,BUILDING,393854.257N,0275301.209E,536.43,63.98,NO INFO,,NO,,,,
LTBF_8700,BUILDING,BUILDING,393854.303N,0275300.211E,538.60,63.98,NO INFO,,NO,,,,
LTBF_8701,BUILDING,BUILDING,393851.968N,0275302.014E,531.81,63.98,NO INFO,,NO,,,,
LTBF_8702,BUILDING,BUILDING,393852.192N,0275301.459E,552.96,83.66,NO INFO,,NO,,,,
LTBF_8703,BUILDING,BUILDING,393851.889N,0275302.719E,540.19,73.82,NO INFO,,NO,,,,
LTBF_8704,BUILDING,BUILDING,393851.857N,0275303.228E,539.41,73.82,NO INFO,,NO,,,,
LTBF_8705,BUILDING,BUILDING,393852.240N,0275258.790E,558.51,83.66,NO INFO,,NO,,,,
LTBF_8706,BUILDING,BUILDING,393852.743N,0275259.000E,558.82,83.66,NO INFO,,NO,,,,
LTBF_8707,BUILDING,BUILDING,393852.168N,0275259.919E,555.94,83.66,NO INFO,,NO,,,,
LTBF_8708,BUILDING,BUILDING,393858.109N,0275258.024E,541.47,63.98,NO INFO,,NO,,,,
LTBF_8709,BUILDING,BUILDING,393857.494N,0275257.942E,541.79,63.98,NO INFO,,NO,,,,
LTBF_8710,BUILDING,BUILDING,393856.737N,0275257.862E,541.85,63.98,NO INFO,,NO,,,,
LTBF_8711,BUILDING,BUILDING,393855.814N,0275256.929E,514.19,34.45,NO INFO,,NO,,,,
LTBF_8712,BUILDING,BUILDING,393856.733N,0275259.148E,539.72,63.98,NO INFO,,NO,,,,
LTBF_8713,BUILDING,BUILDING,393857.179N,0275259.245E,539.70,63.98,NO INFO,,NO,,,,
LTBF_8714,BUILDING,BUILDING,393857.685N,0275259.215E,539.70,63.98,NO INFO,,NO,,,,
LTBF_8715,BUILDING,BUILDING,393858.189N,0275259.001E,530.10,54.13,NO INFO,,NO,,,,
LTBF_8716,BUILDING,BUILDING,393858.628N,0275258.797E,530.18,54.13,NO INFO,,NO,,,,
LTBF_8717,BUILDING,BUILDING,393858.868N,0275258.271E,540.35,63.98,NO INFO,,NO,,,,
LTBF_8718,BUILDING,BUILDING,393859.521N,0275258.974E,557.27,83.66,NO INFO,,NO,,,,
LTBF_8719,BUILDING,BUILDING,393900.249N,0275259.519E,544.68,73.82,NO INFO,,NO,,,,
LTBF_8720,BUILDING,BUILDING,393859.053N,0275259.426E,528.05,54.13,NO INFO,,NO,,,,
LTBF_8721,BUILDING,BUILDING,393857.616N,0275300.093E,549.00,73.82,NO INFO,,NO,,,,
LTBF_8722,BUILDING,BUILDING,393858.241N,0275300.026E,547.77,73.82,NO INFO,,NO,,,,
LTBF_8723,BUILDING,BUILDING,393856.704N,0275300.231E,549.24,73.82,NO INFO,,NO,,,,
LTBF_8724,BUILDING,BUILDING,393854.815N,0275258.428E,561.01,83.66,NO INFO,,NO,,,,
LTBF_8725,BUILDING,BUILDING,393855.518N,0275258.552E,560.60,83.66,NO INFO,,NO,,,,
LTBF_8726,BUILDING,BUILDING,393856.143N,0275258.468E,560.89,83.66,NO INFO,,NO,,,,
LTBF_8727,BUILDING,BUILDING,393855.548N,0275300.527E,539.28,63.98,NO INFO,,NO,,,,
LTBF_8728,BUILDING,BUILDING,393856.233N,0275300.115E,539.70,63.98,NO INFO,,NO,,,,
LTBF_8729,BUILDING,BUILDING,393855.965N,0275300.688E,538.69,63.98,NO INFO,,NO,,,,
LTBF_8730,BUILDING,BUILDING,393855.815N,0275259.369E,569.23,93.50,NO INFO,,NO,,,,
LTBF_8731,BUILDING,BUILDING,393854.829N,0275259.448E,549.54,73.82,NO INFO,,NO,,,,
LTBF_8732,BUILDING,BUILDING,393855.129N,0275300.416E,548.77,73.82,NO INFO,,NO,,,,
LTBF_8733,BUILDING,BUILDING,393854.289N,0275303.301E,531.74,63.98,NO INFO,,NO,,,,
LTBF_8734,BUILDING,BUILDING,393854.255N,0275303.832E,530.70,63.98,NO INFO,,NO,,,,
LTBF_8735,BUILDING,BUILDING,393854.730N,0275303.264E,532.37,63.98,NO INFO,,NO,,,,
LTBF_8736,BUILDING,BUILDING,393854.395N,0275301.825E,535.13,63.98,NO INFO,,NO,,,,
LTBF_8737,BUILDING,BUILDING,393853.764N,0275301.592E,525.26,54.13,NO INFO,,NO,,,,
LTBF_8738,BUILDING,BUILDING,393856.241N,0275301.218E,527.13,54.13,NO INFO,,NO,,,,
LTBF_8739,BUILDING,BUILDING,393856.509N,0275301.263E,527.16,54.13,NO INFO,,NO,,,,
LTBF_8740,BUILDING,BUILDING,393855.863N,0275301.061E,527.71,54.13,NO INFO,,NO,,,,
LTBF_8741,BUILDING,BUILDING,393855.398N,0275301.062E,527.87,54.13,NO INFO,,NO,,,,
LTBF_8742,BUILDING,BUILDING,393853.553N,0275302.773E,522.79,54.13,NO INFO,,NO,,,,
LTBF_8743,BUILDING,BUILDING,393853.233N,0275303.140E,531.46,63.98,NO INFO,,NO,,,,
LTBF_8744,BUILDING,BUILDING,393853.066N,0275303.540E,530.44,63.98,NO INFO,,NO,,,,
LTBF_8745,BUILDING,BUILDING,393852.816N,0275304.015E,529.42,63.98,NO INFO,,NO,,,,
LTBF_8746,BUILDING,BUILDING,393853.404N,0275304.110E,529.44,63.98,NO INFO,,NO,,,,
LTBF_8747,BUILDING,BUILDING,393852.438N,0275303.457E,530.29,63.98,NO INFO,,NO,,,,
LTBF_8748,BUILDING,BUILDING,393852.595N,0275302.404E,522.45,54.13,NO INFO,,NO,,,,
LTBF_8749,BUILDING,BUILDING,393852.963N,0275302.710E,522.33,54.13,NO INFO,,NO,,,,
LTBF_8750,BUILDING,BUILDING,393852.085N,0275300.446E,545.00,73.82,NO INFO,,NO,,,,
LTBF_8751,BUILDING,BUILDING,393852.721N,0275300.000E,527.15,54.13,NO INFO,,NO,,,,
LTBF_8752,BUILDING,BUILDING,393852.512N,0275300.641E,525.62,54.13,NO INFO,,NO,,,,
LTBF_8753,BUILDING,BUILDING,393853.271N,0275300.488E,527.39,54.13,NO INFO,,NO,,,,
LTBF_8754,BUILDING,BUILDING,393853.270N,0275259.886E,528.32,54.13,NO INFO,,NO,,,,
LTBF_8755,BUILDING,BUILDING,393853.144N,0275301.059E,525.92,54.13,NO INFO,,NO,,,,
LTBF_8756,BUILDING,BUILDING,393853.176N,0275301.998E,524.22,54.13,NO INFO,,NO,,,,
LTBF_8757,BUILDING,BUILDING,393852.842N,0275301.762E,524.19,54.13,NO INFO,,NO,,,,
LTBF_8758,BUILDING,BUILDING,393853.804N,0275302.281E,523.96,54.13,NO INFO,,NO,,,,
LTBF_8759,BUILDING,BUILDING,393854.389N,0275302.627E,533.82,63.98,NO INFO,,NO,,,,
LTBF_8760,BUILDING,BUILDING,393854.881N,0275302.612E,533.96,63.98,NO INFO,,NO,,,,
LTBF_8761,BUILDING,BUILDING,393853.822N,0275256.051E,515.79,34.45,NO INFO,,NO,,,,
LTBF_8762,BUILDING,BUILDING,393852.724N,0275255.635E,535.42,54.13,NO INFO,,NO,,,,
LTBF_8763,BUILDING,BUILDING,393852.528N,0275257.318E,542.01,63.98,NO INFO,,NO,,,,
LTBF_8764,BUILDING,BUILDING,393853.422N,0275258.098E,531.74,54.13,NO INFO,,NO,,,,
LTBF_8765,BUILDING,BUILDING,393854.087N,0275257.984E,532.27,54.13,NO INFO,,NO,,,,
LTBF_8766,BUILDING,BUILDING,393854.216N,0275259.217E,530.13,54.13,NO INFO,,NO,,,,
LTBF_8767,BUILDING,BUILDING,393854.691N,0275257.012E,533.63,54.13,NO INFO,,NO,,,,
LTBF_8768,BUILDING,BUILDING,393854.169N,0275257.308E,533.32,54.13,NO INFO,,NO,,,,
LTBF_8769,BUILDING,BUILDING,393854.145N,0275258.709E,521.00,44.29,NO INFO,,NO,,,,
LTBF_8770,BUILDING,BUILDING,393853.301N,0275258.787E,520.77,44.29,NO INFO,,NO,,,,
LTBF_8771,BUILDING,BUILDING,393853.000N,0275258.237E,521.09,44.29,NO INFO,,NO,,,,
LTBF_8772,BUILDING,BUILDING,393853.254N,0275256.660E,514.49,34.45,NO INFO,,NO,,,,
LTBF_8773,BUILDING,BUILDING,393853.416N,0275257.579E,523.04,44.29,NO INFO,,NO,,,,
LTBF_8774,BUILDING,BUILDING,393853.298N,0275254.526E,508.44,24.61,NO INFO,,NO,,,,
LTBF_8775,BUILDING,BUILDING,393852.731N,0275254.500E,507.78,24.61,NO INFO,,NO,,,,
LTBF_8776,BUILDING,BUILDING,393853.294N,0275254.993E,507.68,24.61,NO INFO,,NO,,,,
LTBF_8777,BUILDING,BUILDING,393852.555N,0275256.486E,504.16,24.61,NO INFO,,NO,,,,
LTBF_8778,BUILDING,BUILDING,393856.615N,0275256.613E,504.62,24.61,NO INFO,,NO,,,,
LTBF_8779,BUILDING,BUILDING,393856.574N,0275257.060E,503.91,24.61,NO INFO,,NO,,,,
LTBF_8780,BUILDING,BUILDING,393900.147N,0275258.356E,516.97,44.29,NO INFO,,NO,,,,
LTBF_8781,BUILDING,BUILDING,393859.738N,0275258.296E,509.10,34.45,NO INFO,,NO,,,,
LTBF_8782,BUILDING,BUILDING,393859.176N,0275300.242E,506.13,34.45,NO INFO,,NO,,,,
LTBF_8783,BUILDING,BUILDING,393857.559N,0275300.890E,497.81,24.61,NO INFO,,NO,,,,
LTBF_8784,BUILDING,BUILDING,393857.852N,0275300.954E,497.33,24.61,NO INFO,,NO,,,,
LTBF_8785,BUILDING,BUILDING,393857.663N,0275301.502E,496.18,24.61,NO INFO,,NO,,,,
LTBF_8786,BUILDING,BUILDING,393858.302N,0275300.985E,506.03,34.45,NO INFO,,NO,,,,
LTBF_8787,BUILDING,BUILDING,393858.226N,0275301.578E,505.04,34.45,NO INFO,,NO,,,,
LTBF_8788,BUILDING,BUILDING,393854.290N,0275256.001E,515.75,34.45,NO INFO,,NO,,,,
LTBF_8789,BUILDING,BUILDING,393851.753N,0275255.482E,553.79,73.82,NO INFO,,NO,,,,
LTBF_8790,BUILDING,BUILDING,393851.695N,0275255.978E,553.04,73.82,NO INFO,,NO,,,,
LTBF_8791,BUILDING,BUILDING,393851.160N,0275255.785E,543.66,63.98,NO INFO,,NO,,,,
LTBF_8792,BUILDING,BUILDING,393851.058N,0275254.955E,535.75,54.13,NO INFO,,NO,,,,
LTBF_8793,BUILDING,BUILDING,393852.207N,0275254.141E,557.10,73.82,NO INFO,,NO,,,,
LTBF_8794,BUILDING,BUILDING,393909.602N,0275340.020E,506.72,54.13,NO INFO,,NO,,,,
LTBF_8795,BUILDING,BUILDING,393910.416N,0275339.605E,528.97,73.82,NO INFO,,NO,,,,
LTBF_8796,BUILDING,BUILDING,393910.820N,0275340.767E,517.56,63.98,NO INFO,,NO,,,,
LTBF_8797,BUILDING,BUILDING,393911.095N,0275341.532E,506.03,54.13,NO INFO,,NO,,,,
LTBF_8798,BUILDING,BUILDING,393911.321N,0275342.241E,515.34,63.98,NO INFO,,NO,,,,
LTBF_8799,BUILDING,BUILDING,393911.543N,0275342.815E,514.84,63.98,NO INFO,,NO,,,,
LTBF_8800,BUILDING,BUILDING,393911.940N,0275343.693E,515.00,63.98,NO INFO,,NO,,,,
LTBF_8801,BUILDING,BUILDING,393912.338N,0275344.955E,514.09,63.98,NO INFO,,NO,,,,
LTBF_8802,BUILDING,BUILDING,393912.519N,0275345.575E,503.80,54.13,NO INFO,,NO,,,,
LTBF_8803,BUILDING,BUILDING,393909.944N,0275340.942E,515.19,63.98,NO INFO,,NO,,,,
LTBF_8804,BUILDING,BUILDING,393910.060N,0275341.355E,514.50,63.98,NO INFO,,NO,,,,
LTBF_8805,BUILDING,BUILDING,393910.429N,0275342.263E,513.13,63.98,NO INFO,,NO,,,,
LTBF_8806,BUILDING,BUILDING,393910.716N,0275343.029E,512.25,63.98,NO INFO,,NO,,,,
LTBF_8807,BUILDING,BUILDING,393911.245N,0275344.471E,511.50,63.98,NO INFO,,NO,,,,
LTBF_8808,BUILDING,BUILDING,393910.959N,0275343.689E,502.41,54.13,NO INFO,,NO,,,,
LTBF_8809,BUILDING,BUILDING,393911.545N,0275345.238E,511.50,63.98,NO INFO,,NO,,,,
LTBF_8810,BUILDING,BUILDING,393911.808N,0275345.985E,511.20,63.98,NO INFO,,NO,,,,
LTBF_8811,BUILDING,BUILDING,393912.931N,0275346.404E,533.48,83.66,NO INFO,,NO,,,,
LTBF_8812,BUILDING,BUILDING,393912.069N,0275346.965E,520.44,73.82,NO INFO,,NO,,,,
LTBF_8813,BUILDING,BUILDING,393913.622N,0275344.054E,518.97,63.98,NO INFO,,NO,,,,
LTBF_8814,BUILDING,BUILDING,393912.024N,0275340.928E,519.24,63.98,NO INFO,,NO,,,,
LTBF_8815,BUILDING,BUILDING,393912.563N,0275342.422E,518.20,63.98,NO INFO,,NO,,,,
LTBF_8816,BUILDING,BUILDING,393912.890N,0275343.175E,508.05,54.13,NO INFO,,NO,,,,
LTBF_8817,BUILDING,BUILDING,393913.150N,0275343.754E,508.36,54.13,NO INFO,,NO,,,,
LTBF_8818,BUILDING,BUILDING,393911.549N,0275339.040E,493.28,34.45,NO INFO,,NO,,,,
LTBF_8819,BUILDING,BUILDING,393912.120N,0275338.599E,514.74,54.13,NO INFO,,NO,,,,
LTBF_8820,BUILDING,BUILDING,393912.438N,0275339.084E,514.55,54.13,NO INFO,,NO,,,,
LTBF_8821,BUILDING,BUILDING,393912.954N,0275340.726E,522.06,63.98,NO INFO,,NO,,,,
LTBF_8822,BUILDING,BUILDING,393913.252N,0275341.526E,502.01,44.29,NO INFO,,NO,,,,
LTBF_8823,BUILDING,BUILDING,393913.566N,0275342.077E,512.16,54.13,NO INFO,,NO,,,,
LTBF_8824,BUILDING,BUILDING,393913.776N,0275342.851E,511.40,54.13,NO INFO,,NO,,,,
LTBF_8825,BUILDING,BUILDING,393914.163N,0275343.460E,501.56,44.29,NO INFO,,NO,,,,
LTBF_8826,BUILDING,BUILDING,393914.294N,0275344.042E,501.11,44.29,NO INFO,,NO,,,,
LTBF_8827,BUILDING,BUILDING,393911.867N,0275337.887E,515.95,54.13,NO INFO,,NO,,,,
LTBF_8828,BUILDING,BUILDING,393915.203N,0275343.152E,526.04,63.98,NO INFO,,NO,,,,
LTBF_8829,BUILDING,BUILDING,393915.629N,0275342.128E,519.99,54.13,NO INFO,,NO,,,,
LTBF_8830,BUILDING,BUILDING,393915.659N,0275341.446E,521.41,54.13,NO INFO,,NO,,,,
LTBF_8831,BUILDING,BUILDING,393915.657N,0275340.878E,522.33,54.13,NO INFO,,NO,,,,
LTBF_8832,BUILDING,BUILDING,393915.921N,0275339.552E,534.81,63.98,NO INFO,,NO,,,,
LTBF_8833,BUILDING,BUILDING,393914.873N,0275342.449E,486.67,24.61,NO INFO,,NO,,,,
LTBF_8834,BUILDING,BUILDING,393914.728N,0275341.882E,516.90,54.13,NO INFO,,NO,,,,
LTBF_8835,BUILDING,BUILDING,393914.542N,0275341.144E,517.61,54.13,NO INFO,,NO,,,,
LTBF_8836,BUILDING,BUILDING,393914.051N,0275339.923E,507.06,44.29,NO INFO,,NO,,,,
LTBF_8837,BUILDING,BUILDING,393914.226N,0275340.626E,487.66,24.61,NO INFO,,NO,,,,
LTBF_8838,BUILDING,BUILDING,393913.624N,0275338.908E,518.07,54.13,NO INFO,,NO,,,,
LTBF_8839,BUILDING,BUILDING,393913.818N,0275339.514E,517.26,54.13,NO INFO,,NO,,,,
LTBF_8840,BUILDING,BUILDING,393913.258N,0275337.750E,529.59,63.98,NO INFO,,NO,,,,
LTBF_8841,BUILDING,BUILDING,393913.429N,0275338.320E,519.14,54.13,NO INFO,,NO,,,,
LTBF_8842,BUILDING,BUILDING,393914.046N,0275337.950E,520.98,54.13,NO INFO,,NO,,,,
LTBF_8843,BUILDING,BUILDING,393913.864N,0275337.363E,531.89,63.98,NO INFO,,NO,,,,
LTBF_8844,BUILDING,BUILDING,393915.325N,0275338.152E,535.00,63.98,NO INFO,,NO,,,,
LTBF_8845,BUILDING,BUILDING,393914.763N,0275336.823E,526.25,54.13,NO INFO,,NO,,,,
LTBF_8846,BUILDING,BUILDING,393914.925N,0275337.325E,525.31,54.13,NO INFO,,NO,,,,
LTBF_8847,BUILDING,BUILDING,393915.177N,0275337.635E,525.45,54.13,NO INFO,,NO,,,,
LTBF_8848,BUILDING,BUILDING,393914.744N,0275340.196E,509.76,44.29,NO INFO,,NO,,,,
LTBF_8849,BUILDING,BUILDING,393914.661N,0275339.670E,499.92,34.45,NO INFO,,NO,,,,
LTBF_8850,BUILDING,BUILDING,393914.253N,0275338.557E,521.01,54.13,NO INFO,,NO,,,,
LTBF_8851,BUILDING,BUILDING,393914.460N,0275339.164E,520.31,54.13,NO INFO,,NO,,,,
LTBF_8852,BUILDING,BUILDING,393915.374N,0275338.809E,524.03,54.13,NO INFO,,NO,,,,
LTBF_8853,BUILDING,BUILDING,393915.964N,0275338.872E,516.08,44.29,NO INFO,,NO,,,,
LTBF_8854,BUILDING,BUILDING,393915.989N,0275338.473E,487.18,14.76,NO INFO,,NO,,,,
LTBF_8855,BUILDING,BUILDING,393915.912N,0275337.446E,518.78,44.29,NO INFO,,NO,,,,
LTBF_8856,BUILDING,BUILDING,393915.844N,0275337.907E,517.39,44.29,NO INFO,,NO,,,,
LTBF_8857,BUILDING,BUILDING,393915.896N,0275336.676E,520.44,44.29,NO INFO,,NO,,,,
LTBF_8858,BUILDING,BUILDING,393915.490N,0275336.566E,499.12,24.61,NO INFO,,NO,,,,
LTBF_8859,BUILDING,BUILDING,393916.213N,0275336.776E,491.57,14.76,NO INFO,,NO,,,,
LTBF_8860,BUILDING,BUILDING,393915.534N,0275342.619E,489.04,24.61,NO INFO,,NO,,,,
LTBF_8861,MINARET,BUILDING,393916.826N,0275341.987E,540.45,68.90,NO INFO,,NO,,,,
LTBF_8862,MOSQUE,BUILDING,393916.732N,0275342.261E,514.66,44.29,NO INFO,,NO,,,,
LTBF_8863,BUILDING,BUILDING,393917.842N,0275341.660E,531.22,54.13,NO INFO,,NO,,,,
LTBF_8864,BUILDING,BUILDING,393917.217N,0275342.145E,487.74,14.76,NO INFO,,NO,,,,
LTBF_8865,BUILDING,BUILDING,393916.993N,0275340.985E,488.77,14.76,NO INFO,,NO,,,,
LTBF_8866,BUILDING,BUILDING,393916.969N,0275341.367E,488.44,14.76,NO INFO,,NO,,,,
LTBF_8867,BUILDING,BUILDING,393917.314N,0275340.401E,490.59,14.76,NO INFO,,NO,,,,
LTBF_8868,BUILDING,BUILDING,393916.932N,0275340.311E,498.44,24.61,NO INFO,,NO,,,,
LTBF_8869,BUILDING,BUILDING,393917.796N,0275340.536E,502.37,24.61,NO INFO,,NO,,,,
LTBF_8870,BUILDING,BUILDING,393917.849N,0275338.887E,504.13,24.61,NO INFO,,NO,,,,
LTBF_8871,BUILDING,BUILDING,393917.793N,0275339.366E,503.43,24.61,NO INFO,,NO,,,,
LTBF_8872,BUILDING,BUILDING,393918.442N,0275339.518E,506.04,24.61,NO INFO,,NO,,,,
