Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,,,
LTBF_1263,BUILDING,BUILDING,393807.689N,0275224.693E,570.55,34.45,NO INFO,,NO,,,,
LTBF_1264,BUILDING,BUILDING,393808.041N,0275224.336E,583.15,44.29,NO INFO,,NO,,,,
LTBF_1265,BUILDING,BUILDING,393808.061N,0275224.738E,578.21,44.29,NO INFO,,NO,,,,
LTBF_1266,BUILDING,BUILDING,393806.946N,0275225.152E,571.60,34.45,NO INFO,,NO,,,,
LTBF_1267,BUILDING,BUILDING,393806.573N,0275224.857E,578.72,34.45,NO INFO,,NO,,,,
LTBF_1268,BUILDING,BUILDING,393806.790N,0275225.741E,570.67,34.45,NO INFO,,NO,,,,
LTBF_1269,BUILDING,BUILDING,393807.417N,0275227.224E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1270,BUILDING,BUILDING,393806.071N,0275221.766E,617.38,34.45,NO INFO,,NO,,,,
LTBF_1271,BUILDING,BUILDING,393807.174N,0275229.690E,581.87,54.13,NO INFO,,NO,,,,
LTBF_1272,BUILDING,BUILDING,393807.488N,0275228.497E,579.07,54.13,NO INFO,,NO,,,,
LTBF_1273,BUILDING,BUILDING,393806.922N,0275230.121E,575.21,44.29,NO INFO,,NO,,,,
LTBF_1274,BUILDING,BUILDING,393806.218N,0275228.348E,579.79,44.29,NO INFO,,NO,,,,
LTBF_1275,BUILDING,BUILDING,393807.082N,0275228.615E,569.72,44.29,NO INFO,,NO,,,,
LTBF_1276,BUILDING,BUILDING,393807.602N,0275229.640E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1277,BUILDING,BUILDING,393806.462N,0275230.886E,576.18,44.29,NO INFO,,NO,,,,
LTBF_1278,BUILDING,BUILDING,393807.676N,0275230.829E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1279,BUILDING,BUILDING,393807.488N,0275230.998E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1280,BUILDING,BUILDING,393807.804N,0275230.022E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1281,BUILDING,BUILDING,393806.667N,0275228.116E,562.70,34.45,NO INFO,,NO,,,,
LTBF_1282,BUILDING,BUILDING,393807.090N,0275227.882E,559.38,34.45,NO INFO,,NO,,,,
LTBF_1283,BUILDING,BUILDING,393806.687N,0275228.802E,564.93,34.45,NO INFO,,NO,,,,
LTBF_1284,BUILDING,BUILDING,393806.953N,0275229.189E,564.60,34.45,NO INFO,,NO,,,,
LTBF_1285,BUILDING,BUILDING,393807.032N,0275231.096E,561.36,34.45,NO INFO,,NO,,,,
LTBF_1286,BUILDING,BUILDING,393806.835N,0275231.732E,559.56,34.45,NO INFO,,NO,,,,
LTBF_1287,BUILDING,BUILDING,393806.725N,0275231.323E,562.95,34.45,NO INFO,,NO,,,,
LTBF_1288,BUILDING,BUILDING,393806.572N,0275229.893E,569.27,34.45,NO INFO,,NO,,,,
LTBF_1289,BUILDING,BUILDING,393806.839N,0275229.697E,566.05,34.45,NO INFO,,NO,,,,
LTBF_1290,BUILDING,BUILDING,393807.787N,0275229.003E,549.54,24.61,NO INFO,,NO,,,,
LTBF_1291,BUILDING,BUILDING,393809.010N,0275227.363E,588.06,54.13,NO INFO,,NO,,,,
LTBF_1292,BUILDING,BUILDING,393809.543N,0275227.555E,599.48,54.13,NO INFO,,NO,,,,
LTBF_1293,BUILDING,BUILDING,393808.913N,0275228.357E,579.90,54.13,NO INFO,,NO,,,,
LTBF_1294,BUILDING,BUILDING,393809.402N,0275228.645E,593.50,54.13,NO INFO,,NO,,,,
LTBF_1295,BUILDING,BUILDING,393809.291N,0275229.653E,586.22,54.13,NO INFO,,NO,,,,
LTBF_1296,BUILDING,BUILDING,393809.636N,0275229.730E,591.67,54.13,NO INFO,,NO,,,,
LTBF_1297,BUILDING,BUILDING,393809.882N,0275228.865E,599.26,54.13,NO INFO,,NO,,,,
LTBF_1298,BUILDING,BUILDING,393809.160N,0275230.527E,593.96,63.98,NO INFO,,NO,,,,
LTBF_1299,BUILDING,BUILDING,393809.038N,0275230.951E,591.54,63.98,NO INFO,,NO,,,,
LTBF_1300,BUILDING,BUILDING,393808.891N,0275231.324E,581.93,54.13,NO INFO,,NO,,,,
LTBF_1301,BUILDING,BUILDING,393808.813N,0275231.634E,569.68,44.29,NO INFO,,NO,,,,
LTBF_1302,BUILDING,BUILDING,393808.679N,0275232.008E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1303,BUILDING,BUILDING,393808.532N,0275232.397E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1304,BUILDING,BUILDING,393807.978N,0275232.954E,569.23,44.29,NO INFO,,NO,,,,
LTBF_1305,BUILDING,BUILDING,393807.653N,0275232.729E,559.38,34.45,NO INFO,,NO,,,,
LTBF_1306,BUILDING,BUILDING,393808.356N,0275233.150E,560.03,34.45,NO INFO,,NO,,,,
LTBF_1307,BUILDING,BUILDING,393814.192N,0275225.746E,682.88,44.29,NO INFO,,NO,,,,
LTBF_1308,BUILDING,BUILDING,393813.900N,0275225.924E,664.06,34.45,NO INFO,,NO,,,,
LTBF_1309,BUILDING,BUILDING,393813.253N,0275226.240E,648.72,34.45,NO INFO,,NO,,,,
LTBF_1310,BUILDING,BUILDING,393812.246N,0275226.830E,624.91,34.45,NO INFO,,NO,,,,
LTBF_1311,BUILDING,BUILDING,393812.579N,0275226.605E,631.76,34.45,NO INFO,,NO,,,,
LTBF_1312,BUILDING,BUILDING,393811.513N,0275227.340E,631.21,54.13,NO INFO,,NO,,,,
LTBF_1313,BUILDING,BUILDING,393811.756N,0275227.943E,622.00,44.29,NO INFO,,NO,,,,
LTBF_1314,BUILDING,BUILDING,393812.223N,0275228.429E,615.96,34.45,NO INFO,,NO,,,,
LTBF_1315,BUILDING,BUILDING,393813.149N,0275227.934E,651.62,54.13,NO INFO,,NO,,,,
LTBF_1316,BUILDING,BUILDING,393812.859N,0275228.061E,644.69,54.13,NO INFO,,NO,,,,
LTBF_1317,BUILDING,BUILDING,393813.621N,0275226.919E,664.13,54.13,NO INFO,,NO,,,,
LTBF_1318,BUILDING,BUILDING,393814.146N,0275228.411E,669.20,54.13,NO INFO,,NO,,,,
LTBF_1319,BUILDING,BUILDING,393813.937N,0275227.911E,665.43,54.13,NO INFO,,NO,,,,
LTBF_1320,BUILDING,BUILDING,393813.763N,0275227.481E,643.97,34.45,NO INFO,,NO,,,,
LTBF_1321,BUILDING,BUILDING,393816.158N,0275228.967E,692.44,44.29,NO INFO,,NO,,,,
LTBF_1322,BUILDING,BUILDING,393816.690N,0275230.009E,713.38,54.13,NO INFO,,NO,,,,
LTBF_1323,BUILDING,BUILDING,393815.360N,0275229.472E,676.96,44.29,NO INFO,,NO,,,,
LTBF_1324,BUILDING,BUILDING,393814.990N,0275230.511E,664.97,44.29,NO INFO,,NO,,,,
LTBF_1325,BUILDING,BUILDING,393815.107N,0275231.054E,666.59,44.29,NO INFO,,NO,,,,
LTBF_1326,BUILDING,BUILDING,393814.128N,0275230.461E,654.93,54.13,NO INFO,,NO,,,,
LTBF_1327,BUILDING,BUILDING,393814.421N,0275228.883E,660.70,44.29,NO INFO,,NO,,,,
LTBF_1328,BUILDING,BUILDING,393815.870N,0275230.713E,694.18,54.13,NO INFO,,NO,,,,
LTBF_1329,BUILDING,BUILDING,393818.387N,0275232.909E,703.93,44.29,NO INFO,,NO,,,,
LTBF_1330,BUILDING,BUILDING,393817.947N,0275230.707E,717.11,44.29,NO INFO,,NO,,,,
LTBF_1331,BUILDING,BUILDING,393817.504N,0275231.073E,710.08,44.29,NO INFO,,NO,,,,
LTBF_1332,BUILDING,BUILDING,393819.080N,0275232.412E,704.84,34.45,NO INFO,,NO,,,,
LTBF_1333,BUILDING,BUILDING,393818.804N,0275231.140E,726.25,44.29,NO INFO,,NO,,,,
LTBF_1334,BUILDING,BUILDING,393819.009N,0275231.723E,712.99,34.45,NO INFO,,NO,,,,
LTBF_1335,BUILDING,BUILDING,393815.747N,0275233.388E,663.31,44.29,NO INFO,,NO,,,,
LTBF_1336,BUILDING,BUILDING,393816.606N,0275231.820E,689.68,44.29,NO INFO,,NO,,,,
LTBF_1337,BUILDING,BUILDING,393816.404N,0275232.288E,683.62,44.29,NO INFO,,NO,,,,
LTBF_1338,BUILDING,BUILDING,393816.022N,0275232.726E,664.97,34.45,NO INFO,,NO,,,,
LTBF_1339,BUILDING,BUILDING,393816.188N,0275231.104E,686.39,44.29,NO INFO,,NO,,,,
LTBF_1340,BUILDING,BUILDING,393817.150N,0275232.596E,679.45,34.45,NO INFO,,NO,,,,
LTBF_1341,BUILDING,BUILDING,393819.687N,0275245.576E,563.70,44.29,NO INFO,,NO,,,,
LTBF_1342,BUILDING,BUILDING,393817.991N,0275245.083E,551.33,34.45,NO INFO,,NO,,,,
LTBF_1343,BUILDING,BUILDING,393821.255N,0275245.614E,556.02,34.45,NO INFO,,NO,,,,
LTBF_1344,BUILDING,BUILDING,393815.983N,0275242.954E,565.75,44.29,NO INFO,,NO,,,,
LTBF_1345,BUILDING,BUILDING,393815.288N,0275242.650E,564.96,44.29,NO INFO,,NO,,,,
LTBF_1346,BUILDING,BUILDING,393814.625N,0275244.305E,567.81,54.13,NO INFO,,NO,,,,
LTBF_1347,BUILDING,BUILDING,393814.700N,0275245.668E,562.49,54.13,NO INFO,,NO,,,,
LTBF_1348,BUILDING,BUILDING,393814.653N,0275246.665E,558.63,54.13,NO INFO,,NO,,,,
LTBF_1349,BUILDING,BUILDING,393814.947N,0275246.643E,558.76,54.13,NO INFO,,NO,,,,
LTBF_1350,BUILDING,BUILDING,393813.855N,0275245.530E,562.92,54.13,NO INFO,,NO,,,,
LTBF_1351,BUILDING,BUILDING,393813.860N,0275245.981E,550.77,44.29,NO INFO,,NO,,,,
LTBF_1352,BUILDING,BUILDING,393813.749N,0275246.422E,539.24,34.45,NO INFO,,NO,,,,
LTBF_1353,BUILDING,BUILDING,393813.700N,0275246.936E,537.70,34.45,NO INFO,,NO,,,,
LTBF_1354,BUILDING,BUILDING,393814.251N,0275246.728E,548.60,44.29,NO INFO,,NO,,,,
LTBF_1355,BUILDING,BUILDING,393813.882N,0275243.831E,569.07,54.13,NO INFO,,NO,,,,
LTBF_1356,BUILDING,BUILDING,393813.897N,0275244.349E,566.77,54.13,NO INFO,,NO,,,,
LTBF_1357,BUILDING,BUILDING,393814.057N,0275242.560E,554.10,34.45,NO INFO,,NO,,,,
LTBF_1358,BUILDING,BUILDING,393814.053N,0275243.210E,551.79,34.45,NO INFO,,NO,,,,
LTBF_1359,BUILDING,BUILDING,393814.295N,0275241.044E,580.38,54.13,NO INFO,,NO,,,,
LTBF_1360,BUILDING,BUILDING,393814.133N,0275241.749E,557.18,34.45,NO INFO,,NO,,,,
LTBF_1361,BUILDING,BUILDING,393809.294N,0275243.950E,581.94,73.82,NO INFO,,NO,,,,
LTBF_1362,BUILDING,BUILDING,393809.274N,0275244.665E,578.58,73.82,NO INFO,,NO,,,,
LTBF_1363,BUILDING,BUILDING,393809.238N,0275245.446E,576.25,73.82,NO INFO,,NO,,,,
LTBF_1364,BUILDING,BUILDING,393809.204N,0275246.178E,573.15,73.82,NO INFO,,NO,,,,
LTBF_1365,BUILDING,BUILDING,393809.175N,0275246.809E,570.83,73.82,NO INFO,,NO,,,,
LTBF_1366,BUILDING,BUILDING,393807.910N,0275243.476E,580.37,73.82,NO INFO,,NO,,,,
LTBF_1367,BUILDING,BUILDING,393807.843N,0275244.371E,577.38,73.82,NO INFO,,NO,,,,
LTBF_1368,BUILDING,BUILDING,393807.720N,0275245.362E,573.24,73.82,NO INFO,,NO,,,,
LTBF_1369,BUILDING,BUILDING,393810.426N,0275245.138E,578.93,73.82,NO INFO,,NO,,,,
LTBF_1370,BUILDING,BUILDING,393810.404N,0275245.887E,576.62,73.82,NO INFO,,NO,,,,
LTBF_1371,BUILDING,BUILDING,393810.375N,0275246.502E,574.11,73.82,NO INFO,,NO,,,,
LTBF_1372,BUILDING,BUILDING,393810.377N,0275247.302E,580.87,83.66,NO INFO,,NO,,,,
LTBF_1373,BUILDING,BUILDING,393810.508N,0275249.246E,565.59,73.82,NO INFO,,NO,,,,
LTBF_1374,BUILDING,BUILDING,393811.366N,0275246.829E,574.05,73.82,NO INFO,,NO,,,,
LTBF_1375,BUILDING,BUILDING,393811.338N,0275245.209E,570.14,63.98,NO INFO,,NO,,,,
LTBF_1376,BUILDING,BUILDING,393811.416N,0275245.748E,558.19,54.13,NO INFO,,NO,,,,
LTBF_1377,BUILDING,BUILDING,393812.402N,0275245.074E,553.04,44.29,NO INFO,,NO,,,,
LTBF_1378,BUILDING,BUILDING,393812.881N,0275245.578E,561.27,54.13,NO INFO,,NO,,,,
LTBF_1379,BUILDING,BUILDING,393812.844N,0275247.227E,555.11,54.13,NO INFO,,NO,,,,
LTBF_1380,BUILDING,BUILDING,393812.270N,0275247.082E,565.14,63.98,NO INFO,,NO,,,,
LTBF_1381,BUILDING,BUILDING,393812.854N,0275247.845E,553.58,54.13,NO INFO,,NO,,,,
LTBF_1382,BUILDING,BUILDING,393812.853N,0275248.412E,551.27,54.13,NO INFO,,NO,,,,
LTBF_1383,BUILDING,BUILDING,393812.735N,0275249.570E,556.35,63.98,NO INFO,,NO,,,,
LTBF_1384,BUILDING,BUILDING,393812.777N,0275248.939E,548.81,54.13,NO INFO,,NO,,,,
LTBF_1385,BUILDING,BUILDING,393812.270N,0275248.466E,550.68,54.13,NO INFO,,NO,,,,
LTBF_1386,BUILDING,BUILDING,393813.747N,0275248.242E,562.62,63.98,NO INFO,,NO,,,,
LTBF_1387,BUILDING,BUILDING,393813.772N,0275249.178E,558.77,63.98,NO INFO,,NO,,,,
LTBF_1388,BUILDING,BUILDING,393814.299N,0275248.195E,553.11,54.13,NO INFO,,NO,,,,
LTBF_1389,BUILDING,BUILDING,393815.164N,0275248.085E,544.36,44.29,NO INFO,,NO,,,,
LTBF_1390,BUILDING,BUILDING,393814.665N,0275248.090E,533.56,34.45,NO INFO,,NO,,,,
LTBF_1391,BUILDING,BUILDING,393801.510N,0275244.781E,545.94,54.13,NO INFO,,NO,,,,
LTBF_1392,BUILDING,BUILDING,393801.444N,0275245.822E,544.64,54.13,NO INFO,,NO,,,,
LTBF_1393,BUILDING,BUILDING,393802.830N,0275246.351E,544.21,54.13,NO INFO,,NO,,,,
LTBF_1394,BUILDING,BUILDING,393802.077N,0275245.893E,534.56,44.29,NO INFO,,NO,,,,
LTBF_1395,BUILDING,BUILDING,393802.373N,0275244.693E,536.22,44.29,NO INFO,,NO,,,,
LTBF_1396,BUILDING,BUILDING,393800.442N,0275242.953E,584.21,83.66,NO INFO,,NO,,,,
LTBF_1397,BUILDING,BUILDING,393759.355N,0275244.809E,558.79,63.98,NO INFO,,NO,,,,
LTBF_1398,BUILDING,BUILDING,393759.468N,0275243.289E,544.73,44.29,NO INFO,,NO,,,,
LTBF_1399,BUILDING,BUILDING,393759.377N,0275240.141E,547.80,34.45,NO INFO,,NO,,,,
LTBF_1400,BUILDING,BUILDING,393759.423N,0275239.617E,550.04,34.45,NO INFO,,NO,,,,
LTBF_1401,BUILDING,BUILDING,393801.654N,0275242.958E,533.17,34.45,NO INFO,,NO,,,,
LTBF_1402,BUILDING,BUILDING,393801.888N,0275241.614E,549.14,44.29,NO INFO,,NO,,,,
LTBF_1403,BUILDING,BUILDING,393801.283N,0275240.289E,554.85,44.29,NO INFO,,NO,,,,
LTBF_1404,BUILDING,BUILDING,393801.820N,0275240.775E,552.84,44.29,NO INFO,,NO,,,,
LTBF_1405,BUILDING,BUILDING,393801.706N,0275239.043E,560.20,44.29,NO INFO,,NO,,,,
LTBF_1406,BUILDING,BUILDING,393812.956N,0275240.485E,581.50,54.13,NO INFO,,NO,,,,
LTBF_1407,BUILDING,BUILDING,393812.642N,0275241.962E,574.29,54.13,NO INFO,,NO,,,,
LTBF_1408,BUILDING,BUILDING,393812.614N,0275242.561E,571.98,54.13,NO INFO,,NO,,,,
LTBF_1409,BUILDING,BUILDING,393812.966N,0275243.889E,567.33,54.13,NO INFO,,NO,,,,
LTBF_1410,BUILDING,BUILDING,393813.149N,0275242.986E,571.11,54.13,NO INFO,,NO,,,,
LTBF_1411,BUILDING,BUILDING,393813.480N,0275240.860E,579.34,54.13,NO INFO,,NO,,,,
LTBF_1412,BUILDING,BUILDING,393812.752N,0275241.254E,566.96,44.29,NO INFO,,NO,,,,
LTBF_1413,BUILDING,BUILDING,393813.173N,0275242.203E,563.53,44.29,NO INFO,,NO,,,,
LTBF_1414,BUILDING,BUILDING,393813.349N,0275241.450E,566.82,44.29,NO INFO,,NO,,,,
LTBF_1415,BUILDING,BUILDING,393812.500N,0275243.085E,549.77,34.45,NO INFO,,NO,,,,
LTBF_1416,BUILDING,BUILDING,393812.491N,0275243.552E,548.23,34.45,NO INFO,,NO,,,,
LTBF_1417,BUILDING,BUILDING,393812.442N,0275244.065E,546.69,34.45,NO INFO,,NO,,,,
LTBF_1418,BUILDING,BUILDING,393812.295N,0275239.984E,563.47,34.45,NO INFO,,NO,,,,
LTBF_1419,BUILDING,BUILDING,393811.863N,0275240.134E,579.86,54.13,NO INFO,,NO,,,,
LTBF_1420,BUILDING,BUILDING,393811.415N,0275240.066E,580.19,54.13,NO INFO,,NO,,,,
LTBF_1421,BUILDING,BUILDING,393811.881N,0275241.403E,574.78,54.13,NO INFO,,NO,,,,
LTBF_1422,BUILDING,BUILDING,393812.151N,0275240.874E,567.67,44.29,NO INFO,,NO,,,,
LTBF_1423,BUILDING,BUILDING,393810.958N,0275241.298E,554.82,34.45,NO INFO,,NO,,,,
LTBF_1424,BUILDING,BUILDING,393811.831N,0275241.938E,583.08,63.98,NO INFO,,NO,,,,
LTBF_1425,BUILDING,BUILDING,393809.624N,0275239.407E,599.77,73.82,NO INFO,,NO,,,,
LTBF_1426,BUILDING,BUILDING,393809.652N,0275239.966E,587.30,63.98,NO INFO,,NO,,,,
LTBF_1427,BUILDING,BUILDING,393809.563N,0275240.487E,594.61,73.82,NO INFO,,NO,,,,
LTBF_1428,BUILDING,BUILDING,393809.483N,0275241.064E,593.06,73.82,NO INFO,,NO,,,,
LTBF_1429,BUILDING,BUILDING,393810.468N,0275241.844E,571.57,54.13,NO INFO,,NO,,,,
LTBF_1430,BUILDING,BUILDING,393810.020N,0275241.776E,561.10,44.29,NO INFO,,NO,,,,
LTBF_1431,BUILDING,BUILDING,393809.714N,0275241.638E,551.61,34.45,NO INFO,,NO,,,,
LTBF_1432,BUILDING,BUILDING,393810.142N,0275240.059E,577.31,54.13,NO INFO,,NO,,,,
LTBF_1433,BUILDING,BUILDING,393810.098N,0275240.542E,575.56,54.13,NO INFO,,NO,,,,
LTBF_1434,BUILDING,BUILDING,393810.675N,0275240.142E,568.09,44.29,NO INFO,,NO,,,,
LTBF_1435,BUILDING,BUILDING,393809.063N,0275239.211E,578.40,54.13,NO INFO,,NO,,,,
LTBF_1436,BUILDING,BUILDING,393809.033N,0275239.640E,557.23,34.45,NO INFO,,NO,,,,
LTBF_1437,BUILDING,BUILDING,393808.292N,0275240.541E,571.90,54.13,NO INFO,,NO,,,,
LTBF_1438,BUILDING,BUILDING,393808.772N,0275240.384E,573.87,54.13,NO INFO,,NO,,,,
LTBF_1439,BUILDING,BUILDING,393808.201N,0275241.118E,559.84,44.29,NO INFO,,NO,,,,
LTBF_1440,BUILDING,BUILDING,393808.169N,0275241.574E,558.35,44.29,NO INFO,,NO,,,,
LTBF_1441,BUILDING,BUILDING,393808.597N,0275241.621E,578.85,63.98,NO INFO,,NO,,,,
LTBF_1442,BUILDING,BUILDING,393808.429N,0275239.454E,576.02,54.13,NO INFO,,NO,,,,
LTBF_1443,BUILDING,BUILDING,393808.387N,0275238.728E,569.15,44.29,NO INFO,,NO,,,,
LTBF_1444,BUILDING,BUILDING,393807.978N,0275238.516E,578.24,54.13,NO INFO,,NO,,,,
LTBF_1445,BUILDING,BUILDING,393807.568N,0275238.317E,557.85,34.45,NO INFO,,NO,,,,
LTBF_1446,BUILDING,BUILDING,393807.758N,0275239.319E,575.11,54.13,NO INFO,,NO,,,,
LTBF_1447,BUILDING,BUILDING,393807.393N,0275240.013E,562.22,44.29,NO INFO,,NO,,,,
LTBF_1448,BUILDING,BUILDING,393807.798N,0275240.086E,562.32,44.29,NO INFO,,NO,,,,
LTBF_1449,BUILDING,BUILDING,393807.340N,0275240.454E,559.55,44.29,NO INFO,,NO,,,,
LTBF_1450,BUILDING,BUILDING,393807.444N,0275239.600E,563.82,44.29,NO INFO,,NO,,,,
LTBF_1451,BUILDING,BUILDING,393807.198N,0275238.177E,576.67,54.13,NO INFO,,NO,,,,
LTBF_1452,BUILDING,BUILDING,393806.799N,0275237.980E,557.43,34.45,NO INFO,,NO,,,,
LTBF_1453,BUILDING,BUILDING,393806.664N,0275238.331E,556.37,34.45,NO INFO,,NO,,,,
LTBF_1454,BUILDING,BUILDING,393806.591N,0275238.756E,553.80,34.45,NO INFO,,NO,,,,
LTBF_1455,BUILDING,BUILDING,393806.508N,0275239.166E,552.74,34.45,NO INFO,,NO,,,,
LTBF_1456,BUILDING,BUILDING,393807.083N,0275238.585E,555.28,34.45,NO INFO,,NO,,,,
LTBF_1457,BUILDING,BUILDING,393806.979N,0275238.967E,554.21,34.45,NO INFO,,NO,,,,
LTBF_1458,BUILDING,BUILDING,393806.907N,0275239.350E,552.94,34.45,NO INFO,,NO,,,,
LTBF_1459,BUILDING,BUILDING,393806.469N,0275239.775E,560.02,44.29,NO INFO,,NO,,,,
LTBF_1460,BUILDING,BUILDING,393806.444N,0275240.301E,558.48,44.29,NO INFO,,NO,,,,
LTBF_1461,BUILDING,BUILDING,393806.808N,0275240.329E,549.49,34.45,NO INFO,,NO,,,,
LTBF_1462,BUILDING,BUILDING,393806.011N,0275238.975E,571.81,54.13,NO INFO,,NO,,,,
LTBF_1463,BUILDING,BUILDING,393805.913N,0275239.704E,569.24,54.13,NO INFO,,NO,,,,
LTBF_1464,BUILDING,BUILDING,393805.871N,0275240.146E,547.64,34.45,NO INFO,,NO,,,,
LTBF_1465,BUILDING,BUILDING,393805.354N,0275239.939E,577.40,63.98,NO INFO,,NO,,,,
LTBF_1466,BUILDING,BUILDING,393805.241N,0275238.902E,581.47,63.98,NO INFO,,NO,,,,
LTBF_1467,BUILDING,BUILDING,393804.801N,0275238.881E,581.06,63.98,NO INFO,,NO,,,,
LTBF_1468,BUILDING,BUILDING,393804.707N,0275239.750E,567.59,54.13,NO INFO,,NO,,,,
LTBF_1469,BUILDING,BUILDING,393804.374N,0275239.752E,567.18,54.13,NO INFO,,NO,,,,
LTBF_1470,BUILDING,BUILDING,393805.918N,0275237.508E,577.59,54.13,NO INFO,,NO,,,,
LTBF_1471,BUILDING,BUILDING,393805.358N,0275237.312E,577.82,54.13,NO INFO,,NO,,,,
LTBF_1472,BUILDING,BUILDING,393805.104N,0275237.223E,578.26,54.13,NO INFO,,NO,,,,
LTBF_1473,BUILDING,BUILDING,393804.792N,0275237.227E,578.06,54.13,NO INFO,,NO,,,,
LTBF_1474,BUILDING,BUILDING,393804.451N,0275237.173E,577.44,54.13,NO INFO,,NO,,,,
LTBF_1475,BUILDING,BUILDING,393806.266N,0275237.660E,588.05,63.98,NO INFO,,NO,,,,
LTBF_1476,BUILDING,BUILDING,393804.044N,0275237.127E,586.87,63.98,NO INFO,,NO,,,,
LTBF_1477,BUILDING,BUILDING,393804.356N,0275237.818E,584.71,63.98,NO INFO,,NO,,,,
LTBF_1478,BUILDING,BUILDING,393805.210N,0275237.940E,584.89,63.98,NO INFO,,NO,,,,
LTBF_1479,BUILDING,BUILDING,393806.219N,0275238.213E,555.75,34.45,NO INFO,,NO,,,,
LTBF_1480,BUILDING,BUILDING,393805.847N,0275238.114E,575.02,54.13,NO INFO,,NO,,,,
LTBF_1481,BUILDING,BUILDING,393805.645N,0275237.362E,558.55,34.45,NO INFO,,NO,,,,
LTBF_1482,BUILDING,BUILDING,393803.460N,0275238.597E,580.05,63.98,NO INFO,,NO,,,,
LTBF_1483,BUILDING,BUILDING,393803.488N,0275239.155E,577.70,63.98,NO INFO,,NO,,,,
LTBF_1484,BUILDING,BUILDING,393804.037N,0275238.919E,570.18,54.13,NO INFO,,NO,,,,
LTBF_1485,BUILDING,BUILDING,393803.481N,0275237.681E,553.95,34.45,NO INFO,,NO,,,,
LTBF_1486,BUILDING,BUILDING,393805.010N,0275239.940E,547.46,34.45,NO INFO,,NO,,,,
LTBF_1487,BUILDING,BUILDING,393807.566N,0275247.534E,546.08,54.13,NO INFO,,NO,,,,
LTBF_1488,BUILDING,BUILDING,393807.930N,0275247.562E,546.47,54.13,NO INFO,,NO,,,,
LTBF_1489,BUILDING,BUILDING,393807.648N,0275248.305E,564.95,73.82,NO INFO,,NO,,,,
LTBF_1490,BUILDING,BUILDING,393808.948N,0275249.017E,555.08,63.98,NO INFO,,NO,,,,
LTBF_1491,BUILDING,BUILDING,393808.453N,0275248.798E,564.92,73.82,NO INFO,,NO,,,,
LTBF_1492,BUILDING,BUILDING,393809.400N,0275249.233E,545.16,54.13,NO INFO,,NO,,,,
LTBF_1493,BUILDING,BUILDING,393809.058N,0275247.789E,557.62,63.98,NO INFO,,NO,,,,
LTBF_1494,BUILDING,BUILDING,393808.453N,0275246.699E,550.85,54.13,NO INFO,,NO,,,,
LTBF_1495,BUILDING,BUILDING,393809.298N,0275242.609E,566.91,54.13,NO INFO,,NO,,,,
LTBF_1496,BUILDING,BUILDING,393809.906N,0275242.475E,568.42,54.13,NO INFO,,NO,,,,
LTBF_1497,BUILDING,BUILDING,393809.818N,0275242.983E,547.20,34.45,NO INFO,,NO,,,,
LTBF_1498,BUILDING,BUILDING,393759.812N,0275246.871E,553.95,63.98,NO INFO,,NO,,,,
LTBF_1499,BUILDING,BUILDING,393800.510N,0275247.120E,553.24,63.98,NO INFO,,NO,,,,
LTBF_1500,BUILDING,BUILDING,393800.860N,0275247.217E,553.07,63.98,NO INFO,,NO,,,,
LTBF_1501,BUILDING,BUILDING,393800.258N,0275247.003E,543.85,54.13,NO INFO,,NO,,,,
LTBF_1502,BUILDING,BUILDING,393800.161N,0275248.385E,541.99,54.13,NO INFO,,NO,,,,
LTBF_1503,BUILDING,BUILDING,393800.600N,0275248.433E,541.73,54.13,NO INFO,,NO,,,,
LTBF_1504,BUILDING,BUILDING,393801.547N,0275247.464E,542.60,54.13,NO INFO,,NO,,,,
LTBF_1505,BUILDING,BUILDING,393801.928N,0275247.605E,542.29,54.13,NO INFO,,NO,,,,
LTBF_1506,BUILDING,BUILDING,393802.227N,0275247.642E,542.42,54.13,NO INFO,,NO,,,,
LTBF_1507,BUILDING,BUILDING,393802.809N,0275247.840E,532.58,44.29,NO INFO,,NO,,,,
LTBF_1508,BUILDING,BUILDING,393801.431N,0275248.595E,531.18,44.29,NO INFO,,NO,,,,
LTBF_1509,BUILDING,BUILDING,393801.884N,0275248.547E,531.43,44.29,NO INFO,,NO,,,,
LTBF_1510,BUILDING,BUILDING,393802.578N,0275248.878E,521.34,34.45,NO INFO,,NO,,,,
LTBF_1511,BUILDING,BUILDING,393801.408N,0275249.775E,529.79,44.29,NO INFO,,NO,,,,
LTBF_1512,BUILDING,BUILDING,393801.985N,0275249.847E,539.55,54.13,NO INFO,,NO,,,,
LTBF_1513,BUILDING,BUILDING,393801.515N,0275251.173E,527.98,44.29,NO INFO,,NO,,,,
LTBF_1514,BUILDING,BUILDING,393801.383N,0275250.551E,518.84,34.45,NO INFO,,NO,,,,
LTBF_1515,BUILDING,BUILDING,393801.985N,0275251.251E,518.33,34.45,NO INFO,,NO,,,,
