Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTFO278,BUILDING,BUILDING,411045.07N,0405252.84E,242.93,132.87,NO INFO,,NO
LTFO279,BUILDING,BUILDING,411043.71N,0405253.36E,167.72,63.98,NO INFO,,NO
LTFO280,BUILDING,BUILDING,411041.11N,0405250.91E,171.03,34.45,NO INFO,,NO
LTFO281,BUILDING,BUILDING,411040.04N,0405246.59E,276.66,24.61,NO INFO,,NO
LTFO282,BUILDING,BUILDING,411039.59N,0405244.37E,307.43,34.45,NO INFO,,NO
LTFO283,BUILDING,BUILDING,411045.00N,0405244.86E,192.65,93.50,NO INFO,,NO
LTFO284,BUILDING,BUILDING,411045.36N,0405244.84E,174.95,83.66,NO INFO,,NO
LTFO285,BUILDING,BUILDING,411047.03N,0405236.31E,241.32,34.45,NO INFO,,NO
LTFO286,BUILDING,BUILDING,411047.60N,0405236.87E,204.90,24.61,NO INFO,,NO
LTFO287,BUILDING,BUILDING,411049.26N,0405238.48E,176.11,54.13,NO INFO,,NO
LTFO288,BUILDING,BUILDING,411007.26N,0405332.68E,215.20,24.61,NO INFO,,NO
LTFO289,BUILDING,BUILDING,411007.38N,0405331.82E,231.30,34.45,NO INFO,,NO
LTFO290,BUILDING,BUILDING,411006.83N,0405333.86E,196.48,24.61,NO INFO,,NO
LTFO291,BUILDING,BUILDING,411008.54N,0405331.50E,222.82,24.61,NO INFO,,NO
LTFO292,BUILDING,BUILDING,411008.45N,0405331.80E,221.45,24.61,NO INFO,,NO
LTFO293,BUILDING,BUILDING,411007.72N,0405331.13E,221.45,24.61,NO INFO,,NO
LTFO294,BUILDING,BUILDING,411008.21N,0405331.48E,221.45,24.61,NO INFO,,NO
LTFO295,BUILDING,BUILDING,411007.86N,0405331.67E,221.45,24.61,NO INFO,,NO
LTFO296,BUILDING,BUILDING,411008.05N,0405331.00E,223.03,24.61,NO INFO,,NO
LTFO297,BUILDING,BUILDING,411009.08N,0405331.32E,225.69,24.61,NO INFO,,NO
LTFO298,BUILDING,BUILDING,411009.11N,0405332.10E,231.30,34.45,NO INFO,,NO
LTFO299,BUILDING,BUILDING,411009.80N,0405327.13E,306.75,44.29,NO INFO,,NO
LTFO300,BUILDING,BUILDING,411010.26N,0405324.40E,324.48,24.61,NO INFO,,NO
LTFO301,BUILDING,BUILDING,411010.83N,0405321.54E,399.39,34.45,NO INFO,,NO
LTFO302,BUILDING,BUILDING,411011.30N,0405320.80E,402.67,24.61,NO INFO,,NO
LTFO303,BUILDING,BUILDING,411009.36N,0405309.67E,582.34,24.61,NO INFO,,NO
LTFO304,BUILDING,BUILDING,411010.97N,0405311.48E,579.15,24.61,NO INFO,,NO
LTFO305,BUILDING,BUILDING,411008.84N,0405304.55E,517.33,34.45,NO INFO,,NO
LTFO306,BUILDING,BUILDING,411006.24N,0405304.90E,574.80,24.61,NO INFO,,NO
LTFO307,BUILDING,BUILDING,411005.83N,0405304.65E,574.84,24.61,NO INFO,,NO
LTFO308,BUILDING,BUILDING,411004.95N,0405304.34E,589.52,34.45,NO INFO,,NO
LTFO309,BUILDING,BUILDING,411002.36N,0405305.91E,650.07,24.61,NO INFO,,NO
LTFO310,BUILDING,BUILDING,411002.18N,0405305.12E,653.10,24.61,NO INFO,,NO
LTFO311,BUILDING,BUILDING,411001.91N,0405304.47E,658.46,24.61,NO INFO,,NO
LTFO312,BUILDING,BUILDING,411010.27N,0405257.26E,418.56,24.61,NO INFO,,NO
LTFO313,BUILDING,BUILDING,411016.63N,0405249.58E,476.34,24.61,NO INFO,,NO
LTFO314,BUILDING,BUILDING,411016.73N,0405250.84E,446.14,24.61,NO INFO,,NO
LTFO315,BUILDING,BUILDING,411017.35N,0405249.88E,462.47,24.61,NO INFO,,NO
LTFO316,BUILDING,BUILDING,411020.52N,0405251.88E,432.87,24.61,NO INFO,,NO
LTFO317,BUILDING,BUILDING,411021.04N,0405250.09E,468.13,24.61,NO INFO,,NO
LTFO318,BUILDING,BUILDING,411019.95N,0405248.93E,476.75,24.61,NO INFO,,NO
LTFO319,MOSQUE,BUILDING,411020.37N,0405248.18E,480.43,19.68,NO INFO,,NO
LTFO320,BUILDING,BUILDING,411021.97N,0405248.20E,488.02,34.45,NO INFO,,NO
LTFO321,BUILDING,BUILDING,411017.51N,0405243.90E,557.90,34.45,NO INFO,,NO
LTFO322,BUILDING,BUILDING,411017.98N,0405244.02E,545.02,24.61,NO INFO,,NO
LTFO323,BUILDING,BUILDING,411019.26N,0405245.07E,521.99,24.61,NO INFO,,NO
LTFO324,BUILDING,BUILDING,411016.76N,0405243.09E,568.27,24.61,NO INFO,,NO
LTFO325,BUILDING,BUILDING,411014.99N,0405244.01E,558.04,24.61,NO INFO,,NO
LTFO326,BUILDING,BUILDING,411014.78N,0405246.35E,534.90,34.45,NO INFO,,NO
LTFO327,BUILDING,BUILDING,411014.64N,0405246.86E,516.62,24.61,NO INFO,,NO
LTFO328,BUILDING,BUILDING,411014.88N,0405247.77E,507.54,24.61,NO INFO,,NO
LTFO329,BUILDING,BUILDING,411016.20N,0405239.08E,591.18,24.61,NO INFO,,NO
LTFO330,BUILDING,BUILDING,411015.82N,0405239.32E,595.28,24.61,NO INFO,,NO
LTFO331,BUILDING,BUILDING,411015.13N,0405240.70E,602.40,44.29,NO INFO,,NO
LTFO332,BUILDING,BUILDING,411017.43N,0405239.50E,574.77,34.45,NO INFO,,NO
LTFO333,BUILDING,BUILDING,411018.17N,0405239.03E,565.78,34.45,NO INFO,,NO
LTFO334,BUILDING,BUILDING,411017.97N,0405237.48E,572.88,34.45,NO INFO,,NO
LTFO335,BUILDING,BUILDING,411018.75N,0405240.42E,547.51,24.61,NO INFO,,NO
LTFO336,BUILDING,BUILDING,411017.98N,0405239.86E,554.03,24.61,NO INFO,,NO
LTFO337,BUILDING,BUILDING,411018.06N,0405240.73E,551.60,24.61,NO INFO,,NO
LTFO338,BUILDING,BUILDING,411017.73N,0405238.65E,565.07,24.61,NO INFO,,NO
LTFO339,BUILDING,BUILDING,411017.62N,0405241.39E,562.36,24.61,NO INFO,,NO
LTFO340,BUILDING,BUILDING,411017.76N,0405240.95E,558.42,24.61,NO INFO,,NO
LTFO341,BUILDING,BUILDING,411022.43N,0405241.75E,488.02,24.61,NO INFO,,NO
LTFO342,BUILDING,BUILDING,411023.21N,0405233.32E,467.60,24.61,NO INFO,,NO
LTFO343,BUILDING,BUILDING,411021.98N,0405234.89E,512.55,24.61,NO INFO,,NO
LTFO344,BUILDING,BUILDING,411022.72N,0405236.45E,510.50,24.61,NO INFO,,NO
LTFO345,BUILDING,BUILDING,411022.08N,0405238.53E,516.57,24.61,NO INFO,,NO
LTFO346,BUILDING,BUILDING,411022.85N,0405237.78E,508.09,24.61,NO INFO,,NO
LTFO347,BUILDING,BUILDING,411022.90N,0405237.31E,510.61,24.61,NO INFO,,NO
LTFO348,BUILDING,BUILDING,411023.33N,0405236.42E,490.60,24.61,NO INFO,,NO
LTFO349,BUILDING,BUILDING,411025.49N,0405236.72E,481.50,24.61,NO INFO,,NO
LTFO350,BUILDING,BUILDING,411025.85N,0405237.32E,474.76,24.61,NO INFO,,NO
LTFO351,BUILDING,BUILDING,411026.94N,0405239.65E,436.67,24.61,NO INFO,,NO
LTFO352,BUILDING,BUILDING,411022.50N,0405237.26E,516.73,24.61,NO INFO,,NO
LTFO353,BUILDING,BUILDING,411025.22N,0405244.62E,400.86,24.61,NO INFO,,NO
LTFO354,BUILDING,BUILDING,411025.71N,0405249.34E,404.68,24.61,NO INFO,,NO
LTFO355,BUILDING,BUILDING,411028.71N,0405250.58E,362.53,34.45,NO INFO,,NO
LTFO356,BUILDING,BUILDING,411028.38N,0405248.75E,360.74,24.61,NO INFO,,NO
LTFO357,BUILDING,BUILDING,411030.34N,0405248.74E,358.04,34.45,NO INFO,,NO
LTFO358,BUILDING,BUILDING,411028.65N,0405249.97E,362.53,34.45,NO INFO,,NO
LTFO359,BUILDING,BUILDING,411030.08N,0405251.28E,362.53,34.45,NO INFO,,NO
LTFO360,BUILDING,BUILDING,411029.53N,0405251.52E,352.69,24.61,NO INFO,,NO
LTFO361,BUILDING,BUILDING,411037.90N,0405252.55E,254.26,24.61,NO INFO,,NO
LTFO362,BUILDING,BUILDING,411035.43N,0405250.43E,318.42,34.45,NO INFO,,NO
LTFO363,BUILDING,BUILDING,411036.59N,0405251.60E,280.41,24.61,NO INFO,,NO
LTFO364,BUILDING,BUILDING,411040.81N,0405259.18E,260.82,63.98,NO INFO,,NO
LTFO365,BUILDING,BUILDING,411017.34N,0405338.24E,182.65,24.61,NO INFO,,NO
LTFO366,BUILDING,BUILDING,411018.81N,0405337.75E,194.31,24.61,NO INFO,,NO
LTFO367,BUILDING,BUILDING,411018.32N,0405337.98E,201.94,34.45,NO INFO,,NO
LTFO368,BUILDING,BUILDING,411019.71N,0405337.38E,207.95,24.61,NO INFO,,NO
LTFO369,BUILDING,BUILDING,411015.31N,0405330.07E,371.91,34.45,NO INFO,,NO
LTFO370,BUILDING,BUILDING,411015.49N,0405325.32E,378.11,44.29,NO INFO,,NO
LTFO371,BUILDING,BUILDING,411014.55N,0405326.46E,362.53,34.45,NO INFO,,NO
LTFO372,BUILDING,BUILDING,411015.00N,0405329.00E,358.31,24.61,NO INFO,,NO
LTFO373,BUILDING,BUILDING,411015.99N,0405330.32E,369.09,24.61,NO INFO,,NO
LTFO374,BUILDING,BUILDING,411016.43N,0405331.10E,362.39,24.61,NO INFO,,NO
LTFO375,BUILDING,BUILDING,411016.59N,0405330.42E,369.09,24.61,NO INFO,,NO
LTFO376,BUILDING,BUILDING,411016.59N,0405332.67E,345.45,34.45,NO INFO,,NO
LTFO377,BUILDING,BUILDING,411017.31N,0405331.98E,353.79,24.61,NO INFO,,NO
LTFO378,BUILDING,BUILDING,411018.64N,0405324.32E,394.18,24.61,NO INFO,,NO
LTFO379,BUILDING,BUILDING,411018.67N,0405327.37E,320.40,24.61,NO INFO,,NO
LTFO380,BUILDING,BUILDING,411019.88N,0405324.67E,380.40,24.61,NO INFO,,NO
LTFO381,BUILDING,BUILDING,411016.85N,0405318.71E,487.22,24.61,NO INFO,,NO
LTFO382,BUILDING,BUILDING,411017.48N,0405315.33E,513.71,24.61,NO INFO,,NO
LTFO383,BUILDING,BUILDING,411017.84N,0405316.35E,516.73,24.61,NO INFO,,NO
LTFO384,BUILDING,BUILDING,411018.31N,0405317.37E,515.36,24.61,NO INFO,,NO
LTFO385,BUILDING,BUILDING,411015.32N,0405316.45E,526.57,34.45,NO INFO,,NO
LTFO386,BUILDING,BUILDING,411013.31N,0405315.47E,521.53,24.61,NO INFO,,NO
LTFO387,BUILDING,BUILDING,411012.90N,0405314.44E,527.75,24.61,NO INFO,,NO
LTFO388,BUILDING,BUILDING,411013.29N,0405313.54E,543.90,24.61,NO INFO,,NO
LTFO389,BUILDING,BUILDING,411012.88N,0405313.44E,570.39,54.13,NO INFO,,NO
LTFO390,BUILDING,BUILDING,411014.45N,0405311.91E,549.59,24.61,NO INFO,,NO
LTFO391,BUILDING,BUILDING,411014.45N,0405311.08E,552.77,24.61,NO INFO,,NO
LTFO392,BUILDING,BUILDING,411014.45N,0405310.42E,552.42,24.61,NO INFO,,NO
LTFO393,BUILDING,BUILDING,411013.83N,0405311.49E,573.76,34.45,NO INFO,,NO
LTFO394,BUILDING,BUILDING,411013.44N,0405308.95E,565.98,34.45,NO INFO,,NO
LTFO395,BUILDING,BUILDING,411013.57N,0405307.18E,518.12,34.45,NO INFO,,NO
LTFO396,BUILDING,BUILDING,411014.09N,0405307.75E,519.77,24.61,NO INFO,,NO
LTFO397,BUILDING,BUILDING,411013.75N,0405307.62E,519.66,24.61,NO INFO,,NO
LTFO398,BUILDING,BUILDING,411013.02N,0405307.49E,529.75,24.61,NO INFO,,NO
LTFO399,BUILDING,BUILDING,411014.28N,0405308.78E,545.00,24.61,NO INFO,,NO
LTFO400,BUILDING,BUILDING,411014.22N,0405309.41E,550.07,24.61,NO INFO,,NO
LTFO401,BUILDING,BUILDING,411015.41N,0405306.86E,493.21,24.61,NO INFO,,NO
LTFO402,BUILDING,BUILDING,411017.67N,0405307.58E,483.96,24.61,NO INFO,,NO
LTFO403,BUILDING,BUILDING,411015.10N,0405307.12E,499.17,24.61,NO INFO,,NO
LTFO404,BUILDING,BUILDING,411014.99N,0405307.49E,513.63,24.61,NO INFO,,NO
LTFO405,BUILDING,BUILDING,411015.62N,0405307.29E,504.90,24.61,NO INFO,,NO
LTFO406,BUILDING,BUILDING,411022.08N,0405308.09E,433.84,24.61,NO INFO,,NO
LTFO407,BUILDING,BUILDING,411021.54N,0405308.37E,440.20,24.61,NO INFO,,NO
LTFO408,BUILDING,BUILDING,411018.89N,0405307.75E,461.05,24.61,NO INFO,,NO
LTFO409,BUILDING,BUILDING,411023.40N,0405257.97E,298.26,24.61,NO INFO,,NO
LTFO410,BUILDING,BUILDING,411024.81N,0405258.71E,311.14,24.61,NO INFO,,NO
LTFO411,BUILDING,BUILDING,411025.70N,0405258.26E,325.67,24.61,NO INFO,,NO
LTFO412,BUILDING,BUILDING,411025.35N,0405254.45E,373.77,24.61,NO INFO,,NO
LTFO413,BUILDING,BUILDING,411023.71N,0405258.38E,298.92,24.61,NO INFO,,NO
LTFO414,BUILDING,BUILDING,411028.35N,0405257.35E,319.88,24.61,NO INFO,,NO
LTFO415,BUILDING,BUILDING,411031.68N,0405310.25E,325.12,24.61,NO INFO,,NO
LTFO416,BUILDING,BUILDING,411030.43N,0405309.90E,341.06,24.61,NO INFO,,NO
LTFO417,BUILDING,BUILDING,411030.38N,0405310.15E,344.61,24.61,NO INFO,,NO
LTFO418,BUILDING,BUILDING,411029.60N,0405309.51E,353.51,24.61,NO INFO,,NO
LTFO419,BUILDING,BUILDING,411029.82N,0405311.57E,365.84,24.61,NO INFO,,NO
LTFO420,BUILDING,BUILDING,411028.99N,0405309.78E,392.66,44.29,NO INFO,,NO
LTFO421,BUILDING,BUILDING,411029.45N,0405310.39E,378.78,34.45,NO INFO,,NO
LTFO422,BUILDING,BUILDING,411027.88N,0405307.05E,317.18,44.29,NO INFO,,NO
LTFO423,BUILDING,BUILDING,411027.40N,0405309.87E,354.28,24.61,NO INFO,,NO
LTFO424,BUILDING,BUILDING,411025.31N,0405312.51E,411.25,44.29,NO INFO,,NO
LTFO425,BUILDING,BUILDING,411025.59N,0405312.06E,377.85,24.61,NO INFO,,NO
LTFO426,BUILDING,BUILDING,411025.69N,0405312.38E,383.98,24.61,NO INFO,,NO
LTFO427,BUILDING,BUILDING,411028.63N,0405309.02E,360.85,24.61,NO INFO,,NO
LTFO428,BUILDING,BUILDING,411030.87N,0405305.09E,311.74,34.45,NO INFO,,NO
LTFO429,BUILDING,BUILDING,411028.53N,0405304.41E,295.58,34.45,NO INFO,,NO
LTFO430,BUILDING,BUILDING,411028.93N,0405303.85E,284.77,24.61,NO INFO,,NO
LTFO431,BUILDING,BUILDING,411034.30N,0405307.40E,272.89,34.45,NO INFO,,NO
LTFO432,BUILDING,BUILDING,411034.50N,0405307.99E,262.43,24.61,NO INFO,,NO
LTFO433,BUILDING,BUILDING,411033.49N,0405308.42E,282.50,24.61,NO INFO,,NO
LTFO434,BUILDING,BUILDING,411031.36N,0405305.29E,297.07,24.61,NO INFO,,NO
LTFO435,BUILDING,BUILDING,411037.43N,0405307.65E,203.32,24.61,NO INFO,,NO
LTFO436,BUILDING,BUILDING,411041.30N,0405314.62E,270.19,34.45,NO INFO,,NO
LTFO437,BUILDING,BUILDING,411037.16N,0405315.65E,281.18,24.61,NO INFO,,NO
LTFO438,BUILDING,BUILDING,411037.19N,0405312.53E,267.27,24.61,NO INFO,,NO
LTFO439,BUILDING,BUILDING,411034.97N,0405315.56E,305.56,24.61,NO INFO,,NO
LTFO440,BUILDING,BUILDING,411039.21N,0405317.85E,277.19,34.45,NO INFO,,NO
LTFO441,BUILDING,BUILDING,411040.88N,0405318.99E,263.00,34.45,NO INFO,,NO
LTFO442,BUILDING,BUILDING,411040.26N,0405319.19E,262.70,34.45,NO INFO,,NO
LTFO443,BUILDING,BUILDING,411041.23N,0405318.53E,265.62,34.45,NO INFO,,NO
LTFO444,BUILDING,BUILDING,411036.78N,0405320.41E,263.01,24.61,NO INFO,,NO
LTFO445,BUILDING,BUILDING,411036.47N,0405320.73E,265.34,24.61,NO INFO,,NO
LTFO446,BUILDING,BUILDING,411037.10N,0405320.13E,262.23,24.61,NO INFO,,NO
LTFO447,BUILDING,BUILDING,411036.69N,0405320.17E,263.75,24.61,NO INFO,,NO
LTFO448,BUILDING,BUILDING,411035.55N,0405324.04E,242.31,24.61,NO INFO,,NO
LTFO449,BUILDING,BUILDING,411033.47N,0405324.75E,246.97,24.61,NO INFO,,NO
LTFO450,BUILDING,BUILDING,411033.61N,0405322.88E,279.05,24.61,NO INFO,,NO
LTFO451,BUILDING,BUILDING,411033.48N,0405319.80E,307.33,24.61,NO INFO,,NO
LTFO452,BUILDING,BUILDING,411034.69N,0405321.79E,288.79,34.45,NO INFO,,NO
LTFO453,BUILDING,BUILDING,411034.84N,0405323.97E,253.77,34.45,NO INFO,,NO
LTFO454,BUILDING,BUILDING,411034.52N,0405322.42E,270.04,24.61,NO INFO,,NO
LTFO455,BUILDING,BUILDING,411032.22N,0405321.05E,327.21,24.61,NO INFO,,NO
LTFO456,BUILDING,BUILDING,411032.42N,0405318.67E,321.54,24.61,NO INFO,,NO
LTFO457,BUILDING,BUILDING,411031.91N,0405320.19E,352.75,34.45,NO INFO,,NO
LTFO458,BUILDING,BUILDING,411029.38N,0405320.53E,386.35,34.45,NO INFO,,NO
LTFO459,BUILDING,BUILDING,411030.38N,0405320.46E,366.43,24.61,NO INFO,,NO
LTFO460,BUILDING,BUILDING,411027.25N,0405320.37E,406.24,24.61,NO INFO,,NO
LTFO461,BUILDING,BUILDING,411026.82N,0405320.85E,391.19,24.61,NO INFO,,NO
LTFO462,BUILDING,BUILDING,411032.39N,0405314.53E,341.69,24.61,NO INFO,,NO
LTFO463,BUILDING,BUILDING,411032.33N,0405316.19E,354.50,34.45,NO INFO,,NO
LTFO464,BUILDING,BUILDING,411027.90N,0405317.15E,418.30,24.61,NO INFO,,NO
LTFO465,BUILDING,BUILDING,411027.62N,0405317.60E,428.14,34.45,NO INFO,,NO
LTFO466,BUILDING,BUILDING,411027.18N,0405316.82E,430.91,34.45,NO INFO,,NO
LTFO467,BUILDING,BUILDING,411026.91N,0405317.17E,436.53,34.45,NO INFO,,NO
LTFO468,BUILDING,BUILDING,411026.77N,0405316.54E,437.07,34.45,NO INFO,,NO
LTFO469,BUILDING,BUILDING,411025.14N,0405317.09E,457.59,24.61,NO INFO,,NO
LTFO470,BUILDING,BUILDING,411025.12N,0405316.42E,450.41,24.61,NO INFO,,NO
LTFO471,BUILDING,BUILDING,411024.27N,0405314.52E,429.22,24.61,NO INFO,,NO
LTFO472,BUILDING,BUILDING,411018.98N,0405318.91E,489.28,24.61,NO INFO,,NO
LTFO473,BUILDING,BUILDING,411017.70N,0405318.35E,495.61,24.61,NO INFO,,NO
LTFO474,BUILDING,BUILDING,411017.34N,0405318.93E,482.58,24.61,NO INFO,,NO
LTFO475,BUILDING,BUILDING,411009.49N,0405313.80E,549.07,34.45,NO INFO,,NO
LTFO476,BUILDING,BUILDING,411017.27N,0405331.32E,360.37,24.61,NO INFO,,NO
LTFO477,BUILDING,BUILDING,411025.60N,0405331.21E,188.82,24.61,NO INFO,,NO
LTFO478,BUILDING,BUILDING,411025.23N,0405327.64E,267.98,34.45,NO INFO,,NO
LTFO479,BUILDING,BUILDING,411026.99N,0405326.54E,287.37,34.45,NO INFO,,NO
LTFO480,BUILDING,BUILDING,411029.53N,0405328.50E,230.98,34.45,NO INFO,,NO
LTFO481,BUILDING,BUILDING,411029.75N,0405326.20E,257.02,24.61,NO INFO,,NO
LTFO482,BUILDING,BUILDING,411029.30N,0405326.33E,257.39,24.61,NO INFO,,NO
LTFO483,BUILDING,BUILDING,411028.92N,0405327.73E,237.95,34.45,NO INFO,,NO
LTFO484,BUILDING,BUILDING,411032.01N,0405329.32E,187.57,24.61,NO INFO,,NO
LTFO485,BUILDING,BUILDING,411039.20N,0405326.08E,171.50,73.82,NO INFO,,NO
LTFO486,BUILDING,BUILDING,411034.46N,0405230.40E,493.76,34.45,NO INFO,,NO
LTFO487,BUILDING,BUILDING,411035.57N,0405235.10E,423.02,24.61,NO INFO,,NO
LTFO488,BUILDING,BUILDING,411034.74N,0405234.71E,425.54,24.61,NO INFO,,NO
LTFO489,BUILDING,BUILDING,411036.01N,0405233.62E,454.57,24.61,NO INFO,,NO
LTFO490,BUILDING,BUILDING,411036.57N,0405236.08E,400.40,24.61,NO INFO,,NO
LTFO491,BUILDING,BUILDING,411037.03N,0405235.55E,413.05,24.61,NO INFO,,NO
LTFO492,BUILDING,BUILDING,411034.07N,0405234.71E,396.60,24.61,NO INFO,,NO
LTFO493,BUILDING,BUILDING,411032.98N,0405229.53E,457.54,24.61,NO INFO,,NO
LTFO494,BUILDING,BUILDING,411038.67N,0405234.87E,397.27,24.61,NO INFO,,NO
LTFO495,BUILDING,BUILDING,411038.69N,0405233.20E,428.96,24.61,NO INFO,,NO
LTFO496,BUILDING,BUILDING,411039.84N,0405232.92E,404.45,24.61,NO INFO,,NO
LTFO497,BUILDING,BUILDING,411039.70N,0405229.09E,390.48,24.61,NO INFO,,NO
LTFO498,BUILDING,BUILDING,411039.91N,0405232.17E,403.53,24.61,NO INFO,,NO
LTFO499,BUILDING,BUILDING,411039.71N,0405229.84E,411.44,34.45,NO INFO,,NO
LTFO500,BUILDING,BUILDING,411039.28N,0405231.64E,433.59,34.45,NO INFO,,NO
LTFO501,BUILDING,BUILDING,411039.06N,0405230.40E,440.27,34.45,NO INFO,,NO
LTFO502,BUILDING,BUILDING,411039.01N,0405229.90E,433.95,34.45,NO INFO,,NO
LTFO503,BUILDING,BUILDING,411042.76N,0405229.43E,337.99,24.61,NO INFO,,NO
LTFO504,BUILDING,BUILDING,411042.08N,0405228.59E,339.81,24.61,NO INFO,,NO
LTFO505,BUILDING,BUILDING,411042.27N,0405227.35E,325.30,24.61,NO INFO,,NO
LTFO506,BUILDING,BUILDING,411041.87N,0405224.34E,303.51,34.45,NO INFO,,NO
LTFO507,BUILDING,BUILDING,411041.09N,0405223.78E,320.13,34.45,NO INFO,,NO
LTFO508,BUILDING,BUILDING,411043.18N,0405225.64E,300.82,24.61,NO INFO,,NO
LTFO509,BUILDING,BUILDING,411043.20N,0405224.63E,286.93,24.61,NO INFO,,NO
LTFO510,BUILDING,BUILDING,411044.90N,0405225.28E,287.26,24.61,NO INFO,,NO
LTFO511,BUILDING,BUILDING,411045.67N,0405225.04E,277.79,24.61,NO INFO,,NO
LTFO512,BUILDING,BUILDING,411047.53N,0405223.78E,235.78,24.61,NO INFO,,NO
LTFO513,BUILDING,BUILDING,411047.06N,0405224.02E,246.14,24.61,NO INFO,,NO
LTFO514,BUILDING,BUILDING,411049.87N,0405224.70E,208.02,24.61,NO INFO,,NO
LTFO515,BUILDING,BUILDING,411051.90N,0405230.96E,198.17,83.66,NO INFO,,NO
LTFO516,BUILDING,BUILDING,411050.94N,0405231.69E,194.39,44.29,NO INFO,,NO
LTFO517,BUILDING,BUILDING,411051.44N,0405232.58E,197.09,63.98,NO INFO,,NO
LTFO518,BUILDING,BUILDING,411051.19N,0405233.53E,240.89,103.35,NO INFO,,NO
LTFO519,BUILDING,BUILDING,411053.31N,0405230.82E,173.82,103.35,NO INFO,,NO
LTFO520,BUILDING,BUILDING,411053.56N,0405230.88E,174.26,113.19,NO INFO,,NO
LTFO521,BUILDING,BUILDING,411051.42N,0405227.88E,241.27,123.03,NO INFO,,NO
LTFO522,BUILDING,BUILDING,411047.57N,0405218.44E,228.21,162.40,NO INFO,,NO
LTFO523,BUILDING,BUILDING,411048.14N,0405218.99E,231.11,162.40,NO INFO,,NO
LTFO524,BUILDING,BUILDING,411048.57N,0405219.48E,238.06,162.40,NO INFO,,NO
LTFO525,BUILDING,BUILDING,411051.57N,0405226.54E,269.41,142.71,NO INFO,,NO
LTFO526,BUILDING,BUILDING,411052.79N,0405237.75E,171.48,123.03,NO INFO,,NO
LTFO527,BUILDING,BUILDING,411053.27N,0405236.95E,176.90,123.03,NO INFO,,NO
LTFO528,BUILDING,BUILDING,411052.87N,0405237.39E,185.31,132.87,NO INFO,,NO
LTFO529,BUILDING,BUILDING,411052.76N,0405234.44E,164.54,73.82,NO INFO,,NO
LTFO530,BUILDING,BUILDING,411052.31N,0405236.24E,180.55,83.66,NO INFO,,NO
LTFO531,BUILDING,BUILDING,411052.52N,0405235.72E,173.85,83.66,NO INFO,,NO
LTFO532,BUILDING,BUILDING,411051.76N,0405237.74E,182.48,93.50,NO INFO,,NO
LTFO533,BUILDING,BUILDING,411051.25N,0405238.59E,179.13,93.50,NO INFO,,NO
LTFO534,BUILDING,BUILDING,411052.16N,0405236.77E,181.15,93.50,NO INFO,,NO
LTFO535,BUILDING,BUILDING,411052.00N,0405237.19E,169.30,83.66,NO INFO,,NO
LTFO536,BUILDING,BUILDING,411050.73N,0405240.19E,189.36,123.03,NO INFO,,NO
LTFO537,BUILDING,BUILDING,411050.93N,0405239.23E,174.56,93.50,NO INFO,,NO
LTFO538,BUILDING,BUILDING,411050.65N,0405235.51E,228.26,83.66,NO INFO,,NO
LTFO539,BUILDING,BUILDING,411050.28N,0405236.29E,225.69,83.66,NO INFO,,NO
LTFO540,BUILDING,BUILDING,411043.71N,0405230.95E,338.29,34.45,NO INFO,,NO
LTFO541,BUILDING,BUILDING,411044.51N,0405234.53E,303.50,24.61,NO INFO,,NO
LTFO542,BUILDING,BUILDING,411044.76N,0405234.57E,301.23,24.61,NO INFO,,NO
LTFO543,BUILDING,BUILDING,411043.41N,0405232.32E,335.00,24.61,NO INFO,,NO
LTFO544,BUILDING,BUILDING,411044.65N,0405238.27E,216.91,34.45,NO INFO,,NO
LTFO545,BUILDING,BUILDING,411043.75N,0405239.88E,204.39,24.61,NO INFO,,NO
LTFO546,BUILDING,BUILDING,411039.28N,0405238.81E,339.75,24.61,NO INFO,,NO
LTFO547,BUILDING,BUILDING,411039.50N,0405238.58E,337.46,24.61,NO INFO,,NO
LTFO548,BUILDING,BUILDING,411039.01N,0405238.96E,340.74,24.61,NO INFO,,NO
LTFO549,BUILDING,BUILDING,411036.40N,0405240.13E,332.14,24.61,NO INFO,,NO
LTFO550,BUILDING,BUILDING,411037.71N,0405239.76E,350.78,34.45,NO INFO,,NO
LTFO551,BUILDING,BUILDING,411029.76N,0405215.20E,238.01,34.45,NO INFO,,NO
LTFO552,BUILDING,BUILDING,411029.30N,0405214.86E,221.08,24.61,NO INFO,,NO
LTFO553,BUILDING,BUILDING,411031.18N,0405215.52E,231.40,24.61,NO INFO,,NO
LTFO554,BUILDING,BUILDING,411031.21N,0405215.13E,219.29,24.61,NO INFO,,NO
LTFO555,BUILDING,BUILDING,411030.80N,0405215.25E,215.52,24.61,NO INFO,,NO
LTFO556,BUILDING,BUILDING,410951.04N,0405300.17E,780.41,34.45,NO INFO,,NO
LTFO557,BUILDING,BUILDING,411016.00N,0405220.37E,221.75,24.61,NO INFO,,NO
LTFO558,BUILDING,BUILDING,411017.88N,0405227.59E,549.92,34.45,NO INFO,,NO
LTFO559,BUILDING,BUILDING,411019.83N,0405226.75E,502.27,24.61,NO INFO,,NO
LTFO560,BUILDING,BUILDING,411019.26N,0405226.77E,512.65,24.61,NO INFO,,NO
LTFO561,BUILDING,BUILDING,411018.57N,0405227.25E,516.73,24.61,NO INFO,,NO
