Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,
LTFG386,GREENHOUSE,BUILDING,361805.785N,0321831.160E,127.44,14.76,NO INFO,,NO,
LTFG387,GREENHOUSE,BUILDING,361805.304N,0321832.006E,128.49,14.76,NO INFO,,NO,
LTFG388,GREENHOUSE,BUILDING,361805.448N,0321831.802E,128.29,14.76,NO INFO,,NO,
LTFG389,GREENHOUSE,BUILDING,361805.945N,0321836.283E,131.03,14.76,NO INFO,,NO,
LTFG390,GREENHOUSE,BUILDING,361804.591N,0321836.017E,129.60,14.76,NO INFO,,NO,
LTFG391,GREENHOUSE,BUILDING,361804.586N,0321836.291E,129.60,14.76,NO INFO,,NO,
LTFG392,GREENHOUSE,BUILDING,361804.651N,0321835.764E,129.60,14.76,NO INFO,,NO,
LTFG393,GREENHOUSE,BUILDING,361804.755N,0321835.552E,129.60,14.76,NO INFO,,NO,
LTFG394,GREENHOUSE,BUILDING,361804.852N,0321835.389E,129.60,14.76,NO INFO,,NO,
LTFG395,GREENHOUSE,BUILDING,361804.983N,0321835.187E,129.60,14.76,NO INFO,,NO,
LTFG396,GREENHOUSE,BUILDING,361805.056N,0321835.044E,129.60,14.76,NO INFO,,NO,
LTFG397,GREENHOUSE,BUILDING,361806.173N,0321837.647E,134.06,14.76,NO INFO,,NO,
LTFG398,GREENHOUSE,BUILDING,361806.275N,0321837.837E,134.72,14.76,NO INFO,,NO,
LTFG399,GREENHOUSE,BUILDING,361806.395N,0321838.071E,135.32,14.76,NO INFO,,NO,
LTFG400,GREENHOUSE,BUILDING,361806.555N,0321838.315E,135.86,14.76,NO INFO,,NO,
LTFG401,GREENHOUSE,BUILDING,361806.621N,0321838.527E,136.09,14.76,NO INFO,,NO,
LTFG402,GREENHOUSE,BUILDING,361808.002N,0321843.894E,141.27,14.76,NO INFO,,NO,
LTFG403,GREENHOUSE,BUILDING,361802.935N,0321850.372E,146.00,14.76,NO INFO,,NO,
LTFG404,BUILDING,BUILDING,361808.720N,0321903.639E,168.31,14.76,NO INFO,,NO,
LTFG405,BUILDING,BUILDING,361810.343N,0321859.140E,162.45,14.76,NO INFO,,NO,
LTFG406,GREENHOUSE,BUILDING,361809.390N,0321904.996E,171.59,14.76,NO INFO,,NO,
LTFG407,GREENHOUSE,BUILDING,361805.363N,0321854.937E,152.66,14.76,NO INFO,,NO,
LTFG408,GREENHOUSE,BUILDING,361805.475N,0321854.855E,152.66,14.76,NO INFO,,NO,
LTFG409,GREENHOUSE,BUILDING,361805.553N,0321854.795E,152.99,14.76,NO INFO,,NO,
LTFG410,GREENHOUSE,BUILDING,361805.678N,0321854.711E,153.03,14.76,NO INFO,,NO,
LTFG411,GREENHOUSE,BUILDING,361805.838N,0321854.620E,153.36,14.76,NO INFO,,NO,
LTFG412,GREENHOUSE,BUILDING,361805.988N,0321854.546E,153.07,14.76,NO INFO,,NO,
LTFG413,GREENHOUSE,BUILDING,361806.114N,0321854.477E,153.40,14.76,NO INFO,,NO,
LTFG414,GREENHOUSE,BUILDING,361806.274N,0321854.386E,153.53,14.76,NO INFO,,NO,
LTFG415,GREENHOUSE,BUILDING,361806.401N,0321854.317E,153.11,14.76,NO INFO,,NO,
LTFG416,GREENHOUSE,BUILDING,361806.569N,0321854.194E,153.10,14.76,NO INFO,,NO,
LTFG417,GREENHOUSE,BUILDING,361806.709N,0321854.137E,152.67,14.76,NO INFO,,NO,
LTFG418,GREENHOUSE,BUILDING,361806.821N,0321854.055E,152.66,14.76,NO INFO,,NO,
LTFG419,GREENHOUSE,BUILDING,361806.951N,0321854.016E,152.66,14.76,NO INFO,,NO,
LTFG420,GREENHOUSE,BUILDING,361807.030N,0321853.955E,152.65,14.76,NO INFO,,NO,
LTFG421,GREENHOUSE,BUILDING,361807.190N,0321853.865E,152.22,14.76,NO INFO,,NO,
LTFG422,GREENHOUSE,BUILDING,361807.338N,0321853.776E,152.21,14.76,NO INFO,,NO,
LTFG423,GREENHOUSE,BUILDING,361807.472N,0321853.675E,151.81,14.76,NO INFO,,NO,
LTFG424,GREENHOUSE,BUILDING,361807.600N,0321853.515E,151.39,14.76,NO INFO,,NO,
LTFG425,GREENHOUSE,BUILDING,361807.691N,0321853.361E,151.54,14.76,NO INFO,,NO,
LTFG426,GREENHOUSE,BUILDING,361804.022N,0321853.904E,148.24,14.76,NO INFO,,NO,
LTFG427,GREENHOUSE,BUILDING,361804.165N,0321853.771E,148.28,14.76,NO INFO,,NO,
LTFG428,GREENHOUSE,BUILDING,361804.293N,0321853.716E,148.61,14.76,NO INFO,,NO,
LTFG429,GREENHOUSE,BUILDING,361804.473N,0321853.592E,148.94,14.76,NO INFO,,NO,
LTFG430,GREENHOUSE,BUILDING,361804.597N,0321853.507E,148.98,14.76,NO INFO,,NO,
LTFG431,GREENHOUSE,BUILDING,361804.666N,0321853.464E,148.98,14.76,NO INFO,,NO,
LTFG432,GREENHOUSE,BUILDING,361814.006N,0321941.249E,230.24,14.76,NO INFO,,NO,
LTFG433,GREENHOUSE,BUILDING,361814.758N,0321944.935E,235.57,14.76,NO INFO,,NO,
LTFG434,GREENHOUSE,BUILDING,361814.889N,0321944.942E,237.56,14.76,NO INFO,,NO,
LTFG435,GREENHOUSE,BUILDING,361815.129N,0321944.993E,239.54,14.76,NO INFO,,NO,
LTFG436,GREENHOUSE,BUILDING,361815.242N,0321944.993E,241.53,14.76,NO INFO,,NO,
LTFG437,GREENHOUSE,BUILDING,361815.423N,0321944.980E,243.51,14.76,NO INFO,,NO,
LTFG438,GREENHOUSE,BUILDING,361816.376N,0321918.705E,210.33,14.76,NO INFO,,NO,
LTFG439,GREENHOUSE,BUILDING,361816.579N,0321919.503E,210.80,14.76,NO INFO,,NO,
LTFG440,GREENHOUSE,BUILDING,361820.722N,0321928.432E,251.74,14.76,NO INFO,,NO,
LTFG441,GREENHOUSE,BUILDING,361812.827N,0321906.783E,172.40,14.76,NO INFO,,NO,
LTFG442,GREENHOUSE,BUILDING,361812.438N,0321907.071E,173.61,14.76,NO INFO,,NO,
LTFG443,GREENHOUSE,BUILDING,361812.608N,0321907.049E,173.05,14.76,NO INFO,,NO,
LTFG444,GREENHOUSE,BUILDING,361812.203N,0321907.072E,174.71,14.76,NO INFO,,NO,
LTFG445,GREENHOUSE,BUILDING,361812.046N,0321907.059E,174.88,14.76,NO INFO,,NO,
LTFG446,GREENHOUSE,BUILDING,361841.423N,0321829.313E,237.88,14.76,NO INFO,,NO,
LTFG447,GREENHOUSE,BUILDING,361841.658N,0321829.526E,242.10,14.76,NO INFO,,NO,
LTFG448,GREENHOUSE,BUILDING,361841.848N,0321829.661E,244.43,14.76,NO INFO,,NO,
LTFG449,GREENHOUSE,BUILDING,361842.024N,0321829.821E,244.43,14.76,NO INFO,,NO,
LTFG450,GREENHOUSE,BUILDING,361842.214N,0321829.956E,244.43,14.76,NO INFO,,NO,
LTFG451,GREENHOUSE,BUILDING,361842.466N,0321830.166E,244.43,14.76,NO INFO,,NO,
LTFG452,GREENHOUSE,BUILDING,361842.639N,0321830.305E,244.43,14.76,NO INFO,,NO,
LTFG453,GREENHOUSE,BUILDING,361842.908N,0321830.511E,244.43,14.76,NO INFO,,NO,
LTFG454,GREENHOUSE,BUILDING,361843.098N,0321830.647E,244.43,14.76,NO INFO,,NO,
LTFG455,GREENHOUSE,BUILDING,361843.340N,0321830.773E,244.43,14.76,NO INFO,,NO,
LTFG456,GREENHOUSE,BUILDING,361843.465N,0321830.942E,244.49,14.76,NO INFO,,NO,
LTFG457,GREENHOUSE,BUILDING,361841.891N,0321852.683E,240.42,14.76,NO INFO,,NO,
LTFG458,GREENHOUSE,BUILDING,361808.696N,0321856.455E,158.61,14.76,NO INFO,,NO,
LTFG459,GREENHOUSE,BUILDING,361808.851N,0321856.412E,158.79,14.76,NO INFO,,NO,
LTFG460,GREENHOUSE,BUILDING,361809.054N,0321856.413E,159.00,14.76,NO INFO,,NO,
LTFG461,GREENHOUSE,BUILDING,361809.304N,0321856.617E,159.80,14.76,NO INFO,,NO,
LTFG462,GREENHOUSE,BUILDING,361809.549N,0321856.003E,158.81,14.76,NO INFO,,NO,
LTFG463,GREENHOUSE,BUILDING,361809.721N,0321855.931E,158.61,14.76,NO INFO,,NO,
LTFG464,GREENHOUSE,BUILDING,361809.824N,0321855.898E,158.81,14.76,NO INFO,,NO,
LTFG465,GREENHOUSE,BUILDING,361809.946N,0321855.848E,159.01,14.76,NO INFO,,NO,
LTFG466,GREENHOUSE,BUILDING,361810.045N,0321855.777E,159.01,14.76,NO INFO,,NO,
LTFG467,GREENHOUSE,BUILDING,361810.167N,0321855.727E,159.22,14.76,NO INFO,,NO,
LTFG468,GREENHOUSE,BUILDING,361810.493N,0321856.379E,160.82,14.76,NO INFO,,NO,
LTFG469,GREENHOUSE,BUILDING,361810.599N,0321856.280E,160.64,14.76,NO INFO,,NO,
LTFG470,GREENHOUSE,BUILDING,361810.719N,0321856.217E,160.88,14.76,NO INFO,,NO,
LTFG471,GREENHOUSE,BUILDING,361807.052N,0321858.206E,160.87,14.76,NO INFO,,NO,
LTFG472,GREENHOUSE,BUILDING,361807.195N,0321858.152E,160.80,14.76,NO INFO,,NO,
LTFG473,GREENHOUSE,BUILDING,361807.338N,0321858.099E,160.79,14.76,NO INFO,,NO,
LTFG474,GREENHOUSE,BUILDING,361807.479N,0321858.033E,160.90,14.76,NO INFO,,NO,
LTFG475,GREENHOUSE,BUILDING,361807.623N,0321857.979E,160.90,14.76,NO INFO,,NO,
LTFG476,GREENHOUSE,BUILDING,361807.715N,0321857.948E,160.64,14.76,NO INFO,,NO,
LTFG477,GREENHOUSE,BUILDING,361807.877N,0321857.878E,160.78,14.76,NO INFO,,NO,
LTFG478,GREENHOUSE,BUILDING,361808.052N,0321857.819E,160.93,14.76,NO INFO,,NO,
LTFG479,GREENHOUSE,BUILDING,361808.176N,0321857.782E,161.07,14.76,NO INFO,,NO,
LTFG480,GREENHOUSE,BUILDING,361808.389N,0321857.689E,160.80,14.76,NO INFO,,NO,
LTFG481,GREENHOUSE,BUILDING,361807.486N,0321859.723E,162.41,14.76,NO INFO,,NO,
LTFG482,GREENHOUSE,BUILDING,361807.634N,0321859.708E,162.41,14.76,NO INFO,,NO,
LTFG483,GREENHOUSE,BUILDING,361807.791N,0321859.599E,162.41,14.76,NO INFO,,NO,
LTFG484,GREENHOUSE,BUILDING,361808.010N,0321859.465E,162.41,14.76,NO INFO,,NO,
LTFG485,GREENHOUSE,BUILDING,361808.113N,0321859.432E,162.41,14.76,NO INFO,,NO,
LTFG486,GREENHOUSE,BUILDING,361808.294N,0321859.345E,162.41,14.76,NO INFO,,NO,
LTFG487,GREENHOUSE,BUILDING,361808.412N,0321859.257E,162.53,14.76,NO INFO,,NO,
LTFG488,GREENHOUSE,BUILDING,361808.604N,0321859.168E,162.96,14.76,NO INFO,,NO,
LTFG489,GREENHOUSE,BUILDING,361808.660N,0321859.104E,163.16,14.76,NO INFO,,NO,
LTFG490,GREENHOUSE,BUILDING,361801.458N,0321847.603E,139.99,14.76,NO INFO,,NO,
LTFG491,GREENHOUSE,BUILDING,361801.640N,0321847.530E,140.47,14.76,NO INFO,,NO,
LTFG492,GREENHOUSE,BUILDING,361801.790N,0321847.462E,141.20,14.76,NO INFO,,NO,
LTFG493,GREENHOUSE,BUILDING,361801.978N,0321847.377E,141.30,14.76,NO INFO,,NO,
LTFG494,GREENHOUSE,BUILDING,361802.157N,0321847.285E,141.78,14.76,NO INFO,,NO,
LTFG495,GREENHOUSE,BUILDING,361802.355N,0321847.218E,141.93,14.76,NO INFO,,NO,
LTFG496,GREENHOUSE,BUILDING,361814.832N,0321930.826E,211.62,14.76,NO INFO,,NO,
LTFG497,GREENHOUSE,BUILDING,361814.837N,0321930.642E,211.62,14.76,NO INFO,,NO,
LTFG498,GREENHOUSE,BUILDING,361814.840N,0321930.381E,211.62,14.76,NO INFO,,NO,
LTFG499,GREENHOUSE,BUILDING,361815.632N,0321930.310E,211.62,14.76,NO INFO,,NO,
LTFG500,GREENHOUSE,BUILDING,361815.666N,0321930.182E,211.62,14.76,NO INFO,,NO,
LTFG501,GREENHOUSE,BUILDING,361815.691N,0321929.986E,211.62,14.76,NO INFO,,NO,
LTFG502,GREENHOUSE,BUILDING,361815.729N,0321929.788E,211.62,14.76,NO INFO,,NO,
LTFG503,BUILDING,BUILDING,361815.924N,0321931.132E,221.47,24.61,NO INFO,,NO,
LTFG504,GREENHOUSE,BUILDING,361907.546N,0321849.260E,239.20,14.76,NO INFO,,NO,
LTFG505,GREENHOUSE,BUILDING,361907.767N,0321849.126E,241.30,14.76,NO INFO,,NO,
LTFG506,GREENHOUSE,BUILDING,361908.122N,0321848.985E,247.15,14.76,NO INFO,,NO,
LTFG507,GREENHOUSE,BUILDING,361908.319N,0321848.893E,249.21,14.76,NO INFO,,NO,
LTFG508,GREENHOUSE,BUILDING,361932.513N,0321840.770E,244.43,14.76,NO INFO,,NO,
LTFG509,BUILDING,BUILDING,361656.599N,0321949.372E,395.36,34.45,NO INFO,,NO,
LTFG510,GREENHOUSE,BUILDING,361735.776N,0321926.054E,243.72,14.76,NO INFO,,NO,
LTFG511,GREENHOUSE,BUILDING,361735.801N,0321926.673E,244.43,14.76,NO INFO,,NO,
LTFG512,GREENHOUSE,BUILDING,361735.781N,0321927.237E,244.43,14.76,NO INFO,,NO,
LTFG513,GREENHOUSE,BUILDING,361723.501N,0321929.609E,244.43,14.76,NO INFO,,NO,
LTFG514,GREENHOUSE,BUILDING,361723.187N,0321929.293E,244.43,14.76,NO INFO,,NO,
LTFG515,GREENHOUSE,BUILDING,361720.417N,0321925.741E,244.43,14.76,NO INFO,,NO,
LTFG516,GREENHOUSE,BUILDING,361720.205N,0321925.317E,244.43,14.76,NO INFO,,NO,
LTFG517,GREENHOUSE,BUILDING,361720.955N,0321921.440E,239.05,14.76,NO INFO,,NO,
LTFG518,GREENHOUSE,BUILDING,361718.838N,0321921.286E,240.46,14.76,NO INFO,,NO,
LTFG519,GREENHOUSE,BUILDING,361719.567N,0321923.900E,244.43,14.76,NO INFO,,NO,
LTFG520,GREENHOUSE,BUILDING,361719.335N,0321923.783E,244.43,14.76,NO INFO,,NO,
LTFG521,GREENHOUSE,BUILDING,361719.148N,0321923.676E,244.43,14.76,NO INFO,,NO,
LTFG522,GREENHOUSE,BUILDING,361718.963N,0321923.585E,244.43,14.76,NO INFO,,NO,
LTFG523,GREENHOUSE,BUILDING,361718.750N,0321923.501E,244.43,14.76,NO INFO,,NO,
LTFG524,BUILDING,BUILDING,361701.957N,0321920.950E,247.76,24.61,NO INFO,,NO,
LTFG525,BUILDING,BUILDING,361702.549N,0321927.008E,257.22,34.45,NO INFO,,NO,
LTFG526,BUILDING,BUILDING,361703.703N,0321927.732E,247.62,14.76,NO INFO,,NO,
LTFG527,BUILDING,BUILDING,361710.162N,0321924.475E,255.83,24.61,NO INFO,,NO,
LTFG528,BUILDING,BUILDING,361709.489N,0321933.149E,376.08,34.45,NO INFO,,NO,
LTFG529,BUILDING,BUILDING,361709.697N,0321934.022E,389.62,34.45,NO INFO,,NO,
LTFG530,BUILDING,BUILDING,361706.581N,0321943.053E,448.82,34.45,NO INFO,,NO,
LTFG531,BUILDING,BUILDING,361717.874N,0321923.877E,264.12,34.45,NO INFO,,NO,
LTFG532,BUILDING,BUILDING,361717.476N,0321924.795E,244.43,14.76,NO INFO,,NO,
LTFG533,GREENHOUSE,BUILDING,361803.974N,0322019.671E,244.43,14.76,NO INFO,,NO,
LTFG534,GREENHOUSE,BUILDING,361802.636N,0322021.886E,243.29,14.76,NO INFO,,NO,
LTFG535,GREENHOUSE,BUILDING,361803.238N,0322021.744E,244.43,14.76,NO INFO,,NO,
LTFG536,GREENHOUSE,BUILDING,361804.404N,0322021.826E,244.43,14.76,NO INFO,,NO,
LTFG537,GREENHOUSE,BUILDING,361803.986N,0322023.637E,244.43,14.76,NO INFO,,NO,
LTFG538,GREENHOUSE,BUILDING,361803.360N,0322023.582E,244.43,14.76,NO INFO,,NO,
LTFG539,GREENHOUSE,BUILDING,361801.505N,0322025.015E,247.52,14.76,NO INFO,,NO,
LTFG540,BUILDING,BUILDING,361802.060N,0322024.405E,244.43,14.76,NO INFO,,NO,
LTFG541,BUILDING,BUILDING,361825.610N,0321616.144E,256.66,24.61,NO INFO,,NO,
LTFG542,GREENHOUSE,BUILDING,361810.647N,0321906.637E,175.30,14.76,NO INFO,,NO,
LTFG543,GREENHOUSE,BUILDING,361645.302N,0322038.530E,253.39,14.76,NO INFO,,NO,
LTFG544,GREENHOUSE,BUILDING,361645.316N,0322038.766E,251.97,14.76,NO INFO,,NO,
LTFG545,GREENHOUSE,BUILDING,361645.378N,0322039.029E,251.03,14.76,NO INFO,,NO,
LTFG546,GREENHOUSE,BUILDING,361645.412N,0322039.297E,246.72,14.76,NO INFO,,NO,
LTFG547,GREENHOUSE,BUILDING,361645.443N,0322039.548E,243.31,14.76,NO INFO,,NO,
LTFG548,GREENHOUSE,BUILDING,361645.484N,0322039.760E,241.06,14.76,NO INFO,,NO,
LTFG549,BUILDING,BUILDING,361648.212N,0322021.556E,294.35,44.29,NO INFO,,NO,
LTFG550,BUILDING,BUILDING,361648.279N,0322020.775E,289.91,34.45,NO INFO,,NO,
LTFG551,BUILDING,BUILDING,361648.303N,0322019.891E,286.76,34.45,NO INFO,,NO,
LTFG552,GREENHOUSE,BUILDING,361648.061N,0322018.893E,250.49,14.76,NO INFO,,NO,
LTFG553,GREENHOUSE,BUILDING,361648.261N,0322025.539E,247.20,14.76,NO INFO,,NO,
LTFG554,GREENHOUSE,BUILDING,361716.516N,0321919.817E,239.61,14.76,NO INFO,,NO,
LTFG555,GREENHOUSE,BUILDING,361716.677N,0321919.935E,238.96,14.76,NO INFO,,NO,
LTFG556,GREENHOUSE,BUILDING,361716.943N,0321920.148E,238.31,14.76,NO INFO,,NO,
LTFG557,GREENHOUSE,BUILDING,361717.166N,0321920.650E,238.21,14.76,NO INFO,,NO,
LTFG558,GREENHOUSE,BUILDING,361717.311N,0321920.853E,239.48,14.76,NO INFO,,NO,
LTFG559,GREENHOUSE,BUILDING,361713.792N,0321919.475E,241.42,14.76,NO INFO,,NO,
LTFG560,GREENHOUSE,BUILDING,361713.881N,0321919.656E,241.42,14.76,NO INFO,,NO,
LTFG561,BUILDING,BUILDING,361710.639N,0321929.503E,293.63,34.45,NO INFO,,NO,
LTFG562,BUILDING,BUILDING,361705.900N,0321925.426E,245.68,14.76,NO INFO,,NO,
LTFG563,BUILDING,BUILDING,361702.342N,0321923.183E,244.43,14.76,NO INFO,,NO,
LTFG564,BUILDING,BUILDING,361702.428N,0321921.394E,244.29,14.76,NO INFO,,NO,
LTFG565,BUILDING,BUILDING,361626.401N,0321807.034E,241.15,44.29,NO INFO,,NO,
LTFG566,BUILDING,BUILDING,361614.912N,0321813.047E,299.00,34.45,NO INFO,,NO,
LTFG567,BUILDING,BUILDING,361613.350N,0321813.725E,292.51,34.45,NO INFO,,NO,
LTFG568,BUILDING,BUILDING,361612.069N,0321820.515E,296.77,44.29,NO INFO,,NO,
LTFG569,BUILDING,BUILDING,361613.058N,0321821.005E,274.46,44.29,NO INFO,,NO,
LTFG570,BUILDING,BUILDING,361612.252N,0321821.644E,239.29,24.61,NO INFO,,NO,
LTFG571,BUILDING,BUILDING,361611.691N,0321821.438E,244.24,24.61,NO INFO,,NO,
LTFG572,BUILDING,BUILDING,361618.668N,0321815.098E,253.43,34.45,NO INFO,,NO,
LTFG573,BUILDING,BUILDING,361619.107N,0321817.047E,251.60,34.45,NO INFO,,NO,
LTFG574,BUILDING,BUILDING,361751.243N,0322232.875E,549.79,14.76,NO INFO,,NO,
LTFG575,BUILDING,BUILDING,361734.289N,0321927.487E,244.43,14.76,NO INFO,,NO,
LTFG576,BUILDING,BUILDING,361647.132N,0322021.220E,246.06,14.76,NO INFO,,NO,
LTFG577,GREENHOUSE,BUILDING,361833.703N,0321909.201E,239.49,14.76,NO INFO,,NO,
LTFG578,GREENHOUSE,BUILDING,361833.828N,0321909.338E,239.49,14.76,NO INFO,,NO,
LTFG579,GREENHOUSE,BUILDING,361833.943N,0321909.477E,242.83,14.76,NO INFO,,NO,
LTFG580,GREENHOUSE,BUILDING,361833.233N,0321909.960E,238.21,14.76,NO INFO,,NO,
LTFG581,GREENHOUSE,BUILDING,361833.336N,0321910.088E,239.92,14.76,NO INFO,,NO,
LTFG582,GREENHOUSE,BUILDING,361833.449N,0321910.214E,243.61,14.76,NO INFO,,NO,
LTFG583,GREENHOUSE,BUILDING,361942.491N,0321806.940E,249.48,14.76,NO INFO,,NO,
LTFG584,GREENHOUSE,BUILDING,361733.121N,0321947.149E,246.62,14.76,NO INFO,,NO,
LTFG585,GREENHOUSE,BUILDING,361820.125N,0321919.767E,240.17,14.76,NO INFO,,NO,
LTFG586,BUILDING,BUILDING,361808.089N,0321845.467E,142.19,14.76,NO INFO,,NO,
LTFG587,GREENHOUSE,BUILDING,361808.233N,0321847.341E,145.20,14.76,NO INFO,,NO,
LTFG588,GREENHOUSE,BUILDING,361808.240N,0321847.495E,145.20,14.76,NO INFO,,NO,
LTFG589,GREENHOUSE,BUILDING,361808.289N,0321847.687E,145.75,14.76,NO INFO,,NO,
LTFG590,GREENHOUSE,BUILDING,361808.309N,0321847.853E,146.00,14.76,NO INFO,,NO,
LTFG591,GREENHOUSE,BUILDING,361808.312N,0321847.976E,146.00,14.76,NO INFO,,NO,
LTFG592,GREENHOUSE,BUILDING,361808.343N,0321848.125E,146.00,14.76,NO INFO,,NO,
LTFG593,GREENHOUSE,BUILDING,361808.364N,0321848.291E,146.00,14.76,NO INFO,,NO,
LTFG594,GREENHOUSE,BUILDING,361806.056N,0321836.533E,131.82,14.76,NO INFO,,NO,
LTFG595,GREENHOUSE,BUILDING,361806.765N,0321838.748E,136.51,14.76,NO INFO,,NO,
LTFG596,GREENHOUSE,BUILDING,361806.829N,0321838.910E,136.51,14.76,NO INFO,,NO,
LTFG597,GREENHOUSE,BUILDING,361806.898N,0321839.031E,136.94,14.76,NO INFO,,NO,
LTFG598,GREENHOUSE,BUILDING,361806.969N,0321839.165E,136.93,14.76,NO INFO,,NO,
LTFG599,GREENHOUSE,BUILDING,361806.919N,0321851.989E,148.57,14.76,NO INFO,,NO,
LTFG600,GREENHOUSE,BUILDING,361806.760N,0321852.056E,148.59,14.76,NO INFO,,NO,
LTFG601,GREENHOUSE,BUILDING,361806.420N,0321852.252E,149.02,14.76,NO INFO,,NO,
LTFG602,BUILDING,BUILDING,361805.422N,0321850.208E,146.00,14.76,NO INFO,,NO,
LTFG603,BUILDING,BUILDING,361805.411N,0321849.872E,146.00,14.76,NO INFO,,NO,
LTFG604,BUILDING,BUILDING,361802.949N,0321849.494E,146.00,14.76,NO INFO,,NO,
LTFG605,BUILDING,BUILDING,361802.472N,0321849.077E,146.00,14.76,NO INFO,,NO,
LTFG606,GREENHOUSE,BUILDING,361804.091N,0321855.365E,150.59,14.76,NO INFO,,NO,
LTFG607,GREENHOUSE,BUILDING,361804.222N,0321855.268E,150.92,14.76,NO INFO,,NO,
LTFG608,GREENHOUSE,BUILDING,361804.317N,0321855.203E,150.92,14.76,NO INFO,,NO,
LTFG609,GREENHOUSE,BUILDING,361804.473N,0321855.119E,150.96,14.76,NO INFO,,NO,
LTFG610,GREENHOUSE,BUILDING,361804.603N,0321855.007E,151.29,14.76,NO INFO,,NO,
LTFG611,GREENHOUSE,BUILDING,361804.711N,0321854.927E,151.33,14.76,NO INFO,,NO,
LTFG612,GREENHOUSE,BUILDING,361804.925N,0321854.780E,151.66,14.76,NO INFO,,NO,
LTFG613,GREENHOUSE,BUILDING,361805.019N,0321854.670E,151.38,14.76,NO INFO,,NO,
LTFG614,GREENHOUSE,BUILDING,361803.231N,0321852.575E,146.00,14.76,NO INFO,,NO,
LTFG615,GREENHOUSE,BUILDING,361803.447N,0321852.488E,146.00,14.76,NO INFO,,NO,
LTFG616,GREENHOUSE,BUILDING,361803.627N,0321852.374E,146.00,14.76,NO INFO,,NO,
LTFG617,GREENHOUSE,BUILDING,361803.769N,0321852.261E,146.00,14.76,NO INFO,,NO,
LTFG618,GREENHOUSE,BUILDING,361804.000N,0321852.235E,146.00,14.76,NO INFO,,NO,
LTFG619,GREENHOUSE,BUILDING,361804.077N,0321859.057E,156.69,14.76,NO INFO,,NO,
LTFG620,GREENHOUSE,BUILDING,361804.292N,0321858.911E,157.00,14.76,NO INFO,,NO,
LTFG621,GREENHOUSE,BUILDING,361804.435N,0321858.813E,157.51,14.76,NO INFO,,NO,
LTFG622,GREENHOUSE,BUILDING,361804.566N,0321858.701E,157.59,14.76,NO INFO,,NO,
LTFG623,GREENHOUSE,BUILDING,361804.697N,0321858.604E,157.59,14.76,NO INFO,,NO,
LTFG624,GREENHOUSE,BUILDING,361804.850N,0321858.446E,157.52,14.76,NO INFO,,NO,
LTFG625,BUILDING,BUILDING,361847.417N,0321511.457E,242.55,14.76,NO INFO,,NO,
LTFG626,GREENHOUSE,BUILDING,361852.293N,0321726.089E,243.44,14.76,NO INFO,,NO,
LTFG627,GREENHOUSE,BUILDING,361852.511N,0321725.968E,244.97,14.76,NO INFO,,NO,
LTFG628,GREENHOUSE,BUILDING,361852.803N,0321725.881E,251.97,14.76,NO INFO,,NO,
LTFG629,GREENHOUSE,BUILDING,361815.213N,0321935.395E,221.87,14.76,NO INFO,,NO,
LTFG630,GREENHOUSE,BUILDING,361816.171N,0321935.282E,232.26,14.76,NO INFO,,NO,
LTFG631,GREENHOUSE,BUILDING,361816.144N,0321935.427E,233.23,14.76,NO INFO,,NO,
LTFG632,GREENHOUSE,BUILDING,361816.089N,0321935.677E,232.31,14.76,NO INFO,,NO,
LTFG633,GREENHOUSE,BUILDING,361816.052N,0321935.849E,233.07,14.76,NO INFO,,NO,
LTFG634,GREENHOUSE,BUILDING,361817.533N,0321932.107E,224.40,14.76,NO INFO,,NO,
LTFG635,GREENHOUSE,BUILDING,361817.577N,0321932.218E,227.49,14.76,NO INFO,,NO,
LTFG636,GREENHOUSE,BUILDING,361817.643N,0321932.366E,228.50,14.76,NO INFO,,NO,
LTFG637,GREENHOUSE,BUILDING,361817.721N,0321932.539E,228.50,14.76,NO INFO,,NO,
LTFG638,GREENHOUSE,BUILDING,361817.807N,0321932.686E,231.59,14.76,NO INFO,,NO,
LTFG639,GREENHOUSE,BUILDING,361815.472N,0321933.926E,217.88,14.76,NO INFO,,NO,
LTFG640,GREENHOUSE,BUILDING,361815.618N,0321933.966E,217.88,14.76,NO INFO,,NO,
LTFG641,GREENHOUSE,BUILDING,361815.833N,0321934.015E,222.64,14.76,NO INFO,,NO,
LTFG642,GREENHOUSE,BUILDING,361816.080N,0321934.183E,225.51,14.76,NO INFO,,NO,
LTFG643,GREENHOUSE,BUILDING,361816.307N,0321934.315E,229.30,14.76,NO INFO,,NO,
LTFG644,GREENHOUSE,BUILDING,361807.413N,0321903.124E,164.22,14.76,NO INFO,,NO,
LTFG645,GREENHOUSE,BUILDING,361807.550N,0321903.020E,164.64,14.76,NO INFO,,NO,
LTFG646,GREENHOUSE,BUILDING,361807.663N,0321902.889E,164.42,14.76,NO INFO,,NO,
LTFG647,GREENHOUSE,BUILDING,361807.738N,0321902.799E,164.85,14.76,NO INFO,,NO,
LTFG648,GREENHOUSE,BUILDING,361807.859N,0321902.686E,165.05,14.76,NO INFO,,NO,
LTFG649,GREENHOUSE,BUILDING,361804.696N,0321845.159E,137.83,14.76,NO INFO,,NO,
