Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTCR_989,BUILDING,BUILDING,371940.047N,0404324.213E,3089.55,62.34,NO INFO,,NO
LTCR_990,BUILDING,BUILDING,371941.424N,0404324.675E,3112.22,82.02,NO INFO,,NO
LTCR_991,BUILDING,BUILDING,371941.197N,0404323.568E,3097.83,72.18,NO INFO,,NO
LTCR_992,BUILDING,BUILDING,371941.966N,0404323.316E,3093.44,72.18,NO INFO,,NO
LTCR_993,BUILDING,BUILDING,371942.642N,0404325.557E,3092.70,72.18,NO INFO,,NO
LTCR_994,BUILDING,BUILDING,371942.653N,0404324.158E,3091.55,72.18,NO INFO,,NO
LTCR_995,BUILDING,BUILDING,371940.176N,0404335.470E,3067.55,82.02,NO INFO,,NO
LTCR_996,BUILDING,BUILDING,371940.095N,0404419.492E,3051.14,32.81,NO INFO,,NO
LTCR_997,BUILDING,BUILDING,371940.942N,0404301.072E,3047.86,62.34,NO INFO,,NO
LTCR_998,BUILDING,BUILDING,371942.639N,0404333.269E,3047.98,42.65,NO INFO,,NO
LTCR_999,BUILDING,BUILDING,371942.319N,0404333.261E,3046.51,42.65,NO INFO,,NO
LTCR_1000,BUILDING,BUILDING,371942.562N,0404333.983E,3044.58,42.65,NO INFO,,NO
LTCR_1001,BUILDING,BUILDING,371942.739N,0404336.136E,3064.27,62.34,NO INFO,,NO
LTCR_1002,BUILDING,BUILDING,371942.485N,0404332.165E,3050.67,32.81,NO INFO,,NO
LTCR_1003,BUILDING,BUILDING,371940.913N,0404229.019E,3189.86,141.07,NO INFO,,NO
LTCR_1004,BUILDING,BUILDING,371941.202N,0404242.974E,3146.44,82.02,NO INFO,,NO
LTCR_1005,BUILDING,BUILDING,371940.509N,0404258.615E,3076.30,82.02,NO INFO,,NO
LTCR_1006,BUILDING,BUILDING,371940.732N,0404258.964E,3073.06,82.02,NO INFO,,NO
LTCR_1007,BUILDING,BUILDING,371940.589N,0404258.272E,3080.14,82.02,NO INFO,,NO
LTCR_1008,BUILDING,BUILDING,371941.216N,0404305.775E,3098.70,82.02,NO INFO,,NO
LTCR_1009,BUILDING,BUILDING,371942.056N,0404303.541E,3077.39,91.86,NO INFO,,NO
LTCR_1010,BUILDING,BUILDING,371941.784N,0404301.709E,3077.39,91.86,NO INFO,,NO
LTCR_1011,BUILDING,BUILDING,371942.336N,0404306.981E,3070.83,52.49,NO INFO,,NO
LTCR_1012,BUILDING,BUILDING,371941.064N,0404301.173E,3057.71,72.18,NO INFO,,NO
LTCR_1013,BUILDING,BUILDING,371941.557N,0404308.650E,3070.67,52.49,NO INFO,,NO
LTCR_1014,BUILDING,BUILDING,371942.430N,0404308.192E,3070.82,52.49,NO INFO,,NO
LTCR_1015,BUILDING,BUILDING,371940.537N,0404309.444E,3075.44,62.34,NO INFO,,NO
LTCR_1016,BUILDING,BUILDING,371940.470N,0404314.463E,3043.10,62.34,NO INFO,,NO
LTCR_1017,BUILDING,BUILDING,371940.590N,0404319.442E,3078.68,82.02,NO INFO,,NO
LTCR_1018,BUILDING,BUILDING,371941.811N,0404320.977E,3086.64,91.86,NO INFO,,NO
LTCR_1019,BUILDING,BUILDING,371941.470N,0404324.685E,3121.76,91.86,NO INFO,,NO
LTCR_1020,BUILDING,BUILDING,371941.999N,0404323.486E,3104.01,82.02,NO INFO,,NO
LTCR_1021,BUILDING,BUILDING,371941.236N,0404323.734E,3108.49,82.02,NO INFO,,NO
LTCR_1022,BUILDING,BUILDING,371940.971N,0404522.049E,2887.28,22.97,NO INFO,,NO
LTCR_1023,BUILDING,BUILDING,371940.921N,0404522.806E,2881.17,13.12,NO INFO,,NO
LTCR_1024,BUILDING,BUILDING,371940.438N,0404523.039E,2893.75,22.97,NO INFO,,NO
LTCR_1025,BUILDING,BUILDING,371941.257N,0404523.216E,2891.82,22.97,NO INFO,,NO
LTCR_1026,BUILDING,BUILDING,371941.256N,0404522.733E,2899.39,32.81,NO INFO,,NO
LTCR_1027,BUILDING,BUILDING,371940.844N,0404217.259E,3056.20,72.18,NO INFO,,NO
LTCR_1028,BUILDING,BUILDING,371939.135N,0404216.468E,3044.52,32.81,NO INFO,,NO
LTCR_1029,BUILDING,BUILDING,371935.257N,0404315.317E,3158.96,131.23,NO INFO,,NO
LTCR_1030,BUILDING,BUILDING,371936.187N,0404315.134E,3150.01,131.23,NO INFO,,NO
LTCR_1031,BUILDING,BUILDING,371934.189N,0404255.904E,3119.39,72.18,NO INFO,,NO
LTCR_1032,BUILDING,BUILDING,371936.637N,0404332.139E,3055.77,42.65,NO INFO,,NO
LTCR_1033,BUILDING,BUILDING,371932.056N,0404226.061E,3226.80,141.07,NO INFO,,NO
LTCR_1034,BUILDING,BUILDING,371934.595N,0404227.546E,3280.87,150.92,NO INFO,,NO
LTCR_1035,BUILDING,BUILDING,371934.062N,0404231.431E,3284.08,150.92,NO INFO,,NO
LTCR_1036,BUILDING,BUILDING,371933.588N,0404228.732E,3152.90,32.81,NO INFO,,NO
LTCR_1037,BUILDING,BUILDING,371937.827N,0404240.029E,3188.94,72.18,NO INFO,,NO
LTCR_1038,BUILDING,BUILDING,371937.887N,0404239.151E,3188.94,72.18,NO INFO,,NO
LTCR_1039,BUILDING,BUILDING,371937.904N,0404238.504E,3188.94,72.18,NO INFO,,NO
LTCR_1040,BUILDING,BUILDING,371939.836N,0404302.464E,3057.71,72.18,NO INFO,,NO
LTCR_1041,BUILDING,BUILDING,371934.134N,0404248.540E,3129.88,62.34,NO INFO,,NO
LTCR_1042,BUILDING,BUILDING,371935.573N,0404511.923E,3009.52,91.86,NO INFO,,NO
LTCR_1043,BUILDING,BUILDING,371936.782N,0404513.764E,2919.91,32.81,NO INFO,,NO
LTCR_1044,BUILDING,BUILDING,371940.493N,0404243.562E,3130.31,62.34,NO INFO,,NO
LTCR_1045,BUILDING,BUILDING,371937.284N,0404244.006E,3209.16,121.39,NO INFO,,NO
LTCR_1046,BUILDING,BUILDING,371937.607N,0404242.772E,3134.29,32.81,NO INFO,,NO
LTCR_1047,BUILDING,BUILDING,371938.696N,0404243.325E,3126.70,32.81,NO INFO,,NO
LTCR_1048,BUILDING,BUILDING,371940.248N,0404259.231E,3062.61,72.18,NO INFO,,NO
LTCR_1049,BUILDING,BUILDING,371935.527N,0404512.865E,2938.03,32.81,NO INFO,,NO
LTCR_1050,BUILDING,BUILDING,371934.051N,0404329.377E,3119.36,101.70,NO INFO,,NO
LTCR_1051,BUILDING,BUILDING,371938.904N,0404314.559E,3078.28,82.02,NO INFO,,NO
LTCR_1052,BUILDING,BUILDING,371937.685N,0404314.506E,3079.14,72.18,NO INFO,,NO
LTCR_1053,BUILDING,BUILDING,371937.531N,0404315.264E,3064.19,52.49,NO INFO,,NO
LTCR_1054,BUILDING,BUILDING,371934.283N,0404314.864E,3105.34,72.18,NO INFO,,NO
LTCR_1055,BUILDING,BUILDING,371933.310N,0404314.830E,3111.75,72.18,NO INFO,,NO
LTCR_1056,BUILDING,BUILDING,371938.318N,0404329.722E,3080.02,42.65,NO INFO,,NO
LTCR_1057,BUILDING,BUILDING,371936.488N,0404426.298E,3006.58,42.65,NO INFO,,NO
LTCR_1058,BUILDING,BUILDING,371932.307N,0404251.341E,3100.36,32.81,NO INFO,,NO
LTCR_1059,BUILDING,BUILDING,371936.072N,0404417.082E,3021.85,32.81,NO INFO,,NO
LTCR_1060,BUILDING,BUILDING,371933.653N,0404315.848E,3113.74,72.18,NO INFO,,NO
LTCR_1061,BUILDING,BUILDING,371933.674N,0404317.256E,3114.00,72.18,NO INFO,,NO
LTCR_1062,BUILDING,BUILDING,371933.695N,0404317.997E,3113.16,72.18,NO INFO,,NO
LTCR_1063,BUILDING,BUILDING,371934.681N,0404318.702E,3109.67,82.02,NO INFO,,NO
LTCR_1064,BUILDING,BUILDING,371934.511N,0404316.658E,3098.71,62.34,NO INFO,,NO
LTCR_1065,BUILDING,BUILDING,371938.230N,0404319.066E,3122.63,111.55,NO INFO,,NO
LTCR_1066,BUILDING,BUILDING,371938.210N,0404318.954E,3111.87,101.70,NO INFO,,NO
LTCR_1067,BUILDING,BUILDING,371936.968N,0404319.457E,3100.36,82.02,NO INFO,,NO
LTCR_1068,BUILDING,BUILDING,371933.534N,0404316.491E,3126.25,82.02,NO INFO,,NO
LTCR_1069,BUILDING,BUILDING,371933.254N,0404325.641E,3151.47,91.86,NO INFO,,NO
LTCR_1070,BUILDING,BUILDING,371933.525N,0404326.868E,3140.78,91.86,NO INFO,,NO
LTCR_1071,BUILDING,BUILDING,371933.961N,0404326.774E,3138.70,91.86,NO INFO,,NO
LTCR_1072,BUILDING,BUILDING,371939.609N,0404312.174E,3042.49,52.49,NO INFO,,NO
LTCR_1073,BUILDING,BUILDING,371934.044N,0404313.042E,3092.28,62.34,NO INFO,,NO
LTCR_1074,BUILDING,BUILDING,371936.443N,0404312.998E,3086.95,72.18,NO INFO,,NO
LTCR_1075,BUILDING,BUILDING,371938.037N,0404312.851E,3063.07,62.34,NO INFO,,NO
LTCR_1076,BUILDING,BUILDING,371938.623N,0404312.772E,3054.38,62.34,NO INFO,,NO
LTCR_1077,BUILDING,BUILDING,371940.063N,0404314.451E,3037.81,52.49,NO INFO,,NO
LTCR_1078,BUILDING,BUILDING,371935.572N,0404459.753E,3161.01,111.55,NO INFO,,NO
LTCR_1079,BUILDING,BUILDING,371936.980N,0404240.842E,3203.78,91.86,NO INFO,,NO
LTCR_1080,BUILDING,BUILDING,371938.802N,0404259.303E,3085.92,82.02,NO INFO,,NO
LTCR_1081,BUILDING,BUILDING,371936.715N,0404300.379E,3096.31,82.02,NO INFO,,NO
LTCR_1082,BUILDING,BUILDING,371936.039N,0404225.621E,3204.47,111.55,NO INFO,,NO
LTCR_1083,BUILDING,BUILDING,371937.051N,0404227.823E,3168.95,52.49,NO INFO,,NO
LTCR_1084,BUILDING,BUILDING,371938.141N,0404227.791E,3169.25,52.49,NO INFO,,NO
LTCR_1085,BUILDING,BUILDING,371938.063N,0404229.038E,3169.63,52.49,NO INFO,,NO
LTCR_1086,BUILDING,BUILDING,371939.041N,0404228.553E,3155.56,52.49,NO INFO,,NO
LTCR_1087,BUILDING,BUILDING,371940.084N,0404231.567E,3182.35,121.39,NO INFO,,NO
LTCR_1088,BUILDING,BUILDING,371940.443N,0404241.537E,3133.20,42.65,NO INFO,,NO
LTCR_1089,BUILDING,BUILDING,371939.901N,0404244.149E,3189.72,121.39,NO INFO,,NO
LTCR_1090,BUILDING,BUILDING,371934.810N,0404243.749E,3156.13,72.18,NO INFO,,NO
LTCR_1091,BUILDING,BUILDING,371935.094N,0404247.852E,3103.33,32.81,NO INFO,,NO
LTCR_1092,BUILDING,BUILDING,371937.110N,0404246.276E,3142.15,82.02,NO INFO,,NO
LTCR_1093,BUILDING,BUILDING,371936.336N,0404244.963E,3110.78,32.81,NO INFO,,NO
LTCR_1094,BUILDING,BUILDING,371937.928N,0404245.997E,3202.16,141.07,NO INFO,,NO
LTCR_1095,BUILDING,BUILDING,371938.445N,0404245.077E,3215.33,141.07,NO INFO,,NO
LTCR_1096,BUILDING,BUILDING,371939.145N,0404244.613E,3215.86,141.07,NO INFO,,NO
LTCR_1097,BUILDING,BUILDING,371939.594N,0404249.285E,3078.88,42.65,NO INFO,,NO
LTCR_1098,BUILDING,BUILDING,371935.382N,0404242.213E,3126.60,42.65,NO INFO,,NO
LTCR_1099,BUILDING,BUILDING,371935.288N,0404241.484E,3116.78,32.81,NO INFO,,NO
LTCR_1100,BUILDING,BUILDING,371935.093N,0404240.130E,3132.48,32.81,NO INFO,,NO
LTCR_1101,BUILDING,BUILDING,371932.757N,0404242.188E,3148.51,32.81,NO INFO,,NO
LTCR_1102,BUILDING,BUILDING,371934.287N,0404241.884E,3124.65,32.81,NO INFO,,NO
LTCR_1103,BUILDING,BUILDING,371934.377N,0404242.731E,3119.15,32.81,NO INFO,,NO
LTCR_1104,BUILDING,BUILDING,371932.686N,0404243.446E,3150.88,32.81,NO INFO,,NO
LTCR_1105,BUILDING,BUILDING,371932.720N,0404242.828E,3149.66,32.81,NO INFO,,NO
LTCR_1106,BUILDING,BUILDING,371933.461N,0404243.082E,3135.74,32.81,NO INFO,,NO
LTCR_1107,BUILDING,BUILDING,371932.844N,0404240.925E,3153.47,32.81,NO INFO,,NO
LTCR_1108,BUILDING,BUILDING,371932.927N,0404239.672E,3164.15,32.81,NO INFO,,NO
LTCR_1109,BUILDING,BUILDING,371932.967N,0404239.039E,3170.07,32.81,NO INFO,,NO
LTCR_1110,BUILDING,BUILDING,371932.885N,0404241.325E,3149.37,32.81,NO INFO,,NO
LTCR_1111,BUILDING,BUILDING,371932.899N,0404240.093E,3161.06,32.81,NO INFO,,NO
LTCR_1112,BUILDING,BUILDING,371935.184N,0404240.829E,3124.94,32.81,NO INFO,,NO
LTCR_1113,BUILDING,BUILDING,371933.881N,0404236.512E,3295.24,150.92,NO INFO,,NO
LTCR_1114,BUILDING,BUILDING,371935.321N,0404234.356E,3283.25,150.92,NO INFO,,NO
LTCR_1115,BUILDING,BUILDING,371933.008N,0404238.407E,3175.79,32.81,NO INFO,,NO
LTCR_1116,BUILDING,BUILDING,371934.845N,0404238.674E,3149.34,32.81,NO INFO,,NO
LTCR_1117,BUILDING,BUILDING,371936.936N,0404257.220E,3098.70,72.18,NO INFO,,NO
LTCR_1118,BUILDING,BUILDING,371939.340N,0404258.588E,3066.86,62.34,NO INFO,,NO
LTCR_1119,BUILDING,BUILDING,371939.654N,0404257.838E,3087.62,82.02,NO INFO,,NO
LTCR_1120,BUILDING,BUILDING,371939.425N,0404253.902E,3103.64,52.49,NO INFO,,NO
LTCR_1121,BUILDING,BUILDING,371939.492N,0404252.482E,3103.64,52.49,NO INFO,,NO
LTCR_1122,BUILDING,BUILDING,371936.646N,0404253.239E,3103.64,52.49,NO INFO,,NO
LTCR_1123,BUILDING,BUILDING,371936.961N,0404254.691E,3103.64,52.49,NO INFO,,NO
LTCR_1124,BUILDING,BUILDING,371932.970N,0404303.130E,3116.76,82.02,NO INFO,,NO
LTCR_1125,BUILDING,BUILDING,371932.971N,0404300.819E,3067.55,32.81,NO INFO,,NO
LTCR_1126,BUILDING,BUILDING,371933.346N,0404306.664E,3079.53,52.49,NO INFO,,NO
LTCR_1127,BUILDING,BUILDING,371933.582N,0404306.024E,3094.60,72.18,NO INFO,,NO
LTCR_1128,BUILDING,BUILDING,371933.879N,0404305.144E,3090.51,72.18,NO INFO,,NO
LTCR_1129,BUILDING,BUILDING,371934.917N,0404303.968E,3139.73,121.39,NO INFO,,NO
LTCR_1130,BUILDING,BUILDING,371934.911N,0404306.464E,3110.20,91.86,NO INFO,,NO
LTCR_1131,BUILDING,BUILDING,371934.934N,0404305.402E,3090.51,72.18,NO INFO,,NO
LTCR_1132,BUILDING,BUILDING,371936.351N,0404301.240E,3097.34,82.02,NO INFO,,NO
LTCR_1133,BUILDING,BUILDING,371936.963N,0404259.804E,3076.17,62.34,NO INFO,,NO
LTCR_1134,BUILDING,BUILDING,371938.274N,0404300.563E,3061.10,62.34,NO INFO,,NO
LTCR_1135,BUILDING,BUILDING,371938.013N,0404301.291E,3060.70,62.34,NO INFO,,NO
LTCR_1136,BUILDING,BUILDING,371939.377N,0404259.700E,3067.99,72.18,NO INFO,,NO
LTCR_1137,BUILDING,BUILDING,371936.502N,0404307.250E,3080.67,62.34,NO INFO,,NO
LTCR_1138,BUILDING,BUILDING,371936.831N,0404306.162E,3078.58,72.18,NO INFO,,NO
LTCR_1139,BUILDING,BUILDING,371937.453N,0404306.157E,3073.33,72.18,NO INFO,,NO
LTCR_1140,BUILDING,BUILDING,371937.023N,0404304.773E,3081.96,82.02,NO INFO,,NO
LTCR_1141,BUILDING,BUILDING,371938.053N,0404305.460E,3105.74,111.55,NO INFO,,NO
LTCR_1142,BUILDING,BUILDING,371939.234N,0404306.464E,3076.03,72.18,NO INFO,,NO
LTCR_1143,BUILDING,BUILDING,371939.154N,0404305.387E,3064.87,72.18,NO INFO,,NO
LTCR_1144,BUILDING,BUILDING,371940.118N,0404305.903E,3079.37,72.18,NO INFO,,NO
LTCR_1145,BUILDING,BUILDING,371940.077N,0404305.189E,3058.61,62.34,NO INFO,,NO
LTCR_1146,BUILDING,BUILDING,371938.202N,0404302.732E,3045.60,52.49,NO INFO,,NO
LTCR_1147,BUILDING,BUILDING,371939.057N,0404304.483E,3047.86,62.34,NO INFO,,NO
LTCR_1148,BUILDING,BUILDING,371939.968N,0404304.452E,3058.12,72.18,NO INFO,,NO
LTCR_1149,BUILDING,BUILDING,371939.609N,0404301.351E,3050.19,62.34,NO INFO,,NO
LTCR_1150,BUILDING,BUILDING,371938.779N,0404301.109E,3065.87,72.18,NO INFO,,NO
LTCR_1151,BUILDING,BUILDING,371932.224N,0404302.769E,3116.76,82.02,NO INFO,,NO
LTCR_1152,BUILDING,BUILDING,371940.334N,0404253.380E,3103.64,52.49,NO INFO,,NO
LTCR_1153,BUILDING,BUILDING,371932.586N,0404308.533E,3087.23,52.49,NO INFO,,NO
LTCR_1154,BUILDING,BUILDING,371933.033N,0404310.288E,3088.86,52.49,NO INFO,,NO
LTCR_1155,BUILDING,BUILDING,371933.445N,0404308.983E,3087.23,52.49,NO INFO,,NO
LTCR_1156,BUILDING,BUILDING,371934.255N,0404307.608E,3084.69,62.34,NO INFO,,NO
LTCR_1157,BUILDING,BUILDING,371935.159N,0404309.078E,3082.33,62.34,NO INFO,,NO
LTCR_1158,BUILDING,BUILDING,371934.881N,0404310.057E,3075.67,52.49,NO INFO,,NO
LTCR_1159,BUILDING,BUILDING,371937.227N,0404310.309E,3064.36,52.49,NO INFO,,NO
LTCR_1160,BUILDING,BUILDING,371935.889N,0404310.473E,3060.99,42.65,NO INFO,,NO
LTCR_1161,BUILDING,BUILDING,371936.103N,0404309.616E,3080.67,62.34,NO INFO,,NO
LTCR_1162,BUILDING,BUILDING,371936.268N,0404308.630E,3080.67,62.34,NO INFO,,NO
LTCR_1163,BUILDING,BUILDING,371938.088N,0404307.726E,3064.73,52.49,NO INFO,,NO
LTCR_1164,BUILDING,BUILDING,371938.217N,0404309.335E,3068.75,52.49,NO INFO,,NO
LTCR_1165,BUILDING,BUILDING,371939.223N,0404307.838E,3068.67,52.49,NO INFO,,NO
LTCR_1166,BUILDING,BUILDING,371939.500N,0404310.386E,3058.87,52.49,NO INFO,,NO
LTCR_1167,BUILDING,BUILDING,371933.046N,0404307.311E,3092.23,62.34,NO INFO,,NO
LTCR_1168,BUILDING,BUILDING,371936.315N,0404326.182E,3072.61,42.65,NO INFO,,NO
LTCR_1169,BUILDING,BUILDING,371939.738N,0404332.125E,3048.32,32.81,NO INFO,,NO
LTCR_1170,BUILDING,BUILDING,371939.317N,0404333.263E,3043.77,42.65,NO INFO,,NO
LTCR_1171,BUILDING,BUILDING,371938.464N,0404335.704E,3058.26,72.18,NO INFO,,NO
LTCR_1172,BUILDING,BUILDING,371932.861N,0404330.965E,3064.74,62.34,NO INFO,,NO
LTCR_1173,BUILDING,BUILDING,371938.097N,0404332.494E,3086.93,82.02,NO INFO,,NO
LTCR_1174,BUILDING,BUILDING,371938.747N,0404332.244E,3081.37,72.18,NO INFO,,NO
LTCR_1175,BUILDING,BUILDING,371938.588N,0404333.967E,3077.81,82.02,NO INFO,,NO
LTCR_1176,BUILDING,BUILDING,371935.796N,0404332.750E,3101.98,91.86,NO INFO,,NO
LTCR_1177,BUILDING,BUILDING,371935.921N,0404333.818E,3091.32,91.86,NO INFO,,NO
LTCR_1178,BUILDING,BUILDING,371936.830N,0404334.921E,3083.44,91.86,NO INFO,,NO
LTCR_1179,BUILDING,BUILDING,371932.784N,0404334.179E,3047.86,62.34,NO INFO,,NO
LTCR_1180,BUILDING,BUILDING,371933.845N,0404333.188E,3064.76,72.18,NO INFO,,NO
LTCR_1181,BUILDING,BUILDING,371934.730N,0404334.374E,3062.74,72.18,NO INFO,,NO
LTCR_1182,BUILDING,BUILDING,371933.979N,0404334.934E,3077.39,91.86,NO INFO,,NO
LTCR_1183,BUILDING,BUILDING,371934.576N,0404332.660E,3035.27,32.81,NO INFO,,NO
LTCR_1184,BUILDING,BUILDING,371939.181N,0404346.708E,3019.09,62.34,NO INFO,,NO
LTCR_1185,BUILDING,BUILDING,371935.738N,0404337.244E,3056.82,91.86,NO INFO,,NO
LTCR_1186,BUILDING,BUILDING,371932.838N,0404337.494E,3055.17,91.86,NO INFO,,NO
LTCR_1187,BUILDING,BUILDING,371933.747N,0404336.894E,3044.32,82.02,NO INFO,,NO
LTCR_1188,BUILDING,BUILDING,371934.887N,0404337.436E,3037.93,82.02,NO INFO,,NO
LTCR_1189,BUILDING,BUILDING,371935.483N,0404343.684E,2986.76,32.81,NO INFO,,NO
LTCR_1190,BUILDING,BUILDING,371933.187N,0404349.708E,2988.81,101.70,NO INFO,,NO
LTCR_1191,BUILDING,BUILDING,371937.618N,0404417.287E,3033.72,32.81,NO INFO,,NO
LTCR_1192,BUILDING,BUILDING,371937.912N,0404415.897E,3034.56,32.81,NO INFO,,NO
LTCR_1193,BUILDING,BUILDING,371933.075N,0404406.471E,2988.31,32.81,NO INFO,,NO
LTCR_1194,BUILDING,BUILDING,371933.044N,0404406.133E,2985.53,32.81,NO INFO,,NO
LTCR_1195,BUILDING,BUILDING,371938.083N,0404415.953E,3042.69,42.65,NO INFO,,NO
LTCR_1196,BUILDING,BUILDING,371933.553N,0404439.091E,3090.96,32.81,NO INFO,,NO
LTCR_1197,BUILDING,BUILDING,371935.165N,0404458.327E,3164.61,121.39,NO INFO,,NO
LTCR_1198,BUILDING,BUILDING,371934.705N,0404455.797E,3148.30,111.55,NO INFO,,NO
LTCR_1199,BUILDING,BUILDING,371937.567N,0404443.133E,3119.85,160.76,NO INFO,,NO
LTCR_1200,BUILDING,BUILDING,371932.605N,0404311.591E,3105.83,62.34,NO INFO,,NO
LTCR_1201,BUILDING,BUILDING,371934.337N,0404311.828E,3102.56,72.18,NO INFO,,NO
LTCR_1202,BUILDING,BUILDING,371935.308N,0404311.795E,3084.83,62.34,NO INFO,,NO
LTCR_1203,BUILDING,BUILDING,371935.870N,0404311.766E,3080.76,62.34,NO INFO,,NO
LTCR_1204,BUILDING,BUILDING,371936.685N,0404311.705E,3075.19,62.34,NO INFO,,NO
LTCR_1205,BUILDING,BUILDING,371937.772N,0404311.674E,3064.30,62.34,NO INFO,,NO
LTCR_1206,BUILDING,BUILDING,371938.529N,0404311.636E,3059.31,62.34,NO INFO,,NO
LTCR_1207,BUILDING,BUILDING,371933.323N,0404315.852E,3105.98,62.34,NO INFO,,NO
LTCR_1208,BUILDING,BUILDING,371933.282N,0404317.317E,3108.14,62.34,NO INFO,,NO
LTCR_1209,BUILDING,BUILDING,371933.309N,0404318.095E,3107.84,62.34,NO INFO,,NO
LTCR_1210,BUILDING,BUILDING,371933.672N,0404318.723E,3113.51,72.18,NO INFO,,NO
LTCR_1211,BUILDING,BUILDING,371934.729N,0404318.864E,3098.56,72.18,NO INFO,,NO
LTCR_1212,BUILDING,BUILDING,371934.682N,0404317.702E,3083.31,52.49,NO INFO,,NO
LTCR_1213,BUILDING,BUILDING,371934.507N,0404316.578E,3088.97,52.49,NO INFO,,NO
LTCR_1214,BUILDING,BUILDING,371935.867N,0404318.242E,3083.22,62.34,NO INFO,,NO
LTCR_1215,BUILDING,BUILDING,371938.000N,0404317.607E,3065.95,62.34,NO INFO,,NO
LTCR_1216,BUILDING,BUILDING,371936.917N,0404318.058E,3067.54,52.49,NO INFO,,NO
LTCR_1217,BUILDING,BUILDING,371938.787N,0404315.987E,3052.35,62.34,NO INFO,,NO
LTCR_1218,BUILDING,BUILDING,371938.994N,0404317.424E,3049.29,62.34,NO INFO,,NO
LTCR_1219,BUILDING,BUILDING,371939.253N,0404319.028E,3076.40,72.18,NO INFO,,NO
LTCR_1220,BUILDING,BUILDING,371938.162N,0404318.749E,3100.54,91.86,NO INFO,,NO
LTCR_1221,BUILDING,BUILDING,371936.961N,0404319.365E,3090.51,72.18,NO INFO,,NO
LTCR_1222,BUILDING,BUILDING,371933.123N,0404316.513E,3119.73,72.18,NO INFO,,NO
LTCR_1223,BUILDING,BUILDING,371932.354N,0404325.427E,3149.62,82.02,NO INFO,,NO
LTCR_1224,BUILDING,BUILDING,371933.885N,0404320.006E,3093.71,52.49,NO INFO,,NO
LTCR_1225,BUILDING,BUILDING,371934.963N,0404320.150E,3078.88,52.49,NO INFO,,NO
LTCR_1226,BUILDING,BUILDING,371933.965N,0404321.084E,3096.78,52.49,NO INFO,,NO
LTCR_1227,BUILDING,BUILDING,371934.293N,0404323.207E,3093.12,52.49,NO INFO,,NO
LTCR_1228,BUILDING,BUILDING,371935.193N,0404321.681E,3084.49,52.49,NO INFO,,NO
LTCR_1229,BUILDING,BUILDING,371935.439N,0404323.336E,3082.43,52.49,NO INFO,,NO
LTCR_1230,BUILDING,BUILDING,371936.022N,0404319.881E,3070.83,52.49,NO INFO,,NO
LTCR_1231,BUILDING,BUILDING,371937.120N,0404320.098E,3080.67,62.34,NO INFO,,NO
LTCR_1232,BUILDING,BUILDING,371938.271N,0404319.904E,3089.56,72.18,NO INFO,,NO
LTCR_1233,BUILDING,BUILDING,371938.485N,0404320.888E,3090.51,72.18,NO INFO,,NO
LTCR_1234,BUILDING,BUILDING,371937.270N,0404321.170E,3080.67,62.34,NO INFO,,NO
LTCR_1235,BUILDING,BUILDING,371936.274N,0404321.403E,3081.12,62.34,NO INFO,,NO
LTCR_1236,BUILDING,BUILDING,371936.587N,0404323.085E,3080.84,62.34,NO INFO,,NO
LTCR_1237,BUILDING,BUILDING,371937.481N,0404322.813E,3080.67,62.34,NO INFO,,NO
LTCR_1238,BUILDING,BUILDING,371932.516N,0404328.749E,3072.08,52.49,NO INFO,,NO
LTCR_1239,BUILDING,BUILDING,371933.573N,0404328.423E,3084.25,62.34,NO INFO,,NO
LTCR_1240,BUILDING,BUILDING,371934.072N,0404327.990E,3081.28,42.65,NO INFO,,NO
LTCR_1241,BUILDING,BUILDING,371938.959N,0404324.013E,3102.17,82.02,NO INFO,,NO
LTCR_1242,BUILDING,BUILDING,371939.778N,0404325.595E,3069.68,32.81,NO INFO,,NO
LTCR_1243,BUILDING,BUILDING,371934.950N,0404239.360E,3141.77,32.81,NO INFO,,NO
LTCR_1244,BUILDING,BUILDING,371935.643N,0404239.266E,3142.54,32.81,NO INFO,,NO
LTCR_1245,BUILDING,BUILDING,371933.192N,0404352.749E,3018.34,131.23,NO INFO,,NO
LTCR_1246,BUILDING,BUILDING,371934.667N,0404355.008E,3047.86,160.76,NO INFO,,NO
LTCR_1247,BUILDING,BUILDING,371933.180N,0404356.283E,3097.10,209.97,NO INFO,,NO
LTCR_1248,BUILDING,BUILDING,371932.965N,0404357.771E,3097.66,209.97,NO INFO,,NO
LTCR_1249,BUILDING,BUILDING,371934.782N,0404401.098E,3039.91,170.60,NO INFO,,NO
LTCR_1250,BUILDING,BUILDING,371934.025N,0404401.024E,3044.23,170.60,NO INFO,,NO
LTCR_1251,BUILDING,BUILDING,371935.414N,0404358.336E,2985.53,131.23,NO INFO,,NO
LTCR_1252,BUILDING,BUILDING,371936.624N,0404356.906E,2916.63,62.34,NO INFO,,NO
LTCR_1253,BUILDING,BUILDING,371934.486N,0404245.377E,3118.14,32.81,NO INFO,,NO
LTCR_1254,BUILDING,BUILDING,371935.640N,0404257.305E,3185.98,150.92,NO INFO,,NO
LTCR_1255,BUILDING,BUILDING,371938.644N,0404439.078E,3116.44,160.76,NO INFO,,NO
