Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTAZ_256,BUILDING,BUILDING,384509.044N,0343057.579E,3232.34,14.76,NO INFO,,NO
LTAZ_257,BUILDING,BUILDING,384508.206N,0343057.845E,3245.38,24.61,NO INFO,,NO
LTAZ_258,BUILDING,BUILDING,384509.778N,0343057.795E,3240.33,24.61,NO INFO,,NO
LTAZ_259,BUILDING,BUILDING,384510.505N,0343057.836E,3242.04,24.61,NO INFO,,NO
LTAZ_260,BUILDING,BUILDING,384511.241N,0343057.846E,3252.74,24.61,NO INFO,,NO
LTAZ_261,BUILDING,BUILDING,384511.811N,0343056.737E,3244.35,24.61,NO INFO,,NO
LTAZ_262,BUILDING,BUILDING,384511.228N,0343057.007E,3232.50,14.76,NO INFO,,NO
LTAZ_263,BUILDING,BUILDING,384511.237N,0343056.787E,3240.15,24.61,NO INFO,,NO
LTAZ_264,BUILDING,BUILDING,384510.383N,0343056.739E,3235.11,24.61,NO INFO,,NO
LTAZ_265,BUILDING,BUILDING,384513.290N,0343055.190E,3233.71,24.61,NO INFO,,NO
LTAZ_266,BUILDING,BUILDING,384513.855N,0343055.181E,3234.65,24.61,NO INFO,,NO
LTAZ_267,BUILDING,BUILDING,384514.791N,0343055.203E,3234.03,24.61,NO INFO,,NO
LTAZ_268,BUILDING,BUILDING,384513.900N,0343056.735E,3248.24,24.61,NO INFO,,NO
LTAZ_269,BUILDING,BUILDING,384513.265N,0343056.814E,3248.86,24.61,NO INFO,,NO
LTAZ_270,BUILDING,BUILDING,384514.699N,0343056.818E,3247.76,24.61,NO INFO,,NO
LTAZ_271,BUILDING,BUILDING,384514.861N,0343056.532E,3232.44,14.76,NO INFO,,NO
LTAZ_272,BUILDING,BUILDING,384512.210N,0343056.982E,3238.57,14.76,NO INFO,,NO
LTAZ_273,GSM MAST,POLE,384553.234N,0343121.179E,3475.42,26.25,NO INFO,,NO
LTAZ_274,ANTENNA,ANTENNA,384552.991N,0343120.801E,3483.32,26.25,NO INFO,,NO
LTAZ_275,LOW VOLTAGE MAST,POLE,384552.859N,0343120.645E,3487.06,26.25,NO INFO,,NO
LTAZ_276,BUILDING,BUILDING,384416.043N,0343155.238E,3237.68,24.61,NO INFO,,NO
LTAZ_277,BUILDING,BUILDING,384407.609N,0343156.446E,3244.03,14.76,NO INFO,,NO
LTAZ_278,BUILDING,BUILDING,384408.286N,0343155.730E,3244.04,14.76,NO INFO,,NO
LTAZ_279,BUILDING,BUILDING,384422.644N,0343152.372E,3240.52,14.76,NO INFO,,NO
LTAZ_280,BUILDING,BUILDING,384408.024N,0343301.622E,3245.15,14.76,NO INFO,,NO
LTAZ_281,BUILDING,BUILDING,384406.557N,0343301.350E,3243.64,14.76,NO INFO,,NO
LTAZ_282,BUILDING,BUILDING,384406.377N,0343301.379E,3243.92,14.76,NO INFO,,NO
