Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTCN287,BUILDING,BUILDING,373520.28N,0365723.06E,2329.55,14.76,NO INFO,,NO
LTCN288,BUILDING,BUILDING,373431.09N,0365740.53E,1851.87,24.61,NO INFO,,NO
LTCN289,BUILDING,BUILDING,373429.74N,0365741.79E,1849.79,24.61,NO INFO,,NO
LTCN290,BUILDING,BUILDING,373434.21N,0365742.10E,1851.52,14.76,NO INFO,,NO
LTCN291,BUILDING,BUILDING,373435.07N,0365737.87E,1848.43,14.76,NO INFO,,NO
LTCN292,BUILDING,BUILDING,373444.50N,0365735.02E,1878.80,14.76,NO INFO,,NO
LTCN293,BUILDING,BUILDING,373459.11N,0365737.21E,2024.59,14.76,NO INFO,,NO
LTCN294,BUILDING,BUILDING,373502.35N,0365739.52E,2039.95,14.76,NO INFO,,NO
LTCN295,BUILDING,BUILDING,373538.77N,0365732.46E,2543.87,14.76,NO INFO,,NO
LTCN296,BUILDING,BUILDING,373444.28N,0365746.38E,1894.14,14.76,NO INFO,,NO
LTCN297,BUILDING,BUILDING,373444.32N,0365746.10E,1893.85,14.76,NO INFO,,NO
LTCN298,BUILDING,BUILDING,373444.85N,0365746.14E,1895.32,14.76,NO INFO,,NO
LTCN299,BUILDING,BUILDING,373444.71N,0365748.62E,1897.27,14.76,NO INFO,,NO
LTCN300,BUILDING,BUILDING,373432.22N,0365743.11E,1847.09,14.76,NO INFO,,NO
LTCN301,BUILDING,BUILDING,373453.93N,0365757.96E,1963.07,34.45,NO INFO,,NO
LTCN302,BUILDING,BUILDING,373459.83N,0365800.69E,1993.09,24.61,NO INFO,,NO
LTCN303,BUILDING,BUILDING,373537.66N,0365754.35E,2444.64,14.76,NO INFO,,NO
LTCN304,BUILDING,BUILDING,373541.88N,0365803.12E,2540.98,14.76,NO INFO,,NO
LTCN305,BUILDING,BUILDING,373539.69N,0365802.40E,2510.89,14.76,NO INFO,,NO
LTCN306,BUILDING,BUILDING,373534.17N,0365808.25E,2435.76,14.76,NO INFO,,NO
LTCN307,BUILDING,BUILDING,373521.87N,0365802.26E,2143.15,14.76,NO INFO,,NO
LTCN308,BUILDING,BUILDING,373520.89N,0365808.64E,2253.39,24.61,NO INFO,,NO
LTCN309,BUILDING,BUILDING,373503.49N,0365802.47E,2025.89,24.61,NO INFO,,NO
LTCN310,BUILDING,BUILDING,373456.38N,0365805.57E,2002.07,14.76,NO INFO,,NO
LTCN311,BUILDING,BUILDING,373436.09N,0365803.34E,1890.48,14.76,NO INFO,,NO
LTCN312,BUILDING,BUILDING,373432.51N,0365809.58E,1894.30,14.76,NO INFO,,NO
LTCN313,BUILDING,BUILDING,373427.51N,0365820.74E,1902.44,14.76,NO INFO,,NO
LTCN314,BUILDING,BUILDING,373539.17N,0365817.26E,2508.17,14.76,NO INFO,,NO
LTCN315,BUILDING,BUILDING,373534.82N,0365830.11E,2476.85,14.76,NO INFO,,NO
LTCN316,BUILDING,BUILDING,373507.45N,0365827.13E,2114.48,14.76,NO INFO,,NO
LTCN317,BUILDING,BUILDING,373318.58N,0365842.26E,1838.74,14.76,NO INFO,,NO
LTCN318,BUILDING,BUILDING,373440.13N,0365841.34E,1970.49,14.76,NO INFO,,NO
LTCN319,BUILDING,BUILDING,373500.55N,0365838.86E,2062.58,14.76,NO INFO,,NO
LTCN320,BUILDING,BUILDING,373521.81N,0365830.68E,2409.75,14.76,NO INFO,,NO
LTCN321,BUILDING,BUILDING,373522.05N,0365830.69E,2409.75,14.76,NO INFO,,NO
LTCN322,BUILDING,BUILDING,373524.44N,0365834.75E,2442.56,14.76,NO INFO,,NO
LTCN323,BUILDING,BUILDING,373527.18N,0365837.19E,2445.49,14.76,NO INFO,,NO
LTCN324,BUILDING,BUILDING,373528.18N,0365839.62E,2482.15,14.76,NO INFO,,NO
LTCN325,BUILDING,BUILDING,373535.76N,0365838.47E,2475.36,14.76,NO INFO,,NO
LTCN326,BUILDING,BUILDING,373515.11N,0365843.34E,2311.32,14.76,NO INFO,,NO
LTCN327,BUILDING,BUILDING,373309.20N,0365850.66E,1845.94,24.61,NO INFO,,NO
LTCN328,BUILDING,BUILDING,373259.00N,0365906.48E,1844.14,14.76,NO INFO,,NO
LTCN329,BUILDING,BUILDING,373347.58N,0365902.64E,1925.86,14.76,NO INFO,,NO
LTCN330,BUILDING,BUILDING,373434.28N,0365854.21E,1984.70,14.76,NO INFO,,NO
LTCN331,BUILDING,BUILDING,373504.21N,0365855.66E,2098.42,14.76,NO INFO,,NO
LTCN332,BUILDING,BUILDING,373530.69N,0365900.69E,2694.13,14.76,NO INFO,,NO
LTCN333,BUILDING,BUILDING,373530.90N,0365854.86E,2631.41,14.76,NO INFO,,NO
LTCN334,BUILDING,BUILDING,373531.05N,0365855.12E,2634.18,14.76,NO INFO,,NO
LTCN335,BUILDING,BUILDING,373530.91N,0365902.33E,2705.02,14.76,NO INFO,,NO
LTCN336,BUILDING,BUILDING,373535.49N,0365902.76E,2686.57,14.76,NO INFO,,NO
LTCN337,BUILDING,BUILDING,373445.76N,0365914.10E,2072.56,14.76,NO INFO,,NO
LTCN338,BUILDING,BUILDING,373421.86N,0365911.74E,1995.05,14.76,NO INFO,,NO
LTCN339,BUILDING,BUILDING,373409.21N,0365906.40E,1965.93,14.76,NO INFO,,NO
LTCN340,BUILDING,BUILDING,373321.14N,0365925.31E,1917.63,14.76,NO INFO,,NO
LTCN341,BUILDING,BUILDING,373321.34N,0365925.71E,1917.93,14.76,NO INFO,,NO
LTCN342,BUILDING,BUILDING,373435.58N,0365917.88E,2045.13,14.76,NO INFO,,NO
LTCN343,BUILDING,BUILDING,373454.52N,0365920.85E,2128.85,14.76,NO INFO,,NO
LTCN344,BUILDING,BUILDING,373512.00N,0365930.06E,2276.88,14.76,NO INFO,,NO
LTCN345,BUILDING,BUILDING,373513.89N,0365929.99E,2318.07,14.76,NO INFO,,NO
LTCN346,BUILDING,BUILDING,373514.35N,0365928.70E,2318.30,14.76,NO INFO,,NO
LTCN347,BUILDING,BUILDING,373409.32N,0365939.82E,2017.60,14.76,NO INFO,,NO
LTCN348,BUILDING,BUILDING,373404.76N,0365934.78E,2003.34,14.76,NO INFO,,NO
LTCN349,BUILDING,BUILDING,373410.38N,0365942.86E,2027.45,14.76,NO INFO,,NO
LTCN350,BUILDING,BUILDING,373408.31N,0365943.84E,2029.08,14.76,NO INFO,,NO
LTCN351,BUILDING,BUILDING,373359.38N,0365944.24E,2023.66,24.61,NO INFO,,NO
LTCN352,BUILDING,BUILDING,373400.40N,0365940.92E,2012.04,14.76,NO INFO,,NO
LTCN353,BUILDING,BUILDING,373408.23N,0365947.47E,2039.39,14.76,NO INFO,,NO
LTCN354,BUILDING,BUILDING,373408.97N,0365946.86E,2037.89,14.76,NO INFO,,NO
LTCN355,BUILDING,BUILDING,373409.41N,0365948.24E,2042.45,14.76,NO INFO,,NO
LTCN356,BUILDING,BUILDING,373407.85N,0365945.84E,2034.28,14.76,NO INFO,,NO
LTCN357,BUILDING,BUILDING,373417.30N,0365947.66E,2086.51,24.61,NO INFO,,NO
LTCN358,BUILDING,BUILDING,373509.82N,0365949.42E,2438.03,24.61,NO INFO,,NO
LTCN359,BUILDING,BUILDING,373507.55N,0365949.68E,2410.20,14.76,NO INFO,,NO
LTCN360,BUILDING,BUILDING,373503.21N,0370008.01E,2386.78,24.61,NO INFO,,NO
LTCN361,BUILDING,BUILDING,373506.49N,0370010.24E,2428.30,24.61,NO INFO,,NO
LTCN362,BUILDING,BUILDING,373506.49N,0370010.98E,2430.91,24.61,NO INFO,,NO
LTCN363,BUILDING,BUILDING,373458.43N,0370010.65E,2409.75,14.76,NO INFO,,NO
LTCN364,BUILDING,BUILDING,373458.57N,0370010.24E,2408.50,14.76,NO INFO,,NO
LTCN365,BUILDING,BUILDING,373450.14N,0370003.17E,2245.66,14.76,NO INFO,,NO
LTCN366,BUILDING,BUILDING,373403.30N,0370023.93E,2096.22,14.76,NO INFO,,NO
LTCN367,BUILDING,BUILDING,373403.29N,0370024.46E,2097.21,14.76,NO INFO,,NO
LTCN368,BUILDING,BUILDING,373403.60N,0370024.42E,2105.18,14.76,NO INFO,,NO
LTCN369,BUILDING,BUILDING,373336.67N,0370052.88E,2034.71,14.76,NO INFO,,NO
LTCN370,BUILDING,BUILDING,373428.44N,0370059.76E,2258.54,14.76,NO INFO,,NO
LTCN371,BUILDING,BUILDING,373428.11N,0370059.17E,2254.43,14.76,NO INFO,,NO
LTCN372,BUILDING,BUILDING,373427.58N,0370058.91E,2249.68,14.76,NO INFO,,NO
LTCN373,BUILDING,BUILDING,373427.43N,0370059.85E,2253.38,14.76,NO INFO,,NO
LTCN374,BUILDING,BUILDING,373528.56N,0365626.69E,2278.46,24.61,NO INFO,,NO
LTCN375,BUILDING,BUILDING,373528.14N,0365628.85E,2291.14,24.61,NO INFO,,NO
LTCN376,BUILDING,BUILDING,373526.45N,0365627.65E,2263.22,24.61,NO INFO,,NO
LTCN377,BUILDING,BUILDING,373526.40N,0365628.00E,2265.46,24.61,NO INFO,,NO
LTCN378,BUILDING,BUILDING,373526.25N,0365628.25E,2263.92,24.61,NO INFO,,NO
LTCN379,BUILDING,BUILDING,373526.02N,0365628.45E,2259.37,24.61,NO INFO,,NO
LTCN380,BUILDING,BUILDING,373526.04N,0365628.85E,2259.38,24.61,NO INFO,,NO
LTCN381,BUILDING,BUILDING,373526.26N,0365628.60E,2264.32,24.61,NO INFO,,NO
LTCN382,BUILDING,BUILDING,373524.51N,0365629.14E,2240.80,24.61,NO INFO,,NO
LTCN383,BUILDING,BUILDING,373525.50N,0365630.64E,2278.92,34.45,NO INFO,,NO
LTCN384,BUILDING,BUILDING,373526.94N,0365630.86E,2277.00,14.76,NO INFO,,NO
LTCN385,BUILDING,BUILDING,373527.37N,0365629.92E,2284.37,24.61,NO INFO,,NO
LTCN386,BUILDING,BUILDING,373528.59N,0365630.02E,2302.08,24.61,NO INFO,,NO
LTCN387,BUILDING,BUILDING,373527.72N,0365631.38E,2306.31,34.45,NO INFO,,NO
LTCN388,BUILDING,BUILDING,373527.91N,0365630.99E,2293.62,24.61,NO INFO,,NO
LTCN389,BUILDING,BUILDING,373529.51N,0365631.19E,2321.76,24.61,NO INFO,,NO
LTCN390,BUILDING,BUILDING,373529.29N,0365631.56E,2331.01,34.45,NO INFO,,NO
LTCN391,BUILDING,BUILDING,373529.28N,0365631.96E,2311.32,14.76,NO INFO,,NO
LTCN392,BUILDING,BUILDING,373528.59N,0365632.43E,2322.82,24.61,NO INFO,,NO
LTCN393,BUILDING,BUILDING,373528.21N,0365632.93E,2323.58,24.61,NO INFO,,NO
LTCN394,BUILDING,BUILDING,373529.10N,0365632.15E,2311.32,14.76,NO INFO,,NO
LTCN395,BUILDING,BUILDING,373526.77N,0365633.14E,2304.40,24.61,NO INFO,,NO
LTCN396,BUILDING,BUILDING,373526.57N,0365633.50E,2307.57,24.61,NO INFO,,NO
LTCN397,BUILDING,BUILDING,373526.51N,0365633.82E,2313.21,24.61,NO INFO,,NO
LTCN398,BUILDING,BUILDING,373526.40N,0365634.37E,2327.36,34.45,NO INFO,,NO
LTCN399,BUILDING,BUILDING,373526.36N,0365634.80E,2321.81,24.61,NO INFO,,NO
LTCN400,BUILDING,BUILDING,373524.10N,0365629.37E,2240.02,24.61,NO INFO,,NO
LTCN401,BUILDING,BUILDING,373523.59N,0365630.14E,2240.82,24.61,NO INFO,,NO
LTCN402,BUILDING,BUILDING,373523.26N,0365630.38E,2240.20,24.61,NO INFO,,NO
LTCN403,BUILDING,BUILDING,373523.06N,0365630.37E,2239.53,24.61,NO INFO,,NO
LTCN404,BUILDING,BUILDING,373521.30N,0365633.36E,2232.58,34.45,NO INFO,,NO
LTCN405,BUILDING,BUILDING,373520.44N,0365631.94E,2232.58,34.45,NO INFO,,NO
LTCN406,BUILDING,BUILDING,373520.01N,0365632.75E,2212.90,14.76,NO INFO,,NO
LTCN407,BUILDING,BUILDING,373519.94N,0365634.15E,2244.04,24.61,NO INFO,,NO
LTCN408,BUILDING,BUILDING,373519.40N,0365633.79E,2227.64,14.76,NO INFO,,NO
LTCN409,BUILDING,BUILDING,373530.88N,0365627.59E,2310.34,24.61,NO INFO,,NO
LTCN410,BUILDING,BUILDING,373531.07N,0365628.41E,2320.51,24.61,NO INFO,,NO
LTCN411,BUILDING,BUILDING,373531.74N,0365628.18E,2324.70,24.61,NO INFO,,NO
LTCN412,BUILDING,BUILDING,373531.96N,0365629.42E,2336.78,24.61,NO INFO,,NO
LTCN413,BUILDING,BUILDING,373531.88N,0365628.92E,2330.25,24.61,NO INFO,,NO
LTCN414,BUILDING,BUILDING,373531.27N,0365629.45E,2321.96,14.76,NO INFO,,NO
LTCN415,BUILDING,BUILDING,373531.15N,0365628.79E,2325.38,24.61,NO INFO,,NO
LTCN416,BUILDING,BUILDING,373530.95N,0365629.16E,2325.71,24.61,NO INFO,,NO
LTCN417,BUILDING,BUILDING,373531.31N,0365629.88E,2335.09,24.61,NO INFO,,NO
LTCN418,BUILDING,BUILDING,373531.42N,0365630.19E,2338.30,24.61,NO INFO,,NO
LTCN419,BUILDING,BUILDING,373531.43N,0365630.56E,2339.85,24.61,NO INFO,,NO
LTCN420,BUILDING,BUILDING,373531.56N,0365630.90E,2344.42,24.61,NO INFO,,NO
LTCN421,BUILDING,BUILDING,373531.57N,0365631.08E,2345.96,24.61,NO INFO,,NO
LTCN422,BUILDING,BUILDING,373532.08N,0365631.10E,2350.42,24.61,NO INFO,,NO
LTCN423,BUILDING,BUILDING,373532.15N,0365631.50E,2355.44,24.61,NO INFO,,NO
LTCN424,BUILDING,BUILDING,373532.36N,0365631.54E,2357.58,24.61,NO INFO,,NO
LTCN425,BUILDING,BUILDING,373532.04N,0365630.26E,2353.68,34.45,NO INFO,,NO
LTCN426,BUILDING,BUILDING,373531.86N,0365634.90E,2383.19,14.76,NO INFO,,NO
LTCN427,BUILDING,BUILDING,373531.78N,0365634.18E,2367.40,14.76,NO INFO,,NO
LTCN428,BUILDING,BUILDING,373531.28N,0365634.07E,2372.07,24.61,NO INFO,,NO
LTCN429,BUILDING,BUILDING,373531.26N,0365634.36E,2376.06,24.61,NO INFO,,NO
LTCN430,BUILDING,BUILDING,373531.15N,0365632.49E,2350.05,24.61,NO INFO,,NO
LTCN431,BUILDING,BUILDING,373530.73N,0365633.11E,2359.64,34.45,NO INFO,,NO
LTCN432,BUILDING,BUILDING,373530.47N,0365631.92E,2335.29,24.61,NO INFO,,NO
LTCN433,BUILDING,BUILDING,373529.96N,0365632.45E,2331.62,24.61,NO INFO,,NO
LTCN434,BUILDING,BUILDING,373530.11N,0365632.98E,2344.12,24.61,NO INFO,,NO
LTCN435,BUILDING,BUILDING,373530.52N,0365633.48E,2346.99,14.76,NO INFO,,NO
LTCN436,BUILDING,BUILDING,373530.71N,0365634.88E,2390.10,34.45,NO INFO,,NO
LTCN437,BUILDING,BUILDING,373529.83N,0365634.31E,2364.36,24.61,NO INFO,,NO
LTCN438,BUILDING,BUILDING,373529.11N,0365633.20E,2338.31,24.61,NO INFO,,NO
LTCN439,BUILDING,BUILDING,373529.03N,0365633.69E,2352.79,34.45,NO INFO,,NO
LTCN440,BUILDING,BUILDING,373529.07N,0365634.13E,2360.05,34.45,NO INFO,,NO
LTCN441,BUILDING,BUILDING,373528.66N,0365634.26E,2351.13,34.45,NO INFO,,NO
LTCN442,BUILDING,BUILDING,373529.61N,0365634.55E,2361.92,24.61,NO INFO,,NO
LTCN443,BUILDING,BUILDING,373529.39N,0365635.01E,2358.03,24.61,NO INFO,,NO
LTCN444,BUILDING,BUILDING,373529.21N,0365635.41E,2358.10,24.61,NO INFO,,NO
LTCN445,BUILDING,BUILDING,373528.49N,0365635.10E,2354.68,34.45,NO INFO,,NO
LTCN446,BUILDING,BUILDING,373528.23N,0365634.43E,2335.65,24.61,NO INFO,,NO
LTCN447,BUILDING,BUILDING,373527.47N,0365635.13E,2332.20,24.61,NO INFO,,NO
LTCN448,BUILDING,BUILDING,373526.97N,0365634.92E,2327.39,24.61,NO INFO,,NO
LTCN449,BUILDING,BUILDING,373527.17N,0365635.45E,2335.31,24.61,NO INFO,,NO
LTCN450,BUILDING,BUILDING,373526.87N,0365635.23E,2331.35,24.61,NO INFO,,NO
LTCN451,BUILDING,BUILDING,373531.00N,0365635.78E,2406.72,34.45,NO INFO,,NO
LTCN452,BUILDING,BUILDING,373530.21N,0365635.73E,2384.52,24.61,NO INFO,,NO
LTCN453,BUILDING,BUILDING,373530.01N,0365636.38E,2394.53,34.45,NO INFO,,NO
LTCN454,BUILDING,BUILDING,373530.33N,0365636.79E,2402.40,34.45,NO INFO,,NO
LTCN455,BUILDING,BUILDING,373530.12N,0365637.51E,2400.70,34.45,NO INFO,,NO
LTCN456,BUILDING,BUILDING,373529.56N,0365636.92E,2375.49,24.61,NO INFO,,NO
LTCN457,BUILDING,BUILDING,373528.61N,0365636.36E,2355.69,24.61,NO INFO,,NO
LTCN458,BUILDING,BUILDING,373528.24N,0365636.59E,2355.55,24.61,NO INFO,,NO
LTCN459,BUILDING,BUILDING,373526.19N,0365635.83E,2336.42,34.45,NO INFO,,NO
LTCN460,BUILDING,BUILDING,373527.62N,0365632.44E,2305.10,14.76,NO INFO,,NO
LTCN461,BUILDING,BUILDING,373527.89N,0365638.18E,2382.22,44.29,NO INFO,,NO
LTCN462,BUILDING,BUILDING,373528.79N,0365638.23E,2384.88,34.45,NO INFO,,NO
LTCN463,BUILDING,BUILDING,373529.50N,0365638.93E,2391.15,24.61,NO INFO,,NO
LTCN464,BUILDING,BUILDING,373529.66N,0365638.67E,2391.25,24.61,NO INFO,,NO
LTCN465,BUILDING,BUILDING,373528.47N,0365639.40E,2371.80,24.61,NO INFO,,NO
LTCN466,BUILDING,BUILDING,373528.32N,0365639.59E,2369.28,24.61,NO INFO,,NO
LTCN467,BUILDING,BUILDING,373527.49N,0365639.25E,2366.33,34.45,NO INFO,,NO
LTCN468,BUILDING,BUILDING,373527.67N,0365638.74E,2369.62,34.45,NO INFO,,NO
LTCN469,BUILDING,BUILDING,373527.05N,0365638.71E,2341.39,14.76,NO INFO,,NO
LTCN470,BUILDING,BUILDING,373526.86N,0365638.98E,2354.35,34.45,NO INFO,,NO
LTCN471,BUILDING,BUILDING,373526.46N,0365638.21E,2340.18,24.61,NO INFO,,NO
LTCN472,BUILDING,BUILDING,373527.15N,0365638.17E,2370.59,44.29,NO INFO,,NO
LTCN473,BUILDING,BUILDING,373527.29N,0365637.65E,2350.72,24.61,NO INFO,,NO
LTCN474,BUILDING,BUILDING,373529.28N,0365639.63E,2389.09,24.61,NO INFO,,NO
LTCN475,BUILDING,BUILDING,373529.11N,0365640.09E,2384.27,24.61,NO INFO,,NO
LTCN476,BUILDING,BUILDING,373529.58N,0365637.52E,2369.52,14.76,NO INFO,,NO
LTCN477,BUILDING,BUILDING,373526.30N,0365641.46E,2352.13,24.61,NO INFO,,NO
LTCN478,BUILDING,BUILDING,373526.04N,0365641.90E,2355.77,24.61,NO INFO,,NO
LTCN479,BUILDING,BUILDING,373525.56N,0365642.63E,2358.39,24.61,NO INFO,,NO
LTCN480,BUILDING,BUILDING,373525.89N,0365643.54E,2376.36,34.45,NO INFO,,NO
LTCN481,BUILDING,BUILDING,373526.48N,0365644.42E,2383.28,34.45,NO INFO,,NO
LTCN482,BUILDING,BUILDING,373524.46N,0365642.06E,2353.03,44.29,NO INFO,,NO
LTCN483,BUILDING,BUILDING,373524.50N,0365643.33E,2363.82,34.45,NO INFO,,NO
LTCN484,BUILDING,BUILDING,373525.02N,0365644.42E,2355.07,24.61,NO INFO,,NO
LTCN485,BUILDING,BUILDING,373525.24N,0365644.15E,2359.61,24.61,NO INFO,,NO
LTCN486,BUILDING,BUILDING,373525.41N,0365644.99E,2360.74,24.61,NO INFO,,NO
LTCN487,BUILDING,BUILDING,373524.34N,0365647.19E,2340.50,24.61,NO INFO,,NO
LTCN488,BUILDING,BUILDING,373529.15N,0365646.37E,2403.16,24.61,NO INFO,,NO
LTCN489,BUILDING,BUILDING,373534.97N,0365647.19E,2512.56,14.76,NO INFO,,NO
LTCN490,BUILDING,BUILDING,373532.97N,0365648.41E,2445.15,14.76,NO INFO,,NO
LTCN491,BUILDING,BUILDING,373533.21N,0365648.46E,2448.67,14.76,NO INFO,,NO
LTCN492,BUILDING,BUILDING,373519.81N,0365637.47E,2323.66,44.29,NO INFO,,NO
LTCN493,BUILDING,BUILDING,373520.03N,0365639.18E,2318.74,34.45,NO INFO,,NO
LTCN494,BUILDING,BUILDING,373520.05N,0365638.79E,2309.28,24.61,NO INFO,,NO
LTCN495,BUILDING,BUILDING,373520.74N,0365638.58E,2311.32,14.76,NO INFO,,NO
LTCN496,BUILDING,BUILDING,373521.13N,0365639.82E,2321.17,24.61,NO INFO,,NO
LTCN497,BUILDING,BUILDING,373522.12N,0365639.13E,2317.96,24.61,NO INFO,,NO
LTCN498,BUILDING,BUILDING,373522.22N,0365639.90E,2313.08,24.61,NO INFO,,NO
LTCN499,BUILDING,BUILDING,373521.50N,0365640.54E,2321.17,24.61,NO INFO,,NO
LTCN500,BUILDING,BUILDING,373521.02N,0365640.25E,2320.05,24.61,NO INFO,,NO
LTCN501,BUILDING,BUILDING,373521.11N,0365640.64E,2321.17,24.61,NO INFO,,NO
LTCN502,BUILDING,BUILDING,373521.23N,0365641.06E,2321.17,24.61,NO INFO,,NO
LTCN503,BUILDING,BUILDING,373521.83N,0365641.92E,2337.47,34.45,NO INFO,,NO
LTCN504,BUILDING,BUILDING,373521.16N,0365642.06E,2322.14,24.61,NO INFO,,NO
LTCN505,BUILDING,BUILDING,373522.52N,0365640.99E,2311.32,14.76,NO INFO,,NO
LTCN506,BUILDING,BUILDING,373519.85N,0365642.01E,2304.37,24.61,NO INFO,,NO
LTCN507,BUILDING,BUILDING,373519.25N,0365641.98E,2292.21,24.61,NO INFO,,NO
LTCN508,BUILDING,BUILDING,373518.48N,0365641.87E,2273.46,24.61,NO INFO,,NO
LTCN509,BUILDING,BUILDING,373518.17N,0365633.94E,2222.01,24.61,NO INFO,,NO
LTCN510,BUILDING,BUILDING,373517.39N,0365635.36E,2227.94,24.61,NO INFO,,NO
LTCN511,BUILDING,BUILDING,373517.78N,0365635.58E,2232.42,14.76,NO INFO,,NO
LTCN512,BUILDING,BUILDING,373516.65N,0365635.16E,2213.49,24.61,NO INFO,,NO
LTCN513,BUILDING,BUILDING,373517.23N,0365635.94E,2232.22,24.61,NO INFO,,NO
LTCN514,BUILDING,BUILDING,373517.57N,0365636.11E,2242.26,24.61,NO INFO,,NO
LTCN515,BUILDING,BUILDING,373517.14N,0365637.05E,2241.58,24.61,NO INFO,,NO
LTCN516,BUILDING,BUILDING,373517.48N,0365636.70E,2247.99,24.61,NO INFO,,NO
LTCN517,BUILDING,BUILDING,373516.10N,0365635.84E,2218.67,34.45,NO INFO,,NO
LTCN518,BUILDING,BUILDING,373516.68N,0365636.24E,2223.01,24.61,NO INFO,,NO
LTCN519,BUILDING,BUILDING,373516.07N,0365637.13E,2230.32,34.45,NO INFO,,NO
LTCN520,BUILDING,BUILDING,373516.14N,0365637.97E,2226.81,24.61,NO INFO,,NO
LTCN521,BUILDING,BUILDING,373516.51N,0365638.57E,2239.90,24.61,NO INFO,,NO
LTCN522,BUILDING,BUILDING,373516.77N,0365637.94E,2248.76,34.45,NO INFO,,NO
LTCN523,BUILDING,BUILDING,373517.06N,0365637.75E,2233.95,14.76,NO INFO,,NO
LTCN524,BUILDING,BUILDING,373516.84N,0365637.48E,2248.18,34.45,NO INFO,,NO
LTCN525,BUILDING,BUILDING,373517.75N,0365638.30E,2299.44,63.98,NO INFO,,NO
LTCN526,BUILDING,BUILDING,373518.57N,0365637.69E,2285.73,34.45,NO INFO,,NO
LTCN527,BUILDING,BUILDING,373517.85N,0365640.30E,2274.55,34.45,NO INFO,,NO
LTCN528,BUILDING,BUILDING,373519.81N,0365640.86E,2321.92,44.29,NO INFO,,NO
LTCN529,BUILDING,BUILDING,373517.30N,0365638.91E,2251.57,24.61,NO INFO,,NO
LTCN530,BUILDING,BUILDING,373516.74N,0365640.00E,2245.97,24.61,NO INFO,,NO
LTCN531,BUILDING,BUILDING,373516.66N,0365640.76E,2262.46,44.29,NO INFO,,NO
LTCN532,BUILDING,BUILDING,373517.36N,0365641.60E,2253.48,24.61,NO INFO,,NO
LTCN533,BUILDING,BUILDING,373517.06N,0365641.41E,2249.59,24.61,NO INFO,,NO
LTCN534,BUILDING,BUILDING,373517.57N,0365641.27E,2255.01,24.61,NO INFO,,NO
LTCN535,BUILDING,BUILDING,373518.30N,0365643.37E,2275.39,24.61,NO INFO,,NO
LTCN536,BUILDING,BUILDING,373518.36N,0365644.40E,2277.94,24.61,NO INFO,,NO
LTCN537,BUILDING,BUILDING,373518.12N,0365644.47E,2274.95,24.61,NO INFO,,NO
LTCN538,BUILDING,BUILDING,373514.90N,0365638.57E,2272.00,83.66,NO INFO,,NO
LTCN539,BUILDING,BUILDING,373514.35N,0365639.97E,2270.47,83.66,NO INFO,,NO
LTCN540,BUILDING,BUILDING,373514.82N,0365641.63E,2245.58,44.29,NO INFO,,NO
LTCN541,BUILDING,BUILDING,373514.95N,0365642.26E,2239.87,34.45,NO INFO,,NO
LTCN542,BUILDING,BUILDING,373515.70N,0365642.97E,2237.90,24.61,NO INFO,,NO
LTCN543,BUILDING,BUILDING,373515.84N,0365644.04E,2240.74,24.61,NO INFO,,NO
LTCN544,BUILDING,BUILDING,373516.03N,0365644.43E,2241.36,24.61,NO INFO,,NO
LTCN545,BUILDING,BUILDING,373514.18N,0365644.71E,2215.87,24.61,NO INFO,,NO
LTCN546,BUILDING,BUILDING,373514.48N,0365645.12E,2213.38,24.61,NO INFO,,NO
LTCN547,BUILDING,BUILDING,373513.93N,0365646.85E,2229.04,63.98,NO INFO,,NO
LTCN548,BUILDING,BUILDING,373513.10N,0365645.03E,2184.10,14.76,NO INFO,,NO
LTCN549,BUILDING,BUILDING,373515.53N,0365636.78E,2211.66,24.61,NO INFO,,NO
LTCN550,BUILDING,BUILDING,373515.23N,0365637.50E,2212.54,24.61,NO INFO,,NO
LTCN551,BUILDING,BUILDING,373515.09N,0365637.90E,2222.55,34.45,NO INFO,,NO
LTCN552,BUILDING,BUILDING,373517.13N,0365639.28E,2249.13,24.61,NO INFO,,NO
LTCN553,BUILDING,BUILDING,373516.17N,0365645.05E,2239.42,24.61,NO INFO,,NO
LTCN554,BUILDING,BUILDING,373516.31N,0365645.46E,2238.53,24.61,NO INFO,,NO
LTCN555,BUILDING,BUILDING,373516.72N,0365646.07E,2243.64,24.61,NO INFO,,NO
LTCN556,BUILDING,BUILDING,373516.36N,0365646.27E,2236.06,24.61,NO INFO,,NO
LTCN557,BUILDING,BUILDING,373515.25N,0365646.62E,2223.05,34.45,NO INFO,,NO
LTCN558,BUILDING,BUILDING,373515.65N,0365645.80E,2217.71,14.76,NO INFO,,NO
LTCN559,BUILDING,BUILDING,373513.65N,0365644.29E,2197.63,14.76,NO INFO,,NO
LTCN560,BUILDING,BUILDING,373518.04N,0365637.50E,2264.71,24.61,NO INFO,,NO
LTCN561,BUILDING,BUILDING,373518.03N,0365636.98E,2261.58,24.61,NO INFO,,NO
LTCN562,BUILDING,BUILDING,373521.68N,0365639.95E,2321.17,24.61,NO INFO,,NO
LTCN563,BUILDING,BUILDING,373521.62N,0365640.81E,2321.17,24.61,NO INFO,,NO
LTCN564,BUILDING,BUILDING,373521.61N,0365639.42E,2321.17,24.61,NO INFO,,NO
