Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,,,,
LTCA_237,BUILDING,BUILDING,383746.28N,0391546.28E,3088,34,NO INFO,,NO,,,,,,,,
LTCA_238,BUILDING,BUILDING,383747.54N,0391545.62E,3089,34,NO INFO,,NO,,,,,,,,
LTCA_239,BUILDING,BUILDING,383745.87N,0391549.17E,3095,34,NO INFO,,NO,,,,,,,,
LTCA_240,HIGH VOLTAGE MAST,POLE,383750.76N,0391622.38E,3253,131,NO INFO,,NO,,,,,,,,
LTCA_241,HIGH VOLTAGE MAST,POLE,383749.13N,0391625.03E,3251,131,NO INFO,,NO,,,,,,,,
LTCA_242,HIGH VOLTAGE MAST,POLE,383746.85N,0391628.80E,3250,131,NO INFO,,NO,,,,,,,,
LTCA_243,HIGH VOLTAGE MAST,POLE,383747.99N,0391623.49E,3243,131,NO INFO,,NO,,,,,,,,
LTCA_244,HIGH VOLTAGE MAST,POLE,383747.70N,0391621.54E,3239,131,NO INFO,,NO,,,,,,,,
LTCA_245,HIGH VOLTAGE MAST,POLE,383747.56N,0391535.31E,3176,131,NO INFO,,NO,,,,,,,,
LTCA_246,LOW VOLTAGE MAST,POLE,383749.86N,0391542.04E,3118,66,NO INFO,,NO,,,,,,,,
LTCA_247,HIGH VOLTAGE MAST,POLE,383748.43N,0391936.75E,3090,131,NO INFO,,NO,,,,,,,,
LTCA_248,MAST,POLE,383744.00N,0391631.30E,3178,62,NO INFO,,NO,,,,,,,,
LTCA_249,MAST,POLE,383737.20N,0391728.50E,3189,31,NO INFO,,NO,,,,,,,,
LTCA_250,MAST,POLE,383740.30N,0391602.70E,3091,26,NO INFO,,NO,,,,,,,,
LTCA_251,MAST,POLE,383739.60N,0391525.80E,3121,82,NO INFO,,NO,,,,,,,,
LTCA_252,MINARET,BUILDING,383744.10N,0391603.50E,3126,45,NO INFO,,NO,,,,,,,,
LTCA_253,BUILDING,BUILDING,383739.80N,0391700.80E,3221,97,YES,RED,NO,,,,,,,,
LTCA_254,BUILDING,BUILDING,383744.90N,0391612.10E,3119,29,YES,RED,NO,,,,,,,,
LTCA_255,MAST,POLE,383739.30N,0391640.40E,3173,74,NO INFO,,NO,,,,,,,,
LTCA_256,BUILDING,BUILDING,383737.60N,0391637.20E,3120,32,NO INFO,,NO,,,,,,,,
LTCA_257,BUILDING,BUILDING,383743.00N,0391608.30E,3108,26,NO INFO,,NO,,,,,,,,
LTCA_258,BUILDING,BUILDING,383738.20N,0391620.20E,3116,37,NO INFO,,NO,,,,,,,,
LTCA_259,BUILDING,BUILDING,383735.50N,0391609.00E,3093,39,NO INFO,,NO,,,,,,,,
LTCA_260,BUILDING,BUILDING,383740.00N,0391610.70E,3100,28,NO INFO,,NO,,,,,,,,
LTCA_261,BUILDING,BUILDING,383738.60N,0391610.50E,3091,25,NO INFO,,NO,,,,,,,,
LTCA_262,MOSQUE,BUILDING,383744.10N,0391603.60E,3107,26,YES,RED,NO,,,,,,,,
LTCA_263,BUILDING,BUILDING,383736.80N,0391600.10E,3091,39,NO INFO,,NO,,,,,,,,
LTCA_264,BUILDING,BUILDING,383741.90N,0391604.60E,3103,30,NO INFO,,NO,,,,,,,,
LTCA_265,BUILDING,BUILDING,383736.80N,0391559.40E,3083,32,NO INFO,,NO,,,,,,,,
LTCA_266,BUILDING,BUILDING,383736.80N,0391559.30E,3096,45,NO INFO,,NO,,,,,,,,
LTCA_267,BUILDING,BUILDING,383735.80N,0391601.40E,3088,38,NO INFO,,NO,,,,,,,,
LTCA_268,BUILDING,BUILDING,383742.30N,0391524.40E,3073,29,NO INFO,,NO,,,,,,,,
LTCA_269,BUILDING,BUILDING,383743.00N,0391519.40E,3084,35,NO INFO,,NO,,,,,,,,
LTCA_270,BUILDING,BUILDING,383739.00N,0391701.00E,3244,126,NO INFO,,NO,,,,,,,,
LTCA_271,BUILDING,BUILDING,383738.00N,0391659.00E,3151,44,NO INFO,,NO,,,,,,,,
LTCA_272,BUILDING,BUILDING,383740.00N,0391905.00E,3068,56,YES,RED,NO,,,,,,,,
LTCA_273,MAST,POLE,383742.00N,0391632.00E,3206,98,NO INFO,,NO,,,,,,,,
LTCA_274,MAST,POLE,383737.00N,0391640.00E,3183,98,NO INFO,,NO,,,,,,,,
LTCA_275,MAST,POLE,383737.00N,0391643.00E,3185,98,NO INFO,,NO,,,,,,,,
LTCA_276,BUILDING,BUILDING,383736.63N,0391853.36E,3043,25,NO INFO,,NO,,,,,,,,
LTCA_277,BUILDING,BUILDING,383735.70N,0391853.61E,3042,25,NO INFO,,NO,,,,,,,,
LTCA_278,BUILDING,BUILDING,383736.29N,0391825.76E,3112,33,NO INFO,,NO,,,,,,,,
LTCA_279,BUILDING,BUILDING,383737.01N,0391752.59E,3200,64,NO INFO,,NO,,,,,,,,
LTCA_280,BUILDING,BUILDING,383736.60N,0391752.60E,3195,64,NO INFO,,NO,,,,,,,,
LTCA_281,BUILDING,BUILDING,383736.73N,0391752.60E,3197,64,NO INFO,,NO,,,,,,,,
LTCA_282,BUILDING,BUILDING,383736.87N,0391752.60E,3199,64,NO INFO,,NO,,,,,,,,
LTCA_283,BUILDING,BUILDING,383737.08N,0391646.74E,3131,34,NO INFO,,NO,,,,,,,,
LTCA_284,BUILDING,BUILDING,383737.75N,0391858.10E,3043,25,NO INFO,,NO,,,,,,,,
LTCA_285,BUILDING,BUILDING,383739.21N,0391857.38E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_286,BUILDING,BUILDING,383741.20N,0391902.49E,3057,34,NO INFO,,NO,,,,,,,,
LTCA_287,BUILDING,BUILDING,383740.30N,0391902.84E,3042,25,NO INFO,,NO,,,,,,,,
LTCA_288,BUILDING,BUILDING,383739.48N,0391903.48E,3040,25,NO INFO,,NO,,,,,,,,
LTCA_289,BUILDING,BUILDING,383742.42N,0391901.41E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_290,BUILDING,BUILDING,383742.52N,0391902.32E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_291,BUILDING,BUILDING,383738.55N,0391605.49E,3105,44,NO INFO,,NO,,,,,,,,
LTCA_292,BUILDING,BUILDING,383744.65N,0391501.62E,3149,34,NO INFO,,NO,,,,,,,,
LTCA_293,BUILDING,BUILDING,383736.41N,0391459.85E,3170,34,NO INFO,,NO,,,,,,,,
LTCA_294,BUILDING,BUILDING,383741.61N,0391511.26E,3104,34,NO INFO,,NO,,,,,,,,
LTCA_295,BUILDING,BUILDING,383742.36N,0391519.24E,3084,34,NO INFO,,NO,,,,,,,,
LTCA_296,BUILDING,BUILDING,383735.66N,0391519.58E,3080,34,NO INFO,,NO,,,,,,,,
LTCA_297,BUILDING,BUILDING,383735.38N,0391523.65E,3063,25,NO INFO,,NO,,,,,,,,
LTCA_298,BUILDING,BUILDING,383734.99N,0391523.73E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_299,BUILDING,BUILDING,383736.62N,0391527.80E,3058,25,NO INFO,,NO,,,,,,,,
LTCA_300,BUILDING,BUILDING,383737.56N,0391524.37E,3054,15,NO INFO,,NO,,,,,,,,
LTCA_301,BUILDING,BUILDING,383737.43N,0391523.58E,3055,15,NO INFO,,NO,,,,,,,,
LTCA_302,BUILDING,BUILDING,383741.93N,0391525.47E,3077,34,NO INFO,,NO,,,,,,,,
LTCA_303,BUILDING,BUILDING,383738.22N,0391538.69E,3047,15,NO INFO,,NO,,,,,,,,
LTCA_304,BUILDING,BUILDING,383737.93N,0391538.69E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_305,BUILDING,BUILDING,383738.15N,0391538.46E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_306,BUILDING,BUILDING,383738.10N,0391537.83E,3045,15,NO INFO,,NO,,,,,,,,
LTCA_307,BUILDING,BUILDING,383736.25N,0391542.52E,3048,15,NO INFO,,NO,,,,,,,,
LTCA_308,BUILDING,BUILDING,383736.62N,0391543.04E,3049,15,NO INFO,,NO,,,,,,,,
LTCA_309,BUILDING,BUILDING,383736.41N,0391542.18E,3058,25,NO INFO,,NO,,,,,,,,
LTCA_310,BUILDING,BUILDING,383736.94N,0391543.48E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_311,BUILDING,BUILDING,383745.05N,0391606.09E,3119,34,NO INFO,,NO,,,,,,,,
LTCA_312,BUILDING,BUILDING,383735.69N,0391555.91E,3082,34,NO INFO,,NO,,,,,,,,
LTCA_313,BUILDING,BUILDING,383736.58N,0391557.92E,3085,34,NO INFO,,NO,,,,,,,,
LTCA_314,BUILDING,BUILDING,383734.99N,0391557.19E,3081,34,NO INFO,,NO,,,,,,,,
LTCA_315,BUILDING,BUILDING,383738.84N,0391554.66E,3089,34,NO INFO,,NO,,,,,,,,
LTCA_316,BUILDING,BUILDING,383740.49N,0391702.33E,3177,44,NO INFO,,NO,,,,,,,,
LTCA_317,BUILDING,BUILDING,383739.66N,0391326.48E,3601,34,NO INFO,,NO,,,,,,,,
LTCA_318,HIGH VOLTAGE MAST,POLE,383743.63N,0391634.08E,3247,131,NO INFO,,NO,,,,,,,,
LTCA_319,HIGH VOLTAGE MAST,POLE,383739.37N,0391640.13E,3231,131,NO INFO,,NO,,,,,,,,
LTCA_320,HIGH VOLTAGE MAST,POLE,383742.92N,0391630.63E,3242,131,NO INFO,,NO,,,,,,,,
LTCA_321,HIGH VOLTAGE MAST,POLE,383739.36N,0391642.80E,3238,131,NO INFO,,NO,,,,,,,,
LTCA_322,MAST,POLE,383727.80N,0391742.20E,3100,34,NO INFO,,NO,,,,,,,,
LTCA_323,MAST,POLE,383727.70N,0391825.20E,3073,40,NO INFO,,NO,,,,,,,,
LTCA_324,MAST,POLE,383727.50N,0391756.90E,3074,28,NO INFO,,NO,,,,,,,,
LTCA_325,MAST,POLE,383732.10N,0391517.30E,3120,71,NO INFO,,NO,,,,,,,,
LTCA_326,MAST,POLE,383729.10N,0391518.10E,3111,64,NO INFO,,NO,,,,,,,,
LTCA_327,MAST,POLE,383733.40N,0391651.80E,3152,73,NO INFO,,NO,,,,,,,,
LTCA_328,BUILDING,BUILDING,383734.10N,0391652.90E,3109,26,YES,RED,NO,,,,,,,,
LTCA_329,BUILDING,BUILDING,383731.50N,0391658.00E,3088,25,NO INFO,,NO,,,,,,,,
LTCA_330,BUILDING,BUILDING,383729.40N,0391707.30E,3109,27,YES,RED,NO,,,,,,,,
LTCA_331,MAST,POLE,383727.00N,0391704.60E,3138,82,NO INFO,,NO,,,,,,,,
LTCA_332,BUILDING,BUILDING,383724.20N,0391743.00E,3077,30,NO INFO,,NO,,,,,,,,
LTCA_333,BUILDING,BUILDING,383725.70N,0391740.10E,3344,289,YES,RED,NO,,,,,,,,
LTCA_334,BUILDING,BUILDING,383727.50N,0391743.60E,3096,30,YES,RED,NO,,,,,,,,
LTCA_335,MAST,POLE,383725.60N,0391709.90E,3154,102,YES,RED,NO,,,,,,,,
LTCA_336,BUILDING,BUILDING,383734.60N,0391618.50E,3092,30,NO INFO,,NO,,,,,,,,
LTCA_337,BUILDING,BUILDING,383733.60N,0391601.40E,3089,44,NO INFO,,NO,,,,,,,,
LTCA_338,BUILDING,BUILDING,383732.80N,0391601.30E,3084,41,NO INFO,,NO,,,,,,,,
LTCA_339,BUILDING,BUILDING,383730.80N,0391600.90E,3067,29,NO INFO,,NO,,,,,,,,
LTCA_340,BUILDING,BUILDING,383731.80N,0391602.80E,3068,27,NO INFO,,NO,,,,,,,,
LTCA_341,MAST,POLE,383727.90N,0391522.40E,3069,34,NO INFO,,NO,,,,,,,,
LTCA_342,MAST,POLE,383731.10N,0391522.60E,3072,35,NO INFO,,NO,,,,,,,,
LTCA_343,BUILDING,BUILDING,383727.60N,0391522.80E,3061,27,NO INFO,,NO,,,,,,,,
LTCA_344,BUILDING,BUILDING,383726.70N,0391520.90E,3066,27,NO INFO,,NO,,,,,,,,
LTCA_345,MAST,POLE,383727.50N,0391520.60E,3075,36,NO INFO,,NO,,,,,,,,
LTCA_346,BUILDING,BUILDING,383731.70N,0391525.80E,3063,31,NO INFO,,NO,,,,,,,,
LTCA_347,BUILDING,BUILDING,383731.10N,0391508.20E,3132,37,NO INFO,,NO,,,,,,,,
LTCA_348,BUILDING,BUILDING,383728.70N,0391509.20E,3128,35,NO INFO,,NO,,,,,,,,
LTCA_349,MINARET,BUILDING,383730.30N,0391505.70E,3169,58,YES,RED,NO,,,,,,,,
LTCA_350,MAST,POLE,383731.60N,0391506.90E,3127,26,NO INFO,,NO,,,,,,,,
LTCA_351,BUILDING,BUILDING,383728.00N,0391629.00E,3077,29,NO INFO,,NO,,,,,,,,
LTCA_352,BUILDING,BUILDING,383727.20N,0391627.60E,3084,39,NO INFO,,NO,,,,,,,,
LTCA_353,MINARET,BUILDING,383730.00N,0391505.00E,3198,82,NO INFO,,NO,,,,,,,,
LTCA_354,BUILDING,BUILDING,383730.00N,0391758.00E,3097,46,NO INFO,,NO,,,,,,,,
LTCA_355,BUILDING,BUILDING,383728.00N,0391843.00E,3121,98,YES,RED,NO,,,,,,,,
LTCA_356,MAST,POLE,383732.00N,0391650.00E,3168,98,NO INFO,,NO,,,,,,,,
LTCA_357,MAST,POLE,383727.00N,0391706.00E,3157,98,NO INFO,,NO,,,,,,,,
LTCA_358,MAST,POLE,383728.00N,0391843.00E,3121,98,NO INFO,,NO,,,,,,,,
LTCA_359,BUILDING,BUILDING,383734.32N,0391730.19E,3166,34,NO INFO,,NO,,,,,,,,
LTCA_360,BUILDING,BUILDING,383733.65N,0391730.20E,3157,34,NO INFO,,NO,,,,,,,,
LTCA_361,BUILDING,BUILDING,383725.05N,0391738.59E,3087,34,NO INFO,,NO,,,,,,,,
LTCA_362,BUILDING,BUILDING,383726.79N,0391740.34E,3106,44,NO INFO,,NO,,,,,,,,
LTCA_363,BUILDING,BUILDING,383724.79N,0391755.21E,3055,15,NO INFO,,NO,,,,,,,,
LTCA_364,BUILDING,BUILDING,383724.39N,0391759.34E,3061,25,NO INFO,,NO,,,,,,,,
LTCA_365,BUILDING,BUILDING,383726.09N,0391759.36E,3065,25,NO INFO,,NO,,,,,,,,
LTCA_366,BUILDING,BUILDING,383725.35N,0391800.87E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_367,BUILDING,BUILDING,383727.14N,0391808.20E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_368,BUILDING,BUILDING,383724.64N,0391807.40E,3043,15,NO INFO,,NO,,,,,,,,
LTCA_369,BUILDING,BUILDING,383733.85N,0391841.23E,3059,15,NO INFO,,NO,,,,,,,,
LTCA_370,BUILDING,BUILDING,383725.53N,0391818.08E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_371,BUILDING,BUILDING,383725.63N,0391816.56E,3052,25,NO INFO,,NO,,,,,,,,
LTCA_372,BUILDING,BUILDING,383726.96N,0391820.30E,3043,15,NO INFO,,NO,,,,,,,,
LTCA_373,BUILDING,BUILDING,383725.73N,0391822.44E,3038,15,NO INFO,,NO,,,,,,,,
LTCA_374,BUILDING,BUILDING,383726.64N,0391821.51E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_375,BUILDING,BUILDING,383725.16N,0391822.05E,3046,25,NO INFO,,NO,,,,,,,,
LTCA_376,BUILDING,BUILDING,383725.37N,0391828.36E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_377,BUILDING,BUILDING,383725.26N,0391827.53E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_378,BUILDING,BUILDING,383725.00N,0391828.95E,3039,15,NO INFO,,NO,,,,,,,,
LTCA_379,BUILDING,BUILDING,383724.93N,0391828.54E,3039,15,NO INFO,,NO,,,,,,,,
LTCA_380,BUILDING,BUILDING,383724.81N,0391827.90E,3038,15,NO INFO,,NO,,,,,,,,
LTCA_381,BUILDING,BUILDING,383727.04N,0391829.64E,3045,15,NO INFO,,NO,,,,,,,,
LTCA_382,BUILDING,BUILDING,383724.84N,0391830.19E,3038,15,NO INFO,,NO,,,,,,,,
LTCA_383,BUILDING,BUILDING,383724.86N,0391825.60E,3048,25,NO INFO,,NO,,,,,,,,
LTCA_384,BUILDING,BUILDING,383725.35N,0391824.89E,3039,15,NO INFO,,NO,,,,,,,,
LTCA_385,BUILDING,BUILDING,383725.55N,0391829.97E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_386,BUILDING,BUILDING,383726.29N,0391829.58E,3043,15,NO INFO,,NO,,,,,,,,
LTCA_387,BUILDING,BUILDING,383725.71N,0391830.45E,3041,15,NO INFO,,NO,,,,,,,,
LTCA_388,BUILDING,BUILDING,383725.32N,0391831.83E,3039,15,NO INFO,,NO,,,,,,,,
LTCA_389,BUILDING,BUILDING,383726.11N,0391628.76E,3076,34,NO INFO,,NO,,,,,,,,
LTCA_390,BUILDING,BUILDING,383724.47N,0391632.52E,3074,36,NO INFO,,NO,,,,,,,,
LTCA_391,BUILDING,BUILDING,383727.56N,0391826.07E,3048,15,NO INFO,,NO,,,,,,,,
LTCA_392,BUILDING,BUILDING,383727.27N,0391826.11E,3047,15,NO INFO,,NO,,,,,,,,
LTCA_393,BUILDING,BUILDING,383727.42N,0391813.38E,3049,15,NO INFO,,NO,,,,,,,,
LTCA_394,BUILDING,BUILDING,383724.84N,0391623.93E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_395,BUILDING,BUILDING,383725.51N,0391623.82E,3072,34,NO INFO,,NO,,,,,,,,
LTCA_396,BUILDING,BUILDING,383725.65N,0391623.13E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_397,BUILDING,BUILDING,383725.90N,0391623.06E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_398,BUILDING,BUILDING,383724.60N,0391618.71E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_399,BUILDING,BUILDING,383726.09N,0391618.72E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_400,BUILDING,BUILDING,383727.25N,0391620.31E,3075,34,NO INFO,,NO,,,,,,,,
LTCA_401,BUILDING,BUILDING,383726.75N,0391619.31E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_402,BUILDING,BUILDING,383727.13N,0391618.62E,3063,25,NO INFO,,NO,,,,,,,,
LTCA_403,BUILDING,BUILDING,383726.59N,0391615.59E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_404,BUILDING,BUILDING,383726.47N,0391616.18E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_405,BUILDING,BUILDING,383726.32N,0391616.07E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_406,BUILDING,BUILDING,383726.57N,0391615.92E,3063,25,NO INFO,,NO,,,,,,,,
LTCA_407,BUILDING,BUILDING,383728.50N,0391616.88E,3077,34,NO INFO,,NO,,,,,,,,
LTCA_408,BUILDING,BUILDING,383727.90N,0391611.84E,3074,34,NO INFO,,NO,,,,,,,,
LTCA_409,BUILDING,BUILDING,383733.90N,0391610.22E,3084,34,NO INFO,,NO,,,,,,,,
LTCA_410,BUILDING,BUILDING,383728.58N,0391606.46E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_411,BUILDING,BUILDING,383728.30N,0391605.62E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_412,BUILDING,BUILDING,383728.01N,0391604.93E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_413,BUILDING,BUILDING,383728.92N,0391605.99E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_414,BUILDING,BUILDING,383729.19N,0391605.98E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_415,BUILDING,BUILDING,383729.15N,0391605.79E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_416,BUILDING,BUILDING,383728.76N,0391605.67E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_417,BUILDING,BUILDING,383729.04N,0391603.78E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_418,BUILDING,BUILDING,383725.51N,0391602.93E,3044,15,NO INFO,,NO,,,,,,,,
LTCA_419,BUILDING,BUILDING,383724.70N,0391601.43E,3041,15,NO INFO,,NO,,,,,,,,
LTCA_420,BUILDING,BUILDING,383727.29N,0391601.17E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_421,BUILDING,BUILDING,383729.74N,0391601.63E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_422,BUILDING,BUILDING,383729.62N,0391602.06E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_423,BUILDING,BUILDING,383734.61N,0391614.97E,3089,34,NO INFO,,NO,,,,,,,,
LTCA_424,BUILDING,BUILDING,383725.20N,0391555.84E,3068,44,NO INFO,,NO,,,,,,,,
LTCA_425,BUILDING,BUILDING,383725.55N,0391555.35E,3038,15,NO INFO,,NO,,,,,,,,
LTCA_426,BUILDING,BUILDING,383725.91N,0391555.35E,3039,15,NO INFO,,NO,,,,,,,,
LTCA_427,BUILDING,BUILDING,383726.25N,0391559.51E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_428,BUILDING,BUILDING,383726.27N,0391559.20E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_429,BUILDING,BUILDING,383727.96N,0391558.00E,3045,15,NO INFO,,NO,,,,,,,,
LTCA_430,BUILDING,BUILDING,383728.16N,0391558.11E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_431,BUILDING,BUILDING,383728.04N,0391556.13E,3044,15,NO INFO,,NO,,,,,,,,
LTCA_432,BUILDING,BUILDING,383728.30N,0391554.97E,3044,15,NO INFO,,NO,,,,,,,,
LTCA_433,BUILDING,BUILDING,383728.07N,0391555.08E,3043,15,NO INFO,,NO,,,,,,,,
LTCA_434,BUILDING,BUILDING,383728.51N,0391552.50E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_435,BUILDING,BUILDING,383729.73N,0391553.40E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_436,BUILDING,BUILDING,383729.76N,0391552.67E,3065,34,NO INFO,,NO,,,,,,,,
LTCA_437,BUILDING,BUILDING,383729.74N,0391558.32E,3049,15,NO INFO,,NO,,,,,,,,
LTCA_438,BUILDING,BUILDING,383730.26N,0391600.37E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_439,BUILDING,BUILDING,383730.75N,0391600.32E,3062,25,NO INFO,,NO,,,,,,,,
LTCA_440,BUILDING,BUILDING,383730.66N,0391600.00E,3072,34,NO INFO,,NO,,,,,,,,
LTCA_441,BUILDING,BUILDING,383725.14N,0391603.40E,3043,15,NO INFO,,NO,,,,,,,,
LTCA_442,MOSQUE,BUILDING,383730.64N,0391505.14E,3202,89,NO INFO,,NO,,,,,,,,
LTCA_443,BUILDING,BUILDING,383724.75N,0391526.83E,3055,34,NO INFO,,NO,,,,,,,,
LTCA_444,BUILDING,BUILDING,383725.72N,0391525.44E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_445,BUILDING,BUILDING,383726.29N,0391525.70E,3040,15,NO INFO,,NO,,,,,,,,
LTCA_446,BUILDING,BUILDING,383727.60N,0391524.41E,3055,25,NO INFO,,NO,,,,,,,,
LTCA_447,BUILDING,BUILDING,383726.74N,0391523.42E,3046,15,NO INFO,,NO,,,,,,,,
LTCA_448,BUILDING,BUILDING,383726.80N,0391523.14E,3056,25,NO INFO,,NO,,,,,,,,
LTCA_449,BUILDING,BUILDING,383728.87N,0391527.17E,3042,15,NO INFO,,NO,,,,,,,,
LTCA_450,BUILDING,BUILDING,383731.60N,0391528.52E,3041,15,NO INFO,,NO,,,,,,,,
LTCA_451,BUILDING,BUILDING,383731.34N,0391523.44E,3051,15,NO INFO,,NO,,,,,,,,
LTCA_452,BUILDING,BUILDING,383733.88N,0391525.85E,3048,15,NO INFO,,NO,,,,,,,,
LTCA_453,BUILDING,BUILDING,383733.54N,0391525.91E,3047,15,NO INFO,,NO,,,,,,,,
LTCA_454,BUILDING,BUILDING,383733.31N,0391525.88E,3047,15,NO INFO,,NO,,,,,,,,
LTCA_455,BUILDING,BUILDING,383733.96N,0391525.02E,3059,25,NO INFO,,NO,,,,,,,,
LTCA_456,BUILDING,BUILDING,383729.29N,0391533.84E,3052,34,NO INFO,,NO,,,,,,,,
LTCA_457,BUILDING,BUILDING,383727.11N,0391541.55E,3049,34,NO INFO,,NO,,,,,,,,
LTCA_458,BUILDING,BUILDING,383734.48N,0391625.83E,3119,44,NO INFO,,NO,,,,,,,,
LTCA_459,BUILDING,BUILDING,383731.22N,0391547.62E,3064,34,NO INFO,,NO,,,,,,,,
LTCA_460,BUILDING,BUILDING,383731.45N,0391547.83E,3055,25,NO INFO,,NO,,,,,,,,
LTCA_461,BUILDING,BUILDING,383732.05N,0391551.46E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_462,BUILDING,BUILDING,383733.38N,0391547.85E,3050,15,NO INFO,,NO,,,,,,,,
LTCA_463,BUILDING,BUILDING,383731.91N,0391552.69E,3061,25,NO INFO,,NO,,,,,,,,
LTCA_464,BUILDING,BUILDING,383731.87N,0391555.28E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_465,BUILDING,BUILDING,383733.38N,0391600.72E,3078,34,NO INFO,,NO,,,,,,,,
LTCA_466,BUILDING,BUILDING,383731.64N,0391600.70E,3074,34,NO INFO,,NO,,,,,,,,
LTCA_467,BUILDING,BUILDING,383730.84N,0391559.41E,3072,34,NO INFO,,NO,,,,,,,,
LTCA_468,BUILDING,BUILDING,383730.69N,0391558.91E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_469,BUILDING,BUILDING,383730.70N,0391558.46E,3062,25,NO INFO,,NO,,,,,,,,
LTCA_470,BUILDING,BUILDING,383730.68N,0391558.17E,3052,15,NO INFO,,NO,,,,,,,,
LTCA_471,BUILDING,BUILDING,383730.61N,0391557.94E,3061,25,NO INFO,,NO,,,,,,,,
LTCA_472,BUILDING,BUILDING,383731.57N,0391558.13E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_473,BUILDING,BUILDING,383731.33N,0391557.34E,3072,34,NO INFO,,NO,,,,,,,,
LTCA_474,BUILDING,BUILDING,383731.72N,0391557.08E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_475,BUILDING,BUILDING,383731.72N,0391557.57E,3053,15,NO INFO,,NO,,,,,,,,
LTCA_476,BUILDING,BUILDING,383734.59N,0391557.06E,3080,34,NO INFO,,NO,,,,,,,,
LTCA_477,BUILDING,BUILDING,383726.62N,0391507.37E,3144,34,NO INFO,,NO,,,,,,,,
LTCA_478,BUILDING,BUILDING,383727.47N,0391513.09E,3101,34,NO INFO,,NO,,,,,,,,
LTCA_479,BUILDING,BUILDING,383731.17N,0391835.94E,3055,15,NO INFO,,NO,,,,,,,,
LTCA_480,MEDIUM VOLTAGE MAST,POLE,383727.08N,0391723.98E,3171,98,NO INFO,,NO,,,,,,,,
LTCA_481,LOW VOLTAGE MAST,POLE,383727.54N,0391722.43E,3144,66,NO INFO,,NO,,,,,,,,
LTCA_482,LOW VOLTAGE MAST,POLE,383727.74N,0391720.41E,3148,66,NO INFO,,NO,,,,,,,,
LTCA_483,LOW VOLTAGE MAST,POLE,383727.55N,0391728.62E,3138,66,NO INFO,,NO,,,,,,,,
LTCA_484,LOW VOLTAGE MAST,POLE,383727.62N,0391730.68E,3138,66,NO INFO,,NO,,,,,,,,
LTCA_485,LOW VOLTAGE MAST,POLE,383727.66N,0391732.52E,3137,66,NO INFO,,NO,,,,,,,,
LTCA_486,LOW VOLTAGE MAST,POLE,383727.76N,0391735.15E,3136,66,NO INFO,,NO,,,,,,,,
LTCA_487,LOW VOLTAGE MAST,POLE,383727.75N,0391737.25E,3134,66,NO INFO,,NO,,,,,,,,
LTCA_488,LOW VOLTAGE MAST,POLE,383727.74N,0391739.17E,3133,66,NO INFO,,NO,,,,,,,,
