Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTBJ623,BUILDING,BUILDING,381738.467N,0271006.972E,583.77,19.68,NO INFO,,NO
LTBJ624,BUILDING,BUILDING,381738.778N,0271008.914E,573.67,19.68,NO INFO,,NO
LTBJ625,BUILDING,BUILDING,381902.336N,0270732.816E,547.95,22.28,NO INFO,,NO
LTBJ626,BUILDING,BUILDING,381901.213N,0270726.765E,549.02,10.50,NO INFO,,NO
LTBJ627,BUILDING,BUILDING,381742.919N,0271031.313E,553.43,19.68,NO INFO,,NO
LTBJ628,BUILDING,BUILDING,381739.346N,0271012.202E,553.56,19.68,NO INFO,,NO
LTBJ629,BUILDING,BUILDING,381901.330N,0270727.118E,546.66,10.50,NO INFO,,NO
LTBJ630,BUILDING,BUILDING,381902.364N,0270732.570E,558.03,31.53,NO INFO,,NO
LTBJ631,BUILDING,BUILDING,381741.649N,0271024.716E,543.81,19.68,NO INFO,,NO
LTBJ632,BUILDING,BUILDING,381901.923N,0270730.158E,541.49,10.50,NO INFO,,NO
LTBJ633,BUILDING,BUILDING,381741.948N,0271026.367E,544.61,19.68,NO INFO,,NO
LTBJ634,BUILDING,BUILDING,381737.793N,0271004.360E,581.27,10.50,NO INFO,,NO
LTBJ635,BUILDING,BUILDING,381738.374N,0271007.499E,586.72,19.68,NO INFO,,NO
LTBJ636,BUILDING,BUILDING,381901.453N,0270727.286E,565.93,27.26,NO INFO,,NO
LTBJ637,BUILDING,BUILDING,381901.341N,0270726.556E,550.11,9.86,NO INFO,,NO
LTBJ638,BUILDING,BUILDING,381900.799N,0270723.650E,569.69,24.29,NO INFO,,NO
LTBJ639,BUILDING,BUILDING,381739.303N,0271012.761E,553.76,19.68,NO INFO,,NO
LTBJ640,BUILDING,BUILDING,381901.554N,0270727.560E,559.37,21.02,NO INFO,,NO
LTBJ641,BUILDING,BUILDING,381742.113N,0271027.870E,544.61,19.68,NO INFO,,NO
LTBJ642,BUILDING,BUILDING,381901.281N,0270726.042E,550.51,10.64,NO INFO,,NO
LTBJ643,BUILDING,BUILDING,381738.625N,0271009.409E,571.74,19.68,NO INFO,,NO
LTBJ644,BUILDING,BUILDING,381739.719N,0271015.262E,543.42,19.68,NO INFO,,NO
LTBJ645,BUILDING,BUILDING,381738.155N,0271006.992E,592.50,19.68,NO INFO,,NO
LTBJ646,BUILDING,BUILDING,381901.524N,0270726.856E,545.31,10.50,NO INFO,,NO
LTBJ647,BUILDING,BUILDING,381902.479N,0270731.887E,568.07,40.28,NO INFO,,NO
LTBJ648,BUILDING,BUILDING,381739.713N,0271015.713E,542.35,19.68,NO INFO,,NO
LTBJ649,BUILDING,BUILDING,381901.809N,0270728.100E,544.44,10.50,NO INFO,,NO
LTBJ650,BUILDING,BUILDING,381901.512N,0270726.377E,548.05,10.50,NO INFO,,NO
LTBJ651,BUILDING,BUILDING,381902.199N,0270730.014E,544.00,11.03,NO INFO,,NO
LTBJ652,BUILDING,BUILDING,381738.375N,0271008.846E,576.42,19.68,NO INFO,,NO
LTBJ653,BUILDING,BUILDING,381901.902N,0270728.426E,556.22,20.10,NO INFO,,NO
LTBJ654,BUILDING,BUILDING,381901.571N,0270726.573E,547.39,10.50,NO INFO,,NO
LTBJ655,BUILDING,BUILDING,381739.340N,0271014.166E,548.96,19.68,NO INFO,,NO
LTBJ656,BUILDING,BUILDING,381739.425N,0271014.844E,545.81,19.68,NO INFO,,NO
LTBJ657,BUILDING,BUILDING,381741.782N,0271027.712E,545.01,19.68,NO INFO,,NO
LTBJ658,BUILDING,BUILDING,381738.965N,0271012.680E,555.88,19.68,NO INFO,,NO
LTBJ659,BUILDING,BUILDING,381901.835N,0270727.359E,546.86,9.47,NO INFO,,NO
LTBJ660,BUILDING,BUILDING,381901.791N,0270727.117E,547.47,9.85,NO INFO,,NO
LTBJ661,BUILDING,BUILDING,381901.953N,0270727.910E,544.44,10.50,NO INFO,,NO
LTBJ662,BUILDING,BUILDING,381737.689N,0271006.020E,591.85,19.68,NO INFO,,NO
LTBJ663,BUILDING,BUILDING,381738.697N,0271011.481E,559.51,19.68,NO INFO,,NO
LTBJ664,BUILDING,BUILDING,381741.798N,0271028.216E,547.57,19.68,NO INFO,,NO
LTBJ665,BUILDING,BUILDING,381901.470N,0270724.958E,551.44,9.48,NO INFO,,NO
LTBJ666,BUILDING,BUILDING,381902.702N,0270731.524E,549.63,22.45,NO INFO,,NO
LTBJ667,BUILDING,BUILDING,381858.632N,0270709.713E,560.53,10.50,NO INFO,,NO
LTBJ668,BUILDING,BUILDING,381902.112N,0270728.037E,545.81,10.17,NO INFO,,NO
LTBJ669,BUILDING,BUILDING,381742.463N,0271032.310E,556.89,19.68,NO INFO,,NO
LTBJ670,BUILDING,BUILDING,381858.549N,0270708.903E,569.69,10.14,NO INFO,,NO
LTBJ671,BUILDING,BUILDING,381738.969N,0271013.648E,552.61,19.68,NO INFO,,NO
LTBJ672,BUILDING,BUILDING,381902.701N,0270731.069E,548.21,19.97,NO INFO,,NO
LTBJ673,BUILDING,BUILDING,381902.183N,0270728.250E,556.38,20.70,NO INFO,,NO
LTBJ674,BUILDING,BUILDING,381702.016N,0270656.296E,649.60,9.84,NO INFO,,NO
LTBJ675,BUILDING,BUILDING,381737.985N,0271008.512E,581.16,19.68,NO INFO,,NO
LTBJ676,BUILDING,BUILDING,381742.748N,0271034.038E,553.96,19.68,NO INFO,,NO
LTBJ677,BUILDING,BUILDING,381904.737N,0270741.763E,541.40,47.35,NO INFO,,NO
LTBJ678,BUILDING,BUILDING,381902.153N,0270727.916E,545.81,10.17,NO INFO,,NO
LTBJ679,BUILDING,BUILDING,381858.436N,0270708.000E,565.63,10.50,NO INFO,,NO
LTBJ680,BUILDING,BUILDING,381742.570N,0271033.391E,555.45,19.68,NO INFO,,NO
LTBJ681,BUILDING,BUILDING,381901.619N,0270724.825E,550.75,9.13,NO INFO,,NO
LTBJ682,BUILDING,BUILDING,381742.211N,0271031.531E,557.38,19.68,NO INFO,,NO
LTBJ683,BUILDING,BUILDING,381741.221N,0271026.258E,544.61,19.68,NO INFO,,NO
LTBJ684,BUILDING,BUILDING,381858.728N,0270709.243E,580.27,23.82,NO INFO,,NO
LTBJ685,BUILDING,BUILDING,381738.547N,0271012.066E,559.28,19.68,NO INFO,,NO
LTBJ686,BUILDING,BUILDING,381902.492N,0270729.117E,553.61,19.56,NO INFO,,NO
LTBJ687,BUILDING,BUILDING,381741.255N,0271026.842E,544.61,19.68,NO INFO,,NO
LTBJ688,BUILDING,BUILDING,381903.211N,0270732.816E,547.13,25.73,NO INFO,,NO
LTBJ689,BUILDING,BUILDING,381902.235N,0270727.537E,544.98,9.81,NO INFO,,NO
LTBJ690,BUILDING,BUILDING,381858.492N,0270707.521E,567.34,10.50,NO INFO,,NO
LTBJ691,BUILDING,BUILDING,381901.844N,0270725.375E,549.70,9.28,NO INFO,,NO
LTBJ692,BUILDING,BUILDING,381741.538N,0271028.548E,549.73,19.68,NO INFO,,NO
LTBJ693,BUILDING,BUILDING,381903.155N,0270732.306E,547.61,23.13,NO INFO,,NO
LTBJ694,BUILDING,BUILDING,381742.648N,0271034.568E,554.56,19.68,NO INFO,,NO
LTBJ695,BUILDING,BUILDING,381903.334N,0270733.166E,544.78,25.27,NO INFO,,NO
LTBJ696,BUILDING,BUILDING,381902.215N,0270727.031E,544.54,10.50,NO INFO,,NO
LTBJ697,BUILDING,BUILDING,381859.015N,0270709.913E,562.52,10.50,NO INFO,,NO
LTBJ698,BUILDING,BUILDING,381741.831N,0271030.507E,556.95,19.68,NO INFO,,NO
LTBJ699,BUILDING,BUILDING,381858.963N,0270709.442E,577.67,21.77,NO INFO,,NO
LTBJ700,BUILDING,BUILDING,381902.508N,0270728.349E,555.47,20.78,NO INFO,,NO
LTBJ701,BUILDING,BUILDING,381858.843N,0270708.446E,587.81,23.43,NO INFO,,NO
LTBJ702,BUILDING,BUILDING,381905.097N,0270741.684E,541.39,47.61,NO INFO,,NO
LTBJ703,BUILDING,BUILDING,381737.580N,0271008.473E,583.33,19.68,NO INFO,,NO
LTBJ704,BUILDING,BUILDING,381902.521N,0270727.674E,542.68,10.50,NO INFO,,NO
LTBJ705,BUILDING,BUILDING,381858.898N,0270708.111E,574.53,10.50,NO INFO,,NO
LTBJ706,BUILDING,BUILDING,381741.318N,0271028.947E,552.09,19.68,NO INFO,,NO
LTBJ707,BUILDING,BUILDING,381738.525N,0271014.024E,552.24,19.68,NO INFO,,NO
LTBJ708,BUILDING,BUILDING,381738.153N,0271012.100E,562.39,19.68,NO INFO,,NO
LTBJ709,BUILDING,BUILDING,381738.441N,0271013.650E,554.58,19.68,NO INFO,,NO
LTBJ710,BUILDING,BUILDING,381741.964N,0271032.535E,560.12,19.68,NO INFO,,NO
LTBJ711,BUILDING,BUILDING,381858.877N,0270707.719E,581.22,13.65,NO INFO,,NO
LTBJ712,BUILDING,BUILDING,381737.892N,0271010.824E,566.09,19.68,NO INFO,,NO
LTBJ713,BUILDING,BUILDING,381742.109N,0271033.560E,559.11,19.68,NO INFO,,NO
LTBJ714,BUILDING,BUILDING,381740.766N,0271026.476E,544.61,19.68,NO INFO,,NO
LTBJ715,BUILDING,BUILDING,381737.203N,0271007.520E,596.66,19.68,NO INFO,,NO
LTBJ716,BUILDING,BUILDING,381859.114N,0270708.572E,584.71,20.33,NO INFO,,NO
LTBJ717,BUILDING,BUILDING,381741.336N,0271029.797E,555.51,19.68,NO INFO,,NO
LTBJ718,BUILDING,BUILDING,381736.762N,0271005.477E,586.41,11.84,NO INFO,,NO
LTBJ719,BUILDING,BUILDING,381738.523N,0271014.904E,548.58,19.68,NO INFO,,NO
LTBJ720,BUILDING,BUILDING,381740.370N,0271024.943E,544.61,19.68,NO INFO,,NO
LTBJ721,BUILDING,BUILDING,381736.771N,0271005.702E,609.71,19.68,NO INFO,,NO
LTBJ722,BUILDING,BUILDING,381859.072N,0270707.844E,588.06,19.21,NO INFO,,NO
LTBJ723,BUILDING,BUILDING,381902.632N,0270726.853E,555.98,20.55,NO INFO,,NO
LTBJ724,BUILDING,BUILDING,381859.448N,0270709.676E,581.44,23.01,NO INFO,,NO
LTBJ725,BUILDING,BUILDING,381737.591N,0271010.353E,569.39,19.68,NO INFO,,NO
LTBJ726,BUILDING,BUILDING,381738.606N,0271015.849E,544.82,19.68,NO INFO,,NO
LTBJ727,BUILDING,BUILDING,381859.230N,0270708.300E,575.99,10.50,NO INFO,,NO
LTBJ728,BUILDING,BUILDING,381902.949N,0270728.095E,551.83,18.97,NO INFO,,NO
LTBJ729,BUILDING,BUILDING,381741.539N,0271031.717E,562.70,19.68,NO INFO,,NO
LTBJ730,BUILDING,BUILDING,381737.155N,0271008.352E,588.60,19.68,NO INFO,,NO
LTBJ731,BUILDING,BUILDING,381902.898N,0270727.530E,554.77,21.65,NO INFO,,NO
LTBJ732,BUILDING,BUILDING,381904.237N,0270734.505E,543.57,30.40,NO INFO,,NO
LTBJ733,BUILDING,BUILDING,381736.405N,0271004.892E,599.10,13.56,NO INFO,,NO
LTBJ734,BUILDING,BUILDING,381736.651N,0271006.273E,607.67,19.68,NO INFO,,NO
LTBJ735,BUILDING,BUILDING,381903.045N,0270727.891E,551.83,19.34,NO INFO,,NO
LTBJ736,BUILDING,BUILDING,381737.572N,0271011.293E,567.36,19.68,NO INFO,,NO
LTBJ737,BUILDING,BUILDING,381738.205N,0271014.694E,550.46,19.68,NO INFO,,NO
LTBJ738,BUILDING,BUILDING,381859.706N,0270709.831E,579.91,21.75,NO INFO,,NO
LTBJ739,BUILDING,BUILDING,381859.260N,0270707.442E,590.87,16.26,NO INFO,,NO
LTBJ740,BUILDING,BUILDING,381737.111N,0271009.157E,580.53,19.68,NO INFO,,NO
LTBJ741,BUILDING,BUILDING,381740.786N,0271028.857E,554.06,19.68,NO INFO,,NO
LTBJ742,BUILDING,BUILDING,381738.269N,0271015.556E,546.56,19.68,NO INFO,,NO
LTBJ743,BUILDING,BUILDING,381736.253N,0271004.827E,599.10,10.68,NO INFO,,NO
LTBJ744,BUILDING,BUILDING,381903.230N,0270728.154E,543.69,12.11,NO INFO,,NO
LTBJ745,BUILDING,BUILDING,381859.616N,0270708.784E,587.54,21.88,NO INFO,,NO
LTBJ746,BUILDING,BUILDING,381737.770N,0271013.304E,558.44,19.68,NO INFO,,NO
LTBJ747,BUILDING,BUILDING,381859.556N,0270708.199E,580.02,9.19,NO INFO,,NO
LTBJ748,BUILDING,BUILDING,381903.274N,0270727.983E,543.69,11.94,NO INFO,,NO
LTBJ749,BUILDING,BUILDING,381739.987N,0271025.311E,544.61,19.68,NO INFO,,NO
LTBJ750,BUILDING,BUILDING,381859.916N,0270709.996E,576.84,20.00,NO INFO,,NO
LTBJ751,BUILDING,BUILDING,381859.503N,0270707.594E,585.16,10.50,NO INFO,,NO
LTBJ752,BUILDING,BUILDING,381903.093N,0270726.682E,545.38,10.62,NO INFO,,NO
LTBJ753,BUILDING,BUILDING,381859.853N,0270708.944E,598.88,30.50,NO INFO,,NO
LTBJ754,BUILDING,BUILDING,381900.117N,0270710.189E,583.95,29.45,NO INFO,,NO
LTBJ755,BUILDING,BUILDING,381741.397N,0271033.824E,563.67,19.68,NO INFO,,NO
LTBJ756,BUILDING,BUILDING,381741.522N,0271034.530E,562.80,19.68,NO INFO,,NO
LTBJ757,BUILDING,BUILDING,381741.186N,0271032.774E,565.64,19.68,NO INFO,,NO
LTBJ758,BUILDING,BUILDING,381859.710N,0270707.789E,585.03,10.50,NO INFO,,NO
LTBJ759,BUILDING,BUILDING,381740.804N,0271030.848E,561.73,19.68,NO INFO,,NO
LTBJ760,BUILDING,BUILDING,381737.880N,0271015.259E,548.31,19.68,NO INFO,,NO
LTBJ761,BUILDING,BUILDING,381740.393N,0271028.766E,555.17,19.68,NO INFO,,NO
LTBJ762,BUILDING,BUILDING,381737.987N,0271016.035E,545.38,19.68,NO INFO,,NO
LTBJ763,BUILDING,BUILDING,381737.914N,0271015.678E,546.36,19.68,NO INFO,,NO
LTBJ764,BUILDING,BUILDING,381740.574N,0271029.954E,559.63,19.68,NO INFO,,NO
LTBJ765,BUILDING,BUILDING,381703.011N,0270709.188E,561.80,9.84,NO INFO,,NO
LTBJ766,BUILDING,BUILDING,381738.038N,0271016.442E,543.29,19.68,NO INFO,,NO
LTBJ767,BUILDING,BUILDING,381736.974N,0271010.807E,571.96,19.68,NO INFO,,NO
LTBJ768,BUILDING,BUILDING,381900.072N,0270709.103E,588.01,20.72,NO INFO,,NO
LTBJ769,BUILDING,BUILDING,381735.888N,0271005.114E,600.99,12.23,NO INFO,,NO
LTBJ770,BUILDING,BUILDING,381903.656N,0270728.068E,542.34,10.76,NO INFO,,NO
LTBJ771,BUILDING,BUILDING,381739.481N,0271024.541E,542.33,19.68,NO INFO,,NO
LTBJ772,BUILDING,BUILDING,381739.640N,0271025.443E,544.61,19.68,NO INFO,,NO
LTBJ773,BUILDING,BUILDING,381900.355N,0270710.334E,580.85,26.11,NO INFO,,NO
LTBJ774,BUILDING,BUILDING,381859.931N,0270708.043E,588.56,9.87,NO INFO,,NO
LTBJ775,BUILDING,BUILDING,381903.709N,0270727.966E,542.34,10.92,NO INFO,,NO
LTBJ776,BUILDING,BUILDING,381900.072N,0270708.410E,587.94,11.83,NO INFO,,NO
LTBJ777,BUILDING,BUILDING,381903.787N,0270728.233E,551.32,20.38,NO INFO,,NO
LTBJ778,BUILDING,BUILDING,381900.253N,0270709.341E,573.04,10.50,NO INFO,,NO
LTBJ779,BUILDING,BUILDING,381737.415N,0271014.250E,554.33,19.68,NO INFO,,NO
LTBJ780,BUILDING,BUILDING,381741.011N,0271033.743E,566.92,19.68,NO INFO,,NO
LTBJ781,BUILDING,BUILDING,381741.090N,0271034.284E,565.45,19.68,NO INFO,,NO
LTBJ782,BUILDING,BUILDING,381900.588N,0270710.465E,578.33,26.19,NO INFO,,NO
LTBJ783,BUILDING,BUILDING,381740.462N,0271030.994E,563.90,19.68,NO INFO,,NO
LTBJ784,BUILDING,BUILDING,381739.762N,0271027.334E,551.82,19.68,NO INFO,,NO
LTBJ785,BUILDING,BUILDING,381900.370N,0270709.056E,577.93,10.50,NO INFO,,NO
LTBJ786,BUILDING,BUILDING,381904.910N,0270733.220E,554.44,37.71,NO INFO,,NO
LTBJ787,BUILDING,BUILDING,381736.332N,0271009.227E,585.95,19.68,NO INFO,,NO
LTBJ788,BUILDING,BUILDING,381905.208N,0270734.785E,541.82,30.31,NO INFO,,NO
LTBJ789,BUILDING,BUILDING,381900.300N,0270708.567E,593.08,14.89,NO INFO,,NO
LTBJ790,BUILDING,BUILDING,381739.882N,0271028.352E,555.43,19.68,NO INFO,,NO
LTBJ791,BUILDING,BUILDING,381736.800N,0271012.203E,565.68,19.68,NO INFO,,NO
LTBJ792,BUILDING,BUILDING,381740.682N,0271033.148E,568.87,19.68,NO INFO,,NO
LTBJ793,BUILDING,BUILDING,381735.451N,0271005.288E,600.77,11.66,NO INFO,,NO
LTBJ794,BUILDING,BUILDING,381739.341N,0271026.174E,548.87,19.68,NO INFO,,NO
LTBJ795,BUILDING,BUILDING,381739.232N,0271025.609E,546.97,19.68,NO INFO,,NO
LTBJ796,BUILDING,BUILDING,381900.841N,0270710.586E,563.10,10.50,NO INFO,,NO
LTBJ797,BUILDING,BUILDING,381904.883N,0270732.041E,552.02,33.24,NO INFO,,NO
LTBJ798,BUILDING,BUILDING,381900.632N,0270709.196E,595.91,20.73,NO INFO,,NO
LTBJ799,BUILDING,BUILDING,381740.367N,0271032.020E,568.81,19.68,NO INFO,,NO
LTBJ800,BUILDING,BUILDING,381736.502N,0271011.359E,570.27,19.68,NO INFO,,NO
LTBJ801,BUILDING,BUILDING,381900.740N,0270709.704E,575.12,20.24,NO INFO,,NO
LTBJ802,BUILDING,BUILDING,381738.992N,0271024.757E,543.92,19.68,NO INFO,,NO
LTBJ803,BUILDING,BUILDING,381904.533N,0270729.897E,543.32,17.33,NO INFO,,NO
LTBJ804,BUILDING,BUILDING,381737.089N,0271014.685E,553.27,19.68,NO INFO,,NO
LTBJ805,BUILDING,BUILDING,381702.379N,0270709.211E,564.14,9.84,NO INFO,,NO
LTBJ806,BUILDING,BUILDING,381904.685N,0270730.488E,550.46,26.38,NO INFO,,NO
LTBJ807,BUILDING,BUILDING,381736.201N,0271010.114E,576.50,19.68,NO INFO,,NO
LTBJ808,BUILDING,BUILDING,381903.980N,0270726.625E,542.16,10.50,NO INFO,,NO
LTBJ809,BUILDING,BUILDING,381740.035N,0271030.784E,565.01,19.68,NO INFO,,NO
LTBJ810,BUILDING,BUILDING,381739.407N,0271027.439E,553.99,19.68,NO INFO,,NO
LTBJ811,BUILDING,BUILDING,381739.953N,0271030.365E,563.30,19.68,NO INFO,,NO
LTBJ812,BUILDING,BUILDING,381736.733N,0271013.208E,560.95,19.68,NO INFO,,NO
LTBJ813,BUILDING,BUILDING,381736.240N,0271010.681E,574.36,19.68,NO INFO,,NO
LTBJ814,BUILDING,BUILDING,381737.223N,0271015.940E,547.07,19.68,NO INFO,,NO
LTBJ815,BUILDING,BUILDING,381900.924N,0270709.910E,582.38,16.94,NO INFO,,NO
LTBJ816,BUILDING,BUILDING,381737.104N,0271015.468E,549.49,19.68,NO INFO,,NO
LTBJ817,BUILDING,BUILDING,381905.275N,0270733.021E,552.14,34.95,NO INFO,,NO
LTBJ818,BUILDING,BUILDING,381900.400N,0270706.953E,613.97,9.08,NO INFO,,NO
LTBJ819,BUILDING,BUILDING,381904.871N,0270730.787E,549.11,26.31,NO INFO,,NO
LTBJ820,BUILDING,BUILDING,381740.569N,0271034.180E,570.16,19.68,NO INFO,,NO
LTBJ821,BUILDING,BUILDING,381900.556N,0270707.606E,615.86,17.28,NO INFO,,NO
LTBJ822,BUILDING,BUILDING,381904.118N,0270726.574E,542.16,10.50,NO INFO,,NO
LTBJ823,BUILDING,BUILDING,381904.834N,0270730.384E,550.64,26.87,NO INFO,,NO
LTBJ824,BUILDING,BUILDING,381740.592N,0271034.474E,569.14,19.68,NO INFO,,NO
LTBJ825,BUILDING,BUILDING,381900.518N,0270707.220E,622.56,16.71,NO INFO,,NO
LTBJ826,BUILDING,BUILDING,381740.180N,0271032.582E,571.18,19.68,NO INFO,,NO
LTBJ827,BUILDING,BUILDING,381901.290N,0270710.948E,571.94,20.14,NO INFO,,NO
LTBJ828,BUILDING,BUILDING,381901.060N,0270709.705E,579.90,10.50,NO INFO,,NO
LTBJ829,BUILDING,BUILDING,381904.337N,0270727.133E,542.48,9.96,NO INFO,,NO
LTBJ830,BUILDING,BUILDING,381739.027N,0271026.742E,551.84,19.68,NO INFO,,NO
LTBJ831,BUILDING,BUILDING,381905.034N,0270730.612E,551.90,28.92,NO INFO,,NO
LTBJ832,BUILDING,BUILDING,381900.762N,0270707.751E,609.33,10.20,NO INFO,,NO
LTBJ833,BUILDING,BUILDING,381900.712N,0270707.432E,625.80,18.99,NO INFO,,NO
LTBJ834,BUILDING,BUILDING,381739.124N,0271027.570E,554.64,19.68,NO INFO,,NO
LTBJ835,BUILDING,BUILDING,381739.783N,0271031.142E,567.37,19.68,NO INFO,,NO
LTBJ836,BUILDING,BUILDING,381735.653N,0271009.147E,590.44,19.68,NO INFO,,NO
LTBJ837,BUILDING,BUILDING,381740.169N,0271033.317E,572.22,19.68,NO INFO,,NO
LTBJ838,BUILDING,BUILDING,381904.544N,0270727.578E,552.77,20.94,NO INFO,,NO
LTBJ839,BUILDING,BUILDING,381735.186N,0271006.936E,610.52,19.68,NO INFO,,NO
LTBJ840,BUILDING,BUILDING,381739.181N,0271028.443E,558.90,19.68,NO INFO,,NO
LTBJ841,BUILDING,BUILDING,381901.543N,0270711.134E,574.53,23.36,NO INFO,,NO
LTBJ842,BUILDING,BUILDING,381701.149N,0270705.369E,572.34,9.84,NO INFO,,NO
LTBJ843,BUILDING,BUILDING,381736.693N,0271015.358E,551.54,19.68,NO INFO,,NO
LTBJ844,BUILDING,BUILDING,381735.990N,0271011.878E,568.88,19.68,NO INFO,,NO
LTBJ845,BUILDING,BUILDING,381901.992N,0270713.128E,552.11,14.03,NO INFO,,NO
LTBJ846,BUILDING,BUILDING,381735.833N,0271011.093E,572.97,19.68,NO INFO,,NO
LTBJ847,BUILDING,BUILDING,381736.157N,0271012.978E,562.84,19.68,NO INFO,,NO
LTBJ848,BUILDING,BUILDING,381735.621N,0271010.142E,577.06,19.68,NO INFO,,NO
LTBJ849,BUILDING,BUILDING,381735.147N,0271007.938E,606.84,19.68,NO INFO,,NO
LTBJ850,BUILDING,BUILDING,381734.756N,0271005.880E,611.12,19.68,NO INFO,,NO
LTBJ851,BUILDING,BUILDING,381904.786N,0270727.378E,543.53,11.18,NO INFO,,NO
LTBJ852,BUILDING,BUILDING,381910.425N,0270757.502E,541.65,81.23,NO INFO,,NO
LTBJ853,BUILDING,BUILDING,381904.299N,0270724.675E,558.27,19.80,NO INFO,,NO
LTBJ854,BUILDING,BUILDING,381906.830N,0270738.176E,546.50,43.75,NO INFO,,NO
LTBJ855,BUILDING,BUILDING,381738.226N,0271024.809E,543.65,19.68,NO INFO,,NO
LTBJ856,BUILDING,BUILDING,381901.843N,0270711.283E,583.41,30.40,NO INFO,,NO
LTBJ857,BUILDING,BUILDING,381901.431N,0270708.969E,603.46,9.88,NO INFO,,NO
LTBJ858,BUILDING,BUILDING,381901.707N,0270710.372E,594.18,24.15,NO INFO,,NO
LTBJ859,BUILDING,BUILDING,381904.801N,0270726.798E,542.08,10.50,NO INFO,,NO
LTBJ860,BUILDING,BUILDING,381902.220N,0270712.954E,553.84,13.49,NO INFO,,NO
LTBJ861,BUILDING,BUILDING,381905.160N,0270728.526E,549.77,20.90,NO INFO,,NO
LTBJ862,BUILDING,BUILDING,381902.344N,0270713.396E,575.36,32.76,NO INFO,,NO
LTBJ863,BUILDING,BUILDING,381736.403N,0271015.839E,549.78,19.68,NO INFO,,NO
LTBJ864,BUILDING,BUILDING,381739.295N,0271031.404E,570.18,19.68,NO INFO,,NO
LTBJ865,BUILDING,BUILDING,381736.516N,0271016.673E,547.36,19.68,NO INFO,,NO
LTBJ866,BUILDING,BUILDING,381905.019N,0270727.236E,542.09,9.38,NO INFO,,NO
LTBJ867,BUILDING,BUILDING,381901.654N,0270709.209E,605.76,12.46,NO INFO,,NO
LTBJ868,BUILDING,BUILDING,381736.042N,0271014.363E,557.17,19.68,NO INFO,,NO
LTBJ869,BUILDING,BUILDING,381901.956N,0270710.646E,568.54,11.14,NO INFO,,NO
LTBJ870,BUILDING,BUILDING,381904.931N,0270726.408E,543.21,10.50,NO INFO,,NO
LTBJ871,BUILDING,BUILDING,381907.179N,0270738.302E,548.67,46.37,NO INFO,,NO
LTBJ872,BUILDING,BUILDING,381739.528N,0271033.532E,576.62,19.68,NO INFO,,NO
LTBJ873,BUILDING,BUILDING,381739.715N,0271034.576E,576.83,19.68,NO INFO,,NO
LTBJ874,BUILDING,BUILDING,381902.215N,0270711.521E,580.33,25.06,NO INFO,,NO
LTBJ875,BUILDING,BUILDING,381905.038N,0270726.586E,542.11,10.50,NO INFO,,NO
LTBJ876,BUILDING,BUILDING,381736.473N,0271017.306E,545.29,19.68,NO INFO,,NO
LTBJ877,BUILDING,BUILDING,381902.506N,0270713.044E,568.04,19.69,NO INFO,,NO
LTBJ878,BUILDING,BUILDING,381905.892N,0270731.050E,543.23,22.38,NO INFO,,NO
LTBJ879,BUILDING,BUILDING,381735.331N,0271011.309E,572.55,19.68,NO INFO,,NO
LTBJ880,BUILDING,BUILDING,381737.781N,0271024.466E,541.72,19.68,NO INFO,,NO
LTBJ881,BUILDING,BUILDING,381908.425N,0270744.503E,542.32,54.24,NO INFO,,NO
LTBJ882,BUILDING,BUILDING,381735.598N,0271012.846E,564.37,19.68,NO INFO,,NO
LTBJ883,BUILDING,BUILDING,381901.774N,0270708.902E,625.35,17.85,NO INFO,,NO
LTBJ884,BUILDING,BUILDING,381905.816N,0270730.355E,546.94,23.79,NO INFO,,NO
LTBJ885,BUILDING,BUILDING,381739.250N,0271032.765E,576.81,19.68,NO INFO,,NO
LTBJ886,BUILDING,BUILDING,381902.002N,0270709.757E,603.03,10.30,NO INFO,,NO
LTBJ887,BUILDING,BUILDING,381734.967N,0271010.023E,581.35,19.68,NO INFO,,NO
LTBJ888,BUILDING,BUILDING,381905.164N,0270726.219E,543.46,10.50,NO INFO,,NO
LTBJ889,BUILDING,BUILDING,381736.365N,0271017.863E,544.96,19.68,NO INFO,,NO
LTBJ890,BUILDING,BUILDING,381735.874N,0271015.291E,554.79,19.68,NO INFO,,NO
LTBJ891,BUILDING,BUILDING,381737.732N,0271025.234E,545.66,19.68,NO INFO,,NO
LTBJ892,BUILDING,BUILDING,381736.066N,0271016.324E,550.78,19.68,NO INFO,,NO
LTBJ893,BUILDING,BUILDING,381902.475N,0270711.665E,573.16,13.16,NO INFO,,NO
LTBJ894,BUILDING,BUILDING,381902.527N,0270711.932E,565.80,10.50,NO INFO,,NO
LTBJ895,BUILDING,BUILDING,381907.549N,0270738.399E,543.02,41.44,NO INFO,,NO
LTBJ896,BUILDING,BUILDING,381906.507N,0270732.827E,547.74,31.67,NO INFO,,NO
LTBJ897,BUILDING,BUILDING,381905.310N,0270726.399E,543.71,10.50,NO INFO,,NO
LTBJ898,BUILDING,BUILDING,381902.155N,0270709.531E,612.82,10.71,NO INFO,,NO
LTBJ899,BUILDING,BUILDING,381901.984N,0270708.569E,635.79,19.42,NO INFO,,NO
LTBJ900,BUILDING,BUILDING,381735.571N,0271014.243E,558.79,19.68,NO INFO,,NO
